coreid,idigbio:associatedsequences,idigbio:barcodeValue,dwc:basisOfRecord,dwc:bed,gbif:canonicalName,dwc:catalogNumber,dwc:class,dwc:collectionCode,dwc:collectionID,idigbio:collectionName,dwc:recordedBy,dwc:vernacularName,idigbio:commonnames,dwc:continent,dwc:coordinateUncertaintyInMeters,dwc:country,idigbio:isoCountryCode,dwc:county,idigbio:eventDate,idigbio:dateModified,idigbio:dataQualityScore,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,idigbio:etag,dwc:eventDate,dwc:family,dwc:fieldNumber,idigbio:flags,dwc:formation,dwc:genus,dwc:geologicalContextID,idigbio:geoPoint,dwc:group,idigbio:hasImage,idigbio:hasMedia,dwc:higherClassification,dwc:highestBiostratigraphicZone,dwc:individualCount,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,idigbio:institutionName,dwc:kingdom,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lithostratigraphicTerms,dwc:locality,dwc:lowestBiostratigraphicZone,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,idigbio:mediarecords,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:municipality,dwc:occurrenceID,dwc:order,dwc:phylum,idigbio:recordIds,dwc:recordNumber,idigbio:recordset,dwc:scientificName,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:taxonID,dwc:taxonomicStatus,dwc:taxonRank,dwc:typeStatus,idigbio:uuid,dwc:verbatimEventDate,dwc:verbatimLocality,idigbio:version,dwc:waterBody
bc676c73-4a86-444d-beab-ea24e685b84f,,,preservedspecimen,,shortia galacifolia,clems0042918,magnoliopsida,,81b5c57b-5f26-423f-93b6-d4dc434fe707,,d. b. rosenkrans,,,north america,,united states,usa,oconee,1927-07-28,2018-07-27T09:33:24.407508+00:00,0.17391304347826086,,,,,,29ebe89e8155ab74d5f17576fae00c94734827a9,,diapensiaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_class_added""]",,shortia,,,,false,false,,,,,clems,,,plantae,,,,,,,,,,,,,,,,8ef673a7-b184-4fe3-8efb-cd2499f78e54,ericales,tracheophyta,"[""264c48ec-8636-451f-a7e0-74131bc6f84c\\16249267"", ""urn:uuid:8ef673a7-b184-4fe3-8efb-cd2499f78e54"", ""264c48ec-8636-451f-a7e0-74131bc6f84c\\8ef673a7-b184-4fe3-8efb-cd2499f78e54""]",,264c48ec-8636-451f-a7e0-74131bc6f84c,shortia galacifolia,galacifolia,209,south carolina,5333326,accepted,species,,bc676c73-4a86-444d-beab-ea24e685b84f,,,,
834f6989-d144-4610-9fc5-c2ac718139a2,,,preservedspecimen,,shortia,uvmvt259191,magnoliopsida,,58ab88f3-0034-461c-9c44-9e525c4d360f,,,,,,,united states,usa,,,2018-08-24T10:25:32.978645+00:00,0.10144927536231885,,,,,,634e3859e4c4d176791416f7922842ebaa65ab3c,,diapensiaceae,,"[""dwc_taxonrank_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_class_added""]",,shortia,,,,true,true,,,,,vt,,,plantae,,,,,,,,,,,"[""2e4efbdb-04ed-46c9-9180-5761fb4f3050""]",,,,,be553c23-6177-4ffb-84fa-771665f21838,ericales,tracheophyta,"[""3027c437-cdb3-4072-9410-5a46ec3b1fd5\\16631639"", ""urn:uuid:be553c23-6177-4ffb-84fa-771665f21838"", ""3027c437-cdb3-4072-9410-5a46ec3b1fd5\\be553c23-6177-4ffb-84fa-771665f21838""]",,3027c437-cdb3-4072-9410-5a46ec3b1fd5,shortia,,,,2882389,accepted,genus,,834f6989-d144-4610-9fc5-c2ac718139a2,,,,
2c818a19-a372-46f7-b44d-6f24e7adf94f,,,preservedspecimen,,graphostroma platystoma,barcode-00057718,sordariomycetes,gh,urn:lsid:biocol.org:col:15631,,a. michaux,,,north america,,united states,usa,,,2019-09-22T23:27:09.934987+00:00,0.15942028985507245,,,,,,c47b3175e409ff4f75a3d15f018c9804eaf7e39f,,graphostromataceae,,"[""dwc_taxonrank_added"", ""dwc_family_replaced"", ""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_originalnameusageid_added"", ""dwc_taxonid_added"", ""dwc_scientificnameauthorship_replaced"", ""dwc_country_replaced"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""dwc_genus_replaced"", ""gbif_taxon_corrected"", ""dwc_order_added"", ""dwc_parentnameusageid_added"", ""dwc_class_added"", ""dwc_kingdom_added""]",,graphostroma,,,,true,true,,,,,gh,urn:lsid:biocol.org:col:15631,,fungi,,,,,,,"""hautes montagnes de carolinie."" [a. gray (scripsit) w. t. kittredge, 2011]",,,,"[""561b20d0-f0e7-45a0-a9b4-a5a3a708018b""]",,,,,ae2b321f-bde9-421d-95c5-9ada16046007,xylariales,ascomycota,"[""7450a9e3-ef95-4f9e-8260-09b498d2c5e6\\ae2b321f-bde9-421d-95c5-9ada16046007"", ""7450a9e3-ef95-4f9e-8260-09b498d2c5e6\\http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ae2b321f-bde9-421d-95c5-9ada16046007""]",,7450a9e3-ef95-4f9e-8260-09b498d2c5e6,shortia galacifolia torrey & a. gray,platystoma,,south carolina,2574289,accepted,species,holotype,2c818a19-a372-46f7-b44d-6f24e7adf94f,,"""hautes montagnes de carolinie."" [a. gray (scripsit) w. t. kittredge, 2011]",,
78273178-e200-49bc-ad38-1d2c69a4d98c,,,preservedspecimen,,shortia galacifolia,ncu00042357,magnoliopsida,,17f2d0fa-39a6-4465-8055-1d6fc12eeda2,,"coker, william",,,north america,,united states,usa,mcdowell,1942-07-17T00:00:00+00:00,2018-04-12T15:05:30.284524+00:00,0.21739130434782608,,,,,,d1f9fc5f7230f14d92185cb89016e81bb740fd13,1942-07-17,diapensiaceae,,"[""dwc_taxonrank_added"", ""dwc_multimedia_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_class_added""]",,shortia,,,,false,false,,,,,ncu,,,plantae,,,,,,,"found at the fish hatchery branch about 1 1/2 mi. above hatchery. it is very abundant on both banks for about 1/2 mi. and sometimes solid for 20x12 ft. to be sure to find this go to fish hatchery ang go up f.h. branch (creek) for perhaps 1/2 mile and come to a valley pasture through which the branch runs. a saw mill was located here. there is now a pile of saw dust. where the branch enters the open pasture from the woods, the shortia begins and as far up as we went, about 1/4 mi., was in great abundance.",,,,,,,,,22bdd14d-8bac-4455-8620-e47e146e8f7e,ericales,tracheophyta,"[""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\22bdd14d-8bac-4455-8620-e47e146e8f7e"", ""urn:uuid:22bdd14d-8bac-4455-8620-e47e146e8f7e"", ""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\16996414""]",s.n.,4e3043a6-d48a-4a35-b5fb-f67d50cbc158,shortia galacifolia,galacifolia,198,north carolina,5333326,accepted,species,,78273178-e200-49bc-ad38-1d2c69a4d98c,,,,
4e7e8c54-20f7-4709-8196-649ccbf4386d,,,preservedspecimen,,shortia galacifolia,tenn-v-0170860,magnoliopsida,,565b6f19-288f-4614-a4c9-b09448e96547,,,,,north america,,united states,usa,mcdowell,,2019-04-12T08:44:10.758082+00:00,0.14492753623188406,,,,,,7b8dde124c0a1ad98dcabeff98e402c9904e40b8,,diapensiaceae,,"[""gbif_reference_added"", ""dwc_taxonid_replaced"", ""dwc_taxonrank_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""dwc_phylum_replaced"", ""gbif_canonicalname_added"", ""dwc_continent_added"", ""dwc_class_added""]",,shortia,,,,false,false,,,,brevistyla,tenn,,,plantae,,,,,,,,,,,,,,,,df631105-b842-4848-8dc1-6b9d73837735,ericales,tracheophyta,"[""urn:uuid:df631105-b842-4848-8dc1-6b9d73837735"", ""d53132e6-7997-4850-8607-4fec5a3f9c3f\\14305064"", ""d53132e6-7997-4850-8607-4fec5a3f9c3f\\df631105-b842-4848-8dc1-6b9d73837735""]",,d53132e6-7997-4850-8607-4fec5a3f9c3f,shortia galacifolia var. brevistyla,galacifolia,,north carolina,5333326,accepted,species,,4e7e8c54-20f7-4709-8196-649ccbf4386d,,,,
850a26de-d2b8-4408-af1a-e0dfb391449e,,,preservedspecimen,,shortia galacifolia,31234100396280,magnoliopsida,,0fdd3b88-7ca2-48ad-92e0-23e26acec000,,r.l. jones,,,north america,,united states,usa,powell,1999-05-17T00:00:00+00:00,2019-07-14T01:20:30.829608+00:00,0.2463768115942029,,,,,,b3fd1ece7d890fe2ffe0a58a3260a803b0eff4b4,1999-05-17,diapensiaceae,,"[""dwc_taxonrank_added"", ""dwc_datasetid_added"", ""dwc_multimedia_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""dwc_parentnameusageid_added"", ""dwc_phylum_replaced"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_continent_added"", ""dwc_class_added""]",,shortia,,,,true,true,,,,,eky,,,plantae,,,,,,,"fuller tract, upland woods to ravines.",,,,"[""fb1175e1-d3fa-4396-ba1d-c50238d9083e""]",,,,natural bridge state resort park,9dfb83bf-8a92-45b7-97c1-e5ee8b54982a,ericales,tracheophyta,"[""20360fae-574a-4d63-b9f6-47b1cc07fd22\\9dfb83bf-8a92-45b7-97c1-e5ee8b54982a"", ""urn:uuid:9dfb83bf-8a92-45b7-97c1-e5ee8b54982a"", ""20360fae-574a-4d63-b9f6-47b1cc07fd22\\9671693""]",9186,20360fae-574a-4d63-b9f6-47b1cc07fd22,shortia galacifolia,galacifolia,137,kentucky,5333326,accepted,species,,850a26de-d2b8-4408-af1a-e0dfb391449e,17 may 1999,,,
0b177f92-6289-4ecd-926c-cf000a673f0d,,,preservedspecimen,,shortia galacifolia,ecuh0005390,magnoliopsida,,c31f7b34-ad1c-4b15-828e-b44954d2f567,,,,,north america,,united states,usa,macon,,2019-03-26T17:31:24.691722+00:00,0.13043478260869565,,,,,,33198b8091788b66b5237c19cf83ce3a717a8a9e,,diapensiaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_class_added""]",,shortia,,,,true,true,,,,,ecuh,,,plantae,,,,,,,,,,,"[""4237ab27-893f-4b45-8f51-9bae9f000dd0""]",,,,,d3156435-dfa9-4e36-a4a8-bff074d52d05,ericales,tracheophyta,"[""f5d395b8-c3c9-43df-b4ff-63d65c6a971e\\17626328"", ""urn:uuid:d3156435-dfa9-4e36-a4a8-bff074d52d05"", ""f5d395b8-c3c9-43df-b4ff-63d65c6a971e\\d3156435-dfa9-4e36-a4a8-bff074d52d05""]",,f5d395b8-c3c9-43df-b4ff-63d65c6a971e,shortia galacifolia,galacifolia,,north carolina,5333326,accepted,species,,0b177f92-6289-4ecd-926c-cf000a673f0d,,,,
c7fee786-f8a8-4bca-b5c1-68a8cd6eb9aa,,,preservedspecimen,,shortia galacifolia,81987,magnoliopsida,herb,,,"r. w. powell, jr.",,,north america,,united states,usa,oconee co.,1967-03-23T00:00:00+00:00,2018-04-23T16:15:30.597077+00:00,0.2028985507246377,,,,,,8bbada6c3b23080378047972f69fbc49f9198ade,1967-03-23,diapensiaceae,,"[""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""dwc_continent_added"", ""dwc_country_replaced"", ""dwc_phylum_replaced"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""gbif_canonicalname_added"", ""dwc_order_added"", ""dwc_parentnameusageid_added"", ""dwc_class_added""]",,shortia,,,,true,true,plantae | dicots | diapensiaceae,,,,usf,urn:lsid:biocol.org:col:15638,,plantae,,,,,,,,,,,"[""0c6ddc6b-acee-41ec-9329-cec178971ff1""]",,,,,a59ff275-a57f-431c-9e07-b0c923c49057,ericales,tracheophyta,"[""f1cf8457-237e-487a-9d13-5de7d81b9de4\\a59ff275-a57f-431c-9e07-b0c923c49057"", ""f1cf8457-237e-487a-9d13-5de7d81b9de4\\urn:catalog:usf:herb:81987""]",,f1cf8457-237e-487a-9d13-5de7d81b9de4,shortia galacifolia,galacifolia,82,south carolina,5333326,accepted,species,,c7fee786-f8a8-4bca-b5c1-68a8cd6eb9aa,,,,
263a6729-06fd-43ac-bb52-275b62ba7229,,,preservedspecimen,,shortia,uvmvt259198,magnoliopsida,,58ab88f3-0034-461c-9c44-9e525c4d360f,,,,,asia,,japan,jpn,,,2018-08-24T10:25:32.978645+00:00,0.10144927536231885,,,,,,7f1115097429be5a987f19271f23dd7416f9c958,,diapensiaceae,,"[""dwc_taxonrank_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_class_added""]",,shortia,,,,true,true,,,,,vt,,,plantae,,,,,,,,,,,"[""96bb7d6c-f5e7-4cbc-9b78-9875720571d6""]",,,,,dae01520-fa52-43c6-8358-a39749030613,ericales,tracheophyta,"[""urn:uuid:dae01520-fa52-43c6-8358-a39749030613"", ""3027c437-cdb3-4072-9410-5a46ec3b1fd5\\16631646"", ""3027c437-cdb3-4072-9410-5a46ec3b1fd5\\dae01520-fa52-43c6-8358-a39749030613""]",,3027c437-cdb3-4072-9410-5a46ec3b1fd5,shortia,,,,2882389,accepted,genus,,263a6729-06fd-43ac-bb52-275b62ba7229,,,,
b93f676f-a3e9-45d0-b877-e74a1bdef186,,,preservedspecimen,,shortia,uvmvt259200,magnoliopsida,,58ab88f3-0034-461c-9c44-9e525c4d360f,,,,,asia,,japan,jpn,,,2018-08-24T10:25:32.978645+00:00,0.10144927536231885,,,,,,b03f7af47faed601e2a5d657d4f3f268daa096ce,,diapensiaceae,,"[""dwc_taxonrank_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_class_added""]",,shortia,,,,true,true,,,,,vt,,,plantae,,,,,,,,,,,"[""2a3010db-acd0-4246-a8ea-70607a022e43""]",,,,,54e5413c-d393-43a9-82f0-dc8dd1e0ef8c,ericales,tracheophyta,"[""3027c437-cdb3-4072-9410-5a46ec3b1fd5\\16631648"", ""urn:uuid:54e5413c-d393-43a9-82f0-dc8dd1e0ef8c"", ""3027c437-cdb3-4072-9410-5a46ec3b1fd5\\54e5413c-d393-43a9-82f0-dc8dd1e0ef8c""]",,3027c437-cdb3-4072-9410-5a46ec3b1fd5,shortia,,,,2882389,accepted,genus,,b93f676f-a3e9-45d0-b877-e74a1bdef186,,,,
18b9d374-3615-4af7-a7a4-86b2a3cf1297,,,preservedspecimen,,shortia galacifolia,clems0042924,magnoliopsida,,81b5c57b-5f26-423f-93b6-d4dc434fe707,,"john e. fairey, iii",,,north america,,united states,usa,oconee,1969-07-28,2018-07-27T09:33:24.407508+00:00,0.17391304347826086,,,,,,cfb681804df9bc64410742d91b24de0386df7b94,,diapensiaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_class_added""]",,shortia,,,,false,false,,,,,clems,,,plantae,,,,,,,,,,,,,,,,cb00d6b6-9c43-4250-b99a-647603ddf12c,ericales,tracheophyta,"[""264c48ec-8636-451f-a7e0-74131bc6f84c\\cb00d6b6-9c43-4250-b99a-647603ddf12c"", ""urn:uuid:cb00d6b6-9c43-4250-b99a-647603ddf12c"", ""264c48ec-8636-451f-a7e0-74131bc6f84c\\16249259""]",,264c48ec-8636-451f-a7e0-74131bc6f84c,shortia galacifolia,galacifolia,209,south carolina,5333326,accepted,species,,18b9d374-3615-4af7-a7a4-86b2a3cf1297,,,,
1f4099d9-02e6-4c0f-8583-bd1a462281c1,,,preservedspecimen,,shortia galacifolia,ga202492,magnoliopsida,,urn:lsid:biocol.org:col:15610,,,,,north america,,united states,usa,clay county,,2018-07-27T09:39:03.970920+00:00,0.14492753623188406,,,,,,4ed0fd485008fcd6f5d287aa92951f547223fa98,,diapensiaceae,,"[""dwc_taxonrank_added"", ""dwc_multimedia_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_class_added""]",,shortia,,,,true,true,,,,,ga,,,plantae,,,,,,,"clay county, nc",,,,"[""69c4389f-ffee-4019-921f-bcf7965a4386""]",,,,,b979be08-2a30-4d5a-82b6-03edd4ec994e,ericales,tracheophyta,"[""beab5209-9628-4d4d-851e-2bc9bb1a0105\\b979be08-2a30-4d5a-82b6-03edd4ec994e"", ""beab5209-9628-4d4d-851e-2bc9bb1a0105\\17082706"", ""urn:uuid:00396227-e651-4ac9-97cd-cae72820d153""]",,beab5209-9628-4d4d-851e-2bc9bb1a0105,shortia galacifolia,galacifolia,,north carolina,5333326,accepted,species,,1f4099d9-02e6-4c0f-8583-bd1a462281c1,,,,
157b5f7c-1e67-4d39-9934-cddf457bb423,,,preservedspecimen,,shortia galacifolia,clems0042934,magnoliopsida,,81b5c57b-5f26-423f-93b6-d4dc434fe707,,w. a. jones,,,north america,,united states,usa,pickens,1978-07-28,2018-07-27T09:33:24.407508+00:00,0.17391304347826086,,,,,,610382bae6f1c6e0901e399feb2d0ee5c8eaee8f,,diapensiaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_class_added""]",,shortia,,,,false,false,,,,,clems,,,plantae,,,,,,,,,,,,,,,,27542e74-434d-4375-afc2-22d9f0988f1d,ericales,tracheophyta,"[""264c48ec-8636-451f-a7e0-74131bc6f84c\\16249243"", ""urn:uuid:27542e74-434d-4375-afc2-22d9f0988f1d"", ""264c48ec-8636-451f-a7e0-74131bc6f84c\\27542e74-434d-4375-afc2-22d9f0988f1d""]",,264c48ec-8636-451f-a7e0-74131bc6f84c,shortia galacifolia,galacifolia,209,south carolina,5333326,accepted,species,,157b5f7c-1e67-4d39-9934-cddf457bb423,,,,
bc0387b3-2ec9-4c2c-8610-50a2afc818bb,,,preservedspecimen,,shortia,uvmvt259206,magnoliopsida,,58ab88f3-0034-461c-9c44-9e525c4d360f,,,,,asia,,japan,jpn,,,2018-08-24T10:25:32.978645+00:00,0.10144927536231885,,,,,,859fdc98d156949e3891dcf75dfb70a030893500,,diapensiaceae,,"[""dwc_taxonrank_added"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_class_added""]",,shortia,,,,true,true,,,,,vt,,,plantae,,,,,,,,,,,"[""787f88c4-da5d-49d1-addd-2094af80c7a7""]",,,,,200ca8b2-35a2-476d-a497-636ac29e6552,ericales,tracheophyta,"[""3027c437-cdb3-4072-9410-5a46ec3b1fd5\\16631654"", ""urn:uuid:200ca8b2-35a2-476d-a497-636ac29e6552"", ""3027c437-cdb3-4072-9410-5a46ec3b1fd5\\200ca8b2-35a2-476d-a497-636ac29e6552""]",,3027c437-cdb3-4072-9410-5a46ec3b1fd5,shortia,,,,2882389,accepted,genus,,bc0387b3-2ec9-4c2c-8610-50a2afc818bb,,,,
496dc35a-7105-44be-8c63-7b3932430500,,,preservedspecimen,,shortia galacifolia,tenn-v-0170863,magnoliopsida,,565b6f19-288f-4614-a4c9-b09448e96547,,,,,north america,,united states,usa,oconee,,2019-04-12T08:44:10.758082+00:00,0.13043478260869565,,,,,,d2eff66bf9b39c17fe11cea38f2cb59e1674518b,,diapensiaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_class_added""]",,shortia,,,,false,false,,,,,tenn,,,plantae,,,,,,,,,,,,,,,,86662bb5-5786-4702-bd84-8a8e272dcddd,ericales,tracheophyta,"[""d53132e6-7997-4850-8607-4fec5a3f9c3f\\86662bb5-5786-4702-bd84-8a8e272dcddd"", ""urn:uuid:86662bb5-5786-4702-bd84-8a8e272dcddd"", ""d53132e6-7997-4850-8607-4fec5a3f9c3f\\14305067""]",,d53132e6-7997-4850-8607-4fec5a3f9c3f,shortia galacifolia,galacifolia,,south carolina,5333326,accepted,species,,496dc35a-7105-44be-8c63-7b3932430500,,,,
f7277266-1dea-4e92-8790-9686820da8dd,,,preservedspecimen,,shortia galacifolia,conn00108027,magnoliopsida,conn,,,h. o. perkins,,,north america,5000.0,united states,usa,tolland county,1942-04-20T00:00:00+00:00,2014-09-09T02:18:48.490000+00:00,0.2318840579710145,,,,,,7955d93ec9e7bd516656e05261c315b28fa5d8df,1942-04-20,diapensiaceae,,"[""geopoint_datum_missing"", ""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_kingdom_replaced"", ""gbif_genericname_added"", ""dwc_parentnameusageid_added"", ""dwc_order_replaced"", ""dwc_taxonomicstatus_added"", ""dwc_continent_added"", ""dwc_country_replaced"", ""dwc_scientificnameauthorship_added"", ""dwc_taxonid_added"", ""dwc_class_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_multimedia_added"", ""dwc_datasetid_replaced"", ""taxon_match_failed""]",,shortia,,"{""lat"": 41.80833, ""lon"": -72.24944}",,true,true,plantae; dicotyledonae; diapensiales; diapensiaceae,,,,uconn,,,plantae,,,,,,,storrs,,,187.0,"[""d113f400-60a4-4e58-ae19-858acc985f10""]",,,187.0,mansfield,urn:catalog:uconn:conn:conn00108027,ericales,tracheophyta,"[""e70af26a-fb9e-43ab-96a0-d62a2df37e6d\\urn:catalog:uconn:conn:conn00108027""]",,e70af26a-fb9e-43ab-96a0-d62a2df37e6d,shortia galacifolia torr. & a.gray,galacifolia,110,connecticut,5333326,accepted,species,,f7277266-1dea-4e92-8790-9686820da8dd,20-apr-42,,,
e408a9b7-9c68-420b-961c-bb80ccc7c80f,,,preservedspecimen,,shortia galacifolia,,magnoliopsida,botany,,,prince ae; berly ja; cartwright ol,,,america,,united states,usa,,1944-03-18T00:00:00+00:00,2017-10-31T08:47:04.881048+00:00,0.17391304347826086,,,,,,5d5727c7d232896d83fd5db4b4977a47d09eea2e,1944/03/18,diapensiaceae,,"[""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""dwc_country_replaced"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_class_replaced"", ""dwc_parentnameusageid_added"", ""taxon_match_failed""]",,shortia,,,,false,false,plantae|magnoliopsidae|ericales|diapensiaceae,,,,,,,plantae,,,,,,,"grayanae, shady banks under rhododendron and kalmia, by white water river, above jocassee, oconee county, south carolina.",,,,,,,,,http://data.biodiversitydata.nl/naturalis/specimen/u.1292047,ericales,tracheophyta,"[""fabcdc12-9d29-4bd2-912b-176e71818144\\u.1292047"", ""fabcdc12-9d29-4bd2-912b-176e71818144\\http://data.biodiversitydata.nl/naturalis/specimen/u.1292047""]",,fabcdc12-9d29-4bd2-912b-176e71818144,shortia galacifolia torr. & a.gray,galacifolia,78,,5333326,accepted,species,,e408a9b7-9c68-420b-961c-bb80ccc7c80f,1944/03/18,,,
