coreid,aec:associatedTaxa,dc:rights,dcterms:accessRights,dcterms:bibliographicCitation,dcterms:language,dcterms:license,dcterms:modified,dcterms:references,dcterms:rights,dcterms:rightsHolder,dcterms:source,dcterms:type,dwc:Identification,dwc:MeasurementOrFact,dwc:ResourceRelationship,dwc:VerbatimEventDate,dwc:acceptedNameUsage,dwc:acceptedNameUsageID,dwc:accessRights,dwc:associatedMedia,dwc:associatedOccurrences,dwc:associatedOrganisms,dwc:associatedReferences,dwc:associatedSequences,dwc:associatedTaxa,dwc:basisOfRecord,dwc:bed,dwc:behavior,dwc:catalogNumber,dwc:class,dwc:classs,dwc:collectionCode,dwc:collectionID,dwc:continent,dwc:coordinatePrecision,dwc:coordinateUncertaintyInMeters,dwc:country,dwc:countryCode,dwc:county,dwc:dataGeneralizations,dwc:datasetID,dwc:datasetName,dwc:dateIdentified,dwc:day,dwc:decimalLatitude,dwc:decimalLongitude,dwc:disposition,dwc:dynamicProperties,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,dwc:endDayOfYear,dwc:establishmentMeans,dwc:eventDate,dwc:eventID,dwc:eventRemarks,dwc:eventTime,dwc:family,dwc:fieldNotes,dwc:fieldNumber,dwc:footprintSRS,dwc:footprintSpatialFit,dwc:footprintWKT,dwc:formation,dwc:genus,dwc:geodeticDatum,dwc:geologicalContextID,dwc:georeferenceProtocol,dwc:georeferenceRemarks,dwc:georeferenceSources,dwc:georeferenceVerificationStatus,dwc:georeferencedBy,dwc:georeferencedDate,dwc:group,dwc:habitat,dwc:higherClassification,dwc:higherGeography,dwc:higherGeographyID,dwc:highestBiostratigraphicZone,dwc:identificationID,dwc:identificationQualifier,dwc:identificationReferences,dwc:identificationRemarks,dwc:identificationVerificationStatus,dwc:identifiedBy,dwc:individualCount,dwc:informationWithheld,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,dwc:island,dwc:islandGroup,dwc:kingdom,dwc:language,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lifeStage,dwc:lithostratigraphicTerms,dwc:locality,dwc:locationAccordingTo,dwc:locationID,dwc:locationRemarks,dwc:lowestBiostratigraphicZone,dwc:materialSampleID,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:modified,dwc:month,dwc:municipality,dwc:nameAccordingTo,dwc:namePublishedIn,dwc:namePublishedInID,dwc:namePublishedInYear,dwc:nomenclaturalCode,dwc:nomenclaturalStatus,dwc:occurrenceDetails,dwc:occurrenceID,dwc:occurrenceRemarks,dwc:occurrenceStatus,dwc:order,dwc:organismID,dwc:organismName,dwc:organismQuantity,dwc:organismQuantityType,dwc:organismRemarks,dwc:originalNameUsage,dwc:originalNameUsageID,dwc:otherCatalogNumbers,dwc:ownerInstitutionCode,dwc:parentNameUsage,dwc:phylum,dwc:pointRadiusSpatialFit,dwc:preparations,dwc:previousIdentifications,dwc:recordNumber,dwc:recordedBy,dwc:reproductiveCondition,dwc:rights,dwc:rightsHolder,dwc:sampleSizeValue,dwc:samplingEffort,dwc:samplingProtocol,dwc:scientificName,dwc:scientificNameAuthorship,dwc:scientificNameID,dwc:sex,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:subgenus,dwc:taxonID,dwc:taxonRank,dwc:taxonRemarks,dwc:taxonomicStatus,dwc:typeStatus,dwc:verbatimCoordinateSystem,dwc:verbatimCoordinates,dwc:verbatimDepth,dwc:verbatimElevation,dwc:verbatimEventDate,dwc:verbatimLatitude,dwc:verbatimLocality,dwc:verbatimLongitude,dwc:verbatimSRS,dwc:verbatimTaxonRank,dwc:vernacularName,dwc:waterBody,dwc:year,gbif:Identifier,gbif:Reference,idigbio:recordId,symbiota:recordEnteredBy,symbiota:verbatimScientificName,zan:ChronometricDate
7b71b7db-af64-417a-a981-0f543debc722,,http://creativecommons.org/licenses/by-nc/3.0/,,,,,2017-11-01 15:50:10,http://nansh.org/portal/collections/individual/index.php?occid=16631647,,University of Vermont,,,,,,,,,,,,,,,,PreservedSpecimen,,,UVMVT259199,,,,58ab88f3-0034-461c-9c44-9e525c4d360f,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,,VT,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03a7cbc4-cafd-435f-a06f-a3a48e6af221,,,Ericales,,,,,,,,,,,Magnoliophyta,,,,,,,,,,,,Shortia,,,,,,,,101139,,,,,,,,,,,,,,,,,,,,urn:uuid:03a7cbc4-cafd-435f-a06f-a3a48e6af221,"Kerwien, L.",,
678246f9-dcbf-47ba-bc10-2c146d8ac58f,,,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,https://huh.harvard.edu/pages/use,2017-12-15 15:10:36.0,,,President and Fellows of Harvard College,,http://purl.org/dc/dcmitype/PhysicalObject,"[{""dwc:genus"": ""Campylopus"", ""dwc:specificEpithet"": ""comosus"", ""coreid"": ""7a90b9cd-a001-4ebd-b54d-d7de69ff7288"", ""dwc:scientificNameAuthorship"": ""Decaisne"", ""dwc:taxonRank"": ""Species"", ""dwc:scientificName"": ""Berneuxia thibetica Decaisne"", ""dwc:family"": ""Dicranaceae""}]",,"[{""coreid"": ""7a90b9cd-a001-4ebd-b54d-d7de69ff7288"", ""dwc:relatedResourceID"": ""http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7a90b9cd-a001-4ebd-b54d-d7de69ff7288"", ""dwc:relationshipOfResource"": ""sameAs""}]",,,,,[see Simple Media extension],,,,,,PreservedSpecimen,,,barcode-01046772,,,A,urn:lsid:biocol.org:col:15406,Asia,,,China,CN,Emei,,,Harvard University Herbaria: All Records,,18,,,in collection,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": null, ""huh_project_name"": null}",,,,,,,,1943-04-18,,,,Diapensiaceae,,T.1453,,,,,Shortia,,,,,,,,,,,,Asia;China;Sichuan;Emei;,,,,,,,,,,,,A,urn:lsid:biocol.org:col:15406,,,,,,,,,,,,Mt. Omei,,,,,,,,,,,,4,,,,,,,,,7a90b9cd-a001-4ebd-b54d-d7de69ff7288,,present,,,,,,,,,,,,,,Sheet,,T.1453,L. Y. Tai,NotDetermined,,,,,,Berneuxia thibetica Decaisne,Decaisne,,undetermined,galacifolia,,Sichuan,,,,,,,,,,2100-2500 m,,,Mt. Omei,,,,,,1943,,,,,,
4e7409ae-0775-4df9-af7d-91d301258bc4,,http://creativecommons.org/publicdomain/zero/1.0/,,,en,,2017-05-19 16:06:47,http://sernecportal.org/portal/collections/individual/index.php?occid=14305068,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,TENN-V-0170864,,,,565b6f19-288f-4614-a4c9-b09448e96547,,,,United States,,Macon,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,,TENN,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104df19e-15f0-4ebd-bf5f-ed23f29eac2c,,,Ericales,,,,,,,,,,,Magnoliophyta,,,,,,,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,North Carolina,,119980,,,,,,,,,,,,,,,,,,,,urn:uuid:104df19e-15f0-4ebd-bf5f-ed23f29eac2c,AKrakowiak,,
fd928151-2ddc-440d-ba3c-e7893e0cf6ea,,http://creativecommons.org/licenses/by-nc/3.0/,,,,,2017-06-15 06:10:05,http://sernecportal.org/portal/collections/individual/index.php?occid=14299936,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,00004965,,,,1aa6c2f0-e623-4c4d-8d69-0490033222a5,,,,USA,,Pickens,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,,GSW,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc855e25-54c6-4f45-899c-65619f56e7dc,,,Ericales,,,,,,,,,,,Magnoliophyta,,,,,,,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,South Carolina,,119980,,,,,,,,,,,,,,,,,,,,urn:uuid:cc855e25-54c6-4f45-899c-65619f56e7dc,knelms1,,
7a274ba9-3661-4266-a87e-e1c724c29b82,,,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,https://huh.harvard.edu/pages/use,2017-12-15 15:04:03.0,,,President and Fellows of Harvard College,,http://purl.org/dc/dcmitype/PhysicalObject,"[{""dwc:genus"": ""Campylopus"", ""dwc:specificEpithet"": ""comosus"", ""coreid"": ""3f6d751c-00de-4d35-9744-d33c734147f3"", ""dwc:scientificNameAuthorship"": ""Decaisne"", ""dwc:taxonRank"": ""Species"", ""dwc:scientificName"": ""Berneuxia thibetica Decaisne"", ""dwc:family"": ""Dicranaceae""}]",,"[{""coreid"": ""3f6d751c-00de-4d35-9744-d33c734147f3"", ""dwc:relatedResourceID"": ""http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/3f6d751c-00de-4d35-9744-d33c734147f3"", ""dwc:relationshipOfResource"": ""sameAs""}]",,,,,[see Simple Media extension],,,,,,PreservedSpecimen,,,barcode-01046766,,,A,urn:lsid:biocol.org:col:15406,Asia,,,China,CN,Emei,,,Harvard University Herbaria: All Records,,27,,,in collection,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": null, ""huh_project_name"": null}",,,,,,,,1939-07-27,,,,Diapensiaceae,,1006,,,,,Shortia,,,,,,,,,,,,Asia;China;Sichuan;Emei;,,,,,,,,,,,,A,urn:lsid:biocol.org:col:15406,,,,,,,,,,,,Mt. Omei: Lei-tung-ping,,,,,,,,,,,,7,,,,,,,,,3f6d751c-00de-4d35-9744-d33c734147f3,,present,,,,,,,,,,,,,,Sheet,,1006,S. C. Sun & K. Chang,NotDetermined,,,,,,Berneuxia thibetica Decaisne,Decaisne,,undetermined,galacifolia,,Sichuan,,,,,,,,,,2500 m,,,Mt. Omei: Lei-tung-ping,,,,,,1939,,,,,,
7b8dd424-3f89-4e39-a1aa-b82adea8a34e,,,,,,,,,,,,PhysicalObject,,,,,,,,13283946,,,,,,PreservedSpecimen,,,1384349,Dicotyledonae,,Botany,,North America,,,United States,,Oconee,,,NMNH Extant Biology,,22,,,,,,,,,,152,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,"Plantae, Dicotyledonae, Diapensiales, Diapensiaceae","North America, United States, South Carolina, Oconee",,,,,,,,,1,,,US,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Plantae,,,,,,,Flowering,,,,,,,,,,,,,,3,,,,,,,,,http://n2t.net/ark:/65665/3f0b0c8c1-e805-4b71-a3b1-0e2b32c96d93,,,Diapensiales,,,,,,,,,,,,,,,s.n.,F. Boynton,,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,81,South Carolina,,,,,,,,,,,22 Mar 1889 to  01 Jun 1889,,,,,,,,1889,,,,,,
329c7a85-bceb-4cdd-bb50-78d662ad49d1,,,,,en,,,,,,,PhysicalObject,,,"[{""coreid"": ""03FD9544-C487-42D4-8090-5D7D37889DCC"", ""dwc:relatedResourceID"": ""urn:catalog:USF:Herb:216043"", ""dwc:relationshipOfResource"": ""sameAs""}]",,,,,,,,,,,PreservedSpecimen,,,216043,,,Herb,,,,,USA,,Pickens Co.,,,,Sept 1995,21,,,,"{""habit"":""Flowers white; locally common; leaves evergreen.""}",,,,,,,,1995-03-21,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,Under hemlocks and rhododendron; in moist shaded valley.,Plantae | Dicots | Diapensiaceae,USA | South Carolina | Pickens Co.,,,231897,,,,,S. R. Hill,,,,USF,urn:lsid:biocol.org:col:15638,,,Plantae,,,,,,,,,,,,,,,,,,,,,3,,,,,,ICN,,,03FD9544-C487-42D4-8090-5D7D37889DCC,,,,,,,,,,,,,,Dicots,,,,26219,"S. R. Hill, H. Douglass",Flower,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,South Carolina,,,species,,,,,,,,,,,,,,,,1995,,,,,,
2a26ed10-e7cd-42ec-80be-8d4c20399e0f,,http://creativecommons.org/licenses/by-nc/3.0/,,,,,2017-08-31 21:17:25,http://sernecportal.org/portal/collections/individual/index.php?occid=15881000,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,DUKE10095691,,,,274b5332-1247-4374-b124-c819b814cd6e,,,,United States,,Oconee,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,,DUKE,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89a2ce60-3e86-4915-9148-d4e35db1e0ff,,,Ericales,,,,,,,,,,,Magnoliophyta,,,,,,,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,South Carolina,,119980,,,,,,,,,,,,,,,,,,,,urn:uuid:89a2ce60-3e86-4915-9148-d4e35db1e0ff,Layne Huiet,,
f076778c-f32a-43fe-9020-ba32ec47ce6b,,http://creativecommons.org/licenses/by-nc/3.0/,,,,,2017-11-01 15:50:10,http://nansh.org/portal/collections/individual/index.php?occid=16631657,,University of Vermont,,,,,,,,,,,,,,,,PreservedSpecimen,,,UVMVT259209,,,,58ab88f3-0034-461c-9c44-9e525c4d360f,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,,VT,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d57a3b5d-3d64-4714-8e35-3c42bb34766d,,,Ericales,,,,,,,,,,,Magnoliophyta,,,,,,,,,,,,Shortia,,,,,,,,101139,,,,,,,,,,,,,,,,,,,,urn:uuid:d57a3b5d-3d64-4714-8e35-3c42bb34766d,"Kerwien, L.",,
f8ac90bb-d492-4321-8edc-e7ac88e2fc9a,,http://creativecommons.org/licenses/by-nc/3.0/,,,English,,2019-07-16 15:10:03,http://sernecportal.org/portal/collections/individual/index.php?occid=16996404,,,,,"[{""dwc:identifiedBy"": ""Webb, Thomas Norfleet"", ""idigbio:recordId"": ""urn:uuid:74efe9c0-5bcb-44b8-a4a2-236525228f89"", ""coreid"": ""16996404"", ""dwc:scientificNameAuthorship"": ""Maxim."", ""dwc:dateIdentified"": ""1931-04-15"", ""dcterms:modified"": ""2019-04-04 17:31:08"", ""dwc:scientificName"": ""Shortia uniflora""}, {""dwc:identifiedBy"": ""Stewart Radford, Laurie M."", ""idigbio:recordId"": ""urn:uuid:6462ed98-e39a-409f-942a-e326ea8acb56"", ""coreid"": ""16996404"", ""dwc:scientificNameAuthorship"": ""Torr. & A. Gray"", ""dwc:dateIdentified"": ""1942-01-06"", ""dcterms:modified"": ""2019-04-04 17:38:21"", ""dwc:scientificName"": ""Shortia galacifolia""}, {""dwc:identifiedBy"": ""Massey, Jimmy R.; Atkinson, T."", ""dwc:identificationRemarks"": ""Orange County"", ""dwc:identificationReferences"": ""Examined for \""Atlas of E & T Plants of Virginia\"""", ""idigbio:recordId"": ""urn:uuid:d7cf2522-e60e-40de-b8bd-557335581da1"", ""coreid"": ""16996404"", ""dwc:scientificNameAuthorship"": ""Torr. & A. Gray"", ""dwc:dateIdentified"": ""1979-00-00"", ""dcterms:modified"": ""2019-04-04 17:38:54"", ""dwc:scientificName"": ""Shortia galacifolia""}, {""dwc:identifiedBy"": ""Massey, Jimmy R.; Atkinson, T."", ""dwc:identificationRemarks"": ""[verbatim annotation = ] !"", ""dwc:identificationReferences"": ""Survey of T & E Species of Southeastern US"", ""idigbio:recordId"": ""urn:uuid:d0e3ec6b-0e71-4fe8-a072-39864ca6a59d"", ""coreid"": ""16996404"", ""dwc:scientificNameAuthorship"": ""Torr. & A. Gray"", ""dwc:dateIdentified"": ""1979-05-00"", ""dcterms:modified"": ""2019-04-04 17:37:51"", ""dwc:scientificName"": ""Shortia galacifolia""}, {""dwc:identifiedBy"": ""Holland Beers, Alma"", ""dwc:identificationRemarks"": ""Not native here. Supposed to have been transplanted here from the Orient [this is crossed out] many years ago probably by Prof. Holmes [Joseph Austin Holmes, 1859-1915]"", ""idigbio:recordId"": ""urn:uuid:d3637ebf-cb3c-4a31-a728-6c224fe8c6b1"", ""coreid"": ""16996404"", ""dwc:dateIdentified"": ""s.d."", ""dcterms:modified"": ""2019-04-04 17:33:33"", ""dwc:scientificName"": ""Shortia""}]",,,,,,,,,,,,,PreservedSpecimen,,,NCU00042362,,,,17f2d0fa-39a6-4465-8055-1d6fc12eeda2,,,2168,United States,,Orange,,,,1981-11-00,15,35.912227,-79.051037,,,,,,,,,,1931-04-15,,,,Diapensiaceae,,,,,,,Shortia,WGS84,,,= University of North Carolina at Chapel Hill,GeoLocate,,"McCormick, Carol Ann",,,,,,,,,,Endangered and Threatened Plant Survey of the Pisgah and Nantahala National Forests,,,"Gaddy, L. L.",,,,NCU,,,,Plantae,,,,,,,,,"Plants of Chapel Hill, N.C. [North Carolina] Below Tin Can.",,,,,,,,,,,,4,,,,,,,,,ce79b3ac-9895-4f2b-861f-4d34f37be627,,,Ericales,,,,,,,,66689,,,Magnoliophyta,,,,s.n.,"Webb, Thomas Norfleet",,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,105,North Carolina,,119980,,[verbatim annotation=] !,,,,,,,,,,,,,,,1931,,,urn:uuid:ce79b3ac-9895-4f2b-861f-4d34f37be627,,,
d91a7106-2e15-47f0-93db-671e3d0f0404,,http://creativecommons.org/licenses/by-nc/3.0/,,,,,2016-08-23 15:48:40,http://sernecportal.org/portal/collections/individual/index.php?occid=5920947,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,MISS0055040,,,,4b4dd71f-d42c-4af9-837d-0a353ad73aa9,,,,USA,,Oconee,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,MISS,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f06f9b79-e3da-48fd-9c6d-efaf0edd8ea5,,,Ericales,,,,,,,,23120,,,Magnoliophyta,,,,,"R. W. Powell, Jr.",,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,South Carolina,,119980,,,,,,,,,,,,,,,,,1967,,,urn:uuid:f06f9b79-e3da-48fd-9c6d-efaf0edd8ea5,stunie,,
14740e4c-b155-477d-91e0-5d46b210cc1d,,,,,en,https://creativecommons.org/publicdomain/zero/1.0/,2015-10-30T15:43:38-0800,,,"Idaho State University, Ray J. Davis Herbarium",,PhysicalObject,"[{""dwc:identifiedBy"": ""Dr. S. A. Tues"", ""dwc:nomenclaturalCode"": ""ICBN"", ""dwc:genus"": ""Sherwoodia"", ""dwc:specificEpithet"": ""galacifolia"", ""coreid"": ""2707880"", ""dwc:scientificNameAuthorship"": ""(Torr. & A. Gray) House"", ""dwc:taxonRank"": ""species"", ""dwc:scientificName"": ""Sherwoodia galacifolia"", ""dwc:higherClassification"": ""Diapensiaceae"", ""dwc:family"": ""Diapensiaceae""}]",,,,Shortia galacifolia,,,,,,,,,PreservedSpecimen,,,2015.001,,,Vascular,,,,,U.S.A.,US,,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Sherwoodia,,,,,,,,,,Ravines.,Diapensiaceae,"U.S.A., South Carolina",,,,,,,,Dr. S. A. Tues,,,,IDS,,,,,,,,,,,,,No locality given.,,,,,,,,,,,,,,,,,,ICBN,,,2e66aa33-e5f5-4438-984d-a6cb140ea32f,,,,,,,,,,,Accession: 2015.001,IDS,,,,,,s.n.,Dr. S. A. Tues,flowers,,,,,,Sherwoodia galacifolia,(Torr. & A. Gray) House,,,galacifolia,,South Carolina,,,species,,,,,,,,No date given.,,,,,,,,,,,D3143867-0957-4882-B0AB-81A53B48EA5D,,,
ec5e900f-5b93-4fb6-8e6a-273e363571e3,,,,,,,2015-09-05 12:38:30.0,,,,,,"[{""dwc:identificationRemarks"": ""operation de numerisation 2010-2012"", ""dwc:taxonID"": ""SONNERAT|3786433"", ""dwc:specificEpithet"": ""galacifolia"", ""dwc:identificationID"": ""SONNERAT|7824282"", ""dwc:identificationVerificationStatus"": ""1"", ""coreid"": ""http://coldb.mnhn.fr/catalognumber/mnhn/p/p06899516"", ""dwc:scientificNameAuthorship"": ""Torr. & A.Gray"", ""dwc:genus"": ""Shortia"", ""dwc:scientificName"": ""Shortia galacifolia Torr. & A.Gray"", ""dwc:higherClassification"": ""Shortia;Diapensiaceae"", ""dwc:family"": ""Diapensiaceae""}]",,,,,,,,,,,,,PreservedSpecimen,,,P06899516,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,,MNHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://coldb.mnhn.fr/catalognumber/mnhn/p/p06899516,,,,,,,,,,,,,,,,hb,,,,,,,,,,Shortia galacifolia Torr. & A.Gray,Torr. & A.Gray,,,,,,,,,,,,,,,,,,,,,,,,,"[{""coreid"": ""http://coldb.mnhn.fr/catalognumber/mnhn/p/p06899516"", ""dcterms:identifier"": ""F1FE08EB537140AEAF9893D22592EF0B"", ""dcterms:subject"": ""e-recolnat""}]",,,,,
86f4f075-4d90-4700-b6b7-7f153a0aaf7c,,,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,https://huh.harvard.edu/pages/use,2011-04-27 15:11:37.0,,,President and Fellows of Harvard College,,http://purl.org/dc/dcmitype/PhysicalObject,"[{""dwc:genus"": ""Campylopus"", ""dwc:specificEpithet"": ""comosus"", ""coreid"": ""5b49ad37-7171-491b-8c39-bc579e81b773"", ""dwc:scientificNameAuthorship"": ""Decaisne"", ""dwc:taxonRank"": ""Species"", ""dwc:scientificName"": ""Berneuxia thibetica Decaisne"", ""dwc:family"": ""Dicranaceae""}]",,"[{""coreid"": ""5b49ad37-7171-491b-8c39-bc579e81b773"", ""dwc:relatedResourceID"": ""http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5b49ad37-7171-491b-8c39-bc579e81b773"", ""dwc:relationshipOfResource"": ""sameAs""}]",,,,,[see Simple Media extension],,,,,,PreservedSpecimen,,,barcode-00312435,,,GH,urn:lsid:biocol.org:col:15631,,,,,,,,,Harvard University Herbaria: All Records,,,,,in collection,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": null, ""huh_project_name"": null}",,,,,,,,,,,,Diapensiaceae,,27224,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,,GH,urn:lsid:biocol.org:col:15631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b49ad37-7171-491b-8c39-bc579e81b773,,present,,,,,,,,,,,,,,Sheet,,27224,Gaoligong Shan Biodiversity Survey 2005,,,,,,,Berneuxia thibetica Decaisne,Decaisne,,,galacifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5b7ef91-2e5e-4285-a162-fe4ae83e39d7,,http://creativecommons.org/licenses/by-nc/3.0/,,,en,,2013-05-17 15:59:38,http://sernecportal.org/portal/collections/individual/index.php?occid=16249255,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,CLEMS0042928,,,,81b5c57b-5f26-423f-93b6-d4dc434fe707,,,,United States,,Oconee,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,"R. W. Powell, Jr.",,"field values redacted: eventDate, month, day, startDayOfYear, locality",,CLEMS,,,,Plantae,,,,,,,mature,,,,,,,,,,,,,,,,,,,,,,,2c48b9b3-ac79-4a06-99a4-0871dc3bd2d9,,,Ericales,,,,,,,,16142,,,Magnoliophyta,,,,,"R. W. Powell, Jr.",,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,South Carolina,,119980,,,,,,,,,,,,,,,,,1967,,,urn:uuid:2c48b9b3-ac79-4a06-99a4-0871dc3bd2d9,ddamrel,,
91875186-60a9-4749-aee3-2300dde5550f,,http://creativecommons.org/licenses/by-nc/3.0/,,,,,2019-05-24 14:31:26,http://sernecportal.org/portal/collections/individual/index.php?occid=9358724,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,USCH0025772,,,MAIN,a13355a1-1ccc-46d9-9672-521d8d668804,,,,United States,,Pickens County,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,"Keykendall, H.",,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, habitat",,USCH,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b037ba2-ff6d-11e2-9beb-001c23ce290f,,,Ericales,,,,,,,,50805,,,Magnoliophyta,,,,,"Keykendall, H.",flowering,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,South Carolina,,119980,,,,,,,,,,,,,,,,,1984,,,urn:uuid:eed868d9-5b2b-47f8-88a7-df544c312912,,,
c996de3f-44d8-49dd-a9a4-441834b8aca8,,http://creativecommons.org/licenses/by-nc/3.0/,,,,,2017-12-06 16:58:08,http://sernecportal.org/portal/collections/individual/index.php?occid=9510568,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,GA059201,,,,urn:lsid:biocol.org:col:15610,,,,United States,,Rabun County,,,,,19,,,,,,,,,,,,1949-03-19,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,galacifolia,GA,,,,Plantae,,,,,,,,,"Rabun County, GA",,,,,,,,,,,,3,,,,,,,,,bdfa621a-eb4f-49b1-b7c1-674eac8c4972,,,Ericales,,,,,,,,32983,,,Magnoliophyta,,,,9083,"Duncan, W",,,,,,,Shortia galacifolia var. galacifolia,Torr. & A. Gray,,,galacifolia,78,Georgia,,124360,var.,,,,,,,,,,,,,,,,1949,,,urn:uuid:74001804-6777-49de-a272-4242abba6fdb,,,
b90dbd61-937f-403b-9742-33f3d8818f24,,http://creativecommons.org/publicdomain/zero/1.0/,,,en,,2017-05-19 16:06:47,http://sernecportal.org/portal/collections/individual/index.php?occid=14305081,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,TENN-V-0170877,,,,565b6f19-288f-4614-a4c9-b09448e96547,,,,United States,,Monroe,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,,TENN,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e7e7514-30bc-4dba-a81a-3c1b2b7ae9ec,,,Ericales,,,,,,,,,,,Magnoliophyta,,,,,,,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,Tennessee,,119980,,,,,,,,,,,,,,,,,,,,urn:uuid:0e7e7514-30bc-4dba-a81a-3c1b2b7ae9ec,AKrakowiak,,
