coreid,ac:accessURI,idigbio:dateModified,idigbio:dataQualityScore,idigbio:etag,idigbio:flags,dcterms:format,idigbio:hasSpecimen,ac:licenseLogoURL,idigbio:mediaType,dcterms:modified,idigbio:recordIds,idigbio:records,idigbio:recordsets,dcterms:rights,ac:tag,dc:type,idigbio:uuid,idigbio:version,xmpRights:WebStatement,exif:PixelXDimension,exif:PixelYDimension
a6f62638-4d53-4865-9c46-39021b503adc,http://storage.idigbio.org/vt/vplants/UVMVT259/UVMVT259211_lg.jpg,2018-08-24T10:25:32.978645+00:00,0.45454545454545453,7220301077898a5ac2d11d7152e06f1922b1062e,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""3027c437-cdb3-4072-9410-5a46ec3b1fd5\\media\\http://storage.idigbio.org/vt/vplants/uvmvt259/uvmvt259211_lg.jpg"", ""urn:uuid:43a99134-b8f1-4195-9e0e-ca1d00ac6dbf""]","[""a6f62638-4d53-4865-9c46-39021b503adc""]",3027c437-cdb3-4072-9410-5a46ec3b1fd5,BY-NC,,,15c883f7-9055-427d-a281-edf6c162d070,,http://creativecommons.org/licenses/by-nc/3.0/,,
5391233f-3f4c-4f97-85ac-d224c2307d37,http://storage.idigbio.org/vt/vplants/UVMVT259/UVMVT259213_lg.jpg,2018-08-24T10:25:32.978645+00:00,0.45454545454545453,774c94335b39503e2c115953b8f65309654b4290,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""3027c437-cdb3-4072-9410-5a46ec3b1fd5\\media\\http://storage.idigbio.org/vt/vplants/uvmvt259/uvmvt259213_lg.jpg"", ""urn:uuid:3d527291-d090-41d1-85c9-5cc1c8996cd1""]","[""5391233f-3f4c-4f97-85ac-d224c2307d37""]",3027c437-cdb3-4072-9410-5a46ec3b1fd5,BY-NC,,,0794f980-5478-4308-9f1d-a9330d68cfc0,,http://creativecommons.org/licenses/by-nc/3.0/,,
33da3b27-9749-41e3-9b10-7e2d9850670b,https://bisque.cyverse.org/image_service/image/00-zNTzdHddehiY5s4DGAxEXj/resize:4000/format:jpeg,2019-03-16T09:03:24.551985+00:00,0.45454545454545453,e893728ece9ff1647ebf8728a21293a22d2a70b7,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/p/zero/1.0/88x31.png,images,,"[""urn:uuid:fe0ba42a-96ac-4aa4-8f8c-b1a9f0ebcc89"", ""e23109b4-e143-437c-b329-3dff7cb35488\\media\\https://bisque.cyverse.org/image_service/image/00-zntzdhddehiy5s4dgaxexj/resize:4000/format:jpeg""]","[""33da3b27-9749-41e3-9b10-7e2d9850670b""]",e23109b4-e143-437c-b329-3dff7cb35488,CC0,,,c4022bfa-e439-400b-af35-42fb2b91d79f,,http://creativecommons.org/publicdomain/zero/1.0/,,
cfa42779-13b8-4d7c-a32c-2bc2dbe2484a,https://bisque.cyverse.org/image_service/image/00-4MwHJSRHckpfUHFinxNteP/resize:4000/format:jpeg,2019-03-16T09:03:24.551985+00:00,0.45454545454545453,e1526cdb89f328c2b122f9189d9ada35ebd84ac2,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/p/zero/1.0/88x31.png,images,,"[""e23109b4-e143-437c-b329-3dff7cb35488\\media\\https://bisque.cyverse.org/image_service/image/00-4mwhjsrhckpfuhfinxntep/resize:4000/format:jpeg"", ""urn:uuid:c74f3c87-e49e-4744-ace2-20c7890c4391""]","[""cfa42779-13b8-4d7c-a32c-2bc2dbe2484a""]",e23109b4-e143-437c-b329-3dff7cb35488,CC0,,,a4e88883-cef3-4ccc-bd2c-1ad26f9d379a,,http://creativecommons.org/publicdomain/zero/1.0/,,
5a7d32b5-4d55-463b-a9cd-6b909057b145,https://bisque.cyverse.org/image_service/image/00-RKBz7eiV6StFBoqhs4JRTQ?resize=4000&format=jpeg,2019-04-12T08:44:10.758082+00:00,0.45454545454545453,74039c947d7782ce55dd5ca21a4355a7a097af0e,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/p/zero/1.0/88x31.png,images,,"[""urn:uuid:d98dcf5c-045a-46df-87c4-96d33ba0fca6"", ""d53132e6-7997-4850-8607-4fec5a3f9c3f\\media\\https://bisque.cyverse.org/image_service/image/00-rkbz7eiv6stfboqhs4jrtq?resize=4000&format=jpeg""]","[""5a7d32b5-4d55-463b-a9cd-6b909057b145""]",d53132e6-7997-4850-8607-4fec5a3f9c3f,CC0,,,d4388a19-43a6-4e6c-ac4b-b2782c0f77e4,,http://creativecommons.org/publicdomain/zero/1.0/,,
c77c8b2a-7591-46b2-9320-655653670082,https://bisque.cyverse.org/image_service/image/00-jsNjWZwiWwYRpbPUTmP38V?resize=4000&format=jpeg,2019-04-12T08:44:10.758082+00:00,0.45454545454545453,0d06feb7271f52d9f71dc9180d464ff6abcdf691,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/p/zero/1.0/88x31.png,images,,"[""d53132e6-7997-4850-8607-4fec5a3f9c3f\\media\\https://bisque.cyverse.org/image_service/image/00-jsnjwzwiwwyrpbputmp38v?resize=4000&format=jpeg"", ""urn:uuid:d13069f4-6c4b-4371-ab63-e6e23a1ef55f""]","[""c77c8b2a-7591-46b2-9320-655653670082""]",d53132e6-7997-4850-8607-4fec5a3f9c3f,CC0,,,8e508299-be53-4819-b976-3eb322740a13,,http://creativecommons.org/publicdomain/zero/1.0/,,
9cce79db-e572-40c2-a810-b0d8b83619bf,https://cdn.plantatlas.org/img/specimens/USF/27718.jpg,2019-05-06T20:56:27.067349+00:00,0.5454545454545454,4c7f9fc08e2b51ea5928dfc861e06ab11e104429,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""f1cf8457-237e-487a-9d13-5de7d81b9de4\\media\\https://cdn.plantatlas.org/img/specimens/usf/27718.jpg""]","[""9cce79db-e572-40c2-a810-b0d8b83619bf""]",f1cf8457-237e-487a-9d13-5de7d81b9de4,BY-NC-SA,,stillimage,b6ce4e8a-4a23-4e35-bf53-12b8319201a5,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
852e1de9-cf3f-4d43-b00e-afa6730d039a,https://bisque.cyverse.org/image_service/image/00-Ys8C7u6BmWMk7t2TwZK58/resize:4000/format:jpeg,2019-03-16T11:14:01.311823+00:00,0.45454545454545453,956463918f49d8ab8b70e9f91bf8fee93020f3dd,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""urn:uuid:933aab25-c5fd-40ef-aa31-2c47676de12c"", ""6258d160-a7aa-4937-bce3-3538eebd374f\\media\\https://bisque.cyverse.org/image_service/image/00-ys8c7u6bmwmk7t2twzk58/resize:4000/format:jpeg""]","[""852e1de9-cf3f-4d43-b00e-afa6730d039a""]",6258d160-a7aa-4937-bce3-3538eebd374f,BY-NC,,,6d9f80c3-e9d1-4826-bc43-cef13e16a5cb,,http://creativecommons.org/licenses/by-nc/3.0/,,
36c94bf8-82b6-439d-868b-9c8e9202d886,http://mediaphoto.mnhn.fr/media/1441453175167KQXyWNTQV8AhQ01D,2016-05-04T09:52:03.417244+00:00,0.45454545454545453,6b463d1163f40769a0ed4949b275c4adc1fda474,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by/4.0/88x31.png,images,,"[""616857b7-f952-44ef-9b6f-576dc1e65b51\\media\\http://mediaphoto.mnhn.fr/media/1441453175167kqxywntqv8ahq01d""]","[""36c94bf8-82b6-439d-868b-9c8e9202d886"", ""48d51c5b-a999-434f-b207-5e40561af78f""]",616857b7-f952-44ef-9b6f-576dc1e65b51,BY,,,a999920a-46c9-4d95-b247-99f8c8ccfa21,,http://creativecommons.org/licenses/by/4.0/,,
36c94bf8-82b6-439d-868b-9c8e9202d886,http://mediaphoto.mnhn.fr/media/14414531751887aCsDUP6Micb8DBq,2016-05-04T09:52:03.417244+00:00,0.45454545454545453,2d170233cb54a14d55aff43fa10c1807547e4c4b,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by/4.0/88x31.png,images,,"[""616857b7-f952-44ef-9b6f-576dc1e65b51\\media\\http://mediaphoto.mnhn.fr/media/14414531751887acsdup6micb8dbq""]","[""36c94bf8-82b6-439d-868b-9c8e9202d886"", ""1e0b6573-ff8d-4c91-8d4c-0cd428c9f985""]",616857b7-f952-44ef-9b6f-576dc1e65b51,BY,,,8ab1d95e-54ee-4f71-a379-7827d535d285,,http://creativecommons.org/licenses/by/4.0/,,
7a471850-2f7d-417b-971c-bb64d6569fa1,https://bisque.cyverse.org/image_service/image/00-4Yvc5oY6ULVy4j3TAvpTai/resize:4000/format:jpeg,2018-07-27T09:39:03.970920+00:00,0.45454545454545453,be3b13863b3a389fae51b4bc93462e8f1bf4737d,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""urn:uuid:b0a43dbb-ef85-4c35-a314-c63d14ceadf6"", ""beab5209-9628-4d4d-851e-2bc9bb1a0105\\media\\https://bisque.cyverse.org/image_service/image/00-4yvc5oy6ulvy4j3tavptai/resize:4000/format:jpeg""]","[""7a471850-2f7d-417b-971c-bb64d6569fa1""]",beab5209-9628-4d4d-851e-2bc9bb1a0105,BY-NC,,,e0a422c3-351a-437d-974d-e1d475404432,,http://creativecommons.org/licenses/by-nc/3.0/,,
1bfb96e3-554b-40f6-bfc9-2d7dfd29ab55,http://sweetgum.nybg.org/images3/3351/200/03946834.jpg,2019-08-08T17:11:19.811687+00:00,0.5454545454545454,80cd8f789829bb463cd044bac4c97f7307d63f3d,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by/4.0/88x31.png,images,,"[""36d35b23-113e-4633-90ec-19d265a3b5f6\\media\\12dfc1e7-2008-45d5-91e2-7f710d8fd9e5""]","[""1bfb96e3-554b-40f6-bfc9-2d7dfd29ab55""]",36d35b23-113e-4633-90ec-19d265a3b5f6,BY,,stillimage,d4698f2a-ae63-45ab-9f6a-079106fb406a,,http://creativecommons.org/licenses/by/4.0/,,
42d83a15-910d-40eb-a723-a03e421a05fd,http://storage.idigbio.org/vt/vplants/UVMVT259/UVMVT259210_lg.jpg,2018-08-24T10:25:32.978645+00:00,0.45454545454545453,d9cadd3ddaaddeb9bdfc3c0f5644e27e74e366f0,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""3027c437-cdb3-4072-9410-5a46ec3b1fd5\\media\\http://storage.idigbio.org/vt/vplants/uvmvt259/uvmvt259210_lg.jpg"", ""urn:uuid:1a0b7b0e-1e46-476b-bd08-091c7389bbe2""]","[""42d83a15-910d-40eb-a723-a03e421a05fd""]",3027c437-cdb3-4072-9410-5a46ec3b1fd5,BY-NC,,,b4755c81-da99-4708-a018-d9f16ea5567d,,http://creativecommons.org/licenses/by-nc/3.0/,,
5315ad1d-6a41-45b8-8cee-431873071738,https://bisque.cyverse.org/image_service/image/00-SwXLAxyYq57ccYLVDLHpFQ/resize:4000/format:jpeg,2019-03-16T09:03:24.551985+00:00,0.45454545454545453,038fe1d0cf25366a1d59ea506bb96494bc9436d3,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/p/zero/1.0/88x31.png,images,,"[""e23109b4-e143-437c-b329-3dff7cb35488\\media\\https://bisque.cyverse.org/image_service/image/00-swxlaxyyq57ccylvdlhpfq/resize:4000/format:jpeg"", ""urn:uuid:1bc839db-6204-4b87-b273-731ded06cf9b""]","[""5315ad1d-6a41-45b8-8cee-431873071738""]",e23109b4-e143-437c-b329-3dff7cb35488,CC0,,,ff37e0bb-8967-40fa-baf8-cc0d68e17e51,,http://creativecommons.org/publicdomain/zero/1.0/,,
e92e5d9f-9e03-4919-ab76-7790b08e25ca,http://storage.idigbio.org/vt/vplants/UVMVT259/UVMVT259204_lg.jpg,2018-08-24T10:25:32.978645+00:00,0.45454545454545453,d91ea02a75fba966ad2088c93f4856eb272bf092,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""urn:uuid:043740f4-3cd7-46e3-a80b-60e657c8206c"", ""3027c437-cdb3-4072-9410-5a46ec3b1fd5\\media\\http://storage.idigbio.org/vt/vplants/uvmvt259/uvmvt259204_lg.jpg""]","[""e92e5d9f-9e03-4919-ab76-7790b08e25ca""]",3027c437-cdb3-4072-9410-5a46ec3b1fd5,BY-NC,,,d3822172-58c7-4e86-a7b2-93276028c673,,http://creativecommons.org/licenses/by-nc/3.0/,,
040bb066-3644-4a43-890d-07db50365891,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00108025.JPG,2014-09-12T19:58:41.591000+00:00,0.45454545454545453,92faa1ba6091f1581d41ee7036a8fe5c5d3f2e93,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""e70af26a-fb9e-43ab-96a0-d62a2df37e6d\\media\\urn:catalog:uconn:conn:image:conn00108025""]","[""040bb066-3644-4a43-890d-07db50365891""]",e70af26a-fb9e-43ab-96a0-d62a2df37e6d,BY-NC-SA,,,710f5a3f-e667-4c3f-a7f8-7bb15c4a5b76,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
91675b88-0866-4aa9-871e-d8aa867cf109,https://bisque.cyverse.org/image_service/image/00-3fJwDpYRWTNrzzkGapC9vJ?resize=4000&format=jpeg,2019-09-22T22:22:32.242685+00:00,0.45454545454545453,02c14901e4f24f5df545a9ba4a4c5b8df49fb791,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""ddef79ec-043c-4027-9876-c4a298feff6d\\media\\https://bisque.cyverse.org/image_service/image/00-3fjwdpyrwtnrzzkgapc9vj?resize=4000&format=jpeg"", ""urn:uuid:4b673a19-3788-4685-a9d7-b7855651602d""]","[""91675b88-0866-4aa9-871e-d8aa867cf109""]",ddef79ec-043c-4027-9876-c4a298feff6d,BY-NC,,,e8f95c01-8b83-445a-bf24-900fb94a66e1,,http://creativecommons.org/licenses/by-nc/3.0/,,
4a3bcc97-f80d-4d39-a604-d4ea7a8d61a2,https://bisque.cyverse.org/image_service/image/00-vgtdkoPPG4HP5BTHP6F4xM?resize=4000&format=jpeg,2019-04-12T08:44:10.758082+00:00,0.45454545454545453,4dfdf141d91b84a8b40fcb82bd3b1385bf9e5498,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/p/zero/1.0/88x31.png,images,,"[""d53132e6-7997-4850-8607-4fec5a3f9c3f\\media\\https://bisque.cyverse.org/image_service/image/00-vgtdkoppg4hp5bthp6f4xm?resize=4000&format=jpeg"", ""urn:uuid:d1014cc0-40ec-4660-901c-210461ad50f2""]","[""4a3bcc97-f80d-4d39-a604-d4ea7a8d61a2""]",d53132e6-7997-4850-8607-4fec5a3f9c3f,CC0,,,e70a0d6c-2836-4fb5-9170-2bb09331da10,,http://creativecommons.org/publicdomain/zero/1.0/,,
4dd2ab43-e541-49b4-994f-1a8750435b97,https://bisque.cyverse.org/image_service/image/00-J3R28mi2infS4eL48Z3bsC/resize:4000/format:jpeg,2019-07-14T01:11:31.096168+00:00,0.45454545454545453,fa9ee573ddd802ff765c2e4aed25d2ab53624dba,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\https://bisque.cyverse.org/image_service/image/00-j3r28mi2infs4el48z3bsc/resize:4000/format:jpeg"", ""urn:uuid:b08f2fd0-08b6-4169-9aa1-6a0c990a22f0""]","[""4dd2ab43-e541-49b4-994f-1a8750435b97""]",4e3043a6-d48a-4a35-b5fb-f67d50cbc158,BY-NC,,,54ac07e7-4fdd-4783-a7f0-11bdc0e522ac,,http://creativecommons.org/licenses/by-nc/3.0/,,
e7b648d7-32f1-4e69-8ceb-a881a0415650,http://storage.idigbio.org/vt/vplants/UVMVT259/UVMVT259217_lg.jpg,2018-08-24T10:25:32.978645+00:00,0.45454545454545453,93ac42f8638868b1e84356211185167a62df3ad7,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""3027c437-cdb3-4072-9410-5a46ec3b1fd5\\media\\http://storage.idigbio.org/vt/vplants/uvmvt259/uvmvt259217_lg.jpg"", ""urn:uuid:da1f9660-17b0-4cbc-95ae-960b409c926b""]","[""e7b648d7-32f1-4e69-8ceb-a881a0415650""]",3027c437-cdb3-4072-9410-5a46ec3b1fd5,BY-NC,,,9980870a-0690-4a5f-8f31-4c90de597b27,,http://creativecommons.org/licenses/by-nc/3.0/,,
7a3ea93e-4f2d-4569-ac14-2cf5a08fdb41,https://bisque.cyverse.org/image_service/image/00-nkvRi4gPafAgoyhuttmbZh/resize:4000/format:jpeg,2019-03-26T17:31:24.691722+00:00,0.45454545454545453,9dcd46259ed2cda30e30dfa2caa2b7d30abb183b,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/p/zero/1.0/88x31.png,images,,"[""urn:uuid:9610e2c3-3fdd-4783-aec2-1a7c18c32b21"", ""f5d395b8-c3c9-43df-b4ff-63d65c6a971e\\media\\https://bisque.cyverse.org/image_service/image/00-nkvri4gpafagoyhuttmbzh/resize:4000/format:jpeg""]","[""7a3ea93e-4f2d-4569-ac14-2cf5a08fdb41""]",f5d395b8-c3c9-43df-b4ff-63d65c6a971e,CC0,,,32b9959d-9b44-41b2-ae88-a1acbc745b8d,,http://creativecommons.org/publicdomain/zero/1.0/,,
f2a6b75f-abb9-41e6-93da-abd74a86be2a,https://bisque.cyverse.org/image_service/image/00-rSvrNDs3MPPg9NyZ3WAvYe?resize=4000&format=jpeg,2019-09-22T22:22:32.242685+00:00,0.45454545454545453,4f1b548efa52123921bd71da79b405ebae118283,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""urn:uuid:4b3d710c-be0c-476d-95ba-a2b5393ddc67"", ""ddef79ec-043c-4027-9876-c4a298feff6d\\media\\https://bisque.cyverse.org/image_service/image/00-rsvrnds3mppg9nyz3wavye?resize=4000&format=jpeg""]","[""f2a6b75f-abb9-41e6-93da-abd74a86be2a""]",ddef79ec-043c-4027-9876-c4a298feff6d,BY-NC,,,2e1a6752-7762-400f-a9ce-5b16bd8fed18,,http://creativecommons.org/licenses/by-nc/3.0/,,
7996be2a-5d2b-4c3a-98b1-feea174b4eba,https://bisque.cyverse.org/image_service/image/00-V3SunauK7PRjjRdyaifhT8?resize=4000&format=jpeg,2019-04-12T08:44:10.758082+00:00,0.45454545454545453,5ad05e4ba5d7b8eb8b1f1aff9420aa8d4c7974fe,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/p/zero/1.0/88x31.png,images,,"[""urn:uuid:1f746eaf-844c-41cc-b004-7d7d30c2ff21"", ""d53132e6-7997-4850-8607-4fec5a3f9c3f\\media\\https://bisque.cyverse.org/image_service/image/00-v3sunauk7prjjrdyaifht8?resize=4000&format=jpeg""]","[""7996be2a-5d2b-4c3a-98b1-feea174b4eba""]",d53132e6-7997-4850-8607-4fec5a3f9c3f,CC0,,,39349d77-f88a-434b-b962-929a5d263732,,http://creativecommons.org/publicdomain/zero/1.0/,,
b6d8521a-0ad5-43ee-8936-21c0abd2f231,https://bisque.cyverse.org/image_service/image/00-KBAJXmX22NWp6cm2npwnT6/resize:4000/format:jpeg,2019-07-14T01:11:31.096168+00:00,0.45454545454545453,59587bfa954effa5cabf8305bc5e7837195b33c3,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""urn:uuid:d694b46f-4971-46e1-b32c-3d1335ceeb16"", ""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\https://bisque.cyverse.org/image_service/image/00-kbajxmx22nwp6cm2npwnt6/resize:4000/format:jpeg""]","[""b6d8521a-0ad5-43ee-8936-21c0abd2f231""]",4e3043a6-d48a-4a35-b5fb-f67d50cbc158,BY-NC,,,8be1d285-9a44-4b8c-8401-a175151090bf,,http://creativecommons.org/licenses/by-nc/3.0/,,
7d5843d8-47ec-437f-953c-75a7af356f6b,https://bisque.cyverse.org/image_service/image/00-8qYES4DhAhcaT4hFVv6ohM/resize:4000/format:jpeg,2019-03-16T09:03:24.551985+00:00,0.45454545454545453,74e011bb30e80ce588f1b233fff8efe9840016d1,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/p/zero/1.0/88x31.png,images,,"[""e23109b4-e143-437c-b329-3dff7cb35488\\media\\https://bisque.cyverse.org/image_service/image/00-8qyes4dhahcat4hfvv6ohm/resize:4000/format:jpeg"", ""urn:uuid:c9d02c2e-2409-4d39-95d2-ec1606512932""]","[""7d5843d8-47ec-437f-953c-75a7af356f6b""]",e23109b4-e143-437c-b329-3dff7cb35488,CC0,,,462e8f5d-f6d5-4456-aaa2-37462007f378,,http://creativecommons.org/publicdomain/zero/1.0/,,
5251432d-d76e-41ec-aeda-8bff1197607f,https://bisque.cyverse.org/image_service/image/00-nLU7bDRxqPon9XnpfojSz5/resize:4000/format:jpeg,2019-03-16T10:52:16.866397+00:00,0.45454545454545453,fca77daa6b45bd1c1bd2dc5a5b2922733c83bab5,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""urn:uuid:0d417203-1696-40a5-8842-4d84bcad5d83"", ""83ad8494-136b-485a-87d4-8ce01dd6a8de\\media\\https://bisque.cyverse.org/image_service/image/00-nlu7bdrxqpon9xnpfojsz5/resize:4000/format:jpeg""]","[""5251432d-d76e-41ec-aeda-8bff1197607f""]",83ad8494-136b-485a-87d4-8ce01dd6a8de,BY-NC,,,fe379b26-dedd-4d49-a77f-e7beed146f8a,,http://creativecommons.org/licenses/by-nc/3.0/,,
5dbd9d7f-054e-4ecb-9346-1e5d8287007b,http://collections.nmnh.si.edu/media/index.php?irn=13291551,2019-05-06T21:42:08.251442+00:00,0.45454545454545453,89baa410508bae624729987b0a87836a14c6be54,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,,images,,"[""a6eee223-cf3b-4079-8bb2-b77dad8cae9d\\media\\http://collections.nmnh.si.edu/media/index.php?irn=13291551""]","[""5dbd9d7f-054e-4ecb-9346-1e5d8287007b""]",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,,,image,78fa2851-cb21-440f-afdc-e64f0b3862d9,,,9008,6901
f7f2a959-7af6-4f6f-bc5c-303466c45b39,http://bgbaseserver.eeb.uconn.edu/DATABASEIMAGES/CONN00108024.JPG,2014-09-12T19:43:54.357000+00:00,0.45454545454545453,f31eec469fadecdf081afc7ab8662cd6822a90f1,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,https://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,images,,"[""e70af26a-fb9e-43ab-96a0-d62a2df37e6d\\media\\urn:catalog:uconn:conn:image:conn00108024""]","[""f7f2a959-7af6-4f6f-bc5c-303466c45b39""]",e70af26a-fb9e-43ab-96a0-d62a2df37e6d,BY-NC-SA,,,80d163a7-efae-4d58-862b-f0fac9fa69ea,,http://creativecommons.org/licenses/by-nc-sa/4.0/,,
d2f09681-1dd1-4ca9-b0ce-ef3d2525154d,https://bisque.cyverse.org/image_service/image/00-VM7NJ7fZ25YDk6ubzDTzzd/resize:4000/format:jpeg,2019-07-14T01:11:31.096168+00:00,0.45454545454545453,29987e217f19fc7defe8f4159d0e04ac042a6f18,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\media\\https://bisque.cyverse.org/image_service/image/00-vm7nj7fz25ydk6ubzdtzzd/resize:4000/format:jpeg"", ""urn:uuid:d0a83e02-f5c5-4c70-a5f1-0c38df894c07""]","[""d2f09681-1dd1-4ca9-b0ce-ef3d2525154d""]",4e3043a6-d48a-4a35-b5fb-f67d50cbc158,BY-NC,,,9f0b622b-de80-4798-a999-b70702bfdcb4,,http://creativecommons.org/licenses/by-nc/3.0/,,
a3478e4d-01c6-42b2-9033-4f5565a8cf3b,http://collections.nmnh.si.edu/media/index.php?irn=13286736,2019-05-06T21:42:08.251442+00:00,0.45454545454545453,df6ee15351197bf2728a50e1321b05067953765f,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,,images,,"[""a6eee223-cf3b-4079-8bb2-b77dad8cae9d\\media\\http://collections.nmnh.si.edu/media/index.php?irn=13286736""]","[""a3478e4d-01c6-42b2-9033-4f5565a8cf3b""]",a6eee223-cf3b-4079-8bb2-b77dad8cae9d,,,image,930c5505-bd43-4d61-bf4f-0598de565510,,,8952,6827
1ccd2202-3bef-460f-b28e-ac0079cfb85a,https://bisque.cyverse.org/image_service/image/00-faGSkN6UMZ77eZLnn45BHm/resize:4000/format:jpeg,2019-03-16T11:14:01.311823+00:00,0.45454545454545453,67afdc3d34beeccb72bbe3f0b9ee51da30f90374,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""urn:uuid:07713b3e-b1f2-4efc-8920-7998d3411f78"", ""6258d160-a7aa-4937-bce3-3538eebd374f\\media\\https://bisque.cyverse.org/image_service/image/00-fagskn6umz77ezlnn45bhm/resize:4000/format:jpeg""]","[""1ccd2202-3bef-460f-b28e-ac0079cfb85a""]",6258d160-a7aa-4937-bce3-3538eebd374f,BY-NC,,,e6adfe96-776f-4070-9918-3181ae47e48a,,http://creativecommons.org/licenses/by-nc/3.0/,,
924a14d6-7104-4039-aa15-148433af0af3,http://storage.idigbio.org/vt/vplants/UVMVT259/UVMVT259190_lg.jpg,2018-08-24T10:25:32.978645+00:00,0.45454545454545453,92f7977678f16c6c5926e14c43da788616420e33,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,http://i.creativecommons.org/l/by-nc/3.0/88x31.png,images,,"[""3027c437-cdb3-4072-9410-5a46ec3b1fd5\\media\\http://storage.idigbio.org/vt/vplants/uvmvt259/uvmvt259190_lg.jpg"", ""urn:uuid:bdfd3984-76ad-4dda-8af0-e94d81b12252""]","[""924a14d6-7104-4039-aa15-148433af0af3""]",3027c437-cdb3-4072-9410-5a46ec3b1fd5,BY-NC,,,efc9987c-b144-4fa0-aa65-2c51bbe0a608,,http://creativecommons.org/licenses/by-nc/3.0/,,
