coreid,Iptc4xmpExt:CountryName,Iptc4xmpExt:LocationCreated,Iptc4xmpExt:ProvinceState,Iptc4xmpExt:WorldRegion,ac:IDofContainingCollection,ac:accessURI,ac:associatedSpecimenReference,ac:attributionLogoURL,ac:bestQualityAccessURI,ac:bestQualityFormat,ac:caption,ac:captureDevice,ac:comments,ac:derivedFrom,ac:digitizationDate,ac:fundingAttribution,ac:furtherInformationURL,ac:goodQualityAccessURI,ac:hasServiceAccessPoint,ac:hashFunction,ac:hashValue,ac:licenseLogoURL,ac:metadataCreator,ac:metadataLanguage,ac:metadataLanguageLiteral,ac:metadataProvider,ac:metadataProviderLiteral,ac:physicalSetting,ac:provider,ac:providerID,ac:providerLiteral,ac:providerManagedID,ac:resourceCreationTechnique,ac:serviceExpectation,ac:subjectCategoryVocabulary,ac:subjectOrientation,ac:subjectPart,ac:subtype,ac:subtypeLiteral,ac:tag,ac:taxonCount,ac:taxonCoverage,ac:thumbnailAccessURI,ac:variant,ac:variantDescription,ac:variantLiteral,dc:creator,dc:format,dc:language,dc:rights,dc:source,dc:type,dcterms:accessRights,dcterms:audience,dcterms:available,dcterms:created,dcterms:creator,dcterms:description,dcterms:format,dcterms:identifier,dcterms:language,dcterms:license,dcterms:modified,dcterms:publisher,dcterms:references,dcterms:rights,dcterms:rightsHolder,dcterms:source,dcterms:title,dcterms:type,dwc:Identification,dwc:associatedTaxa,dwc:basisOfRecord,dwc:catalogNumber,dwc:collectionCode,dwc:collectionID,dwc:coordinateUncertaintyInMeters,dwc:country,dwc:county,dwc:datasetID,dwc:dateIdentified,dwc:day,dwc:decimalLatitude,dwc:decimalLongitude,dwc:eventDate,dwc:family,dwc:genus,dwc:geodeticDatum,dwc:georeferencedBy,dwc:habitat,dwc:identificationQualifier,dwc:identifiedBy,dwc:institutionCode,dwc:kingdom,dwc:locality,dwc:minimumElevationInMeters,dwc:month,dwc:municipality,dwc:occurrenceID,dwc:occurrenceRemarks,dwc:order,dwc:otherCatalogNumbers,dwc:phylum,dwc:recordNumber,dwc:recordedBy,dwc:scientificName,dwc:scientificNameAuthorship,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:taxonID,dwc:verbatimElevation,dwc:year,exif:PixelXDimension,exif:PixelYDimension,idigbio:OriginalFileName,idigbio:associatedRecordReference,idigbio:associatedRecordsetReference,idigbio:mediaStatus,idigbio:mediaStatusDate,idigbio:recordId,photoshop:Credit,symbiota:recordEnteredBy,xmp:CreateDate,xmp:MetadataDate,xmpRights:Owner,xmpRights:UsageTerms,xmpRights:WebStatement
1038e691-ce6b-4241-870d-9220f6c209bd,,,,,,http://collections.nmnh.si.edu/media/index.php?irn=13284281,,,,,,,,,,,,,,,,,,,,,,,,,"Smithsonian Institution, NMNH, Botany",,,,Specimen/Object,,,,,,,,,,,,Conveyor Belt,image/jpeg,,,"US National Herbarium, Department of Botany, NMNH, Smithsonian Institution",image,,,,,,Barcode 00593931,,http://collections.nmnh.si.edu/media/index.php?irn=13284281,,,,,,,,,00593931.tif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6936,9076,,,,,,,,,,,,,https://www.si.edu/Termsofuse
f5a52117-0195-4b97-aead-9d47869b61a9,,,,,,https://bisque.cyverse.org/image_service/image/00-JKjLRb33g8pNnqEzBLJvuL/resize:4000/format:jpeg,http://sernecportal.org/portal/collections/individual/index.php?occid=20387038,,,,,,,,,,,https://bisque.cyverse.org/image_service/image/00-JKjLRb33g8pNnqEzBLJvuL/resize:1250/format:jpeg,,,,,,en,,,,,,,,urn:uuid:d5d6291f-7405-441c-888b-743cbd1f425e,,,,,,Photograph,,,,,"https://bisque.cyverse.org/image_service/image/00-JKjLRb33g8pNnqEzBLJvuL/thumbnail:200,200",,,,,,,,,,,,,,,,image/jpeg,https://bisque.cyverse.org/image_service/image/00-JKjLRb33g8pNnqEzBLJvuL/resize:4000/format:jpeg,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-15 12:09:18,"Appalachian State University, I. W. Carpenter, Jr. Herbarium (BOON)",CC0 1.0 (Public-domain),http://creativecommons.org/publicdomain/zero/1.0/
348124ea-9035-4185-bd30-6d39209d8a2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,http://herb.valdosta.edu/images/herbarium/VSC0021174.jpg,,http://creativecommons.org/licenses/by/4.0/,,,,,Valdosta State University Herbarium,,"Specimen: VSC0021174, Valdosta State University Herbarium",StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e0b6573-ff8d-4c91-8d4c-0cd428c9f985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,http://mediaphoto.mnhn.fr/media/1441453175211VC4g7Bt2DiH1vIJ2,,cc-by,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4c440c6-73a9-4ec0-aa71-133f9c1fa729,,,,,,https://bisque.cyverse.org/image_service/image/00-VeFVbmmkpkq69QVHwrG8ki/resize:4000/format:jpeg,http://sernecportal.org/portal/collections/individual/index.php?occid=16249230,,,,,,,,,,,https://bisque.cyverse.org/image_service/image/00-VeFVbmmkpkq69QVHwrG8ki/resize:1250/format:jpeg,,,,,,en,,,,,,,,urn:uuid:7d5e1adc-05d3-4047-831a-0d772539ecda,,,,,,Photograph,,,,,"https://bisque.cyverse.org/image_service/image/00-VeFVbmmkpkq69QVHwrG8ki/thumbnail:200,200",,,,,,,,,,,,,,,,image/jpeg,https://bisque.cyverse.org/image_service/image/00-VeFVbmmkpkq69QVHwrG8ki/resize:4000/format:jpeg,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-22 19:42:00,Clemson University Herbarium (CLEMS),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/
f20ea817-a303-4132-998d-faffb1c45d76,,,,,,https://cdn.plantatlas.org/img/specimens/USF/123447.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/123447.jpg,,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/123447.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Shortia galacifolia Torr. & A. Gray - USA, South Carolina (BARCODE: 123447) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
e70eb627-a019-4c11-959a-d1a4ccf7c2d3,,,,,,https://bisque.cyverse.org/image_service/image/00-j2oQvQmmtPsJYEwR8B4kab/resize:4000/format:jpeg,http://sernecportal.org/portal/collections/individual/index.php?occid=20387023,,,,,,,,,,,https://bisque.cyverse.org/image_service/image/00-j2oQvQmmtPsJYEwR8B4kab/resize:1250/format:jpeg,,,,,,en,,,,,,,,urn:uuid:3b54fd88-db3f-411a-bab3-7493a871a8cf,,,,,,Photograph,,,,,"https://bisque.cyverse.org/image_service/image/00-j2oQvQmmtPsJYEwR8B4kab/thumbnail:200,200",,,,,,,,,,,,,,,,image/jpeg,https://bisque.cyverse.org/image_service/image/00-j2oQvQmmtPsJYEwR8B4kab/resize:4000/format:jpeg,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-02-15 12:09:18,"Appalachian State University, I. W. Carpenter, Jr. Herbarium (BOON)",CC0 1.0 (Public-domain),http://creativecommons.org/publicdomain/zero/1.0/
f366f2f0-b7e0-4bee-8a88-adea64973475,,,,,,https://bisque.cyverse.org/image_service/image/00-acmrMXcLayvJrQeNMuGvnd/resize:4000/format:jpeg,http://sernecportal.org/portal/collections/individual/index.php?occid=16996378,,,,,,,,,,,https://bisque.cyverse.org/image_service/image/00-acmrMXcLayvJrQeNMuGvnd/resize:1250/format:jpeg,,,,,,en,,,,,,,,urn:uuid:30d101fa-3b5f-4acb-9775-d98d79cc42c8,,,,,,Photograph,,,,,"https://bisque.cyverse.org/image_service/image/00-acmrMXcLayvJrQeNMuGvnd/thumbnail:200,200",,,,,,,,,,,,,,,,image/jpeg,https://bisque.cyverse.org/image_service/image/00-acmrMXcLayvJrQeNMuGvnd/resize:4000/format:jpeg,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-25 13:22:26,University of North Carolina at Chapel Hill Herbarium (NCU),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/
7cd61c5f-38ce-4cd7-8070-3e02a78b88ce,,,,,,http://assets1.specifycloud.org/fileget?coll=emoryherbarium&type=O&filename=286ae2e0-5405-45f2-8869-558de7dc9524.jpg&downloadname=F%3A\Herbarium+Images\Edited+Images+folder+4\GEO-GC-002785-0.jpg&token=null,http://sernecportal.org/portal/collections/individual/index.php?occid=13177023,,,,,,,,,,,http://sernecportal.org/imglib/sernec/GEO/00017/fileget_1503673190_web.jpg,,,,,,en,,,,,,,,urn:uuid:c0b5f2e4-8965-4b7c-a0bb-57791196eb7b,,,,,,Photograph,,,,,http://sernecportal.org/imglib/sernec/GEO/00017/fileget_1503673190_tn.jpg,,,,,,,,,,,,,,,,image/jpeg,http://assets1.specifycloud.org/fileget?coll=emoryherbarium&type=O&filename=286ae2e0-5405-45f2-8869-558de7dc9524.jpg&downloadname=F%3A\Herbarium+Images\Edited+Images+folder+4\GEO-GC-002785-0.jpg&token=null,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-24 10:54:11,Emory University Herbarium (GEO),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/
bd9b816f-0e84-4a60-af51-795fc8014499,,,,,,https://bisque.cyverse.org/image_service/image/00-UU5Hh2pqwTtuLBhLVJn92d/resize:4000/format:jpeg,http://sernecportal.org/portal/collections/individual/index.php?occid=16996443,,,,,,,,,,,https://bisque.cyverse.org/image_service/image/00-UU5Hh2pqwTtuLBhLVJn92d/resize:1250/format:jpeg,,,,,,en,,,,,,,,urn:uuid:8bd95e16-aeb8-4c75-ac55-75ddc63730d3,,,,,,Photograph,,,,,"https://bisque.cyverse.org/image_service/image/00-UU5Hh2pqwTtuLBhLVJn92d/thumbnail:200,200",,,,,,,,,,,,,,,,image/jpeg,https://bisque.cyverse.org/image_service/image/00-UU5Hh2pqwTtuLBhLVJn92d/resize:4000/format:jpeg,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-25 13:22:26,University of North Carolina at Chapel Hill Herbarium (NCU),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/
4d4a0b43-6d3c-48ab-b8cb-f62894d04463,,,,,,http://collections.nmnh.si.edu/media/index.php?irn=13283200,,,,,,,,,,,,,,,,,,,,,,,,,"Smithsonian Institution, NMNH, Botany",,,,Specimen/Object,,,,,,,,,,,,Conveyor Belt,image/jpeg,,,"US National Herbarium, Department of Botany, NMNH, Smithsonian Institution",image,,,,,,Barcode 00593918,,http://collections.nmnh.si.edu/media/index.php?irn=13283200,,,,,,,,,00593918.tif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6889,9057,,,,,,,,,,,,,https://www.si.edu/Termsofuse
43e34479-f6c8-45aa-bec9-436d2f2255ec,,,,,,https://bisque.cyverse.org/image_service/image/00-5QDYn9kHvSYu8wgS9BNp6S/resize:4000/format:jpeg,http://sernecportal.org/portal/collections/individual/index.php?occid=20465423,,,,,,,,,,,https://bisque.cyverse.org/image_service/image/00-5QDYn9kHvSYu8wgS9BNp6S/resize:1250/format:jpeg,,,,,,en,,,,,,,,urn:uuid:aa2f5b3f-db68-43d3-b6fc-8e89637b3b51,,,,,,Photograph,,,,,"https://bisque.cyverse.org/image_service/image/00-5QDYn9kHvSYu8wgS9BNp6S/thumbnail:200,200",,,,,,,,,,,,,,,,image/jpeg,https://bisque.cyverse.org/image_service/image/00-5QDYn9kHvSYu8wgS9BNp6S/resize:4000/format:jpeg,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09-25 13:22:26,University of North Carolina at Chapel Hill Herbarium (NCU),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/
3323b5a1-2807-44e4-8564-b5ada9d3ac2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,http://mediaphoto.mnhn.fr/media/1441377539514uhCE2ComPw5mB08M,,cc-by,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3323b5a1-2807-44e4-8564-b5ada9d3ac2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,http://mediaphoto.mnhn.fr/media/1441377539497g117yFj1RipnV7hW,,cc-by,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c285169-9629-4471-a2e8-88b4d31bf830,,,,,,https://bisque.cyverse.org/image_service/image/00-kXNqdG7W9yUP6UpZWdbPJj/resize:4000/format:jpeg,http://sernecportal.org/portal/collections/individual/index.php?occid=15880993,,,,,,,,,,,https://bisque.cyverse.org/image_service/image/00-kXNqdG7W9yUP6UpZWdbPJj/resize:1250/format:jpeg,,,,,,en,,,,,,,,urn:uuid:6955f81b-e15f-49ef-969e-58c7eba68bde,,,,,,Photograph,,,,,"https://bisque.cyverse.org/image_service/image/00-kXNqdG7W9yUP6UpZWdbPJj/thumbnail:200,200",,,,,,,,,,,,,,,,image/jpeg,https://bisque.cyverse.org/image_service/image/00-kXNqdG7W9yUP6UpZWdbPJj/resize:4000/format:jpeg,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-11-19 07:52:17,Duke University (DUKE),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/
8ac23160-b944-48a5-8873-efdbe248b1f7,,,,,,http://assets1.specifycloud.org/fileget?coll=emoryherbarium&type=O&filename=454dd52b-af4b-427d-ac3e-6263a3353bf1.jpg&downloadname=F%3A\Herbarium+Images\Edited+Images+folder+4\GEO-GC-002785-0.jpg&token=null,http://sernecportal.org/portal/collections/individual/index.php?occid=13175871,,,,,,,,,,,http://sernecportal.org/imglib/sernec/GEO/00009/fileget_1503593170_web.jpg,,,,,,en,,,,,,,,urn:uuid:399c73f9-9de1-4c2a-9d80-247e806ff7c4,,,,,,Photograph,,,,,http://sernecportal.org/imglib/sernec/GEO/00009/fileget_1503593170_tn.jpg,,,,,,,,,,,,,,,,image/jpeg,http://assets1.specifycloud.org/fileget?coll=emoryherbarium&type=O&filename=454dd52b-af4b-427d-ac3e-6263a3353bf1.jpg&downloadname=F%3A\Herbarium+Images\Edited+Images+folder+4\GEO-GC-002785-0.jpg&token=null,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-24 10:54:11,Emory University Herbarium (GEO),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/
9aa85968-601a-42fd-827e-649cf0136ca8,,,,,,http://collections.nmnh.si.edu/media/index.php?irn=13290000,,,,,,,,,,,,,,,,,,,,,,,,,"Smithsonian Institution, NMNH, Botany",,,,Specimen/Object,,,,,,,,,,,,Conveyor Belt,image/jpeg,,,"US National Herbarium, Department of Botany, NMNH, Smithsonian Institution",image,,,,,,Barcode 00593915,,http://collections.nmnh.si.edu/media/index.php?irn=13290000,,,,,,,,,00593915.tif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6913,9090,,,,,,,,,,,,,https://www.si.edu/Termsofuse
f1d0716f-ab7f-412e-9147-851a6e9008a4,,,,,,http://storage.idigbio.org/vt/vplants/UVMVT259/UVMVT259188_lg.jpg,http://nansh.org/portal/collections/individual/index.php?occid=16631636,,,,,,,,,,,http://storage.idigbio.org/vt/vplants/UVMVT259/UVMVT259188.jpg,,,,,,en,,,,,,,,urn:uuid:c7fbaa5c-fe39-4161-9af9-0199ec33962e,,,,,,Photograph,,,,,http://storage.idigbio.org/vt/vplants/UVMVT259/UVMVT259188_tn.jpg,,,,,,,,,,,,,,,,image/jpeg,http://storage.idigbio.org/vt/vplants/UVMVT259/UVMVT259188_lg.jpg,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-05 06:07:29,University of Vermont,CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/
2bb292f8-ef49-4225-9a91-8c543e2574b0,,,,,,http://assets1.specifycloud.org/fileget?coll=emoryherbarium&type=O&filename=a8156ee5-ad50-42d3-a01e-3ae9189d5ed4.jpg&downloadname=F%3A\Herbarium+Images\Edited+Images+folder+4\GEO-GC-002785-0.jpg&token=null,http://sernecportal.org/portal/collections/individual/index.php?occid=13176295,,,,,,,,,,,http://sernecportal.org/imglib/sernec/GEO/00013/fileget_1503596148_web.jpg,,,,,,en,,,,,,,,urn:uuid:bb21b6d7-4acd-4632-b12c-c908652bd0d9,,,,,,Photograph,,,,,http://sernecportal.org/imglib/sernec/GEO/00013/fileget_1503596148_tn.jpg,,,,,,,,,,,,,,,,image/jpeg,http://assets1.specifycloud.org/fileget?coll=emoryherbarium&type=O&filename=a8156ee5-ad50-42d3-a01e-3ae9189d5ed4.jpg&downloadname=F%3A\Herbarium+Images\Edited+Images+folder+4\GEO-GC-002785-0.jpg&token=null,,,,,,,,,,StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-24 10:54:11,Emory University Herbarium (GEO),CC BY-NC (Attribution-Non-Commercial),http://creativecommons.org/licenses/by-nc/3.0/
05f74d80-6097-4458-8445-9e9fc2d3176e,,,,,,http://sweetgum.nybg.org/images3/3351/206/03946838.jpg,,,,,,,,,,,,,,,,,,eng,,,,,,,,,,,,,,,,,,,,,,,The New York Botanical Garden,,,,,StillImage,,,,,,,image/jpeg,5258bb40-701f-4d8a-b86a-27e451c5d28b,,,,,,https://creativecommons.org/licenses/by/4.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The New York Botanical Garden,,
137f2a53-0652-4c99-8974-1d01ff3a9f54,,,,,,https://cdn.plantatlas.org/img/specimens/USF/271325.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/thumbs/271325.jpg,,Thumbnail,,image/jpeg,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,StillImage,,,,,,,,https://cdn.plantatlas.org/img/specimens/USF/271325.jpg,,,,,,https://creativecommons.org/licenses/by-nc-sa/4.0/,,,"Shortia galacifolia Torr. & A. Gray - USA, South Carolina (BARCODE: 271325) - USF Herbarium",http://purl.org/dc/dcmitype/StillImage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Florida Herbarium (USF),,https://creativecommons.org/licenses/by-nc-sa/4.0/
