X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-82.73,35.23,train,6.77451677773538E-4,79.79805947351564,0.7591125270334567
-79.37,35.15,train,6.867728578721782E-5,19.132330955526687,0.242118531371963
-81.9,35.73,train,2.944286608837924E-4,63.36107009660574,0.5779878215200629
-83.58,36.66,train,1.3372110292326656E-4,40.17234701318883,0.38348981036923707
-84.58,34.19,train,1.5344530792610857E-4,44.592553048137965,0.4164961318974081
-83.19,35.06,train,0.00926379423774819,100.0,0.9773204483168184
-81.46,36.4,train,6.467695133598565E-4,78.90573630546197,0.7505357903862746
-82.73,35.02,train,7.99553091446648E-4,82.02432290895116,0.7881040590299814
-84.34,36.84,train,7.574928964919723E-5,21.996154853911985,0.2605544008891242
-84.01,35.56,train,2.0019153431133789E-4,52.09955773138067,0.4821966471498869
-77.88,35.24,train,6.0289369430411424E-5,15.670600343780368,0.21902413519363623
-83.38,33.9,train,9.232103051519474E-5,27.82606823986449,0.3004310370164461
-83.32,34.68,train,2.2023000767439202E-4,54.87182063265145,0.5060383013774825
-81.27,35.24,train,2.7149977554838015E-4,61.19766472258822,0.5580972025830642
-83.12,34.97,train,9.078111944667674E-4,84.36747449292122,0.8085349021186855
-83.36,37.7,train,5.749024043569268E-5,14.472811269066531,0.2110008789091351
-85.3,33.88,train,1.1379724277731581E-4,34.85100587166154,0.3461287124009522
-81.81,36.12,train,0.0011405525692763446,88.4214754542222,0.8414090957463802
-76.69,36.44,train,5.519221916615955E-5,13.62833607273765,0.20428969459817034
-80.33,37.67,train,1.1849434800339213E-4,36.25769318571321,0.3553388825490617
-82.22,35.75,train,8.967259192551961E-4,84.04867954293545,0.8066257152523912
-80.47,36.34,train,2.671736936579776E-4,60.75734302143791,0.5541322208034112
-80.52,37.37,train,2.693160799643981E-4,60.984798935718175,0.5561046349245491
-78.78,37.64,train,1.5264812513684008E-5,1.607231484073009,0.06629984675499458
-82.29,35.6,train,9.146268289576744E-4,84.51642606297341,0.8096901384095484
-83.75,36.11,train,9.563301738030384E-5,29.050256346579037,0.30789050010822155
-80.28,36.4,train,4.104324242594005E-4,70.31868884961375,0.656264893586721
-83.44,35.03,train,0.0010275905811838674,86.54014948726395,0.8269915427675477
