X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-79.37,35.15,train,8.198817343702742E-5,24.41927540561387,0.27780560377702024
-81.9,35.73,train,4.897689528623197E-4,72.15723999595775,0.6967746946689868
-83.58,36.66,train,1.360452890213541E-4,42.686411464232364,0.3896080828100478
-82.01,35.94,train,6.106838880697245E-4,77.59210939075433,0.7412799373696982
-84.58,34.19,train,1.0101699791195362E-4,31.916704622696898,0.32154973231590994
-83.02,34.88,train,4.4549744875445904E-4,69.75546952256595,0.6763928491526587
-82.73,35.02,train,9.399504777338536E-4,84.65171474487445,0.81515783114722
-84.34,36.84,train,8.883617131255682E-5,27.131424501334138,0.2941830245418855
-77.88,35.24,train,4.947655777509391E-5,10.752479513506733,0.18839869495937836
-83.38,33.9,train,9.083860032265813E-5,27.909421328792888,0.2988325289532507
-81.81,33.61,train,1.0767664161565994E-4,34.142978172615415,0.3356332955626056
-82.38,35.69,train,0.002522533472746889,97.25390260595937,0.9220887604339975
-83.32,34.68,train,3.030741553427375E-4,62.55469139818241,0.5871097024754608
-81.27,35.24,train,2.434867748462663E-4,58.432392548693734,0.533229664146321
-83.12,34.97,train,7.895114858167605E-4,82.1399572881578,0.7874238890722631
-85.3,33.88,train,1.9959768296512326E-4,54.51719461234654,0.48359488994709443
-81.81,36.12,train,8.461480971962862E-4,83.07016057052768,0.7987896300576225
-83.95,36.0,train,6.164212572880496E-5,16.453780961884487,0.22433117073980766
-87.77,35.06,train,3.891389942078531E-5,6.253616377000679,0.1543874062107554
-82.22,35.75,train,0.0012335839268562566,88.02544487034699,0.8526742185668974
-80.47,36.34,train,3.051021921092347E-4,62.6423570033565,0.588725466731108
-80.52,37.37,train,2.09235237633736E-4,55.564651434380394,0.4953779816743825
-78.78,37.64,train,1.636720887097502E-5,1.5709906487644714,0.07131467146027118
-77.06,38.9,train,3.7699020829255112E-6,0.06015393165940118,0.017380061897261323
-82.85,34.97,train,6.051045869629675E-4,77.34693906026413,0.7395158222052509
-83.75,36.11,train,9.575404579301298E-5,29.9804131578698,0.3099902511876291
-83.19,35.04,train,0.009268039255986427,99.99999988206369,0.9775197063360584
-83.44,35.03,train,6.591425524520945E-4,79.298537339481,0.7556528411365544
-83.58,35.65,train,6.215729359508842E-4,78.15330037583242,0.7446550093077734
-80.54,33.8,train,1.1277030601805899E-4,35.950936318447795,0.3460167176910822
-81.11,36.0,train,2.684372536647938E-4,60.28083089538013,0.55741301346485
-82.57,36.08,train,0.0011622702793896138,87.37780818004464,0.8450355223983057
-80.26,36.39,train,3.208993235782223E-4,63.72079050369362,0.6008911657609829
-83.8,34.85,train,4.7951845397933287E-4,71.66352458283819,0.6922873285787429
-84.33,36.84,train,9.620649470027626E-5,30.16413401350049,0.31099945762172554
-80.53,37.35,train,1.4729670330745735E-4,46.00621571082233,0.40866213096794635
-83.47,35.67,train,0.00133021704003188,89.74151162127065,0.8618986244753476
-84.05,36.55,train,1.452450766692327E-4,45.47547997104583,0.40527692978875124
-81.2,33.81,train,1.266992038220559E-4,39.84220942580401,0.37282137882035266
-81.89,35.91,train,9.395776607146553E-4,84.57663698052814,0.8150980486632005
-80.48,36.34,train,2.9908203046645585E-4,62.26118605745441,0.5838917412450322
-83.46,34.74,train,6.787867305614912E-4,80.03737533483262,0.761034449994838
-81.91,35.73,train,4.895755426911709E-4,72.12893110238524,0.6966912371662464
-76.89,35.81,train,5.869034854019983E-5,15.027784506076975,0.2159082547354278
-82.29,35.64,train,0.0016840656451366457,93.12904433729712,0.8876559730695323
-83.9,35.97,train,5.709747367215575E-5,14.29581856776507,0.211286536417523
-83.58,35.17,train,0.0015901264128771544,92.3075047154428,0.8818035303047106
-82.08,36.18,train,4.019037155634316E-4,67.59172367533232,0.6534558600948824
-80.21,36.41,train,1.4386169956680424E-4,45.139092922077666,0.4029723833394509
-85.63,34.5,train,8.591065053959497E-5,26.000283399533295,0.28727822636919464
-82.9,35.95,train,1.393276077495649E-4,43.66253446543646,0.395292300471256
-81.64,35.6,train,8.539745827063467E-4,83.37949783422883,0.8002653577183388
-83.82,35.63,train,4.1520887996618344E-4,68.4953547697083,0.6607938680052373
-76.86,36.82,train,3.1694336147788314E-5,4.301219809717788,0.12945233571324963
-78.15,34.35,test,2.1180028092447995E-5,2.244358571883767,0.09038944115994713
-82.29,35.6,test,0.0013882240375553256,90.6324427939559,0.8669011395352434
-80.28,36.4,test,4.371424601099413E-4,69.47593011682598,0.6722350630547683
-83.5,35.64,test,7.519382055725438E-4,81.44035741112205,0.7791476847873315
-80.33,37.67,test,9.630814638865101E-5,30.205913911538655,0.31122579001408945
-84.63,34.32,test,1.8333124489373757E-4,52.69158822029383,0.46240778373463715
-83.56,35.18,test,5.906611159827949E-4,76.87604978333465,0.7348351903258097
-84.01,35.56,test,1.30220757692283E-4,40.846724031998214,0.37925381253662754
-84.33,36.83,test,8.977316986157122E-5,27.529072571949072,0.29636632401919283
-83.36,37.7,test,3.7760967387333174E-5,5.94991385544522,0.15050166964313283
-76.69,36.44,test,5.5347073335523124E-5,13.575482831558114,0.20614451633853
