Predictor variable,Categorical,Sample average
bio_14,false,91.66666666666667
bio_15,false,12.928243531121147
bio_18,false,363.8703703703704
bio_3,false,38.84860639218931
bio_7,false,32.390740677162455
bio_8,false,15.093518519843066
bio_9,false,11.075617275580212
elev,false,591.7962962962963
