Predictor variable,Categorical,Sample average
bio_14,false,94.44444444444444
bio_15,false,12.009879642062717
bio_18,false,365.1666666666667
bio_3,false,38.54745681197555
bio_7,false,32.35370374608923
bio_8,false,13.798456805723685
bio_9,false,11.013580129930267
elev,false,642.5555555555555
