Predictor variable,Categorical,Sample average
bio_14,false,92.64814814814815
bio_15,false,13.123113844129774
bio_18,false,366.24074074074076
bio_3,false,38.60616026984321
bio_7,false,32.28333331920482
bio_8,false,14.399691398496982
bio_9,false,11.513271509221306
elev,false,601.2222222222222
