Predictor variable,Categorical,Sample average
bio_14,false,92.18518518518519
bio_15,false,12.727554109361437
bio_18,false,360.8333333333333
bio_3,false,38.819521020959925
bio_7,false,32.438888761732315
bio_8,false,14.799074049349185
bio_9,false,11.521913543895439
elev,false,567.5555555555555
