Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
9.03189E-7,0.000090319,0.004219664,1,0,0
9.08627E-7,0.000181182,0.004244962,0.999900527,0,0
9.69599E-7,0.000278141,0.004528523,0.999801054,0,0
1.33076E-6,0.000630539,0.006204847,0.999502636,0,0
1.45104E-6,0.001049099,0.006761908,0.999204218,0,0
1.73188E-6,0.002511174,0.008060076,0.998308962,0,0
2.03274E-6,0.00502127,0.009447006,0.997015816,0,0
2.39739E-6,0.010126661,0.011122864,0.994727942,0,0
3.02112E-6,0.025110246,0.013976276,0.989356411,0,0
3.60293E-6,0.050260982,0.01662308,0.981796479,0,0
4.44262E-6,0.100011879,0.020418108,0.969461852,0.018518519,0
5.69385E-6,0.200470614,0.026019113,0.949965185,0.018518519,0
6.6731E-6,0.300072947,0.030358121,0.933950065,0.018518519,0
7.43194E-6,0.400333004,0.033693995,0.919824928,0.018518519,0
8.18628E-6,0.500285801,0.036987436,0.90709241,0.018518519,0
8.82534E-6,0.60055533,0.039760064,0.895354621,0.018518519,0
9.59981E-6,0.700683365,0.043098822,0.884512086,0.018518519,0
9.94072E-6,0.75060345,0.044561153,0.879438973,0.018518519,0
1.03943E-5,0.800482681,0.046499842,0.874564807,0.018518519,0
1.10649E-5,0.901088126,0.049351838,0.865214364,0.018518519,0
1.17863E-5,1.000528967,0.052400765,0.856560231,0.018518519,0
1.25344E-5,1.100625519,0.055542215,0.848403462,0.018518519,0.055555556
1.3254E-5,1.200705851,0.058543839,0.840644584,0.018518519,0.055555556
1.40515E-5,1.300411714,0.061848937,0.83338307,0.018518519,0.055555556
1.49622E-5,1.400516967,0.065594256,0.826519447,0.018518519,0.055555556
1.58683E-5,1.500556395,0.069291492,0.820053715,0.018518519,0.055555556
1.7637E-5,1.750255432,0.076424557,0.805232269,0.037037037,0.055555556
1.95093E-5,2.001082774,0.083857347,0.791803442,0.037037037,0.055555556
2.12228E-5,2.250586617,0.090555308,0.779568288,0.037037037,0.111111111
2.26338E-5,2.500265424,0.095998209,0.76822839,0.037037037,0.111111111
2.38684E-5,2.750984172,0.100707146,0.757485328,0.037037037,0.111111111
