Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
6.20119E-7,0.000062012,0.002876321,1,0,0
7.78589E-7,0.000139871,0.003608708,0.999900527,0,0
9.84503E-7,0.000326203,0.004558755,0.999701582,0,0
1.18255E-6,0.000557846,0.005470807,0.999502636,0,0
1.34677E-6,0.001082882,0.006225811,0.999104745,0,0
1.8257E-6,0.002660383,0.008421114,0.998110017,0,0
2.60321E-6,0.005096231,0.011964526,0.997015816,0,0
3.2296E-6,0.010050076,0.014800841,0.995324779,0,0.055555556
3.90463E-6,0.025091926,0.017839208,0.991246394,0,0.055555556
4.42596E-6,0.050220284,0.020172999,0.985278026,0,0.055555556
5.13756E-6,0.100157574,0.023340684,0.974932856,0,0.055555556
6.07273E-6,0.20051135,0.027472584,0.957226698,0,0.055555556
6.84333E-6,0.300272063,0.030851167,0.941808415,0,0.055555556
7.68109E-6,0.400119724,0.034497669,0.928180643,0,0.055555556
8.33018E-6,0.500297425,0.037304137,0.915746543,0,0.055555556
8.93711E-6,0.600571531,0.039913595,0.904207699,0,0.055555556
9.48634E-6,0.700214689,0.042262831,0.893464637,0,0.055555556
9.76889E-6,0.750268444,0.043466918,0.888292052,0,0.055555556
1.00099E-5,0.800707073,0.04449157,0.88321894,0,0.055555556
1.05437E-5,0.900538589,0.046753378,0.873570079,0,0.055555556
1.12302E-5,1.00076851,0.049646317,0.864418582,0,0.055555556
1.18947E-5,1.100173908,0.052429903,0.855863921,0,0.055555556
1.24978E-5,1.200052114,0.054942172,0.847707152,0,0.055555556
1.32781E-5,1.300926492,0.058172888,0.839948274,0,0.055555556
1.3925E-5,1.400148314,0.060834594,0.83268676,0,0.055555556
1.45819E-5,1.50112478,0.063522005,0.825624192,0,0.055555556
1.61936E-5,1.751540714,0.070051089,0.809410126,0.018518519,0.055555556
1.77993E-5,2.00091296,0.076466175,0.794787626,0.018518519,0.055555556
1.96673E-5,2.251415006,0.083818399,0.781458271,0.018518519,0.055555556
2.16339E-5,2.502126117,0.091433487,0.76932259,0.018518519,0.055555556
2.36204E-5,2.751221521,0.09899801,0.758380583,0.018518519,0.055555556
2.51637E-5,3.002322823,0.10478835,0.748134885,0.018518519,0.055555556
2.62703E-5,3.251792414,0.10889483,0.738486024,0.018518519,0.055555556
2.75323E-5,3.502461571,0.113532194,0.729235054,0.018518519,0.111111111
2.84723E-5,3.751815761,0.116955108,0.720381976,0.037037037,0.111111111
2.92563E-5,4.000049937,0.119789814,0.711827315,0.037037037,0.111111111
3.01552E-5,4.252824836,0.12301754,0.703372128,0.037037037,0.111111111
3.12111E-5,4.501349954,0.126779009,0.695314831,0.037037037,0.111111111
