X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-82.73,35.23,train,7.775347669551567E-4,77.39819201643522,0.7701949009282314
-84.33,36.83,train,9.231399356064174E-5,30.569414380165714,0.2846481683504684
-79.37,35.15,train,1.0262645951894936E-4,34.49535787725597,0.3066940912289038
-81.9,35.73,train,2.249771471772881E-4,55.391209747744284,0.49232123280368784
-83.58,36.66,train,1.5279963859545206E-4,46.34193929472586,0.39709387252710354
-82.01,35.94,train,4.4206070657195907E-4,67.61273502893538,0.6558221037745849
-84.58,34.19,train,8.869106945567757E-5,28.88240736938922,0.27656654361925753
-83.02,34.88,train,6.812078717773959E-4,74.53084480495288,0.7459544943322788
-83.19,35.06,train,0.006835008825974811,97.98361748512829,0.9671720694712651
-82.73,35.02,train,8.773991899832194E-4,79.53057693407845,0.790881282259933
-84.34,36.84,train,9.16233934416477E-5,30.26479097877627,0.28312161146917886
-84.01,35.56,train,2.0415819505685E-4,53.05686476458162,0.46808814843259317
-77.88,35.24,train,5.285282446790447E-5,12.051768225464073,0.1855475053735178
-83.38,33.9,train,6.320133131869517E-5,16.455770150963666,0.21409922861577627
-81.81,33.61,train,9.959356983569012E-5,33.46839682679593,0.30035273991622174
-83.32,34.68,train,3.4331149279251237E-4,63.64403503808612,0.5967452633080292
-81.27,35.24,train,2.567278650138265E-4,58.59735889913349,0.5253034455659232
-83.12,34.97,train,0.001010176528707347,82.83065543320568,0.8132342533432597
-83.36,37.7,train,4.8166446693813285E-5,10.24505676348412,0.171923823188296
-81.81,36.12,train,0.0010101487513057884,82.82590098473416,0.8132300768003604
-76.69,36.44,train,7.905470766227269E-5,24.524073083514093,0.25415448604951796
-80.33,37.67,train,7.55671750149051E-5,22.933005698028786,0.24569714043430857
-83.95,36.0,train,7.096820135072608E-5,20.712437005195213,0.23424684660137168
-82.22,35.75,train,0.0010285641657442517,83.41033102190136,0.8159585843719878
-80.47,36.34,train,2.405824603591353E-4,57.13902951685219,0.5090856469041548
-80.52,37.37,train,1.5294519269238322E-4,46.381481920828435,0.39732184412504096
-77.06,38.9,train,8.211945816822245E-6,0.24109275128352406,0.03418694608467059
-82.85,34.97,train,7.447670311624809E-4,76.4445214054934,0.762485559606604
-82.29,35.6,train,0.001246066293379621,87.58490389552941,0.8430409500040256
-83.75,36.11,train,9.434041776786774E-5,31.421900873599448,0.28909024138708816
-83.19,35.04,train,0.012893530469451409,100.0,0.9823248895506049
-83.58,35.65,train,4.86197186600207E-4,69.2870550750682,0.6769735430503074
-80.54,33.8,train,1.1329498772780402E-4,37.572412546652934,0.32811536452776
-81.11,36.0,train,2.1894451926062397E-4,54.71781305438837,0.48552955410643545
-82.57,36.08,train,0.0011134214733930234,85.79522168247433,0.8275663340963082
-80.26,36.39,train,2.807549850428062E-4,60.374763804494116,0.5475474024234718
-84.71,34.76,train,3.630835372748943E-4,64.82463644753953,0.6101437788977769
-83.8,34.85,train,6.94709419757635E-4,75.01101423478899,0.7496557901148133
-84.33,36.84,train,9.797713714270125E-5,32.862467452925365,0.29692538292038695
-83.47,35.67,train,0.0010924703342111552,85.12677189530068,0.8248386814136552
-81.2,33.81,train,1.3448173109721715E-4,42.413809391831535,0.3669583296985929
-81.89,35.91,train,7.177254916308982E-4,75.6486881816342,0.7557227747534297
-80.48,36.34,train,2.445547806412243E-4,57.55766771412949,0.5131777032908186
-83.46,34.74,train,0.001205360162042163,87.0748879586705,0.838595844602145
-79.2,38.99,train,7.59681751736406E-5,23.10154317173668,0.24667932102745102
-76.89,35.81,train,6.720117496359558E-5,18.59638211470574,0.22460564302559352
-82.29,35.64,train,0.0014346769994392587,88.78319403345884,0.8608033862962962
-83.58,35.17,train,0.007270290823157316,98.7106471417428,0.9690767432310827
-80.21,36.41,train,1.1492804775434296E-4,38.01894782858763,0.3312781050430337
-85.63,34.5,train,7.139217108962253E-5,20.977483543963835,0.2353169513158147
-82.9,35.95,train,2.1723320163056703E-4,54.52401784161737,0.48356969914453424
-83.44,35.65,train,0.0028074972109013115,95.38770179711027,0.9236730711672778
-76.86,36.82,train,3.984875849593846E-5,7.444815292350135,0.14658692900190204
-83.56,35.18,train,0.003322591478741848,96.01904687628947,0.9347335876277438
-81.91,35.73,test,2.2151440818104538E-4,54.937709965399335,0.4884448884774951
-83.44,35.03,test,0.0011104723034056471,85.53775791293835,0.8271875269941386
-85.3,33.88,test,3.63459923513829E-5,6.292323775104011,0.13544697937363911
-83.9,35.97,test,6.728639549994286E-5,18.647511091602915,0.22482643689623352
-83.5,35.64,test,5.759057893912975E-4,71.94358036484896,0.7128421155218702
-78.78,37.64,test,1.6428196683103167E-5,1.9504200348980807,0.06612985154820943
-83.82,35.63,test,3.880886548907821E-4,65.92375830273807,0.6258648816660067
-84.05,36.55,test,1.1326953225049136E-4,37.56572790635076,0.32806582819596103
-81.64,35.6,test,4.4318886295254727E-4,67.66066352565987,0.6563971862746261
-81.46,36.4,test,5.575007635440069E-4,71.63602727986247,0.7061477825510251
-80.28,36.4,test,3.4753360592908823E-4,63.804476742395586,0.5996831455241237
-82.08,36.18,test,2.7977112688003957E-4,60.325860386963875,0.546677573299385
-87.77,35.06,test,1.2396753952259335E-5,1.0024497262118761,0.050724903556704115
-84.63,34.32,test,2.0480493945267578E-4,53.114283699254116,0.4688757193269636
-82.38,35.69,test,0.0021421785693903875,92.32931127343734,0.9022838489092861
-80.53,37.35,test,1.095708474447428E-4,36.668857738161755,0.32078971467959844
-78.15,34.35,test,3.739215693954884E-5,6.625383496024463,0.13880446820475756
-81.04,36.4,test,1.9047913364658782E-4,51.313075453938275,0.45086566702440545
