Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
2.57479E-7,0.000025748,0.000998617,1,0,0
2.57517E-7,0.0000515,0.000998761,0.999900527,0,0
2.96454E-7,0.000108091,0.001149605,0.999701582,0,0
3.33796E-7,0.000269742,0.001294221,0.999204218,0,0
4.63991E-7,0.000504319,0.00179812,0.998607381,0,0
7.15406E-7,0.001018927,0.002769736,0.997712126,0,0
1.0469E-6,0.002546032,0.004047949,0.996021088,0,0
1.29073E-6,0.005012143,0.004986033,0.99393216,0,0
1.71389E-6,0.01015664,0.00660987,0.990550085,0,0
2.59408E-6,0.025110919,0.009970608,0.983586989,0,0
3.6668E-6,0.050012009,0.014035844,0.975728638,0,0
5.04827E-6,0.100478469,0.019222221,0.96438874,0,0
6.97461E-6,0.200058684,0.026363729,0.948174674,0,0
8.38272E-6,0.300458665,0.031518586,0.935243211,0,0.111111111
9.23197E-6,0.400463368,0.034601229,0.924002785,0,0.111111111
9.80043E-6,0.500212766,0.036653701,0.913558142,0,0.111111111
1.02991E-5,0.600624857,0.038447113,0.903610862,0,0.111111111
1.0825E-5,0.70102351,0.040331231,0.894160947,0,0.111111111
1.11512E-5,0.750559211,0.041496012,0.889684671,0,0.111111111
1.13838E-5,0.800208254,0.042324714,0.885307868,0,0.111111111
1.20022E-5,0.900771593,0.04452185,0.876753208,0,0.111111111
1.25101E-5,1.000343893,0.046318501,0.868695912,0,0.111111111
1.29828E-5,1.101193781,0.0479848,0.860837561,0,0.111111111
1.34346E-5,1.200271212,0.049571844,0.853377101,0,0.111111111
1.3854E-5,1.300008385,0.051040216,0.846115587,0,0.111111111
1.43825E-5,1.400147672,0.052884357,0.839053019,0,0.111111111
1.47293E-5,1.500801449,0.054090752,0.832189396,0.018518519,0.111111111
1.56689E-5,1.750261638,0.057343241,0.815875858,0.018518519,0.111111111
1.6439E-5,2.001232827,0.059992461,0.800358102,0.018518519,0.111111111
1.73374E-5,2.251031054,0.063064485,0.785636129,0.018518519,0.111111111
1.81414E-5,2.501549693,0.065796521,0.771610465,0.018518519,0.111111111
1.91034E-5,2.750820154,0.06904474,0.75828111,0.018518519,0.111111111
1.99306E-5,3.000750094,0.071819621,0.745548592,0.018518519,0.111111111
2.07254E-5,3.250548038,0.074470394,0.733313439,0.018518519,0.111111111
2.13885E-5,3.501299605,0.076670506,0.721476176,0.018518519,0.166666667
2.21844E-5,3.751817954,0.079297147,0.710036805,0.018518519,0.166666667
2.28381E-5,4.001684835,0.081443418,0.698995325,0.018518519,0.222222222
2.35123E-5,4.250175984,0.083646581,0.688351736,0.037037037,0.222222222
2.43279E-5,4.501224449,0.086297775,0.677907092,0.037037037,0.222222222
2.49733E-5,4.750244435,0.088384839,0.66786034,0.037037037,0.222222222
2.58194E-5,5.001320048,0.091106575,0.658012534,0.037037037,0.222222222
2.64028E-5,5.25201584,0.092973749,0.648463145,0.037037037,0.222222222
2.69817E-5,5.500453718,0.09481888,0.639212175,0.037037037,0.222222222
2.75157E-5,5.75106063,0.096514335,0.630060678,0.037037037,0.222222222
2.81675E-5,6.001517932,0.098575425,0.621108127,0.037037037,0.222222222
2.89216E-5,6.252571855,0.100947983,0.612354521,0.037037037,0.222222222
2.96282E-5,6.501072223,0.103159947,0.603899334,0.037037037,0.222222222
3.03002E-5,6.752637613,0.105253336,0.595543619,0.037037037,0.277777778
3.10037E-5,7.000709687,0.107434491,0.587486322,0.037037037,0.277777778
3.16784E-5,7.251452983,0.10951654,0.579528499,0.037037037,0.333333333
3.23789E-5,7.501546016,0.111667789,0.571769621,0.037037037,0.333333333
3.29439E-5,7.753114388,0.113395381,0.564110216,0.037037037,0.333333333
3.3563E-5,8.002419741,0.11528061,0.556649756,0.037037037,0.333333333
3.42445E-5,8.253120532,0.11734681,0.54928877,0.037037037,0.333333333
3.50605E-5,8.502641013,0.119808078,0.542126728,0.055555556,0.333333333
3.58606E-5,8.750876175,0.122207932,0.535163633,0.055555556,0.333333333
3.65316E-5,9.000929732,0.124210712,0.52830001,0.074074074,0.333333333
3.76866E-5,9.253504366,0.127636423,0.52153586,0.074074074,0.388888889
3.853E-5,9.501191017,0.130121165,0.515070128,0.074074074,0.388888889
3.92277E-5,9.750018141,0.132165914,0.508703869,0.074074074,0.388888889
4.01091E-5,10.00379643,0.134735408,0.502337611,0.092592593,0.388888889
4.08172E-5,10.250702679,0.136788859,0.49626977,0.111111111,0.388888889
4.1538E-5,10.502015811,0.138869015,0.49020193,0.111111111,0.388888889
4.23495E-5,10.75384427,0.141198841,0.484233562,0.111111111,0.388888889
4.3329E-5,11.002212878,0.143994292,0.47846414,0.111111111,0.388888889
4.42232E-5,11.252044755,0.146530744,0.472794191,0.111111111,0.388888889
4.50088E-5,11.501847942,0.148746382,0.467223714,0.111111111,0.388888889
4.58282E-5,11.751718283,0.151045387,0.461752711,0.111111111,0.388888889
4.65377E-5,12.000838373,0.153025989,0.45638118,0.111111111,0.388888889
4.74299E-5,12.254712604,0.155503534,0.451009649,0.111111111,0.388888889
4.82406E-5,12.503518349,0.157742235,0.445837064,0.111111111,0.388888889
4.91778E-5,12.751876559,0.160315407,0.440763951,0.111111111,0.388888889
5.01709E-5,13.000138568,0.163025187,0.435790311,0.111111111,0.388888889
5.11453E-5,13.253640896,0.165666886,0.430816672,0.111111111,0.388888889
5.21746E-5,13.50190062,0.168439406,0.426041978,0.111111111,0.388888889
5.30994E-5,13.754816681,0.17091471,0.421267283,0.111111111,0.388888889
5.39907E-5,14.001092981,0.173286265,0.416691535,0.111111111,0.388888889
5.47814E-5,14.251221537,0.175378985,0.412115786,0.111111111,0.388888889
