"uuid","occurrenceid","catalognumber","family","genus","scientificname","country","stateprovince","geopoint.lon","geopoint.lat","data.dwc:eventDate","data.dwc:year","data.dwc:month","data.dwc:day","collector","recordset"
"d12a27a8-008a-4409-a651-a39fab93b8c3","753fa834-4f65-4698-82ff-226aeca7cdae","cm149927","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1930",NA,NA,"bright, j.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"d12f07d2-4383-416f-b4e1-3e0bbed560b7","ca77153d-351b-46e5-8781-91b7f3d05af5","no0092176","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1947-06-08","1947","6","8","arthur cronquist","4523e216-ee13-4b15-a3f7-a6fd56431604"
"d13217f9-9d62-4298-9107-3285e64368e0","urn:uuid:c86d803d-8379-4d75-bf55-c907ee208e98","vsc0021167","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1978-10-09",NA,NA,NA,"david dixon, r. dale thomas,   et al.","76fd34da-4892-4821-858d-98fe9e28ba8b"
"d166ee2d-8543-4db9-9f2e-f86101563be9","68413368-1222-4749-87af-7c63fd1fc7d3","vpi-v-0059487","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"d1ee8736-9753-4d66-8b65-f3122feb2f6a","1d650639-b7d0-486d-b782-e13da62d3bd6","ncu00331986","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1956",NA,NA,"crawford, eugene c.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"d1f57ede-e49f-4de4-a4ff-cdd264202142","33bf03ee-3d9b-4cb1-b47a-f3ccef24fef6","ncu00332625","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1967",NA,NA,"duke, james a.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"d26464dd-4ca2-4720-9e8b-d5b92c5b4d50","bca3827f-0647-46c7-9eb8-f783f0ef63a9","clems0042900","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1952",NA,NA,"g. b. rossbach","264c48ec-8636-451f-a7e0-74131bc6f84c"
"d2673626-5daa-49af-b41d-f137d239653a","22237a2a-b451-447d-b8f6-46e3dae5199b","ncu00332610","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1966-08-31","1966","8","31","bozeman, john r.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"d307a2fd-dbd1-473d-baa7-fdbec41c44bc","urn:uuid:e5e15dcb-17b9-4327-8708-22a097681252","000105465","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"ddef79ec-043c-4027-9876-c4a298feff6d"
"d313da02-1fef-4a37-8691-fb6e693b04a7","7327b44a-3b2f-4363-beff-ec4b2906820f","ncu00332633","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1960",NA,NA,"kral, robert","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"d374324a-2b89-449f-9b59-d0f499482a6a","096a9c80-77af-41d5-abea-5ff09497c9cb","vpi-v-0060075","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"d3a646eb-f4e3-4bd3-847f-b36da4820024","ee84ec2f-be89-4fef-99f1-7d0f9970ea21","farm-0026159","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1994",NA,NA,"stevens, charles e.","a16dc8d8-ff4a-4d62-a684-2937fb292b8d"
"d3cc47ea-c5f1-4294-8463-696784c70385","b19a102d-c33e-4d02-9ff4-5daeb58c6dc6","duke10095581","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"d3e87409-76db-48fa-b045-3cafb9848cb8","160100d8-225d-4e02-9c86-e8d1a97b2159","ucht045282","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"120d557c-c5be-474d-98f0-1ba00ae16b40"
"d3eda353-7e31-40a5-bd73-5ce63695aa1a","c9dd2bff-5723-4df4-af18-02c495e9438b","duke10095575","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1955",NA,NA,"blomquist, hugo leander; channell, r. b.; james, charles; rock, howard","6258d160-a7aa-4937-bce3-3538eebd374f"
"d420255c-a410-4cc2-8a70-de3386555ade","f8942f93-2c3b-442e-899f-6c5a6c8d835f","dov0087155","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1896",NA,NA,"biltmore","910eadc8-8131-428c-b28a-91d0e2890f1d"
"d43d943f-d47c-41cf-b7e4-1872d458f3c8","35fd5346-caec-4258-86b9-b9ec6f412e04","ncu00014064","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,"curtiss, a. h.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"d48ac1ea-2dd8-4195-881d-47791a06a3d8","3dd7c49a-fdc8-4f85-95ac-05005dcdbe0f","clems0042874","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,"1982-10-28","1982","10","28","j. r. davis","264c48ec-8636-451f-a7e0-74131bc6f84c"
"d4ae4566-df28-4200-8563-97b300be4086","57919575-e5c4-4cab-928a-f8389976c486","ncsc00082903","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"d50b015f-a56c-47ff-a633-0930625f2149","77050faa-ebea-475d-98f8-c3f3c1b822f9","v0259431wis","diapensiaceae","galax","galax urceolata","united states","wisconsin",-89.9039343,43.36763142,"2009-07-08","2009","7","8","bott, rick; bott, deborah","9e5aede6-bee5-4a3d-a255-513771b20035"
"d518f7e2-fdc8-4d09-9e1d-bb89b43fbc93","183a1328-c3c1-4f57-ba88-2ee1fde4ea5e","wfu000071","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"2008",NA,NA,"emily gillespie","8a54c5fa-2900-4859-a2d6-1b7faedafac4"
"d52b9a3f-237e-412c-bcd5-22adb6314795","fb32a3ed-bd86-448e-bac9-96b236c5aa97","cm149933","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1954",NA,NA,"henry, l.k.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"d568aaf7-1536-4554-ae8a-1117f44b3ea3","urn:uuid:1b034371-330d-4de0-b1a5-e21a08a5f8bd","000105469","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"ddef79ec-043c-4027-9876-c4a298feff6d"
"d58b7206-5d86-40be-8af9-a0cf93092e8e","urn:uuid:09baa495-1c01-4977-ab52-7f56e244be9f","ypm pb 167815","diapensiaceae","galax","galax urceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7ae4d15d-62e2-459b-842a-446f921b9d3f"
"d59b24f4-af06-4d1d-adfe-f7d418b5b8c0","f85111b3-9343-4d5a-a1d6-ad7665beed0a","275422","diapensiaceae","galax","galax urceolata","united states","north carolina",-80.26511,36.39205,NA,NA,NA,NA,"michelle gaynor","781fd581-7b93-471e-a025-413e4bcd8491"
"d59bdbae-0abf-4e1b-ac77-a3db38792c28","4be83d74-e854-44d6-a11a-188b70deecb8","wcuh0010438","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1969",NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"d5a0bf09-e50f-419f-bccf-cc49990ac82b","http://n2t.net/ark:/65665/3ceb28d09-3ae0-4041-87f8-0838bcf12ec6","us 1789819","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1940-07-04","1940","7","4","j. t. baldwin","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"d5c3b11a-143b-41ac-a5b2-fceb98482248","dc1306fc-4e1c-44b7-978c-63aac65d9e2f","vpi-v-0059453","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"d60b8c02-d772-4e05-bced-e38672f82af7","4ea36b9c-1dc1-4527-8c35-36e219efa09d","ncu00080581","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1981",NA,NA,"sather, dawson","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"d60ba8c7-9205-43d1-b15a-5e7e0c3b4701","8f195d73-7477-42fe-843f-a00e7eaee032","uncc_03429","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e34cf41b-196c-4199-85d5-4d2ca5954b09"
"d62ec3ea-f324-4e83-b347-65dab6c942f9","f885702a-7866-4d93-ac87-d89236ce8a5b","ncu00332709","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1967",NA,NA,"harvill, alton m., jr.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"d630fde3-768e-40f3-ad74-f981a9ba6982","f4fddecf-dbb1-4d43-8535-b543c12724fa","ncu00237329","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1982",NA,NA,"frizzell, laura","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"d650db37-cf8f-4789-922f-c6883e5b30b8","urn:uuid:056d2fa2-c11e-4cd6-a7e6-fb4d41a98da5","vsc0021171","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"2002-05-16",NA,NA,NA,"lisa kruse","76fd34da-4892-4821-858d-98fe9e28ba8b"
"d653c51c-3e97-4f14-b1b7-b4eec849f28d","1f557dc9-66ed-403b-ab23-44f3e0490fa2","ncu00332006","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1955",NA,NA,"hartley, granville","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"d685ba37-bbc5-483c-984e-5bb052cdc21f","36ac24e9-09b8-477b-8c45-7417d1a0b4f6","clems0042904","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"2006",NA,NA,"gradon c. kingsland","264c48ec-8636-451f-a7e0-74131bc6f84c"
"d6ad2b73-6574-43b0-b737-1d868d12df10","http://n2t.net/ark:/65665/3ab132675-d4c1-4e63-97cf-8a6763726cb8","us 3081302","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1965-06-19","1965","6","19","f. a. barkley & v. clarke","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"d6b22bcd-ed65-4aea-a283-77c78f53c29a","b66543b0-13bf-4cd9-9e03-5c2d92687f55","6121","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1965",NA,NA,"gladden, r.","de67ccab-7d04-43b9-8083-81e45f628505"
"d6b95188-adc8-4a2f-86bb-aed7cdb9f9f2","http://n2t.net/ark:/65665/322a53535-26d5-4d5c-9fcb-080d44fbd1aa","us 226922","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,NA,NA,NA,NA,"gattinger","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"d74e6239-d89b-480d-8322-889834e0724f","c4b5b6be-bd6c-423d-a698-de53b32f0abf","ncu00332630","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1967",NA,NA,"james, fred c.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"d74f056a-59af-4a93-9bb7-c066bba5798a","6e3a3233-7c1c-4edc-9089-4d9eeab5a35f","ncsc00082914","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"d76b17b0-d032-49d8-b34f-690a1453a9bc","5d6dbd0d-7475-42d7-b4ca-55c21d51dacc","ncsc00082904","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"d7c10dcd-eefb-4a19-96dc-367d64950a5d","c755145d-6d96-4e1f-b45d-62ec7d64f0e7","uncc_03927","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1969",NA,NA,"hechenbleikner, h. [herbert]; mellichamp, t.","e34cf41b-196c-4199-85d5-4d2ca5954b09"
"d7f2b776-efe4-44e7-a47c-991b491e6e72","8481c63f-2d3f-4c9c-8741-491bf8ed4fd6","263084","diapensiaceae","galax","galax urceolata","united states","north carolina",-83.19445,35.04043,NA,NA,NA,NA,"stein servick","781fd581-7b93-471e-a025-413e4bcd8491"
"d83357f3-8177-4148-80c7-3fa089337774","fe34a528-5714-4693-87da-52670e765d6f","uncc_31298","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e34cf41b-196c-4199-85d5-4d2ca5954b09"
"d85785b7-1fe7-4525-9ee3-002bc9323a48","urn:uuid:e2c9d275-0d1f-4869-a7ed-8bf029abd089","000105472","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,NA,NA,NA,NA,NA,"ddef79ec-043c-4027-9876-c4a298feff6d"
"d8852423-c25e-4940-963b-070aa3fc50b9","8527e5d6-f52f-41fb-9e24-48c62c1fc927","31234100396108","diapensiaceae","galax","galax urceolata","united states","kentucky",NA,NA,"1993-07-03","1993","7","3","randy l. mears","20360fae-574a-4d63-b9f6-47b1cc07fd22"
"d8ac94dd-b36f-457c-b39a-3b7a9f00e70e","5b4d338a-4538-4d2b-be0b-eff4aea9c818","duke10095612","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"d8caaf8b-3a98-4411-9485-afd1ca81e337","72d52407-2516-4bb9-880b-dfa32b0e6706","wcuh0010429","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"d8d654e8-4ae1-4e14-92ee-4c3bba0d172c","6ac5aa1b-a603-4d33-a529-5bbb58af2818","dov0087158","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1891",NA,NA,"john k. small; a. arthur heller","910eadc8-8131-428c-b28a-91d0e2890f1d"
"d8e37e6b-258e-4e62-aa46-af8e91f7e26d","5a543073-9815-4700-8c33-75dd566e166e","rsa0192296","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1982-05-23","1982","5","23","don drapalik","a4e6033a-d1eb-46d3-869d-7c0328f09aa7"
"d9040b94-7780-467f-b783-5ea56036d8ee","793619bd-bb0c-452b-822c-836e7597f296","odu00020349","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1984",NA,NA,"j. patrick megonigal","0038ce2e-43bb-4f70-8dd6-dca34efd3fca"
"d964fb38-71de-4f0c-8498-cb1fcaf0a976","b7806239-4244-4824-9a37-a57bc1ee68eb","ncu00331870","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1957",NA,NA,"ahles, harry e.; leisner, r. s.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"d9d0fbca-d9da-434f-981b-e7e24ffa3bed","http://n2t.net/ark:/65665/3dae265b9-a0d3-4b61-864b-5b8a5b6ad8fa","us 1789805","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,"1940-06-17","1940","6","17","j. t. baldwin","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"d9e46385-5443-4114-82fa-7f28f7be989b","8583b631-b255-4b1f-bc46-a1e336f2a30b","ucht045293","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"120d557c-c5be-474d-98f0-1ba00ae16b40"
"da206e61-60f7-4344-9aed-05094224ecbb","5e090fce-ff6d-11e2-9beb-001c23ce290f","usch0025741","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1964",NA,NA,"fogle, william","83ad8494-136b-485a-87d4-8ce01dd6a8de"
"da399831-c75c-45a0-8c1f-fff77b511a01","36c5c357-572b-44df-a701-d7c7485e986d","ncu00332715","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1967",NA,NA,"james, fred c.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"da5ebb77-378a-4abd-9e67-4f5084503ddd","2e8ae42c-aa38-4a70-bb36-10a1d0438e54","ncu00326347","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,"ashe, william willard","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"dab5b354-e8cb-47f7-b62a-3512d6bf8e9e","899bf452-eea6-47b6-a829-6f2936a40d68","ncu00080593","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1973",NA,NA,"downs, robert m.; downs, mrs. james r.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"dafd0027-06d2-47a4-a5e4-11a8e7f696da","1f904a91-ca49-4ca0-97ad-bec38f6e2ce2","duke10095622","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"db01ff54-4ddd-46b1-bca0-918730d70a9a","29d742bd-7aab-46a7-9d4a-d84ff7b32d55","lsu00181026","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1978",NA,NA,"s. p. lynch","4523e216-ee13-4b15-a3f7-a6fd56431604"
"db40360d-c03a-4674-bb8f-f8d0f2bacab5","f1cb9311-7d59-4892-b42c-d6e9b59243dd","duke10095568","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"db57d2d2-691d-4a2c-a131-75043af5357b","5744eb28-efb8-47e8-ba99-78a4663b21d1","uncc_08388","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e34cf41b-196c-4199-85d5-4d2ca5954b09"
"db634352-a8c9-44c7-bf91-f0338de8fafd","e877dfbe-3d7a-4fd3-baf8-dd1d7e40ab1d","ucht022703","diapensiaceae","galax","galax urceolata","united states","tennessee",-84.505362,35.096426,"2011-06-15","2011","6","15","joey shaw, dwayne estes, sunny hart, emily blyveis, aaron floden, and rob shepard","120d557c-c5be-474d-98f0-1ba00ae16b40"
"dba57c92-766e-44c1-8eca-cf7b6556e6a0","fe2f8b56-3717-4bf3-a1e8-6513d729380b","ncu00331988","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1921",NA,NA,"peattie, donald culross","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"dbcf29f4-a13b-4628-96e9-67d810207683","396c8b7f-f0a8-4ce8-971b-af7eb44c6c37","ncu00332612","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1966-08-25","1966","8","25","bozeman, john r.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"dc0750ad-bd9d-4174-bf49-14966aefc8f7","60273d28-8a98-49fd-b849-b56ef1022de6","ncu00080565","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1970",NA,NA,"kowalczyk, b. f.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"dc227b09-77ef-4c9e-8d8f-aa7e8d0073eb","e0cefab4-4176-4e32-8211-0a6b97d83928","ga202453","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"beab5209-9628-4d4d-851e-2bc9bb1a0105"
"dcbcbc8e-cabc-4ff0-accb-770b579cad58","fa7de3c3-9072-4319-9d9d-5db265cef8fe","duke10095609","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"dcf8fbb9-cee3-4073-9958-211544999039","1e82c429-46fb-456f-9338-5a11be89833e","uncc_16767","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e34cf41b-196c-4199-85d5-4d2ca5954b09"
"dd1838cb-fcbc-4131-8faa-15dee9f216c7","http://n2t.net/ark:/65665/38a4d3ea5-3f46-419a-8427-ec9d65a53b88","us 415884","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1887","1887",NA,NA,"r. thaxter","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"ddba3940-2dbf-46c9-a8ad-9d8ab1204b70","http://n2t.net/ark:/65665/3fc966e2c-1e6a-49a6-b80b-4c6a02c160b0","us 1600293","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1933-10-17","1933","10","17","e. c. leonard & g. m. leonard","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"ddc1ef44-b5c7-4ef7-a7b4-995c8d7bc8eb","http://n2t.net/ark:/65665/34491efb0-1277-4a22-8987-d5678186c2c9","us 3666061","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"2010-09-16","2010","9","16",NA,"a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"dded1296-e1e5-45fb-b5ea-efe3c0c8e62f","urn:uuid:be0cc060-8fc8-43f1-99c3-04e43b1b9618","000105463","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,NA,NA,NA,NA,NA,"ddef79ec-043c-4027-9876-c4a298feff6d"
"de0f8385-5232-496b-a1cb-5d6383be7df8","99a3e881-2d1a-4a5a-8bd7-0ccb791345cd","ga059170","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1923-06-21","1923","6","21","miller","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"de3c4d02-1c1b-46af-9311-b1f855d7c559","http://n2t.net/ark:/65665/34a9db07b-df53-4be9-b9a8-06c1c63ef075","us 61188","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1870-06","1870","6",NA,"c. c. parry","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"de7f4cd0-55ea-4054-bc6a-e4f64757692f","1f817c2d-4b4d-4a7c-bfe8-0689ec52ed95","uncc_44681","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"2013",NA,NA,"tompkins, r. [robert]","e34cf41b-196c-4199-85d5-4d2ca5954b09"
"de800f72-251d-480c-9a3d-86df4c5b102e","cc4f1331-e015-4081-aee5-d84e1d57fbbb","uncc_40472","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"2006",NA,NA,"campbell, david","e34cf41b-196c-4199-85d5-4d2ca5954b09"
"deb62264-82ce-49c7-8291-35654f083f2c","f020c69b-a83a-4063-98f6-b21331a8836c","vpi-v-0060066","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"ded6a1ce-8957-429d-941a-d7f740e98687","http://n2t.net/ark:/65665/37f7634f6-58d5-47f0-b3b1-f2003898e5fd","us 624140","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,"1911-10-25","1911","10","25","w. w. eggleston","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"deebd8d3-f114-43f5-8611-2c5a8f3bdc2d","dc0572e0-1885-4ba4-b76d-e44076d78b6a","gas017512","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1962",NA,NA,"bozeman, john r.","98ece30d-bf85-4122-b872-7786031b457f"
"deef8204-177d-44f3-8a0e-3ced5a894c81","2e76a88d-274f-40cc-a71b-7c0f73ced7de","gmuf-0030712","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1994",NA,NA,"gary p. fleming; allen belden","e794b292-4a94-471e-ab84-6aaef1fea1b3"
"df013b0a-daf6-4bea-88c3-49089228c9f1","991513a1-2748-46ac-b8e6-088249d9f4c6","31234100396116","diapensiaceae","galax","galax urceolata","united states","kentucky",NA,NA,"1979-05-31","1979","5","31","richard h. hannan; loy r. phillippe","20360fae-574a-4d63-b9f6-47b1cc07fd22"
"df1c100c-32a5-47fb-8340-2123d21e3b2f","53c27534-c225-4973-97bc-6223e2180b64","vpi-v-0060071","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"df25a078-0b5d-4598-b098-b91ed169ba9a","e1157976-a5c4-465d-aa8e-6ac424acd5aa","clems0042855","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,"2000-05-22","2000","5","22","david t. nestor","264c48ec-8636-451f-a7e0-74131bc6f84c"
"df2b5e81-833f-4c65-849c-c3f5be0b2afd","b6dfa2dc-9fdc-4181-86e6-5e8de708d503","263103","diapensiaceae","galax","galax urceolata","united states","north carolina",-81.90722,35.73228,NA,NA,NA,NA,"stein servick","781fd581-7b93-471e-a025-413e4bcd8491"
"df56c976-8d14-4474-8d52-e3c1cb0587d4","57e35a78-629f-4990-b597-bf74c20dd7c2","ncsc00082905","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"df59fd1f-f5c9-4b14-92a6-5fe17c9a7ff2","25171538-58e0-4878-9b5b-35655209659b","ncsc00082912","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"df673b71-27d0-4e70-8b27-64a00481e7e6","urn:uuid:502e7e49-c7c5-4da5-9f6c-d962550eec0c","000179902","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"ddef79ec-043c-4027-9876-c4a298feff6d"
"df8f7898-4dff-4eab-8dfa-a1028fba8a2e","5229d4aa-5697-43a1-9999-fffeaccd9580","ga059163","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1996-05-16","1996","5","16","noel, w","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"dfa7945b-bb32-43a7-b81d-30c7fa7ef982","5e091730-ff6d-11e2-9beb-001c23ce290f","usch0025743","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1956",NA,NA,"radford, a.","83ad8494-136b-485a-87d4-8ce01dd6a8de"
"dfc4f83e-015d-46f5-ae49-d714b82d4789","0eb6b005-9a8d-4a53-8b7e-da6736af879b","clems0081437","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,"1993-05-14","1993","5","14","j. latham","264c48ec-8636-451f-a7e0-74131bc6f84c"
"dfc839ff-8db9-4da8-a289-98b1cafcbc8d","07f0a5b5-7c42-4fae-83af-9dc767a902e7","vpi-v-0059500","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"e03da837-1688-4707-8030-ed81345dadb5","http://n2t.net/ark:/65665/3c4cc48f3-0862-43d7-a385-0a5b2ac583ca","us 587367","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1913-09-12","1913","9","12","j. mooney","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"e0528e46-3c9b-480a-b0ba-a0539ba42a20","00199158-ed5a-4e03-9898-60f40894a47b","ncsc00082911","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"e06fa7f2-da69-4f24-b8f2-ddf4b50ceb64","8123d490-16e6-42fb-b833-aa23b71ab152","ga059147","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1940-06-10","1940","6","10","duncan, w","beab5209-9628-4d4d-851e-2bc9bb1a0105"
