"uuid","occurrenceid","catalognumber","family","genus","scientificname","country","stateprovince","geopoint.lon","geopoint.lat","data.dwc:eventDate","data.dwc:year","data.dwc:month","data.dwc:day","collector","recordset"
"2ba9b413-d041-487a-8e38-92fb501c53a8","b00fa55b-073e-4563-ac7e-455dbf631519","ncu00332708","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1970",NA,NA,"stevens, charles e.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"2bb4a127-703f-45d0-bdc9-5a8215affcfd","fbb40a05-4fcc-468a-97ee-0682fbbe373c","ind-0096105","diapensiaceae","galax","galax urceolata","united states","kentucky",-84.34218,36.840177,"1940-09-10","1940","9","10","franklin t. mcfarland","0dab1fc7-ca99-456b-9985-76edbac003e0"
"2c2ffa60-e918-4798-a0db-c2a6b85f05b5","c6f88ce2-70f1-47ea-bf27-68bb6be901c0","ncsc00115887","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"2c3e202c-153f-42dd-9765-9d97f1e6a530","9a2eefba-6130-403d-9288-455dbd70927b","cm149937","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1891",NA,NA,"small, j.k.; heller, a.a.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"2c4985dc-8ed9-4b53-8f39-55a9df1e7437","894d1525-0cc6-49c8-a467-fd0b93821cf6","vpi-v-0059509","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"2c6075e4-b2bf-4792-95e3-cc00892a1e26","86c06bc3-7351-4a76-b7e5-d2fa2c3e976c","ncu00025717","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"2000",NA,NA,"sorrie, b. a.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"2c7eba30-52c0-4cfd-8e6b-b896d17e44a7","2094b8c6-7611-48f8-99a0-b8728023acb4","ncu00331990","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1957",NA,NA,"horton, james heathman","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"2cc8e8cf-9a97-443d-8161-5a25b9457454","a8a5d599-c3a6-4e67-8dc4-c81879b9d25e","no0092179","diapensiaceae","galax","galax urceolata","united states","alabama",NA,NA,"1962-09-13","1962","9","13","delzie demaree","4523e216-ee13-4b15-a3f7-a6fd56431604"
"2d053255-8e2a-4041-8e8a-587adab202a5","5b0348da-ff6d-11e2-9beb-001c23ce290f","usch0025711","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,"1975-08-08","1975","8","8","sawyer, jr., george","83ad8494-136b-485a-87d4-8ce01dd6a8de"
"2d37cadc-38fc-4bb5-8ab5-4a0f2b606324","c1030266-c971-4336-b74f-e8f164a1da33","duke10095564","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"2d6454bb-96b0-42f6-9254-47bb3544c5a4","7d00ded6-9cbd-4499-b18d-456c31806f04","uncc_08456","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e34cf41b-196c-4199-85d5-4d2ca5954b09"
"2d89bccf-ef36-4e4f-adce-9bf4b0b3572a","urn:uuid:67c907f8-5887-4468-a0a1-fd7062196786","vsc0021161","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1964-06-20",NA,NA,NA,"wayne r. faircloth, juanita norsworthy","76fd34da-4892-4821-858d-98fe9e28ba8b"
"2dbf8c1f-15bc-410b-ab01-652430f13696","71ee3293-ff5d-4533-bef1-b1b1ca287fde","0013419","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1945",NA,NA,"mary w. taylor","cb2973af-0d5a-4fbf-80ab-ec96ede33ef0"
"2e13885f-993a-4334-839f-1ec8efc25159","8cac67a8-b467-4f6d-ac53-93455d96ee7a","4227566","diapensiaceae","galax","galax urceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36d35b23-113e-4633-90ec-19d265a3b5f6"
"2e84ac4b-0cc9-4be8-841a-7a776c071149","5b4f16c9-cbe5-4f99-a330-bad431afb665","31234100820073","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,NA,NA,NA,NA,NA,"20360fae-574a-4d63-b9f6-47b1cc07fd22"
"2ea01435-b200-4f45-95f4-7f85b6af2f06","http://n2t.net/ark:/65665/3509ffb5c-050a-42b1-95d3-1dd42a065bf8","us 1365908","diapensiaceae","galax","galax urceolata","united states","alabama",NA,NA,"1927-08-16","1927","8","16","r. m. harper","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"2ef7dc44-ef38-4da7-9583-4ae0d110fa2e","c83aab78-6dfe-4c23-901f-5b26b4dfcc04","ncu00332639","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1967",NA,NA,"harvill, alton m., jr.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"2fd2abad-9115-4a3a-9871-e218d5dbfd13","11e2a2f7-9fe7-46d0-95ab-e4420fae3343","ncu00332603","diapensiaceae","galax","galax urceolata","united states","georgia",-82.63933,34.059645,"1978-05-07","1978","5","7","treiber, miklos; nesom, guy l.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"2fd72957-a3bd-4982-85e8-0ba6b015d65f","5fa0dd37-0fd0-45d5-9cb8-b8793de34522","clems0042888","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1971",NA,NA,"l. cogan","264c48ec-8636-451f-a7e0-74131bc6f84c"
"2fea4e44-ea0a-4d5d-8299-1c5317d120cb","http://n2t.net/ark:/65665/3643df235-3f61-40a3-83be-4a8d84428b8c",NA,"diapensiaceae","galax","galax urceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"300a38a0-9ce1-4da9-88da-3ea6376c9216","urn:uuid:8bc23361-1f36-48b7-a5e8-51e0be4c4caf","vsc0021169","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1959-07-01",NA,NA,NA,"wayne r. faircloth","76fd34da-4892-4821-858d-98fe9e28ba8b"
"30348784-274b-4339-a05a-de713a17fb5b","2adeb028-6c64-4d56-b44e-feee53ec5fd0","ncu00332710","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1966",NA,NA,"freer, ruskin s.; hooks, w. s.; ruska, w. f.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"3035c74b-135a-4fd9-b89f-ef22e9165883","6189fed6-1cc7-451d-8e0a-f0d3028fa377","vpi-v-0059455","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"30385bc9-3cd9-4f62-9e0f-5185daca9a02","be0f7bbc-9a87-46fb-8034-4830e84e48e6","ncu00080703","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1955",NA,NA,"kessler duke, peggy-ann wetmore","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"30414a97-d320-4f0d-8262-a13b9f38d274","urn:catalog:uconn:conn:conn00108009","conn00108009","diapensiaceae","galax","galax urceolata","united states","virginia",-80.53416,37.36,"1936-09-03","1936","9","3","g.s. torrey","e70af26a-fb9e-43ab-96a0-d62a2df37e6d"
"30bebccf-1fb2-4cc6-87f7-46d1b382a34b","7761b27a-ff28-4735-bd99-72caa603e74b","ncsc00082924","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"30fcb835-1e20-479c-af12-8b666c9c605f","127eec0a-3988-4607-a004-8ba6184bce84","ncu00080585","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1988",NA,NA,"wieboldt, thomas f.; wieboldt, ali; davenport, a. b.; levy, foster ""frosty""","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"315219bc-13db-4b1c-b782-564ca0863510","84e6642a-dde6-4035-9621-b4c5e99e85c5","vpi-v-0059485","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"31631629-ce39-4809-9d5b-44463d6d9342","38a0b151-83d7-462e-8d28-b55d3a62b68d","ncu00331896","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1937",NA,NA,"coker, william chambers","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"3167b77c-18ac-495c-8ad8-8aa216dbfc04","a801f6b7-0e12-48f2-a239-8f61647a5f5c","4227567","diapensiaceae","galax","galax urceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36d35b23-113e-4633-90ec-19d265a3b5f6"
"317d3d8a-3086-47e0-b97f-60583c6e1b1f","1672a336-857d-4b90-af67-de8a727e775a","uvmvt314462","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,NA,NA,NA,NA,"s.r. hill","3027c437-cdb3-4072-9410-5a46ec3b1fd5"
"318c11eb-8d64-40cf-847e-1c4060b33fd4","71cff460-1fe6-4ada-a03f-76de9f39b173","ncu00080572","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1975",NA,NA,"treiber, miklos; nesom, guy l.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"319220f2-2a50-4363-87af-1fc611865aa8","4ddaff69-a046-479d-9992-361371ee5789","ncsc00082919","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"31b479ef-0f86-48a4-a8b0-8807cc9923d3","410bc537-a44f-4e68-a9ff-cc366162c9b3","263091","diapensiaceae","galax","galax urceolata","united states","north carolina",-77.88337,35.23673,NA,NA,NA,NA,"stein servick","781fd581-7b93-471e-a025-413e4bcd8491"
"31e1b8df-4901-43cd-8532-cdfcbd85d2ab","05c6682a-bd4d-4405-aa2b-6205102d5e4c","pbru00040701","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,"1881-08-01","1881","8","1","j. d. s.","e5f57bb0-07ec-4405-90b6-dc89647a1cb5"
"32162041-42b7-4d0a-bcb7-13b1a6a15ed9","http://n2t.net/ark:/65665/33c46d69d-66ef-4b01-852a-6dcaf2d316fc","us 343931","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,"1899-06-11","1899","6","11","w. palmer & p. bartsch","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"3225e123-0262-4016-a30b-1d9645cffabe","d808ec49-6d4f-4929-a748-7eb2d4a785ca","pbru00040700","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,"1872-06-15","1872","6","15","a. h. curtiss","e5f57bb0-07ec-4405-90b6-dc89647a1cb5"
"32a996f0-6c00-42f8-bd70-4d08be2dacf7","4787b3f9-f15a-4dce-a587-ca5c791377b4","utc00196959","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1986",NA,NA,"t.f. wieboldt","215eeaf0-0a88-409e-a75d-aec98b7c41eb"
"32fca408-d3da-4091-978b-dcddf8e92f04","7fffff2b-0c96-4faa-b15f-836c01817be2","clems0047339","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"264c48ec-8636-451f-a7e0-74131bc6f84c"
"3305b688-cc0c-4d3e-8c86-e0da940d44ca","eb5c7e72-8227-4e47-8362-6f9a09d25a7e","wcuh0010409","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"331fc5e5-2019-4d8f-96e7-d7f451f21f6e","61dfb028-d395-4525-b43b-11a85ab426ee","nha-528406","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1979-07-15","1979","7","15","f. e. brackley; j. korpi","7644703a-ce24-4f7b-b800-66ddf8812f86"
"333e78c7-69d0-4357-ba0e-d5fa3e4801e9","fb7a8931-6c9e-4ad4-83f7-ce2395b0da76","nlu0134431","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,NA,NA,NA,NA,NA,"e60301d9-9b40-483f-92de-065769b9d3dd"
"3352d5e2-0631-4b55-ba4d-1b6008da863e","0e962ee2-6bdd-42d2-a372-73d02a14138a","4227565","diapensiaceae","galax","galax urceolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"36d35b23-113e-4633-90ec-19d265a3b5f6"
"33a96690-4800-4dc4-8791-4f2e39116421","4718c47b-370f-4e9f-8c23-1badd1166e89","vpi-v-0059493","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"33b6c666-e5f3-4c10-809a-8be4060acf4d","4487865c-63c7-43d5-9f84-8d67efbaf285","ncu00331942","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,"hyams, mordecai e.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"33b6d74c-8ce8-42c8-a7bb-71cf31801110","0b647e4f-84dd-4ae1-b878-6a6bc8f6336b","wcuh0010412","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"3456d2a8-f13b-45d7-902e-1908a2f6dbf4","96ce8279-d9b2-41b6-b505-980e198f3f69","ncsc00121238","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,"b.a. sorrie","aca26f37-3ec8-4e9e-b927-50b4944a0096"
"34642f46-2ab6-49b7-8008-b1e1a26c49d7","bab4b97c-cbdb-4fed-b6df-3ed4c9f18787","270582","diapensiaceae","galax","galax urceolata","united states","georgia",-83.7874,34.75177,"2014-05-31","2014","5","31","lucas c. majure","781fd581-7b93-471e-a025-413e4bcd8491"
"349e8588-91cd-4414-a68b-849bdea74a35","17769a6b-961c-40e0-b47e-77338b77205c","ncsc00082936","diapensiaceae","galax","galax urceolata","united states","south carolina",-82.7334094784736,34.9042772595343,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"34d98d75-2668-4069-b8be-85146b54c089","b222cb1c-1c28-4035-996d-a9994021e03d","nlu0134090","diapensiaceae","galax","galax urceolata","united states","alabama",NA,NA,NA,NA,NA,NA,NA,"e60301d9-9b40-483f-92de-065769b9d3dd"
"3575755c-60fd-413e-ac03-4c240b3d635f","urn:catalog:uconn:conn:conn00108008","conn00108008","diapensiaceae","galax","galax urceolata","united states","tennessee",-85.83555,36.10305,"1896-Jun","1896","6",NA,"""ruth, albert;""","e70af26a-fb9e-43ab-96a0-d62a2df37e6d"
"359f6eb5-7858-4e71-b1d5-3779f646901f","http://n2t.net/ark:/65665/337a0a83c-2e3f-4259-bc32-5bb7d7b1e3d3","us 1789811","diapensiaceae","galax","galax urceolata","united states","kentucky",NA,NA,"1940-06-24","1940","6","24","j. t. baldwin","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"361c9860-0435-4f6c-bbc0-2bd81cf16d14","9d10588e-e643-4d45-8ec4-7b1e178e8979","ga059168","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1938-05-14","1938","5","14","pyron, j; mcvaugh, r","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"36f98d0b-b6e9-419f-a7f8-1f6dd37f5720","8aa29a93-dc6c-4b24-969c-835b9d9711a2",NA,"diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"2002",NA,NA,"diamond, pete","f3327705-8d69-4d9c-88b7-584a08c74653"
"370b84aa-6467-49c3-ab8c-17869530db65","86696b0f-d3b6-4e4e-b08e-2b5f3951a611","berea012513","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,NA,NA,NA,NA,NA,"ef59f7cc-ed42-45fc-9abc-5edfb2c8caec"
"376158d8-1990-48a8-99d4-2045f574f689","9633f701-c499-4a08-9e9a-87145e59398b","vpi-v-0060070","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"37618431-6cad-4b12-8be6-fdde92955a6c","c2a6e547-99c5-4d34-aae3-8ddfc2f4ef4d","clems0042899","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1950",NA,NA,"r. m. latane","264c48ec-8636-451f-a7e0-74131bc6f84c"
"37757132-5f18-4c9c-88b5-29f85e2c7d23","58313e0d-623c-41f5-8e53-9be94622ad1d","ncu00080584","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1974",NA,NA,"boufford, david e.; schram lynn a.; wickland, diane e.; wood, emily w.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"37c7ccad-bd87-433d-8041-4f45a85d7686","bf109adb-ac86-4809-b117-936272c06a6b","nlu0134430","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,NA,NA,NA,NA,NA,"e60301d9-9b40-483f-92de-065769b9d3dd"
"37f4ccf7-b68a-44ea-b32b-9133a6d0124d","df3125ec-c821-4d32-8ab7-24d0a2cdfed4","ncsc00115886","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"380f0e53-00d7-44be-974d-f40ebf11f55c","b82b0ee0-ad2d-4e47-8ec9-d2f0e5db1a8f","gmuf-0030711","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1994",NA,NA,"gary p. fleming","e794b292-4a94-471e-ab84-6aaef1fea1b3"
"386d0806-2ec6-46e2-89e1-7ac5dfae4874","9b90a1ba-593f-4160-92ff-c0b1006c812b","31234100396066","diapensiaceae","galax","galax urceolata","united states","kentucky",NA,NA,"1993-06-26","1993","6","26","bryce d. fields","20360fae-574a-4d63-b9f6-47b1cc07fd22"
"38a154d8-63f6-422a-aa50-c661035fc0b5","5b033552-ff6d-11e2-9beb-001c23ce290f","usch0025723","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,"1993-07-20","1993","7","20","kennemore, jr., douglas; nelson, john","83ad8494-136b-485a-87d4-8ce01dd6a8de"
"38f04965-39a4-49d5-aa4c-6cbed1da81e5","e9b414a3-405e-410c-9a0c-c7151a68beef","ncu00331928","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1946",NA,NA,"radford, a. e.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"38f5ec52-6e0d-4ad9-8e87-29e8a45fa2f2","http://n2t.net/ark:/65665/3d3f05c73-7c73-449a-a386-4228905d8312","us 307496","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1896-06","1896","6",NA,"a. ruth","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"38f8458a-023a-4cc6-91f3-ba51616ab8e8","4b1e4832-9a99-459b-9d2e-ec1457756a28","ncu00331981","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1987",NA,NA,"ward, james l.; andrews, j.; baker, m. j.; jahncke, s.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"38fbb961-a71c-46d9-bad6-ecac5636b805","5a70b95d-1e5e-4f45-950f-7f22871c1464","dov0087157","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1878-07","1878","7","0","augustin gattinger","910eadc8-8131-428c-b28a-91d0e2890f1d"
"3918ca4f-d2eb-4f32-86dd-ffe408243358","7bbd4b76-a988-4999-8a68-000c87bf2afd","ga059139","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1967-04-01","1967","4","1","hill, c","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"39480134-8eba-4d82-9d31-a90587cbe630","10837d3b-603e-4726-a945-c733d2031776","ncu00332595","diapensiaceae","galax","galax urceolata","united states","alabama",NA,NA,"1975-10-14","1975","10","14","whetstone, raymond david; radford, a. e.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"39677431-1494-4e6f-aa64-77a157a31fb3","49f69eb4-1ad6-4464-bf8e-2708421b999a","cm149930","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1923",NA,NA,"bright, j.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"3979f6ee-9895-4bfa-b13a-a2b423d91c97","4c4c8c94-b660-436f-aa3f-05936db8091b","ga059141","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1973-06-15","1973","6","15","miller, j","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"39911ca8-bca9-4a24-87ad-2623db721771","5c089af5-b6d3-49ae-ac3a-ec2dd2b4c1d9","ncu00332623","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1960",NA,NA,"kral, robert","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"3a05d072-70c1-45a2-b46f-576c01d09957","http://n2t.net/ark:/65665/303385939-b89e-4c0e-a29c-d241c4689e3d","us 2605930","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1880-07-01","1880","7","1","j. chickering","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"3a09f393-5ebe-4b63-82ed-05a25b3a86a4","urn:uuid:941e8fa7-b5b0-4e9b-ab7b-23ccdf353b2f","000105470","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"ddef79ec-043c-4027-9876-c4a298feff6d"
"3a246589-8a08-4690-8489-6c286e2a0ac8","e1d9256a-ef44-4302-8689-055f669d5ec3","55945","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1948-05-16","1948","5","16","s.c. hood","781fd581-7b93-471e-a025-413e4bcd8491"
"3a6de1ea-fa05-4f42-9435-a8974bbfd30c","5b1cf7ba-6fa6-43d1-a506-561488ee4440","ga059153","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1948-06-02","1948","6","2","mcvaugh, r","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"3a9f5a4b-130e-470d-906a-fda1762218c1","096e9bab-5568-4db6-8298-c23f63292eeb","duke10095597","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"3aad5fe9-c9c0-4313-99f4-bd46b67387f7","72883fdd-0178-41b0-a40a-6deaeda7e2a8","berea012512","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"ef59f7cc-ed42-45fc-9abc-5edfb2c8caec"
"3ab355cb-24cf-44c8-ad93-507f39b11d12","5e091ae6-ff6d-11e2-9beb-001c23ce290f","usch0025744","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1975",NA,NA,"john byron nelson","83ad8494-136b-485a-87d4-8ce01dd6a8de"
"3ace6eda-47e8-47f6-b443-b643590f7fb3","a10a96e8-9597-4ddc-9e17-04bdf6ab37fd",NA,"diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,NA,"2007",NA,NA,"connie carroll-cunningham, grant cunningham & loy r. phillippe","f0174bc9-0cca-450e-a941-655d80040139"
"3b63b0bf-1cba-4542-98bd-3410d516c0cf","c7d77e84-a1d5-4b29-baad-015fd4b8e902","cm251681","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1974",NA,NA,"wood, e.w.; boufford, d.e.; schram, j.; wickland, d.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"3b8c297a-8efb-44ff-bf72-df2819710524","0994b811-c342-463c-9880-99628b8a0595","vpi-v-0059508","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"3b959ea7-e39a-4127-afd8-5a4e6269cfa6","413d7a45-6ac6-4040-8f8c-7d6cb0d5d7e0","ncu00332602","diapensiaceae","galax","galax urceolata","united states","georgia",-84.212619,34.426236,"1966-08-30","1966","8","30","bozeman, john r.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"3bf6d688-35e0-488d-9913-46a01f6c82fb","74d73be3-0b91-4bae-9193-7f0e7b9de5ce","uncc_12382","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,NA,NA,NA,NA,NA,"e34cf41b-196c-4199-85d5-4d2ca5954b09"
"3c00af1c-b129-4b67-9930-78400facf610","1a284f05-214e-42a2-b202-3ea49161d996","ncu00331989","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1956",NA,NA,"melvin, lionel","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"3c1e23f5-b1e9-4ca4-8709-ac0762865381","53de11a4-6ff4-4824-9995-bb834dbc0144","ga059145","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1955-06-21","1955","6","21","duncan, w; adams, w","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"3c214318-ea31-4005-96a6-4bcd7038e7d8","http://n2t.net/ark:/65665/3353f6217-acff-4b1e-8086-db1f642fe69f","us 384773","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1900-07-04","1900","7","4","r. m. harper","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"3c2439ba-29d2-4bf5-b0ec-73bc6ee369ee","ce06ff17-aa43-429b-93e9-dd90faedc85e","ncsc00082920","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"3c29d59c-81e8-47bd-ac30-338fc58c243b","http://n2t.net/ark:/65665/35c07a425-f457-45b7-9f04-bc120f6a5bc9","us 3459646","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,"2003-07-19","2003","7","19","r. h. simmons, j. f. townsend & botanical society of washington field trip","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"3c663ea5-ec67-4647-a9c9-77d082071cec","ef9805ea-4444-4824-9705-6fb7cb58de04","uncc_31285","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e34cf41b-196c-4199-85d5-4d2ca5954b09"
"3cc8dd9f-ec4f-435b-8910-d0f6ad695313","4cd8d44a-263b-462e-a145-413750872fa1","wcuh0028479","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1969",NA,NA,"james h. horton; dan pittillo","570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"3cdedf4a-4ae4-4282-8d97-71bca046f3c7","http://n2t.net/ark:/65665/3f6711ea2-883f-4c55-8ef7-368745c2c71c","us 2715332","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,"e. l. braun","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"3cdf6e3c-dd13-4cb9-a86a-3ea3f68da05c","0b480946-da08-4f49-b050-0c9384fe7246","ncu00389105","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1932",NA,NA,"jarrett, laura","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"3cf37a2a-ab0f-48fc-b1e7-fa9b53fe4727","56dd6c9e-29fd-4b2f-8cc6-99ed301be13c",NA,"diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1991",NA,NA,"scottie edwards","f0174bc9-0cca-450e-a941-655d80040139"
