variable,x,y
elev,-190.6,0.0
elev,-186.2656,0.0
elev,-181.9312,0.0
elev,-177.5968,0.0
elev,-173.26239999999999,0.0
elev,-168.928,0.0
elev,-164.59359999999998,0.0
elev,-160.2592,0.0
elev,-155.9248,0.0
elev,-151.5904,0.0
elev,-147.256,0.0
elev,-142.9216,0.0
elev,-138.5872,0.0
elev,-134.2528,0.0
elev,-129.91840000000002,0.0
elev,-125.584,0.0
elev,-121.2496,0.0
elev,-116.91520000000001,0.0
elev,-112.5808,0.0
elev,-108.24640000000001,0.0
elev,-103.91199999999999,0.0
elev,-99.5776,0.0
elev,-95.2432,0.0
elev,-90.9088,0.0
elev,-86.5744,0.0
elev,-82.24000000000001,0.0
elev,-77.9056,0.0
elev,-73.5712,0.0
elev,-69.23680000000002,0.0
elev,-64.9024,0.0
elev,-60.56800000000001,0.0
elev,-56.233599999999996,0.0
elev,-51.89920000000001,0.0
elev,-47.56480000000002,0.0
elev,-43.23040000000003,0.0
elev,-38.89599999999999,0.0
elev,-34.5616,0.0
elev,-30.22720000000001,0.0
elev,-25.892800000000022,0.0
elev,-21.558400000000006,0.0
elev,-17.22399999999999,0.0
elev,-12.889600000000002,0.0
elev,-8.555200000000013,-0.026175498962402344
elev,-4.220800000000025,-0.10467004776000977
elev,0.11359999999999104,-0.18311643600463867
elev,4.447999999999979,-0.26151561737060547
elev,8.782399999999996,-0.33986663818359375
elev,13.116799999999984,-0.4181694984436035
elev,17.4512,-0.49642467498779297
elev,21.785599999999988,-0.5746321678161621
elev,26.119999999999976,-0.6527915000915527
elev,30.454399999999993,-0.730903148651123
elev,34.78879999999998,-0.808967113494873
elev,39.1232,-0.8869829177856445
elev,43.457599999999985,-0.9333071708679199
elev,47.79199999999997,-0.9086503982543945
elev,52.12639999999996,-0.8836879730224609
elev,56.460800000000006,-0.8586773872375488
elev,60.795199999999994,-0.8336186408996582
elev,65.12959999999998,-0.8085126876831055
elev,69.46399999999997,-0.7833585739135742
elev,73.79839999999999,-0.7581562995910645
elev,78.1328,-0.7329063415527344
elev,82.46719999999996,-0.707608699798584
elev,86.80159999999998,-0.6822633743286133
