X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,1.0589991705582371E-5,2.0952172719260083,0.04333395643392101
2.0,2.0,train,7.716611399895108E-5,15.090985062653314,0.24815683838768757
3.0,3.0,train,2.2028011668529376E-5,5.245658965992138,0.08610782507368762
4.0,4.0,train,1.335975082963465E-4,23.535923818608605,0.36364103668110465
5.0,5.0,train,3.5362091298277577E-4,50.740144583936,0.6019982815747599
6.0,6.0,train,5.031174439873264E-6,0.5219416727397059,0.021066620692700915
8.0,8.0,train,6.343121033943031E-6,0.8454685963679878,0.0264149183209668
9.0,9.0,train,9.88162663148369E-5,18.420343862660655,0.29709600663667823
10.0,10.0,train,2.6965308697342777E-4,40.18535617657076,0.5356168395534496
11.0,11.0,train,5.269231366646952E-4,77.53225339638382,0.6926691221962825
12.0,12.0,train,2.387597494187518E-4,37.01807072836758,0.5052574586198495
13.0,13.0,train,1.5225265592621438E-4,26.184726654434183,0.3943924108787812
14.0,14.0,train,6.579528920519656E-4,93.00194250863012,0.7378272598542751
16.0,16.0,train,1.5619715904264924E-5,3.597710303248447,0.06262650330375125
17.0,17.0,train,5.722479578384072E-4,83.65583365297289,0.7099508160335558
18.0,18.0,train,2.6431053359875537E-4,39.5948916990858,0.5306359429675362
21.0,21.0,train,3.8456410806977226E-4,55.21252075990839,0.6219147442763863
22.0,22.0,train,2.2817892220935144E-4,35.94622591357033,0.4939260146922474
25.0,25.0,train,1.1009568902477965E-4,19.898798733872944,0.32015113904887155
27.0,27.0,train,2.149302839768217E-4,34.00006284521836,0.4789840170401073
28.0,28.0,train,4.247561978898245E-4,61.38244133323516,0.6449898381992069
29.0,29.0,train,6.82826779427305E-4,94.59357628329025,0.74494173650877
30.0,30.0,train,1.1232018327597268E-4,20.254684468170293,0.32452060271579664
31.0,31.0,train,3.097818457418044E-4,44.56595428086856,0.5698994987591476
32.0,32.0,train,3.305990939331037E-5,7.58854357480801,0.12388910195431353
33.0,33.0,train,8.890025970011766E-5,16.778191452210294,0.2754964057680156
35.0,35.0,train,5.56085769267246E-4,81.82920217749873,0.7040159281197563
37.0,37.0,train,3.5903296845661535E-5,8.1376290976455,0.13312594351365814
38.0,38.0,train,2.0848598423915614E-4,33.16211496889755,0.47139243099217804
