x,y,species_0 logistic values
308.0,308.0,0.068998076
309.0,309.0,0.046022233
310.0,310.0,0.04539797
311.0,311.0,0.32371685
312.0,312.0,0.08836987
313.0,313.0,0.025109738
314.0,314.0,0.011455521
315.0,315.0,0.046060648
316.0,316.0,0.035008654
317.0,317.0,0.053228192
318.0,318.0,0.13112709
319.0,319.0,0.013063841
320.0,320.0,0.3793158
321.0,321.0,0.21236892
322.0,322.0,0.01802741
323.0,323.0,0.027186764
324.0,324.0,0.104281284
325.0,325.0,0.15415283
326.0,326.0,0.619322
327.0,327.0,0.003451222
328.0,328.0,0.2721071
329.0,329.0,0.08513385
330.0,330.0,0.037615858
331.0,331.0,0.004539515
332.0,332.0,0.21771355
333.0,333.0,0.022112027
334.0,334.0,0.018737076
335.0,335.0,0.015182105
336.0,336.0,0.062270116
337.0,337.0,0.061689574
338.0,338.0,0.119041465
339.0,339.0,0.08540215
340.0,340.0,0.02474668
341.0,341.0,0.6561043
342.0,342.0,0.039674338
343.0,343.0,0.005192266
344.0,344.0,0.24566318
345.0,345.0,0.03101006
346.0,346.0,0.07001864
347.0,347.0,0.020696381
348.0,348.0,0.040983208
349.0,349.0,0.3652268
350.0,350.0,0.5981292
351.0,351.0,0.024086224
352.0,352.0,0.019049149
353.0,353.0,0.0056204344
354.0,354.0,0.06696594
355.0,355.0,0.032025356
356.0,356.0,0.018455397
357.0,357.0,0.052294698
358.0,358.0,0.046898864
359.0,359.0,0.143066
360.0,360.0,0.017638078
361.0,361.0,0.09137216
362.0,362.0,0.058568887
363.0,363.0,0.045017958
364.0,364.0,0.05309357
365.0,365.0,0.05316713
366.0,366.0,0.19376293
367.0,367.0,0.4013784
368.0,368.0,0.086729035
369.0,369.0,0.049683746
370.0,370.0,0.35431027
371.0,371.0,0.32683143
372.0,372.0,0.05938616
373.0,373.0,0.088875845
374.0,374.0,0.013520467
375.0,375.0,0.019052459
376.0,376.0,0.60301846
377.0,377.0,0.048267543
378.0,378.0,0.017735207
379.0,379.0,0.016319895
380.0,380.0,0.048372254
381.0,381.0,0.20611522
382.0,382.0,0.20946719
383.0,383.0,0.061310638
384.0,384.0,0.020064076
385.0,385.0,0.060976148
386.0,386.0,0.31520623
387.0,387.0,0.088953376
388.0,388.0,0.022562947
389.0,389.0,0.006917354
390.0,390.0,0.024939861
391.0,391.0,0.03642002
392.0,392.0,0.3543833
393.0,393.0,0.252746
394.0,394.0,0.04077222
395.0,395.0,0.047442023
396.0,396.0,0.018217595
397.0,397.0,0.018044183
398.0,398.0,0.15938795
399.0,399.0,0.13429609
400.0,400.0,0.018369164
401.0,401.0,0.031533964
402.0,402.0,0.54109746
403.0,403.0,0.1366432
404.0,404.0,0.105473146
405.0,405.0,0.018724231
406.0,406.0,0.11787305
407.0,407.0,0.105842285
408.0,408.0,0.026978761
409.0,409.0,0.018288057
410.0,410.0,0.06903193
411.0,411.0,0.049988467
412.0,412.0,0.020449873
413.0,413.0,0.21515922
414.0,414.0,0.013474241
415.0,415.0,0.11838745
416.0,416.0,0.007349242
417.0,417.0,0.08783865
418.0,418.0,0.015925009
419.0,419.0,0.02626135
420.0,420.0,0.031138469
421.0,421.0,0.021512397
422.0,422.0,0.3585971
423.0,423.0,0.058582038
424.0,424.0,0.03927028
425.0,425.0,0.44607452
426.0,426.0,0.037840236
427.0,427.0,0.060165737
428.0,428.0,0.093928
429.0,429.0,0.051645633
430.0,430.0,0.056517754
431.0,431.0,0.01440562
432.0,432.0,0.25686726
433.0,433.0,0.04742726
434.0,434.0,0.034224555
435.0,435.0,0.038534906
436.0,436.0,0.2397112
437.0,437.0,0.38121688
438.0,438.0,0.18591385
439.0,439.0,0.011197127
440.0,440.0,0.041246645
441.0,441.0,0.0028369187
442.0,442.0,0.03732894
443.0,443.0,0.47985688
444.0,444.0,0.049753547
445.0,445.0,0.015271488
446.0,446.0,0.024979105
447.0,447.0,0.045812696
448.0,448.0,0.045890104
449.0,449.0,0.03640248
450.0,450.0,0.3623198
451.0,451.0,0.06530369
452.0,452.0,0.019279392
453.0,453.0,0.033764973
454.0,454.0,0.104201384
455.0,455.0,0.10763839
456.0,456.0,0.038859848
457.0,457.0,0.2881603
458.0,458.0,0.0435369
459.0,459.0,0.043188024
460.0,460.0,0.028048838
461.0,461.0,0.07424408
462.0,462.0,0.29397884
463.0,463.0,0.21699664
464.0,464.0,0.120861225
465.0,465.0,0.07894387
466.0,466.0,0.06891903
467.0,467.0,0.13349827
468.0,468.0,0.046877064
469.0,469.0,0.05568222
470.0,470.0,0.10917331
471.0,471.0,0.010462998
472.0,472.0,0.27862957
473.0,473.0,0.16288076
474.0,474.0,0.06409656
475.0,475.0,0.043100543
476.0,476.0,0.038998812
477.0,477.0,0.028283963
478.0,478.0,0.055931035
479.0,479.0,0.044739716
480.0,480.0,0.11709891
481.0,481.0,0.013613195
482.0,482.0,0.04174738
483.0,483.0,0.26742107
484.0,484.0,0.022834193
485.0,485.0,0.058469694
486.0,486.0,0.007002019
487.0,487.0,0.034196973
488.0,488.0,0.005897361
489.0,489.0,0.007953252
490.0,490.0,0.092784084
491.0,491.0,0.042561702
492.0,492.0,0.027216503
493.0,493.0,0.047111455
494.0,494.0,0.08163868
495.0,495.0,0.042007424
496.0,496.0,0.031951413
497.0,497.0,0.019720541
498.0,498.0,0.0818976
499.0,499.0,0.0051839193
500.0,500.0,0.01741643
501.0,501.0,0.3578777
502.0,502.0,0.016280873
503.0,503.0,0.013602269
504.0,504.0,0.07491421
505.0,505.0,0.32375643
506.0,506.0,0.008547961
507.0,507.0,0.5941306
508.0,508.0,0.025670255
509.0,509.0,0.049428556
510.0,510.0,0.1508545
511.0,511.0,0.05387515
512.0,512.0,0.0484694
513.0,513.0,0.08425322
514.0,514.0,0.04484378
515.0,515.0,0.05086715
516.0,516.0,0.03410305
517.0,517.0,0.018918257
518.0,518.0,0.1622921
519.0,519.0,0.25206706
520.0,520.0,0.50540566
521.0,521.0,0.071541086
522.0,522.0,0.06492529
523.0,523.0,0.017610503
524.0,524.0,0.1984492
525.0,525.0,0.015460773
526.0,526.0,0.038510367
527.0,527.0,0.080441475
528.0,528.0,0.6024371
529.0,529.0,0.007981819
530.0,530.0,0.026509736
531.0,531.0,0.017302666
532.0,532.0,0.5404422
533.0,533.0,0.0063954783
534.0,534.0,0.04739007
535.0,535.0,0.04668088
536.0,536.0,0.010015282
537.0,537.0,0.083151445
538.0,538.0,0.039892714
539.0,539.0,0.10831403
540.0,540.0,0.09832647
541.0,541.0,0.03283193
542.0,542.0,0.024023892
543.0,543.0,0.3768872
544.0,544.0,0.07143564
545.0,545.0,0.16228727
546.0,546.0,0.36518848
547.0,547.0,0.16602783
548.0,548.0,0.02255424
549.0,549.0,0.13364573
550.0,550.0,0.53272104
551.0,551.0,0.07197706
552.0,552.0,0.096931845
553.0,553.0,0.034938525
554.0,554.0,0.20092998
555.0,555.0,0.1232282
556.0,556.0,0.20282489
557.0,557.0,0.059731837
558.0,558.0,0.2517852
559.0,559.0,0.07134466
560.0,560.0,0.17455702
561.0,561.0,0.08472302
562.0,562.0,0.16433375
563.0,563.0,0.04082196
564.0,564.0,0.08685331
565.0,565.0,0.052527726
566.0,566.0,0.26130798
567.0,567.0,0.0638357
568.0,568.0,0.13368222
569.0,569.0,0.008637175
570.0,570.0,0.048325285
571.0,571.0,0.043924
572.0,572.0,0.5169894
573.0,573.0,0.02858926
574.0,574.0,0.29433584
575.0,575.0,0.02819631
576.0,576.0,0.029324308
577.0,577.0,0.062252887
578.0,578.0,0.05383585
579.0,579.0,0.09191212
580.0,580.0,0.00466466
581.0,581.0,0.03653615
582.0,582.0,0.28659222
583.0,583.0,0.4394637
584.0,584.0,0.06279197
585.0,585.0,0.02698558
586.0,586.0,0.108056694
587.0,587.0,0.015798463
588.0,588.0,0.036013115
589.0,589.0,0.010165894
590.0,590.0,0.010327387
591.0,591.0,0.06351214
592.0,592.0,0.28033978
593.0,593.0,0.025405535
594.0,594.0,0.6260917
595.0,595.0,0.009823785
596.0,596.0,0.023848439
597.0,597.0,0.024960173
598.0,598.0,0.07180995
599.0,599.0,0.08400242
600.0,600.0,0.03102545
601.0,601.0,0.45200917
602.0,602.0,0.073399395
603.0,603.0,0.05329008
604.0,604.0,0.29565296
605.0,605.0,0.42717564
606.0,606.0,0.015778754
607.0,607.0,0.37026024
608.0,608.0,0.06534484
609.0,609.0,0.024784075
610.0,610.0,0.043637928
611.0,611.0,0.446329
612.0,612.0,0.027679704
613.0,613.0,0.14518167
614.0,614.0,0.1659851
615.0,615.0,0.07231617
616.0,616.0,0.20613867
617.0,617.0,0.1297633
618.0,618.0,0.039685547
619.0,619.0,0.015678734
620.0,620.0,0.060813934
621.0,621.0,0.0093563255
622.0,622.0,0.08075825
623.0,623.0,0.13426585
624.0,624.0,0.044086874
625.0,625.0,0.38423663
626.0,626.0,0.014825925
627.0,627.0,0.009172399
628.0,628.0,0.00832812
629.0,629.0,0.07912479
630.0,630.0,0.012892932
631.0,631.0,0.14321639
632.0,632.0,0.07483959
633.0,633.0,0.087396115
634.0,634.0,0.03519699
635.0,635.0,0.43128905
636.0,636.0,0.020656893
637.0,637.0,0.015291375
638.0,638.0,0.08043376
639.0,639.0,0.2988555
640.0,640.0,0.011044583
641.0,641.0,0.022821356
642.0,642.0,0.44325358
643.0,643.0,0.3821323
644.0,644.0,0.09837636
645.0,645.0,0.020593109
646.0,646.0,0.064122505
647.0,647.0,0.63871735
648.0,648.0,0.06110221
649.0,649.0,0.043583825
650.0,650.0,0.64813906
651.0,651.0,0.06655117
652.0,652.0,0.047426324
653.0,653.0,0.027693495
654.0,654.0,0.65386975
655.0,655.0,0.21330175
656.0,656.0,0.096281245
657.0,657.0,0.19676158
658.0,658.0,0.05044725
659.0,659.0,0.119469285
660.0,660.0,0.012995987
661.0,661.0,0.043324392
662.0,662.0,0.54122156
663.0,663.0,0.039136715
664.0,664.0,0.023195153
665.0,665.0,0.38943347
666.0,666.0,0.10955603
667.0,667.0,0.021075802
668.0,668.0,0.6244899
669.0,669.0,0.35840768
670.0,670.0,0.32677788
671.0,671.0,0.019931577
672.0,672.0,0.48801807
673.0,673.0,0.072536156
674.0,674.0,0.04444624
675.0,675.0,0.0059246025
676.0,676.0,0.041344013
677.0,677.0,0.061995268
678.0,678.0,0.018721689
679.0,679.0,0.02236511
680.0,680.0,0.04918413
681.0,681.0,0.1078615
682.0,682.0,0.02701311
683.0,683.0,0.6198834
684.0,684.0,0.09615203
685.0,685.0,0.0175967
686.0,686.0,0.043991618
687.0,687.0,0.6102003
688.0,688.0,0.10008081
689.0,689.0,0.13416728
690.0,690.0,0.21305703
691.0,691.0,0.0067412946
692.0,692.0,0.15652373
693.0,693.0,0.022903446
694.0,694.0,0.14359388
695.0,695.0,0.6484008
696.0,696.0,0.27930912
697.0,697.0,0.01975031
698.0,698.0,0.102095835
699.0,699.0,0.051154967
700.0,700.0,0.4285246
701.0,701.0,0.07442316
702.0,702.0,0.016950032
703.0,703.0,0.19645402
704.0,704.0,0.1392684
705.0,705.0,0.2544945
706.0,706.0,0.009978628
707.0,707.0,0.033440698
708.0,708.0,0.03590083
709.0,709.0,0.22977495
710.0,710.0,0.09395175
711.0,711.0,0.081354044
712.0,712.0,0.0067619015
713.0,713.0,0.021883313
714.0,714.0,0.06029122
715.0,715.0,0.01968743
716.0,716.0,0.015802512
717.0,717.0,0.51198184
718.0,718.0,0.056051467
719.0,719.0,0.14359333
720.0,720.0,0.03425959
721.0,721.0,0.013025403
722.0,722.0,0.050325975
723.0,723.0,0.021359693
724.0,724.0,0.09505381
725.0,725.0,0.039312046
726.0,726.0,0.08958705
727.0,727.0,0.55195063
728.0,728.0,0.26400092
729.0,729.0,0.013357038
730.0,730.0,0.062241323
731.0,731.0,0.3711821
732.0,732.0,0.13665289
733.0,733.0,0.033817653
734.0,734.0,0.061018687
735.0,735.0,0.08054038
736.0,736.0,0.060704127
737.0,737.0,0.4036716
738.0,738.0,0.008684551
739.0,739.0,0.08268043
740.0,740.0,0.51186305
741.0,741.0,0.16638944
742.0,742.0,0.15316911
743.0,743.0,0.008918233
744.0,744.0,0.030761706
745.0,745.0,0.12260616
746.0,746.0,0.023370191
747.0,747.0,0.030644277
748.0,748.0,0.44920567
749.0,749.0,0.013680271
750.0,750.0,0.01775548
751.0,751.0,0.06334457
752.0,752.0,0.02304863
753.0,753.0,0.29509664
754.0,754.0,0.02358836
755.0,755.0,0.40062693
756.0,756.0,0.015248705
757.0,757.0,0.16409054
758.0,758.0,0.079225436
759.0,759.0,0.5818435
760.0,760.0,0.05282105
761.0,761.0,0.073594384
762.0,762.0,0.5130854
763.0,763.0,0.19767149
764.0,764.0,0.0038924313
765.0,765.0,0.09773143
766.0,766.0,0.3237593
767.0,767.0,0.019307883
768.0,768.0,0.0651972
769.0,769.0,0.16881877
770.0,770.0,0.03562389
771.0,771.0,0.020629618
772.0,772.0,0.12450016
773.0,773.0,0.06807759
774.0,774.0,0.034878086
775.0,775.0,0.02642329
776.0,776.0,0.14294675
777.0,777.0,0.02033874
778.0,778.0,0.014387929
779.0,779.0,0.01998712
780.0,780.0,0.05078307
781.0,781.0,0.081771754
782.0,782.0,0.19230144
783.0,783.0,0.044339575
784.0,784.0,0.03146436
785.0,785.0,0.044493385
786.0,786.0,0.08377772
787.0,787.0,0.044531275
788.0,788.0,0.02347158
789.0,789.0,0.097143605
790.0,790.0,0.029961241
791.0,791.0,0.06936489
792.0,792.0,0.11906673
793.0,793.0,0.22101887
794.0,794.0,0.5107056
795.0,795.0,0.014039979
796.0,796.0,0.00845253
797.0,797.0,0.021811347
798.0,798.0,0.013247626
799.0,799.0,0.010804387
800.0,800.0,0.045620836
801.0,801.0,0.021403922
802.0,802.0,0.011119991
803.0,803.0,0.023898626
804.0,804.0,0.035424527
805.0,805.0,0.06623245
806.0,806.0,0.054556385
807.0,807.0,0.35676795
808.0,808.0,0.6661436
809.0,809.0,0.03807047
810.0,810.0,0.10705595
811.0,811.0,0.5683146
812.0,812.0,0.47725236
813.0,813.0,0.13442175
814.0,814.0,0.06503163
815.0,815.0,0.0110951
816.0,816.0,0.5014988
817.0,817.0,0.04197301
818.0,818.0,0.018556453
819.0,819.0,0.17095639
820.0,820.0,0.023373771
821.0,821.0,0.024229473
822.0,822.0,0.12543048
823.0,823.0,0.18008935
824.0,824.0,0.015900478
825.0,825.0,0.037704885
826.0,826.0,0.057302367
827.0,827.0,0.099400565
828.0,828.0,0.039097
829.0,829.0,0.026331324
830.0,830.0,0.35395643
831.0,831.0,0.13258325
832.0,832.0,0.037682123
833.0,833.0,0.08388468
834.0,834.0,0.08088329
835.0,835.0,0.07465013
836.0,836.0,0.023612656
837.0,837.0,0.17251155
838.0,838.0,0.14747262
839.0,839.0,0.033004325
840.0,840.0,0.004190215
841.0,841.0,0.13804747
842.0,842.0,0.30555475
843.0,843.0,0.012314455
844.0,844.0,0.15725024
845.0,845.0,0.03180402
846.0,846.0,0.021501834
847.0,847.0,0.01855293
848.0,848.0,0.18764915
849.0,849.0,0.039757572
850.0,850.0,0.07588951
851.0,851.0,0.3027893
852.0,852.0,0.060642783
853.0,853.0,0.19460285
854.0,854.0,0.019001428
855.0,855.0,0.015180656
856.0,856.0,0.17352173
857.0,857.0,0.014024122
858.0,858.0,0.07859269
859.0,859.0,0.033517774
860.0,860.0,0.06772434
861.0,861.0,0.55978614
862.0,862.0,0.35384697
863.0,863.0,0.11284812
864.0,864.0,0.105917424
865.0,865.0,0.14282021
866.0,866.0,0.015498414
867.0,867.0,0.014093329
868.0,868.0,0.029879432
869.0,869.0,0.058143176
870.0,870.0,0.054974426
871.0,871.0,0.07449444
872.0,872.0,0.010337662
873.0,873.0,0.21066149
874.0,874.0,0.021518366
875.0,875.0,0.055233482
876.0,876.0,0.014479523
877.0,877.0,0.0075745485
878.0,878.0,0.023238689
879.0,879.0,0.03605151
880.0,880.0,0.04264113
881.0,881.0,0.18371283
882.0,882.0,0.042621553
883.0,883.0,0.026225224
884.0,884.0,0.032586724
885.0,885.0,0.45838708
886.0,886.0,0.019651804
887.0,887.0,0.043664526
888.0,888.0,0.06718259
889.0,889.0,0.09174847
890.0,890.0,0.011764781
891.0,891.0,0.039153166
892.0,892.0,0.0132669145
893.0,893.0,0.17168632
894.0,894.0,0.0034231232
895.0,895.0,0.016871275
896.0,896.0,0.02313828
897.0,897.0,0.088700056
898.0,898.0,0.024356363
899.0,899.0,0.21387735
900.0,900.0,0.033754367
901.0,901.0,0.23702815
902.0,902.0,0.012537427
903.0,903.0,0.5014659
904.0,904.0,0.03798502
905.0,905.0,0.036161758
906.0,906.0,0.020293292
907.0,907.0,0.02549739
908.0,908.0,0.03792747
909.0,909.0,0.061303448
910.0,910.0,0.03238895
911.0,911.0,0.019837761
912.0,912.0,0.3222219
913.0,913.0,0.04390467
914.0,914.0,0.06415107
915.0,915.0,0.18771215
916.0,916.0,0.10011126
917.0,917.0,0.0097853895
918.0,918.0,0.05215834
919.0,919.0,0.70130384
920.0,920.0,0.09906847
921.0,921.0,0.31292215
922.0,922.0,0.015494486
923.0,923.0,0.08985166
924.0,924.0,0.06283215
925.0,925.0,0.002612949
926.0,926.0,0.28830308
927.0,927.0,0.18911165
928.0,928.0,0.00598116
929.0,929.0,0.34865573
930.0,930.0,0.105528265
931.0,931.0,0.017492067
932.0,932.0,0.04696747
933.0,933.0,0.27228418
934.0,934.0,0.027031265
935.0,935.0,0.03244772
936.0,936.0,0.22148666
937.0,937.0,0.031235864
938.0,938.0,0.12350258
939.0,939.0,0.027745984
940.0,940.0,0.35869342
941.0,941.0,0.49753544
942.0,942.0,0.210919
943.0,943.0,0.032537106
944.0,944.0,0.016198367
945.0,945.0,0.012024877
946.0,946.0,0.010935566
947.0,947.0,0.009033975
948.0,948.0,0.02598776
949.0,949.0,0.11203672
950.0,950.0,0.3293986
951.0,951.0,0.040011786
952.0,952.0,0.02309974
953.0,953.0,0.0036710682
954.0,954.0,0.52393866
955.0,955.0,0.14980154
956.0,956.0,0.23898621
957.0,957.0,0.014785976
958.0,958.0,0.049490694
959.0,959.0,0.24048743
960.0,960.0,0.05926123
961.0,961.0,0.070857376
962.0,962.0,0.0383152
963.0,963.0,0.16520073
964.0,964.0,0.5917102
965.0,965.0,0.3430201
966.0,966.0,0.069907844
967.0,967.0,0.0367399
968.0,968.0,0.13984188
969.0,969.0,0.023016175
970.0,970.0,0.22270185
971.0,971.0,0.42884237
972.0,972.0,0.007098178
973.0,973.0,0.13169158
974.0,974.0,0.041237105
975.0,975.0,0.06644781
976.0,976.0,0.59491414
977.0,977.0,0.056776382
978.0,978.0,0.03943865
979.0,979.0,0.01692103
980.0,980.0,0.062183388
981.0,981.0,0.0048157885
982.0,982.0,0.04670853
983.0,983.0,0.005956824
984.0,984.0,0.020249855
985.0,985.0,0.043012578
986.0,986.0,0.23959447
987.0,987.0,0.17295244
988.0,988.0,0.21892099
989.0,989.0,0.0051047797
990.0,990.0,0.0772597
991.0,991.0,0.068805434
992.0,992.0,0.03609563
993.0,993.0,0.025386559
994.0,994.0,0.250372
995.0,995.0,0.41335553
