Predictor variable,Categorical,Sample average
bio_14,false,97.99151234567901
bio_15,false,11.829230927128755
bio_18,false,372.30941358024694
bio_3,false,39.190229247473304
bio_7,false,31.942206720658284
bio_8,false,11.858667696903094
bio_9,false,11.381867241927822
elev,false,750.6851851851852
