Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
2.19875E-7,0.000021988,0.000940062,1,0,0
2.88746E-7,0.000050862,0.001234152,0.999911473,0,0
3.3979E-7,0.000115795,0.001452005,0.999734419,0,0
3.6561E-7,0.000257681,0.001562165,0.999380312,0,0
4.06505E-7,0.000528037,0.001736597,0.998760623,0,0
4.88856E-7,0.001024398,0.002087671,0.997786827,0,0
6.72538E-7,0.002504557,0.002869834,0.995573654,0,0
8.52138E-7,0.005081114,0.003633436,0.992652266,0,0
1.07864E-6,0.010052352,0.004594768,0.988137394,0,0
1.44281E-6,0.025056682,0.006136534,0.977514164,0.000771605,0
1.79465E-6,0.050142571,0.00762157,0.963792493,0.00308642,0.002314815
2.40016E-6,0.100215056,0.010166957,0.942723088,0.00308642,0.00462963
3.23056E-6,0.200064638,0.01363651,0.911650142,0.00308642,0.00462963
3.82184E-6,0.300120052,0.016092196,0.886774079,0.003858025,0.00462963
4.34059E-6,0.400061338,0.018236599,0.865084986,0.00617284,0.00462963
4.76218E-6,0.500255028,0.019972491,0.845609065,0.00617284,0.00462963
5.16935E-6,0.600284757,0.021643213,0.827726629,0.007716049,0.006944444
5.51928E-6,0.700109085,0.023074508,0.811172096,0.008487654,0.006944444
5.7169E-6,0.750535701,0.023880973,0.803204674,0.008487654,0.009259259
5.89022E-6,0.800449654,0.024587172,0.79559136,0.008487654,0.009259259
6.23471E-6,0.90049202,0.02598776,0.780984419,0.010030864,0.013888889
6.61324E-6,1.00063515,0.02752214,0.767174221,0.010030864,0.020833333
7.02354E-6,1.100144216,0.029179843,0.754249292,0.010802469,0.023148148
7.35708E-6,1.200170456,0.030523281,0.741944051,0.012345679,0.025462963
7.72438E-6,1.300481108,0.031998376,0.730169972,0.013117284,0.030092593
8.09071E-6,1.400734533,0.033465128,0.718927054,0.013888889,0.030092593
8.3909E-6,1.500409218,0.034663734,0.708215297,0.016203704,0.034722222
9.26323E-6,1.750397731,0.038130042,0.683162181,0.017746914,0.034722222
1.02199E-5,2.000403193,0.041902893,0.660410765,0.018518519,0.034722222
1.10482E-5,2.250687914,0.045145591,0.639518414,0.022376543,0.037037037
1.18274E-5,2.500002318,0.048176288,0.620219547,0.029320988,0.037037037
1.27045E-5,2.750321396,0.051565019,0.602160057,0.034722222,0.037037037
1.36422E-5,3.001282293,0.055160976,0.585251416,0.040123457,0.039351852
1.4464E-5,3.250022158,0.058290169,0.569582153,0.043209877,0.039351852
1.53495E-5,3.500337513,0.061638561,0.554709632,0.046296296,0.041666667
1.63323E-5,3.750600872,0.065327243,0.54072238,0.049382716,0.046296296
1.73726E-5,4.000122401,0.069200476,0.527620397,0.052469136,0.046296296
1.83902E-5,4.251506382,0.07295806,0.515138102,0.054783951,0.048611111
1.94126E-5,4.501137892,0.076703124,0.50345255,0.057098765,0.053240741
2.05222E-5,4.750964327,0.080733415,0.492386686,0.058641975,0.055555556
2.17194E-5,5.001963177,0.085042659,0.481851983,0.05941358,0.05787037
2.28674E-5,5.250230021,0.089136995,0.472025496,0.060185185,0.05787037
2.39838E-5,5.501184511,0.093083567,0.462553116,0.0625,0.05787037
2.51341E-5,5.751672095,0.097114427,0.453523371,0.063271605,0.0625
2.60938E-5,6.000059048,0.100450305,0.444936261,0.06404321,0.0625
2.71816E-5,6.250672543,0.104201384,0.436614731,0.064814815,0.0625
2.81995E-5,6.502248477,0.107683289,0.428558782,0.069444444,0.0625
2.93962E-5,6.752271446,0.111742388,0.420856941,0.069444444,0.064814815
3.06908E-5,7.001660869,0.116092452,0.413509207,0.071759259,0.06712963
3.1834E-5,7.251738234,0.119898002,0.406427054,0.073302469,0.069444444
3.30344E-5,7.501485478,0.1238593,0.399610482,0.074074074,0.074074074
3.44854E-5,7.751272747,0.128600042,0.39305949,0.074845679,0.074074074
3.57013E-5,8.00339728,0.132533428,0.386685552,0.076388889,0.076388889
3.66898E-5,8.252970186,0.135705006,0.380577195,0.080246914,0.076388889
3.79435E-5,8.503098979,0.139694135,0.374645892,0.080246914,0.076388889
