x,y,species avg
491.0,491.0,0.2970215
492.0,492.0,0.18730067
493.0,493.0,0.063273326
494.0,494.0,0.5811282
495.0,495.0,0.16748282
496.0,496.0,0.24771588
497.0,497.0,0.85641474
498.0,498.0,0.02245665
499.0,499.0,0.15223527
500.0,500.0,0.17390771
501.0,501.0,0.0902562
502.0,502.0,0.16901088
503.0,503.0,0.19457434
504.0,504.0,0.20214584
505.0,505.0,0.030389996
506.0,506.0,0.19764294
507.0,507.0,0.33810654
508.0,508.0,0.025108244
509.0,509.0,0.15494463
510.0,510.0,0.20100732
511.0,511.0,0.2316995
512.0,512.0,0.208447
513.0,513.0,0.034821678
514.0,514.0,0.2510672
515.0,515.0,0.22881816
516.0,516.0,0.22417131
517.0,517.0,0.09179206
518.0,518.0,0.09698988
519.0,519.0,0.1516049
520.0,520.0,0.039231606
521.0,521.0,0.2006149
522.0,522.0,0.241685
523.0,523.0,0.17417157
524.0,524.0,0.2812066
525.0,525.0,0.27472234
526.0,526.0,0.26677537
527.0,527.0,0.16681705
528.0,528.0,0.27619767
529.0,529.0,0.13244554
530.0,530.0,0.17146027
531.0,531.0,0.379157
532.0,532.0,0.20693295
533.0,533.0,0.6971764
534.0,534.0,0.15427119
535.0,535.0,0.5354702
536.0,536.0,0.02671934
537.0,537.0,0.3755938
538.0,538.0,0.6812588
539.0,539.0,0.44325918
540.0,540.0,0.04942382
541.0,541.0,0.15864997
542.0,542.0,0.3852669
543.0,543.0,0.16956091
544.0,544.0,0.12654473
545.0,545.0,0.04981909
546.0,546.0,0.18914124
547.0,547.0,0.24560018
548.0,548.0,0.029863684
549.0,549.0,0.3971275
550.0,550.0,0.0062123835
551.0,551.0,0.13344188
552.0,552.0,0.028652534
553.0,553.0,0.32282576
554.0,554.0,0.590595
555.0,555.0,0.23730311
556.0,556.0,0.11928562
557.0,557.0,0.31731373
558.0,558.0,0.33298486
559.0,559.0,0.14196065
560.0,560.0,0.2606092
561.0,561.0,0.08617751
562.0,562.0,0.105177954
563.0,563.0,0.15584052
564.0,564.0,0.020892614
565.0,565.0,0.08181702
566.0,566.0,0.12930806
567.0,567.0,0.14973752
568.0,568.0,0.44217476
569.0,569.0,0.14530814
570.0,570.0,0.046470273
571.0,571.0,0.14544141
572.0,572.0,0.025385223
573.0,573.0,0.11289169
574.0,574.0,0.67721623
575.0,575.0,0.317142
576.0,576.0,0.25011098
577.0,577.0,0.2430408
578.0,578.0,0.19802685
579.0,579.0,0.10472554
580.0,580.0,0.0901214
581.0,581.0,0.08044934
582.0,582.0,0.13468996
583.0,583.0,0.19356062
584.0,584.0,0.19170366
585.0,585.0,0.11449013
586.0,586.0,0.5219443
587.0,587.0,0.3567049
588.0,588.0,0.03578499
589.0,589.0,0.25952992
590.0,590.0,0.1380915
591.0,591.0,0.02313832
592.0,592.0,0.66623926
593.0,593.0,0.13721164
594.0,594.0,0.19145145
595.0,595.0,0.33578193
596.0,596.0,0.18032128
597.0,597.0,0.20081353
598.0,598.0,0.5214305
599.0,599.0,0.18846352
600.0,600.0,0.38755342
601.0,601.0,0.18106993
602.0,602.0,0.27798778
603.0,603.0,0.11755548
604.0,604.0,0.3673673
605.0,605.0,0.062486768
606.0,606.0,0.12592417
607.0,607.0,0.19165105
608.0,608.0,0.16034095
609.0,609.0,0.024771255
610.0,610.0,0.21288021
611.0,611.0,0.3756726
612.0,612.0,0.30723315
613.0,613.0,0.22436902
614.0,614.0,0.14395598
615.0,615.0,0.1581257
616.0,616.0,0.19875817
617.0,617.0,0.035968028
618.0,618.0,0.1440168
619.0,619.0,0.1888025
620.0,620.0,0.08384064
621.0,621.0,0.08308523
622.0,622.0,0.17898868
623.0,623.0,0.028427241
624.0,624.0,0.17828378
625.0,625.0,0.18714234
626.0,626.0,0.12552029
627.0,627.0,0.035456274
628.0,628.0,0.08280867
629.0,629.0,0.09580695
630.0,630.0,0.38212937
631.0,631.0,0.029961755
632.0,632.0,0.18556637
633.0,633.0,0.04674379
634.0,634.0,0.094741605
635.0,635.0,0.2790081
636.0,636.0,0.12377574
637.0,637.0,0.36873603
638.0,638.0,0.14170228
639.0,639.0,0.264489
640.0,640.0,0.28544703
641.0,641.0,0.12424987
642.0,642.0,0.15767235
643.0,643.0,0.3475614
644.0,644.0,0.03263187
645.0,645.0,0.05440754
646.0,646.0,0.08019504
647.0,647.0,0.49254364
648.0,648.0,0.03864962
649.0,649.0,0.26659387
650.0,650.0,0.04378042
651.0,651.0,0.13788265
652.0,652.0,0.024860702
653.0,653.0,0.40671903
654.0,654.0,0.2903508
655.0,655.0,0.15694278
656.0,656.0,0.24922554
657.0,657.0,0.0343806
658.0,658.0,0.19647527
659.0,659.0,0.27406177
660.0,660.0,0.14477663
661.0,661.0,0.19976918
662.0,662.0,0.2481665
663.0,663.0,0.21341543
664.0,664.0,0.10030347
665.0,665.0,0.710945
666.0,666.0,0.27019525
667.0,667.0,0.2968782
668.0,668.0,0.84030044
669.0,669.0,0.78706324
670.0,670.0,0.33125222
671.0,671.0,0.067291036
672.0,672.0,0.18172437
673.0,673.0,0.31786513
674.0,674.0,0.13652562
675.0,675.0,0.14565258
676.0,676.0,0.11279043
677.0,677.0,0.1326662
678.0,678.0,0.09128625
679.0,679.0,0.25322208
680.0,680.0,0.16711542
681.0,681.0,0.024118805
682.0,682.0,0.25995997
683.0,683.0,0.03786367
684.0,684.0,0.0456272
685.0,685.0,0.040085223
686.0,686.0,0.20603195
687.0,687.0,0.09095012
688.0,688.0,0.105044946
689.0,689.0,0.3468852
690.0,690.0,0.0402812
691.0,691.0,0.32573748
692.0,692.0,0.34691215
693.0,693.0,0.5102236
694.0,694.0,0.17242888
695.0,695.0,0.17813642
696.0,696.0,0.47583693
697.0,697.0,0.19295979
698.0,698.0,0.03126924
699.0,699.0,0.082273565
700.0,700.0,0.1573024
701.0,701.0,0.19611265
702.0,702.0,0.32188156
703.0,703.0,0.044262
704.0,704.0,0.16051713
705.0,705.0,0.055043157
706.0,706.0,0.21963526
707.0,707.0,0.41538516
708.0,708.0,0.13492848
709.0,709.0,0.30568272
710.0,710.0,0.14033768
711.0,711.0,0.17991146
712.0,712.0,0.24560474
713.0,713.0,0.21507043
714.0,714.0,0.46707973
715.0,715.0,0.35181943
716.0,716.0,0.04029779
717.0,717.0,0.18559885
718.0,718.0,0.17152806
719.0,719.0,0.12865674
720.0,720.0,0.039541163
721.0,721.0,0.22285813
722.0,722.0,0.12934916
723.0,723.0,0.3107036
724.0,724.0,0.20630115
725.0,725.0,0.20955628
726.0,726.0,0.049331676
727.0,727.0,0.16372414
728.0,728.0,0.48927832
729.0,729.0,0.5705372
730.0,730.0,0.036334716
731.0,731.0,0.23789752
732.0,732.0,0.25608894
733.0,733.0,0.42757702
734.0,734.0,0.27301705
735.0,735.0,0.29838666
736.0,736.0,0.043426286
737.0,737.0,0.35244408
738.0,738.0,0.3377854
739.0,739.0,0.20524116
740.0,740.0,0.034320395
741.0,741.0,0.034079485
742.0,742.0,0.34993246
743.0,743.0,0.17660727
744.0,744.0,0.38895935
745.0,745.0,0.25286862
746.0,746.0,0.23242152
747.0,747.0,0.20357077
748.0,748.0,0.56547415
749.0,749.0,0.21981819
750.0,750.0,0.026768086
751.0,751.0,0.40904915
752.0,752.0,0.13171683
753.0,753.0,0.08270812
754.0,754.0,0.099271655
755.0,755.0,0.037203815
756.0,756.0,0.15928727
757.0,757.0,0.5627204
758.0,758.0,0.2790902
759.0,759.0,0.31956232
760.0,760.0,0.7666607
761.0,761.0,0.37633643
762.0,762.0,0.12443844
763.0,763.0,0.023345668
764.0,764.0,0.19874786
765.0,765.0,0.025278948
766.0,766.0,0.076074585
767.0,767.0,0.3473922
768.0,768.0,0.18313146
769.0,769.0,0.08320989
770.0,770.0,0.23373476
771.0,771.0,0.01503152
772.0,772.0,0.4181234
773.0,773.0,0.26983392
774.0,774.0,0.24768142
775.0,775.0,0.55898494
776.0,776.0,0.13286898
777.0,777.0,0.35712564
778.0,778.0,0.20654744
779.0,779.0,0.23714922
780.0,780.0,0.16694017
781.0,781.0,0.168017
782.0,782.0,0.30753607
783.0,783.0,0.15943798
784.0,784.0,0.61658126
785.0,785.0,0.12380103
786.0,786.0,0.08969788
787.0,787.0,0.10810333
788.0,788.0,0.033591725
789.0,789.0,0.18884055
790.0,790.0,0.02804631
791.0,791.0,0.029385494
792.0,792.0,0.29112017
793.0,793.0,0.4123516
794.0,794.0,0.3195068
795.0,795.0,0.27560598
796.0,796.0,0.030492332
797.0,797.0,0.19382228
798.0,798.0,0.25691563
799.0,799.0,0.32141075
800.0,800.0,0.07732593
801.0,801.0,0.41049227
802.0,802.0,0.29716447
803.0,803.0,0.025094885
804.0,804.0,0.050542727
805.0,805.0,0.110439666
806.0,806.0,0.16219516
807.0,807.0,0.1162025
808.0,808.0,0.6501551
809.0,809.0,0.13377348
810.0,810.0,0.17949432
811.0,811.0,0.42411566
812.0,812.0,0.19754963
813.0,813.0,0.14069037
814.0,814.0,0.024777273
815.0,815.0,0.15728164
816.0,816.0,0.31868562
817.0,817.0,0.035530187
818.0,818.0,0.08846821
819.0,819.0,0.44910634
820.0,820.0,0.21219684
821.0,821.0,0.14451319
822.0,822.0,0.1183061
823.0,823.0,0.55494726
824.0,824.0,0.25284302
825.0,825.0,0.0528636
826.0,826.0,0.3586232
827.0,827.0,0.04026578
828.0,828.0,0.33032325
829.0,829.0,0.38380164
830.0,830.0,0.23997779
831.0,831.0,0.15285495
832.0,832.0,0.030172767
833.0,833.0,0.13078697
834.0,834.0,0.14119966
835.0,835.0,0.5365385
836.0,836.0,0.19061838
837.0,837.0,0.29000387
838.0,838.0,0.1756659
839.0,839.0,0.23703162
840.0,840.0,0.30662948
841.0,841.0,0.16048446
842.0,842.0,0.41833335
843.0,843.0,0.29062152
844.0,844.0,0.14469765
845.0,845.0,0.26724625
846.0,846.0,0.7309531
847.0,847.0,0.19142602
848.0,848.0,0.03627632
849.0,849.0,0.106274486
850.0,850.0,0.2399721
851.0,851.0,0.24236979
852.0,852.0,0.03607164
853.0,853.0,0.042350538
854.0,854.0,0.07368879
855.0,855.0,0.17511028
856.0,856.0,0.08996668
857.0,857.0,0.30063486
858.0,858.0,0.39123446
859.0,859.0,0.28891996
860.0,860.0,0.16490775
861.0,861.0,0.18688293
862.0,862.0,0.12610908
863.0,863.0,0.17665708
864.0,864.0,0.29253826
865.0,865.0,0.23386654
866.0,866.0,0.123513974
867.0,867.0,0.2305288
868.0,868.0,0.25546023
869.0,869.0,0.28749135
870.0,870.0,0.74175054
871.0,871.0,0.035559237
872.0,872.0,0.09357221
873.0,873.0,0.097455256
874.0,874.0,0.0875104
875.0,875.0,0.14671092
876.0,876.0,0.0385087
877.0,877.0,0.22886251
878.0,878.0,0.13166215
879.0,879.0,0.20261803
880.0,880.0,0.17325951
881.0,881.0,0.40367392
882.0,882.0,0.027872995
883.0,883.0,0.050619002
884.0,884.0,0.3120636
885.0,885.0,0.06172308
886.0,886.0,0.04351009
887.0,887.0,0.2914547
888.0,888.0,0.23185006
889.0,889.0,0.27531394
890.0,890.0,0.13047586
891.0,891.0,0.46082133
892.0,892.0,0.14675581
893.0,893.0,0.17749444
894.0,894.0,0.16107753
895.0,895.0,0.013226233
896.0,896.0,0.028594678
897.0,897.0,0.20449707
898.0,898.0,0.1298684
899.0,899.0,0.12816663
900.0,900.0,0.02163867
901.0,901.0,0.02856133
902.0,902.0,0.16903014
903.0,903.0,0.04160764
904.0,904.0,0.16964456
905.0,905.0,0.26651722
906.0,906.0,0.13607411
907.0,907.0,0.22947466
908.0,908.0,0.095652945
909.0,909.0,0.15278058
910.0,910.0,0.4367905
911.0,911.0,0.15999642
912.0,912.0,0.16043667
913.0,913.0,0.17036383
914.0,914.0,0.103624314
915.0,915.0,0.17577149
916.0,916.0,0.23710063
917.0,917.0,0.33860698
918.0,918.0,0.029745772
919.0,919.0,0.15681459
920.0,920.0,0.1467085
921.0,921.0,0.5340291
922.0,922.0,0.03461765
923.0,923.0,0.16166043
924.0,924.0,0.38802838
925.0,925.0,0.013595264
926.0,926.0,0.14147332
927.0,927.0,0.2929542
928.0,928.0,0.121725656
929.0,929.0,0.02828933
930.0,930.0,0.115717456
931.0,931.0,0.13449976
932.0,932.0,0.21879454
933.0,933.0,0.49363324
934.0,934.0,0.024718761
935.0,935.0,0.0058920034
936.0,936.0,0.017333902
937.0,937.0,0.17915009
938.0,938.0,0.04014163
939.0,939.0,0.12191522
940.0,940.0,0.02303244
941.0,941.0,0.15806338
942.0,942.0,0.26277044
943.0,943.0,0.3393821
944.0,944.0,0.3560835
945.0,945.0,0.26879916
946.0,946.0,0.2380847
947.0,947.0,0.1936374
948.0,948.0,0.21058609
949.0,949.0,0.018761475
950.0,950.0,0.3329454
951.0,951.0,0.03424774
952.0,952.0,0.1734048
953.0,953.0,0.67490935
954.0,954.0,0.035212133
955.0,955.0,0.039148584
956.0,956.0,0.34499404
957.0,957.0,0.1519297
958.0,958.0,0.22201401
959.0,959.0,0.10736345
960.0,960.0,0.19991277
961.0,961.0,0.14264992
962.0,962.0,0.13625008
963.0,963.0,0.22510394
964.0,964.0,0.07890008
965.0,965.0,0.014848731
966.0,966.0,0.1306173
967.0,967.0,0.17076145
968.0,968.0,0.4861279
969.0,969.0,0.21682899
970.0,970.0,0.02569696
971.0,971.0,0.24722798
972.0,972.0,0.024755144
973.0,973.0,0.05893177
974.0,974.0,0.13461727
975.0,975.0,0.018028686
976.0,976.0,0.6016432
977.0,977.0,0.26731667
978.0,978.0,0.15332924
979.0,979.0,0.35176122
980.0,980.0,0.10170812
981.0,981.0,0.025887238
982.0,982.0,0.19845863
983.0,983.0,0.41332218
984.0,984.0,0.58097905
985.0,985.0,0.23066351
986.0,986.0,0.101905696
987.0,987.0,0.21931033
988.0,988.0,0.26296887
989.0,989.0,0.3763406
990.0,990.0,0.2601016
991.0,991.0,0.3831674
992.0,992.0,0.14792636
993.0,993.0,0.30017513
994.0,994.0,0.27718663
995.0,995.0,0.41139355
996.0,996.0,0.10903713
997.0,997.0,0.09233897
998.0,998.0,0.32420972
999.0,999.0,0.19432604
