x,y,species avg
1956.0,1956.0,0.14636658
1957.0,1957.0,0.24315745
1958.0,1958.0,0.24675252
1959.0,1959.0,0.17045197
1960.0,1960.0,0.49048483
1961.0,1961.0,0.26956216
1962.0,1962.0,0.11003939
1963.0,1963.0,0.12957469
1964.0,1964.0,0.10485426
1965.0,1965.0,0.12626678
1966.0,1966.0,0.035304844
1967.0,1967.0,0.11636645
1968.0,1968.0,0.2722031
1969.0,1969.0,0.08201456
1970.0,1970.0,0.685628
1971.0,1971.0,0.1574341
1972.0,1972.0,0.69546044
1973.0,1973.0,0.27324808
1974.0,1974.0,0.24010806
1975.0,1975.0,0.32129958
1976.0,1976.0,0.08517449
1977.0,1977.0,0.03481193
1978.0,1978.0,0.2735141
1979.0,1979.0,0.16966917
1980.0,1980.0,0.41741726
1981.0,1981.0,0.18429287
1982.0,1982.0,0.12204111
1983.0,1983.0,0.20967947
1984.0,1984.0,0.2003525
1985.0,1985.0,0.22957702
1986.0,1986.0,0.36708453
1987.0,1987.0,0.041378222
1988.0,1988.0,0.38087758
1989.0,1989.0,0.10359303
1990.0,1990.0,0.03316985
1991.0,1991.0,0.03130674
1992.0,1992.0,0.34527385
1993.0,1993.0,0.24007896
1994.0,1994.0,0.2979321
1995.0,1995.0,0.23321536
1996.0,1996.0,0.61283433
1997.0,1997.0,0.4192101
1998.0,1998.0,0.8415096
1999.0,1999.0,0.66255486
2000.0,2000.0,0.13162744
2001.0,2001.0,0.38991028
2002.0,2002.0,0.23450105
2003.0,2003.0,0.87908316
2004.0,2004.0,0.032478396
2005.0,2005.0,0.21889408
2006.0,2006.0,0.3250497
2007.0,2007.0,0.42629743
2008.0,2008.0,0.24102768
2009.0,2009.0,0.029810185
2010.0,2010.0,0.21522021
2011.0,2011.0,0.035834942
2012.0,2012.0,0.13371515
2013.0,2013.0,0.17237872
2014.0,2014.0,0.22597975
2015.0,2015.0,0.12514693
2016.0,2016.0,0.19679385
2017.0,2017.0,0.53771096
2018.0,2018.0,0.27369088
2019.0,2019.0,0.17816149
2020.0,2020.0,0.2447245
2021.0,2021.0,0.21985361
2022.0,2022.0,0.24056065
2023.0,2023.0,0.34231868
2024.0,2024.0,0.044002965
2025.0,2025.0,0.23873723
2026.0,2026.0,0.23349686
2027.0,2027.0,0.23385152
2028.0,2028.0,0.1630372
2029.0,2029.0,0.03829772
2030.0,2030.0,0.20486318
2031.0,2031.0,0.17502381
2032.0,2032.0,0.26028445
2033.0,2033.0,0.21782307
2034.0,2034.0,0.45510694
2035.0,2035.0,0.055298787
2036.0,2036.0,0.04876422
2037.0,2037.0,0.03538461
2038.0,2038.0,0.026651084
2039.0,2039.0,0.19348316
2040.0,2040.0,0.1568942
2041.0,2041.0,0.2086157
2042.0,2042.0,0.12274081
2043.0,2043.0,0.19684479
2044.0,2044.0,0.30097336
2045.0,2045.0,0.0409989
2046.0,2046.0,0.13904479
2047.0,2047.0,0.783666
2048.0,2048.0,0.10785362
2049.0,2049.0,0.1319459
2050.0,2050.0,0.02083245
2051.0,2051.0,0.15097141
2052.0,2052.0,0.043457218
2053.0,2053.0,0.18460101
2054.0,2054.0,0.27974564
2055.0,2055.0,0.033942394
2056.0,2056.0,0.08479426
2057.0,2057.0,0.040757693
2058.0,2058.0,0.20661838
2059.0,2059.0,0.05117166
2060.0,2060.0,0.18870828
2061.0,2061.0,0.04347802
2062.0,2062.0,0.26275203
2063.0,2063.0,0.27048
2064.0,2064.0,0.16435607
2065.0,2065.0,0.027769385
2066.0,2066.0,0.036171943
2067.0,2067.0,0.07712898
2068.0,2068.0,0.07458532
2069.0,2069.0,0.17680426
2070.0,2070.0,0.3002263
2071.0,2071.0,0.14771342
2072.0,2072.0,0.33831447
2073.0,2073.0,0.029469024
2074.0,2074.0,0.025653189
2075.0,2075.0,0.11297181
2076.0,2076.0,0.028851038
2077.0,2077.0,0.20559068
2078.0,2078.0,0.028866608
2079.0,2079.0,0.049718056
2080.0,2080.0,0.656867
2081.0,2081.0,0.08429143
2082.0,2082.0,0.26867875
2083.0,2083.0,0.029311944
2084.0,2084.0,0.035084646
2085.0,2085.0,0.3045914
2086.0,2086.0,0.13592479
2087.0,2087.0,0.32445872
2088.0,2088.0,0.7414752
2089.0,2089.0,0.46973684
2090.0,2090.0,0.35531256
2091.0,2091.0,0.052067284
2092.0,2092.0,0.047415204
2093.0,2093.0,0.7239017
2094.0,2094.0,0.16465308
2095.0,2095.0,0.27358732
2096.0,2096.0,0.20458132
2097.0,2097.0,0.15858686
2098.0,2098.0,0.02470007
2099.0,2099.0,0.09682167
2100.0,2100.0,0.026001321
2101.0,2101.0,0.029026635
2102.0,2102.0,0.1578388
2103.0,2103.0,0.1895418
2104.0,2104.0,0.031219568
2105.0,2105.0,0.005179353
2106.0,2106.0,0.4498444
2107.0,2107.0,0.17452393
2108.0,2108.0,0.3471597
2109.0,2109.0,0.02224404
2110.0,2110.0,0.6081202
2111.0,2111.0,0.21110637
2112.0,2112.0,0.30600503
2113.0,2113.0,0.18498395
2114.0,2114.0,0.22871952
2115.0,2115.0,0.0653775
2116.0,2116.0,0.4951321
2117.0,2117.0,0.15484951
2118.0,2118.0,0.24886927
2119.0,2119.0,0.20442367
2120.0,2120.0,0.2139514
2121.0,2121.0,0.065199636
2122.0,2122.0,0.19837959
2123.0,2123.0,0.11702496
2124.0,2124.0,0.100875326
2125.0,2125.0,0.438192
2126.0,2126.0,0.024352299
2127.0,2127.0,0.18122233
2128.0,2128.0,0.26580557
2129.0,2129.0,0.4375573
2130.0,2130.0,0.26012504
2131.0,2131.0,0.26513174
2132.0,2132.0,0.15186737
2133.0,2133.0,0.026436036
2134.0,2134.0,0.20197144
2135.0,2135.0,0.709233
2136.0,2136.0,0.3118672
2137.0,2137.0,0.20192677
2138.0,2138.0,0.26640615
2139.0,2139.0,0.6351591
2140.0,2140.0,0.08472335
2141.0,2141.0,0.11631609
2142.0,2142.0,0.027376398
2143.0,2143.0,0.28222203
2144.0,2144.0,0.108404726
2145.0,2145.0,0.4516618
2146.0,2146.0,0.35205376
2147.0,2147.0,0.22055173
2148.0,2148.0,0.1452621
2149.0,2149.0,0.48187202
2150.0,2150.0,0.18509036
2151.0,2151.0,0.20151408
2152.0,2152.0,0.1726459
2153.0,2153.0,0.20335476
2154.0,2154.0,0.11911084
2155.0,2155.0,0.40117204
2156.0,2156.0,0.24749836
2157.0,2157.0,0.2602848
2158.0,2158.0,0.34709534
2159.0,2159.0,0.072502226
2160.0,2160.0,0.050637837
2161.0,2161.0,0.36242577
2162.0,2162.0,0.1767855
2163.0,2163.0,0.529014
2164.0,2164.0,0.28737122
2165.0,2165.0,0.13779335
2166.0,2166.0,0.099737875
2167.0,2167.0,0.14690454
2168.0,2168.0,0.24319547
2169.0,2169.0,0.2995706
2170.0,2170.0,0.29153153
2171.0,2171.0,0.10375078
2172.0,2172.0,0.316677
2173.0,2173.0,0.21762928
2174.0,2174.0,0.48920512
2175.0,2175.0,0.028185582
2176.0,2176.0,0.029408442
2177.0,2177.0,0.11199404
2178.0,2178.0,0.31668684
2179.0,2179.0,0.55650985
2180.0,2180.0,0.06869672
2181.0,2181.0,0.4482048
2182.0,2182.0,0.1530347
2183.0,2183.0,0.1324996
2184.0,2184.0,0.18293907
2185.0,2185.0,0.1731807
2186.0,2186.0,0.13737437
2187.0,2187.0,0.21304877
2188.0,2188.0,0.24529353
2189.0,2189.0,0.19418669
2190.0,2190.0,0.42447528
2191.0,2191.0,0.24028563
2192.0,2192.0,0.1514304
2193.0,2193.0,0.3403799
2194.0,2194.0,0.1052837
2195.0,2195.0,0.026605196
2196.0,2196.0,0.18529788
2197.0,2197.0,0.17575818
2198.0,2198.0,0.42517564
2199.0,2199.0,0.3618278
2200.0,2200.0,0.16656636
2201.0,2201.0,0.061815254
2202.0,2202.0,0.09769662
2203.0,2203.0,0.024686197
2204.0,2204.0,0.75076276
2205.0,2205.0,0.32719147
2206.0,2206.0,0.030256005
2207.0,2207.0,0.101460576
2208.0,2208.0,0.26174712
2209.0,2209.0,0.28768253
2210.0,2210.0,0.6102385
2211.0,2211.0,0.2594525
2212.0,2212.0,0.1167388
2213.0,2213.0,0.24092187
2214.0,2214.0,0.4413554
2215.0,2215.0,0.16869397
2216.0,2216.0,0.042079546
2217.0,2217.0,0.031918544
2218.0,2218.0,0.65793914
2219.0,2219.0,0.03533319
2220.0,2220.0,0.03159497
2221.0,2221.0,0.10562623
2222.0,2222.0,0.28739965
2223.0,2223.0,0.5008629
2224.0,2224.0,0.2882072
2225.0,2225.0,0.2950039
2226.0,2226.0,0.40261346
2227.0,2227.0,0.1141536
2228.0,2228.0,0.11293359
2229.0,2229.0,0.6845811
2230.0,2230.0,0.15265542
2231.0,2231.0,0.18575215
2232.0,2232.0,0.16465382
2233.0,2233.0,0.22450268
2234.0,2234.0,0.14033689
2235.0,2235.0,0.11979187
2236.0,2236.0,0.24987361
2237.0,2237.0,0.4445636
2238.0,2238.0,0.5255266
2239.0,2239.0,0.2959671
2240.0,2240.0,0.21338002
2241.0,2241.0,0.38603422
2242.0,2242.0,0.14037478
2243.0,2243.0,0.065316126
2244.0,2244.0,0.39840776
2245.0,2245.0,0.21098529
2246.0,2246.0,0.042757876
2247.0,2247.0,0.23818757
2248.0,2248.0,0.18465072
2249.0,2249.0,0.26689142
2250.0,2250.0,0.044051144
2251.0,2251.0,0.2755713
2252.0,2252.0,0.042660963
2253.0,2253.0,0.1277013
2254.0,2254.0,0.11137878
2255.0,2255.0,0.092617586
2256.0,2256.0,0.26111168
2257.0,2257.0,0.18757088
2258.0,2258.0,0.1759746
2259.0,2259.0,0.059395146
2260.0,2260.0,0.31047285
2261.0,2261.0,0.19392774
2262.0,2262.0,0.035612747
2263.0,2263.0,0.28639
2264.0,2264.0,0.18868527
2265.0,2265.0,0.1398219
2266.0,2266.0,0.12539554
2267.0,2267.0,0.23920651
2268.0,2268.0,0.3244577
2269.0,2269.0,0.16928114
2270.0,2270.0,0.042811815
2271.0,2271.0,0.20376836
2272.0,2272.0,0.25700864
2273.0,2273.0,0.07168643
2274.0,2274.0,0.12228791
2275.0,2275.0,0.10815101
2276.0,2276.0,0.16653645
2277.0,2277.0,0.17769441
2278.0,2278.0,0.21111631
2279.0,2279.0,0.14449938
2280.0,2280.0,0.2783338
2281.0,2281.0,0.37198505
2282.0,2282.0,0.02829879
2283.0,2283.0,0.14602804
2284.0,2284.0,0.14703345
2285.0,2285.0,0.43673486
2286.0,2286.0,0.119209394
2287.0,2287.0,0.35460362
2288.0,2288.0,0.19443502
2289.0,2289.0,0.21390043
2290.0,2290.0,0.3131065
2291.0,2291.0,0.046421446
2292.0,2292.0,0.18928403
2293.0,2293.0,0.027621849
2294.0,2294.0,0.19109808
2295.0,2295.0,0.0848882
2296.0,2296.0,0.19745715
2297.0,2297.0,0.18641469
2298.0,2298.0,0.27087113
2299.0,2299.0,0.21726541
2300.0,2300.0,0.1842445
2301.0,2301.0,0.19683705
2302.0,2302.0,0.02753453
2303.0,2303.0,0.11321177
2304.0,2304.0,0.107542284
2305.0,2305.0,0.13463429
2306.0,2306.0,0.21570589
2307.0,2307.0,0.3776213
2308.0,2308.0,0.020622034
2309.0,2309.0,0.17762809
2310.0,2310.0,0.13273875
2311.0,2311.0,0.13572952
2312.0,2312.0,0.4091578
2313.0,2313.0,0.004420795
2314.0,2314.0,0.32947928
2315.0,2315.0,0.6076729
2316.0,2316.0,0.13393745
2317.0,2317.0,0.1945659
2318.0,2318.0,0.09573652
2319.0,2319.0,0.02694364
2320.0,2320.0,0.22545834
2321.0,2321.0,0.37558475
2322.0,2322.0,0.16246228
2323.0,2323.0,0.9184434
2324.0,2324.0,0.054091133
2325.0,2325.0,0.15236627
2326.0,2326.0,0.1447962
2327.0,2327.0,0.2094331
2328.0,2328.0,0.23902413
2329.0,2329.0,0.22420757
2330.0,2330.0,0.16830985
2331.0,2331.0,0.45204052
2332.0,2332.0,0.1220865
2333.0,2333.0,0.15340501
2334.0,2334.0,0.17679891
2335.0,2335.0,0.29951316
2336.0,2336.0,0.14928846
2337.0,2337.0,0.16293253
2338.0,2338.0,0.22006893
2339.0,2339.0,0.1489966
2340.0,2340.0,0.23233224
2341.0,2341.0,0.025501546
2342.0,2342.0,0.17231652
2343.0,2343.0,0.36275515
2344.0,2344.0,0.33382693
2345.0,2345.0,0.08612377
2346.0,2346.0,0.3206514
2347.0,2347.0,0.14120887
2348.0,2348.0,0.12938741
2349.0,2349.0,0.43134084
2350.0,2350.0,0.44221032
2351.0,2351.0,0.29962385
2352.0,2352.0,0.106332004
2353.0,2353.0,0.15707955
2354.0,2354.0,0.2242017
2355.0,2355.0,0.3141036
2356.0,2356.0,0.358316
2357.0,2357.0,0.29024085
2358.0,2358.0,0.23887764
2359.0,2359.0,0.24666522
2360.0,2360.0,0.037802927
2361.0,2361.0,0.072653316
2362.0,2362.0,0.24883889
2363.0,2363.0,0.051780697
2364.0,2364.0,0.2457464
2365.0,2365.0,0.19531913
2366.0,2366.0,0.29295498
2367.0,2367.0,0.10410984
2368.0,2368.0,0.028873295
2369.0,2369.0,0.028930174
2370.0,2370.0,0.20089039
2371.0,2371.0,0.2796023
2372.0,2372.0,0.040283434
2373.0,2373.0,0.0529918
2374.0,2374.0,0.12839033
2375.0,2375.0,0.26731545
2376.0,2376.0,0.65142304
2377.0,2377.0,0.20942219
2378.0,2378.0,0.2987114
2379.0,2379.0,0.20011416
2380.0,2380.0,0.26722524
2381.0,2381.0,0.2929675
2382.0,2382.0,0.7907606
2383.0,2383.0,0.23744585
2384.0,2384.0,0.32512704
2385.0,2385.0,0.893546
2386.0,2386.0,0.4369996
2387.0,2387.0,0.20390807
2388.0,2388.0,0.28319874
2389.0,2389.0,0.027145026
2390.0,2390.0,0.18973377
2391.0,2391.0,0.14444843
2392.0,2392.0,0.13352863
2393.0,2393.0,0.15392101
2394.0,2394.0,0.46700996
2395.0,2395.0,0.18369846
2396.0,2396.0,0.02523681
2397.0,2397.0,0.1621343
2398.0,2398.0,0.022478737
2399.0,2399.0,0.051506534
2400.0,2400.0,0.094741136
2401.0,2401.0,0.18636705
2402.0,2402.0,0.18931016
2403.0,2403.0,0.10482609
2404.0,2404.0,0.077963606
2405.0,2405.0,0.12846085
2406.0,2406.0,0.11741595
2407.0,2407.0,0.14735995
2408.0,2408.0,0.3049772
2409.0,2409.0,0.10655598
2410.0,2410.0,0.55842155
2411.0,2411.0,0.47769293
2412.0,2412.0,0.09707738
2413.0,2413.0,0.34402534
2414.0,2414.0,0.18703796
2415.0,2415.0,0.14930987
2416.0,2416.0,0.3691092
2417.0,2417.0,0.18927756
2418.0,2418.0,0.15253247
2419.0,2419.0,0.23050497
2420.0,2420.0,0.023984872
2421.0,2421.0,0.41410378
2422.0,2422.0,0.22831973
2423.0,2423.0,0.29176223
2424.0,2424.0,0.09810181
2425.0,2425.0,0.4675965
2426.0,2426.0,0.35993537
2427.0,2427.0,0.3431382
2428.0,2428.0,0.28072706
2429.0,2429.0,0.6706291
2430.0,2430.0,0.04256033
2431.0,2431.0,0.30103236
2432.0,2432.0,0.27445817
2433.0,2433.0,0.45204207
2434.0,2434.0,0.025028536
2435.0,2435.0,0.348701
2436.0,2436.0,0.1614473
2437.0,2437.0,0.31773794
2438.0,2438.0,0.2528843
2439.0,2439.0,0.1541496
2440.0,2440.0,0.04423911
2441.0,2441.0,0.09644002
2442.0,2442.0,0.20323634
2443.0,2443.0,0.39148402
2444.0,2444.0,0.086013325
2445.0,2445.0,0.2656728
2446.0,2446.0,0.16388148
2447.0,2447.0,0.37521958
2448.0,2448.0,0.34556395
2449.0,2449.0,0.09542852
2450.0,2450.0,0.035024356
2451.0,2451.0,0.30842814
2452.0,2452.0,0.32061982
2453.0,2453.0,0.11063218
2454.0,2454.0,0.03436756
2455.0,2455.0,0.12024486
2456.0,2456.0,0.22667849
2457.0,2457.0,0.060111042
2458.0,2458.0,0.69228256
2459.0,2459.0,0.9093284
2460.0,2460.0,0.22970976
2461.0,2461.0,0.0946053
2462.0,2462.0,0.45219928
2463.0,2463.0,0.112653464
2464.0,2464.0,0.030205727
2465.0,2465.0,0.5448224
2466.0,2466.0,0.14765531
2467.0,2467.0,0.14171961
2468.0,2468.0,0.020494688
2469.0,2469.0,0.13783525
2470.0,2470.0,0.5398848
2471.0,2471.0,0.09720349
2472.0,2472.0,0.14387955
2473.0,2473.0,0.16616958
2474.0,2474.0,0.2054182
2475.0,2475.0,0.17968056
2476.0,2476.0,0.57562375
2477.0,2477.0,0.22052817
2478.0,2478.0,0.036172397
2479.0,2479.0,0.033218957
2480.0,2480.0,0.67932564
2481.0,2481.0,0.0739942
2482.0,2482.0,0.26126146
2483.0,2483.0,0.025056044
2484.0,2484.0,0.21172033
2485.0,2485.0,0.16136327
2486.0,2486.0,0.21047118
2487.0,2487.0,0.19766614
2488.0,2488.0,0.20448142
2489.0,2489.0,0.17672971
2490.0,2490.0,0.29993534
2491.0,2491.0,0.07418129
2492.0,2492.0,0.15291639
2493.0,2493.0,0.54993105
2494.0,2494.0,0.041803773
2495.0,2495.0,0.28188503
2496.0,2496.0,0.5434663
2497.0,2497.0,0.20468983
2498.0,2498.0,0.023289507
2499.0,2499.0,0.036088865
2500.0,2500.0,0.21786152
2501.0,2501.0,0.193558
2502.0,2502.0,0.13799997
2503.0,2503.0,0.18721801
2504.0,2504.0,0.33128926
2505.0,2505.0,0.036263734
2506.0,2506.0,0.26699632
2507.0,2507.0,0.21203257
2508.0,2508.0,0.21236931
2509.0,2509.0,0.16469374
2510.0,2510.0,0.89544606
2511.0,2511.0,0.32745928
2512.0,2512.0,0.37907287
2513.0,2513.0,0.16374794
2514.0,2514.0,0.13781571
2515.0,2515.0,0.2215972
2516.0,2516.0,0.17335919
2517.0,2517.0,0.25096405
2518.0,2518.0,0.3164063
2519.0,2519.0,0.026992878
2520.0,2520.0,0.18710451
2521.0,2521.0,0.18027785
2522.0,2522.0,0.2066051
2523.0,2523.0,0.32006902
2524.0,2524.0,0.27021354
2525.0,2525.0,0.5505939
2526.0,2526.0,0.21635264
2527.0,2527.0,0.016572151
2528.0,2528.0,0.12871614
2529.0,2529.0,0.07455599
2530.0,2530.0,0.19171831
2531.0,2531.0,0.11601289
2532.0,2532.0,0.03157136
2533.0,2533.0,0.38155958
2534.0,2534.0,0.024029601
2535.0,2535.0,0.20095769
2536.0,2536.0,0.18836603
2537.0,2537.0,0.0349864
2538.0,2538.0,0.15554187
2539.0,2539.0,0.120057695
2540.0,2540.0,0.02033385
2541.0,2541.0,0.019735305
2542.0,2542.0,0.36649057
2543.0,2543.0,0.065922365
2544.0,2544.0,0.18769269
2545.0,2545.0,0.26330853
2546.0,2546.0,0.122794315
2547.0,2547.0,0.16807896
2548.0,2548.0,0.030249333
2549.0,2549.0,0.09048042
2550.0,2550.0,0.19315103
2551.0,2551.0,0.027153345
2552.0,2552.0,0.15912405
2553.0,2553.0,0.038965207
2554.0,2554.0,0.036237862
2555.0,2555.0,0.16427508
2556.0,2556.0,0.4309377
2557.0,2557.0,0.07543462
2558.0,2558.0,0.17672737
2559.0,2559.0,0.22955033
2560.0,2560.0,0.17930605
2561.0,2561.0,0.22692241
2562.0,2562.0,0.11349934
2563.0,2563.0,0.034228235
2564.0,2564.0,0.0212275
2565.0,2565.0,0.041900333
2566.0,2566.0,0.61234206
2567.0,2567.0,0.20833637
2568.0,2568.0,0.097326905
2569.0,2569.0,0.25428522
2570.0,2570.0,0.07563525
2571.0,2571.0,0.30291265
2572.0,2572.0,0.23456013
2573.0,2573.0,0.40601516
2574.0,2574.0,0.16783613
2575.0,2575.0,0.09318318
2576.0,2576.0,0.35384458
2577.0,2577.0,0.2636683
2578.0,2578.0,0.2050957
2579.0,2579.0,0.45787996
2580.0,2580.0,0.22647075
2581.0,2581.0,0.24397875
2582.0,2582.0,0.02788863
2583.0,2583.0,0.23507267
2584.0,2584.0,0.14138556
2585.0,2585.0,0.5939289
2586.0,2586.0,0.16974606
2587.0,2587.0,0.23533393
2588.0,2588.0,0.19972967
2589.0,2589.0,0.21397719
2590.0,2590.0,0.24164069
2591.0,2591.0,0.29339096
2592.0,2592.0,0.20903537
2593.0,2593.0,0.1716687
2594.0,2594.0,0.09389919
2595.0,2595.0,0.21170175
2596.0,2596.0,0.08140796
2597.0,2597.0,0.4711031
2598.0,2598.0,0.09007833
2599.0,2599.0,0.20046626
2600.0,2600.0,0.29014266
2601.0,2601.0,0.039022554
2602.0,2602.0,0.03522406
2603.0,2603.0,0.23616025
2604.0,2604.0,0.33435574
2605.0,2605.0,0.37963998
2606.0,2606.0,0.23401141
2607.0,2607.0,0.34358191
2608.0,2608.0,0.5201714
2609.0,2609.0,0.24449828
2610.0,2610.0,0.5751909
2611.0,2611.0,0.16806208
2612.0,2612.0,0.41672984
2613.0,2613.0,0.03708822
2614.0,2614.0,0.03212163
2615.0,2615.0,0.19435388
2616.0,2616.0,0.26142827
2617.0,2617.0,0.19487004
2618.0,2618.0,0.11248801
2619.0,2619.0,0.6879163
2620.0,2620.0,0.20094387
2621.0,2621.0,0.063563846
2622.0,2622.0,0.2371417
2623.0,2623.0,0.42706713
2624.0,2624.0,0.008867985
2625.0,2625.0,0.17257363
2626.0,2626.0,0.11807512
2627.0,2627.0,0.043115992
2628.0,2628.0,0.26489168
2629.0,2629.0,0.35391992
2630.0,2630.0,0.006236685
2631.0,2631.0,0.1539576
2632.0,2632.0,0.18860854
2633.0,2633.0,0.19260861
2634.0,2634.0,0.4166013
2635.0,2635.0,0.23863785
2636.0,2636.0,0.56950164
2637.0,2637.0,0.03987752
2638.0,2638.0,0.22646768
2639.0,2639.0,0.07083023
2640.0,2640.0,0.73116314
2641.0,2641.0,0.3234011
2642.0,2642.0,0.11621543
2643.0,2643.0,0.20881967
2644.0,2644.0,0.032009184
2645.0,2645.0,0.3078549
2646.0,2646.0,0.35320985
2647.0,2647.0,0.28728044
2648.0,2648.0,0.29045933
2649.0,2649.0,0.12755635
2650.0,2650.0,0.048303198
2651.0,2651.0,0.9156638
2652.0,2652.0,0.12742202
2653.0,2653.0,0.2268624
2654.0,2654.0,0.19821739
2655.0,2655.0,0.15363026
2656.0,2656.0,0.21548477
2657.0,2657.0,0.47571078
2658.0,2658.0,0.17604984
2659.0,2659.0,0.29172352
2660.0,2660.0,0.06693982
2661.0,2661.0,0.33419138
2662.0,2662.0,0.04629001
2663.0,2663.0,0.29943037
2664.0,2664.0,0.19685045
2665.0,2665.0,0.08016292
2666.0,2666.0,0.30320236
2667.0,2667.0,0.104616866
2668.0,2668.0,0.12652585
2669.0,2669.0,0.4400614
2670.0,2670.0,0.32809383
2671.0,2671.0,0.2309595
2672.0,2672.0,0.17507832
2673.0,2673.0,0.13183612
2674.0,2674.0,0.12627104
2675.0,2675.0,0.30796856
2676.0,2676.0,0.225084
2677.0,2677.0,0.31744605
2678.0,2678.0,0.02732945
2679.0,2679.0,0.4424424
2680.0,2680.0,0.18422897
2681.0,2681.0,0.71991986
2682.0,2682.0,0.1600915
2683.0,2683.0,0.20471284
2684.0,2684.0,0.20382215
2685.0,2685.0,0.12471472
2686.0,2686.0,0.18967113
2687.0,2687.0,0.2494221
2688.0,2688.0,0.25281927
2689.0,2689.0,0.25851822
2690.0,2690.0,0.02886882
2691.0,2691.0,0.5120629
2692.0,2692.0,0.18042246
2693.0,2693.0,0.8990446
2694.0,2694.0,0.07186494
2695.0,2695.0,0.33468732
2696.0,2696.0,0.43442598
2697.0,2697.0,0.32079223
2698.0,2698.0,0.15062581
2699.0,2699.0,0.04618812
2700.0,2700.0,0.23770274
2701.0,2701.0,0.16874887
2702.0,2702.0,0.16672367
2703.0,2703.0,0.16967803
2704.0,2704.0,0.6596065
2705.0,2705.0,0.16671148
2706.0,2706.0,0.22697769
2707.0,2707.0,0.0269364
2708.0,2708.0,0.22441067
2709.0,2709.0,0.34367016
2710.0,2710.0,0.02602171
2711.0,2711.0,0.3155432
2712.0,2712.0,0.11019167
2713.0,2713.0,0.11467136
2714.0,2714.0,0.18740487
2715.0,2715.0,0.68714654
2716.0,2716.0,0.27232623
2717.0,2717.0,0.33741525
2718.0,2718.0,0.46078458
2719.0,2719.0,0.33415383
2720.0,2720.0,0.048888143
2721.0,2721.0,0.33230934
2722.0,2722.0,0.26058972
2723.0,2723.0,0.09197107
2724.0,2724.0,0.17482701
2725.0,2725.0,0.28478673
2726.0,2726.0,0.089476235
2727.0,2727.0,0.20343518
2728.0,2728.0,0.17609876
2729.0,2729.0,0.7297452
2730.0,2730.0,0.19715707
2731.0,2731.0,0.11868629
2732.0,2732.0,0.26699144
2733.0,2733.0,0.26572326
2734.0,2734.0,0.16659956
2735.0,2735.0,0.041690644
2736.0,2736.0,0.06408952
2737.0,2737.0,0.03302503
2738.0,2738.0,0.24856892
2739.0,2739.0,0.05396734
2740.0,2740.0,0.23577744
2741.0,2741.0,0.23550476
2742.0,2742.0,0.1904998
2743.0,2743.0,0.03424529
2744.0,2744.0,0.4461283
2745.0,2745.0,0.1764039
2746.0,2746.0,0.13797158
2747.0,2747.0,0.23580977
2748.0,2748.0,0.19228414
2749.0,2749.0,0.1856583
2750.0,2750.0,0.29523912
2751.0,2751.0,0.046337135
2752.0,2752.0,0.4247648
2753.0,2753.0,0.26559085
2754.0,2754.0,0.29539806
2755.0,2755.0,0.30502254
2756.0,2756.0,0.12218554
2757.0,2757.0,0.07448182
2758.0,2758.0,0.30632654
2759.0,2759.0,0.1119143
2760.0,2760.0,0.2359134
2761.0,2761.0,0.3187285
2762.0,2762.0,0.20057304
2763.0,2763.0,0.49111
2764.0,2764.0,0.29307145
2765.0,2765.0,0.2672269
2766.0,2766.0,0.16585033
2767.0,2767.0,0.25697222
2768.0,2768.0,0.22836341
2769.0,2769.0,0.21432562
2770.0,2770.0,0.025309492
2771.0,2771.0,0.22711115
2772.0,2772.0,0.07859381
2773.0,2773.0,0.36804974
2774.0,2774.0,0.35481894
2775.0,2775.0,0.18144213
2776.0,2776.0,0.10863052
2777.0,2777.0,0.15516125
2778.0,2778.0,0.0663741
2779.0,2779.0,0.119951956
2780.0,2780.0,0.18451269
2781.0,2781.0,0.2571363
2782.0,2782.0,0.18705574
2783.0,2783.0,0.04084323
2784.0,2784.0,0.29931337
2785.0,2785.0,0.03703759
2786.0,2786.0,0.053680122
2787.0,2787.0,0.8834335
2788.0,2788.0,0.10004626
2789.0,2789.0,0.4991228
2790.0,2790.0,0.17583613
2791.0,2791.0,0.1628589
2792.0,2792.0,0.07270883
2793.0,2793.0,0.2260842
2794.0,2794.0,0.03512362
2795.0,2795.0,0.32721317
2796.0,2796.0,0.25962216
2797.0,2797.0,0.1438855
2798.0,2798.0,0.32411206
2799.0,2799.0,0.036705464
2800.0,2800.0,0.039377194
2801.0,2801.0,0.3144364
2802.0,2802.0,0.0693775
2803.0,2803.0,0.09798706
2804.0,2804.0,0.24443865
2805.0,2805.0,0.5303333
2806.0,2806.0,0.2074232
2807.0,2807.0,0.25065273
2808.0,2808.0,0.11089138
2809.0,2809.0,0.30532458
2810.0,2810.0,0.25484508
2811.0,2811.0,0.028704807
2812.0,2812.0,0.8090631
2813.0,2813.0,0.21685387
2814.0,2814.0,0.39223328
2815.0,2815.0,0.15330204
2816.0,2816.0,0.78793836
2817.0,2817.0,0.17320651
2818.0,2818.0,0.030105699
2819.0,2819.0,0.06838391
2820.0,2820.0,0.31056318
2821.0,2821.0,0.03030863
2822.0,2822.0,0.17530102
2823.0,2823.0,0.24095418
2824.0,2824.0,0.2584275
2825.0,2825.0,0.24571104
2826.0,2826.0,0.089678645
2827.0,2827.0,0.09558398
2828.0,2828.0,0.25203893
2829.0,2829.0,0.23841442
2830.0,2830.0,0.18479629
