x,y,species min
2385.0,2385.0,0.024744608
2386.0,2386.0,0.03910035
2387.0,2387.0,0.4591269
2388.0,2388.0,0.047563676
2389.0,2389.0,0.042728085
2390.0,2390.0,0.022567052
2391.0,2391.0,0.018791646
2392.0,2392.0,0.17885217
2393.0,2393.0,0.228725
2394.0,2394.0,0.037921026
2395.0,2395.0,0.53756577
2396.0,2396.0,0.10807514
2397.0,2397.0,0.04525104
2398.0,2398.0,0.19138828
2399.0,2399.0,0.11202089
2400.0,2400.0,0.2736739
2401.0,2401.0,0.0073610633
2402.0,2402.0,0.026821533
2403.0,2403.0,0.46271238
2404.0,2404.0,0.007512989
2405.0,2405.0,0.042279944
2406.0,2406.0,0.0673125
2407.0,2407.0,0.09130226
2408.0,2408.0,0.030580755
2409.0,2409.0,0.01772198
2410.0,2410.0,0.3491421
2411.0,2411.0,0.009278125
2412.0,2412.0,0.010808062
2413.0,2413.0,0.0039401096
2414.0,2414.0,0.0054696947
2415.0,2415.0,0.6388736
2416.0,2416.0,0.58296496
2417.0,2417.0,0.047599692
2418.0,2418.0,0.017727466
2419.0,2419.0,0.14059411
2420.0,2420.0,0.025299177
2421.0,2421.0,0.019880906
2422.0,2422.0,0.1580755
2423.0,2423.0,0.09024785
2424.0,2424.0,0.038085602
2425.0,2425.0,0.087101914
2426.0,2426.0,0.024103615
2427.0,2427.0,0.0060697813
2428.0,2428.0,0.09660688
2429.0,2429.0,0.039441727
2430.0,2430.0,0.04205432
2431.0,2431.0,0.0173003
2432.0,2432.0,0.006864741
2433.0,2433.0,0.013990564
2434.0,2434.0,0.024431113
2435.0,2435.0,0.023886792
2436.0,2436.0,0.12729335
2437.0,2437.0,0.32471344
2438.0,2438.0,0.004138868
2439.0,2439.0,0.15582733
2440.0,2440.0,0.38860306
2441.0,2441.0,0.048613165
2442.0,2442.0,0.065988496
2443.0,2443.0,0.09599194
2444.0,2444.0,0.042474337
2445.0,2445.0,0.021744024
2446.0,2446.0,0.3355262
2447.0,2447.0,0.0020317677
2448.0,2448.0,0.017357443
2449.0,2449.0,0.08850806
2450.0,2450.0,0.060196552
2451.0,2451.0,0.018489638
2452.0,2452.0,0.01589943
2453.0,2453.0,0.0028183765
2454.0,2454.0,0.32855344
2455.0,2455.0,0.0028739143
2456.0,2456.0,0.12375791
2457.0,2457.0,0.015663559
2458.0,2458.0,0.026123255
2459.0,2459.0,0.55286425
2460.0,2460.0,0.023913473
2461.0,2461.0,0.04943646
2462.0,2462.0,0.010544562
2463.0,2463.0,0.012299094
2464.0,2464.0,0.035738416
2465.0,2465.0,0.03392618
2466.0,2466.0,0.017671302
2467.0,2467.0,0.01147863
2468.0,2468.0,0.02914435
2469.0,2469.0,0.25534323
2470.0,2470.0,0.036259443
2471.0,2471.0,0.013226413
2472.0,2472.0,0.13683808
2473.0,2473.0,0.08468087
2474.0,2474.0,0.005407849
2475.0,2475.0,0.02669859
2476.0,2476.0,0.07800851
2477.0,2477.0,0.011051396
2478.0,2478.0,0.015523148
2479.0,2479.0,0.3068855
2480.0,2480.0,0.011435158
2481.0,2481.0,0.61348486
2482.0,2482.0,0.038152907
2483.0,2483.0,0.25877813
2484.0,2484.0,0.016085906
2485.0,2485.0,0.18091941
2486.0,2486.0,0.13141559
2487.0,2487.0,0.0097780395
2488.0,2488.0,0.025497831
2489.0,2489.0,0.102811806
2490.0,2490.0,0.13726465
2491.0,2491.0,0.52354276
2492.0,2492.0,0.020596461
2493.0,2493.0,0.30352888
2494.0,2494.0,0.31371543
2495.0,2495.0,0.025810655
2496.0,2496.0,0.13435963
2497.0,2497.0,0.02593548
2498.0,2498.0,0.04389027
2499.0,2499.0,0.04367883
2500.0,2500.0,0.14702158
2501.0,2501.0,0.015733972
2502.0,2502.0,0.123352595
2503.0,2503.0,0.03599385
2504.0,2504.0,0.11822481
2505.0,2505.0,0.024783082
2506.0,2506.0,0.013520282
2507.0,2507.0,0.048584215
2508.0,2508.0,0.018266898
2509.0,2509.0,0.47975603
2510.0,2510.0,0.1996396
2511.0,2511.0,0.030382043
2512.0,2512.0,0.34913927
2513.0,2513.0,0.44592986
2514.0,2514.0,0.26386812
2515.0,2515.0,0.04865338
2516.0,2516.0,0.026296204
2517.0,2517.0,0.019898698
2518.0,2518.0,0.024950525
2519.0,2519.0,0.34421682
2520.0,2520.0,0.16575897
2521.0,2521.0,0.013461369
2522.0,2522.0,0.026256254
2523.0,2523.0,0.009533235
2524.0,2524.0,0.1422157
2525.0,2525.0,0.03767458
2526.0,2526.0,0.17416584
2527.0,2527.0,0.29558453
2528.0,2528.0,0.01525022
2529.0,2529.0,0.0048694513
2530.0,2530.0,0.0013810869
2531.0,2531.0,0.028364042
2532.0,2532.0,0.11499907
2533.0,2533.0,0.021036552
2534.0,2534.0,0.005948165
2535.0,2535.0,0.015902052
2536.0,2536.0,0.05468856
2537.0,2537.0,0.038971867
2538.0,2538.0,0.44284883
2539.0,2539.0,0.2986612
2540.0,2540.0,0.09886955
2541.0,2541.0,0.10501402
2542.0,2542.0,0.073134296
2543.0,2543.0,0.01595255
2544.0,2544.0,0.15539677
2545.0,2545.0,0.5473167
2546.0,2546.0,0.034512512
2547.0,2547.0,0.265782
2548.0,2548.0,0.011170432
2549.0,2549.0,0.036411148
2550.0,2550.0,0.0058862083
2551.0,2551.0,0.17008375
2552.0,2552.0,0.24896257
2553.0,2553.0,0.06486237
2554.0,2554.0,0.0070057744
2555.0,2555.0,0.04822406
2556.0,2556.0,0.0022945122
2557.0,2557.0,0.025631655
2558.0,2558.0,0.7513563
2559.0,2559.0,0.09541823
2560.0,2560.0,0.02693927
2561.0,2561.0,0.00877093
2562.0,2562.0,0.040625356
2563.0,2563.0,0.029065397
2564.0,2564.0,0.17063645
2565.0,2565.0,0.028279925
2566.0,2566.0,0.087844916
2567.0,2567.0,0.017390415
2568.0,2568.0,0.34442425
2569.0,2569.0,0.27959928
2570.0,2570.0,0.19798021
2571.0,2571.0,0.0072875503
2572.0,2572.0,0.5758003
2573.0,2573.0,0.00176968
2574.0,2574.0,0.6149022
2575.0,2575.0,0.11699188
2576.0,2576.0,0.049847234
2577.0,2577.0,0.18461443
2578.0,2578.0,0.09207478
2579.0,2579.0,0.009524402
2580.0,2580.0,0.18819608
2581.0,2581.0,0.18742
2582.0,2582.0,0.3395312
2583.0,2583.0,0.11203464
2584.0,2584.0,0.03522758
2585.0,2585.0,0.5549046
2586.0,2586.0,0.19446424
2587.0,2587.0,0.4935113
2588.0,2588.0,0.023038939
2589.0,2589.0,0.38805822
2590.0,2590.0,0.06847821
2591.0,2591.0,0.05359653
2592.0,2592.0,0.1212472
2593.0,2593.0,0.019018615
2594.0,2594.0,0.065040946
2595.0,2595.0,0.664223
2596.0,2596.0,0.40816012
2597.0,2597.0,0.004368545
2598.0,2598.0,0.03899121
2599.0,2599.0,0.018367989
2600.0,2600.0,0.3688938
2601.0,2601.0,0.014254935
2602.0,2602.0,0.009779719
2603.0,2603.0,0.034732636
2604.0,2604.0,0.044790313
2605.0,2605.0,0.11284867
2606.0,2606.0,0.023099666
2607.0,2607.0,0.24205598
2608.0,2608.0,0.08073901
2609.0,2609.0,0.07085242
2610.0,2610.0,0.009862709
2611.0,2611.0,0.17404656
2612.0,2612.0,0.17219971
2613.0,2613.0,0.07803392
2614.0,2614.0,0.025656478
2615.0,2615.0,0.053899635
2616.0,2616.0,0.30870953
2617.0,2617.0,0.022788113
2618.0,2618.0,0.18539277
2619.0,2619.0,0.04402575
2620.0,2620.0,0.051690757
2621.0,2621.0,0.19542392
2622.0,2622.0,0.27049384
2623.0,2623.0,0.037030652
2624.0,2624.0,0.26970327
2625.0,2625.0,0.3648078
2626.0,2626.0,0.019347684
2627.0,2627.0,0.023019074
2628.0,2628.0,0.05521438
2629.0,2629.0,0.012512843
2630.0,2630.0,0.1678607
2631.0,2631.0,0.018194845
2632.0,2632.0,0.5678107
2633.0,2633.0,0.08188529
2634.0,2634.0,0.037123732
2635.0,2635.0,0.019943677
2636.0,2636.0,0.044876378
2637.0,2637.0,0.21925192
2638.0,2638.0,0.04548534
2639.0,2639.0,0.06665113
2640.0,2640.0,0.23228918
2641.0,2641.0,0.01457113
2642.0,2642.0,0.39007056
2643.0,2643.0,0.031305067
2644.0,2644.0,0.012224891
2645.0,2645.0,0.016690474
2646.0,2646.0,0.22824916
2647.0,2647.0,0.058827627
2648.0,2648.0,0.081286974
2649.0,2649.0,0.09152635
2650.0,2650.0,0.00884661
2651.0,2651.0,0.03823074
2652.0,2652.0,0.26357678
2653.0,2653.0,0.09447785
2654.0,2654.0,0.23974587
2655.0,2655.0,0.2832212
2656.0,2656.0,0.043896556
2657.0,2657.0,0.017981397
2658.0,2658.0,0.015015167
2659.0,2659.0,0.013666322
2660.0,2660.0,0.06621892
2661.0,2661.0,0.1283842
2662.0,2662.0,0.02620959
2663.0,2663.0,0.11761765
2664.0,2664.0,0.05591167
2665.0,2665.0,0.025043506
2666.0,2666.0,0.028509624
2667.0,2667.0,0.060925946
2668.0,2668.0,0.0059690294
2669.0,2669.0,0.18947439
2670.0,2670.0,0.0075849625
2671.0,2671.0,0.03215681
2672.0,2672.0,0.29744875
2673.0,2673.0,0.43299082
2674.0,2674.0,0.052590404
2675.0,2675.0,0.043798506
2676.0,2676.0,0.089226454
2677.0,2677.0,0.017840479
2678.0,2678.0,0.006024473
2679.0,2679.0,0.01717904
2680.0,2680.0,0.20619816
2681.0,2681.0,0.03176843
2682.0,2682.0,0.011589366
2683.0,2683.0,0.036536265
2684.0,2684.0,0.1103353
2685.0,2685.0,0.18140039
2686.0,2686.0,0.038599577
2687.0,2687.0,0.030483471
2688.0,2688.0,0.0798266
2689.0,2689.0,0.06344512
2690.0,2690.0,0.012387179
2691.0,2691.0,0.07301351
2692.0,2692.0,0.025896775
2693.0,2693.0,0.012200123
2694.0,2694.0,0.022800943
2695.0,2695.0,0.032500662
2696.0,2696.0,0.00617106
2697.0,2697.0,0.03937985
2698.0,2698.0,0.03233924
2699.0,2699.0,0.0059789773
2700.0,2700.0,0.1342541
2701.0,2701.0,0.013038173
2702.0,2702.0,0.004042575
2703.0,2703.0,0.039082393
2704.0,2704.0,0.05751935
2705.0,2705.0,0.10270659
2706.0,2706.0,0.0857453
2707.0,2707.0,0.44997784
2708.0,2708.0,0.015331971
2709.0,2709.0,0.057654917
2710.0,2710.0,0.4669906
2711.0,2711.0,0.1948644
2712.0,2712.0,0.5172671
2713.0,2713.0,0.057865754
2714.0,2714.0,0.03359522
2715.0,2715.0,0.030435478
2716.0,2716.0,0.0843919
2717.0,2717.0,0.039989658
2718.0,2718.0,0.1695279
2719.0,2719.0,0.006957784
2720.0,2720.0,0.5083919
2721.0,2721.0,0.030615466
2722.0,2722.0,0.2749496
2723.0,2723.0,0.0026299711
2724.0,2724.0,0.12420321
2725.0,2725.0,0.034210037
2726.0,2726.0,0.044276606
2727.0,2727.0,0.007757499
2728.0,2728.0,0.06904426
2729.0,2729.0,0.07591799
2730.0,2730.0,0.14863078
2731.0,2731.0,0.013783314
2732.0,2732.0,0.03610641
2733.0,2733.0,0.15736715
2734.0,2734.0,0.076971285
2735.0,2735.0,0.76077986
2736.0,2736.0,0.04981656
2737.0,2737.0,0.031533156
2738.0,2738.0,0.71701694
2739.0,2739.0,0.04489007
2740.0,2740.0,0.026937777
2741.0,2741.0,0.16054316
2742.0,2742.0,0.099691935
2743.0,2743.0,0.08320047
2744.0,2744.0,0.33732703
2745.0,2745.0,0.30777147
2746.0,2746.0,0.02858423
2747.0,2747.0,0.021600286
2748.0,2748.0,0.004381671
2749.0,2749.0,0.23551226
2750.0,2750.0,0.20476854
2751.0,2751.0,0.1485736
2752.0,2752.0,0.16575685
2753.0,2753.0,0.026467819
2754.0,2754.0,0.30310738
2755.0,2755.0,0.57702345
2756.0,2756.0,0.0076263417
2757.0,2757.0,0.06437702
2758.0,2758.0,0.13198589
2759.0,2759.0,0.02062917
2760.0,2760.0,0.090140566
2761.0,2761.0,0.2672487
2762.0,2762.0,0.02007597
2763.0,2763.0,0.01970216
2764.0,2764.0,0.005768914
2765.0,2765.0,0.38774952
2766.0,2766.0,0.1028905
2767.0,2767.0,0.009758561
2768.0,2768.0,0.10425036
2769.0,2769.0,0.016571991
2770.0,2770.0,0.07873305
2771.0,2771.0,0.016539339
2772.0,2772.0,0.5774764
2773.0,2773.0,0.51625156
2774.0,2774.0,0.018947892
2775.0,2775.0,0.033176146
2776.0,2776.0,0.1140184
2777.0,2777.0,0.5548401
2778.0,2778.0,0.17413393
2779.0,2779.0,0.015812468
2780.0,2780.0,0.023042133
2781.0,2781.0,0.006243406
2782.0,2782.0,0.20878324
2783.0,2783.0,0.026309721
2784.0,2784.0,0.09440022
2785.0,2785.0,0.21578829
2786.0,2786.0,0.41864088
2787.0,2787.0,0.011458067
2788.0,2788.0,0.30216318
2789.0,2789.0,0.009710268
2790.0,2790.0,0.24601603
2791.0,2791.0,0.044973463
2792.0,2792.0,0.020488434
2793.0,2793.0,0.09983221
2794.0,2794.0,0.0054435087
2795.0,2795.0,0.01477516
2796.0,2796.0,0.06896106
2797.0,2797.0,0.08964263
2798.0,2798.0,0.049422376
2799.0,2799.0,0.04720082
2800.0,2800.0,0.027059637
2801.0,2801.0,0.07851816
2802.0,2802.0,0.031139083
2803.0,2803.0,0.08978291
2804.0,2804.0,0.23637846
2805.0,2805.0,0.104668595
2806.0,2806.0,0.06284399
2807.0,2807.0,0.053174812
2808.0,2808.0,0.039802354
2809.0,2809.0,0.043486822
2810.0,2810.0,0.0656637
2811.0,2811.0,0.19562393
2812.0,2812.0,0.35565257
2813.0,2813.0,0.11234144
2814.0,2814.0,0.027018799
2815.0,2815.0,0.10467087
2816.0,2816.0,0.00788198
2817.0,2817.0,0.31403404
2818.0,2818.0,0.008848755
2819.0,2819.0,0.10177721
2820.0,2820.0,0.46195126
2821.0,2821.0,0.23090109
2822.0,2822.0,0.3708658
2823.0,2823.0,0.017670164
2824.0,2824.0,0.017106213
2825.0,2825.0,0.0959797
2826.0,2826.0,0.019036876
2827.0,2827.0,0.0033331339
2828.0,2828.0,0.17320341
2829.0,2829.0,0.07912204
2830.0,2830.0,0.03562412
2831.0,2831.0,0.0668156
2832.0,2832.0,0.31699243
2833.0,2833.0,0.19745444
2834.0,2834.0,0.06010262
2835.0,2835.0,0.008059527
2836.0,2836.0,0.029361023
2837.0,2837.0,0.14634039
2838.0,2838.0,0.48808458
2839.0,2839.0,0.17772116
2840.0,2840.0,0.36038995
2841.0,2841.0,0.044049673
2842.0,2842.0,0.01123444
2843.0,2843.0,0.054464556
2844.0,2844.0,0.021277128
2845.0,2845.0,0.026238576
2846.0,2846.0,0.11677694
2847.0,2847.0,0.4738722
2848.0,2848.0,0.025610879
2849.0,2849.0,0.010007927
2850.0,2850.0,0.01860155
2851.0,2851.0,0.031533718
2852.0,2852.0,0.21713492
2853.0,2853.0,0.08406886
2854.0,2854.0,0.0150050465
2855.0,2855.0,0.042426355
2856.0,2856.0,0.043079752
2857.0,2857.0,0.04119456
2858.0,2858.0,0.05214592
2859.0,2859.0,0.27830666
2860.0,2860.0,0.032897692
2861.0,2861.0,0.019966848
2862.0,2862.0,0.45874402
2863.0,2863.0,0.01091179
2864.0,2864.0,0.06243867
2865.0,2865.0,0.11581954
2866.0,2866.0,0.16021934
2867.0,2867.0,0.3504425
2868.0,2868.0,0.019796867
2869.0,2869.0,0.19935028
2870.0,2870.0,0.15300891
2871.0,2871.0,0.023935396
2872.0,2872.0,0.05960007
2873.0,2873.0,0.16305368
2874.0,2874.0,0.024559425
2875.0,2875.0,0.17788798
2876.0,2876.0,0.10686109
2877.0,2877.0,0.03880157
2878.0,2878.0,0.030537156
2879.0,2879.0,0.027406286
2880.0,2880.0,0.04684983
2881.0,2881.0,0.0043903836
2882.0,2882.0,0.017390894
2883.0,2883.0,0.6595066
2884.0,2884.0,0.10294789
2885.0,2885.0,0.035736468
2886.0,2886.0,0.057725195
2887.0,2887.0,0.14523385
2888.0,2888.0,0.066829786
2889.0,2889.0,0.043286934
2890.0,2890.0,0.031116696
2891.0,2891.0,0.016696215
2892.0,2892.0,0.019451851
2893.0,2893.0,0.024654536
2894.0,2894.0,0.00846403
2895.0,2895.0,0.075217366
2896.0,2896.0,0.22989418
2897.0,2897.0,0.0067926506
2898.0,2898.0,0.24117002
2899.0,2899.0,0.27075908
2900.0,2900.0,0.09857757
2901.0,2901.0,0.0037774488
2902.0,2902.0,0.0028916905
2903.0,2903.0,0.02983188
2904.0,2904.0,0.026093276
2905.0,2905.0,0.07860584
2906.0,2906.0,0.032251112
2907.0,2907.0,0.6861581
2908.0,2908.0,0.5581073
2909.0,2909.0,0.03399767
2910.0,2910.0,0.094113104
2911.0,2911.0,0.09189455
2912.0,2912.0,0.0061436165
2913.0,2913.0,0.056249525
2914.0,2914.0,0.073676094
2915.0,2915.0,0.316996
2916.0,2916.0,0.07134551
2917.0,2917.0,0.5771812
2918.0,2918.0,0.08042569
2919.0,2919.0,0.08832039
2920.0,2920.0,0.032188483
2921.0,2921.0,0.043920293
2922.0,2922.0,0.14760631
2923.0,2923.0,0.011479084
2924.0,2924.0,0.01501395
2925.0,2925.0,0.11177194
2926.0,2926.0,0.029522603
2927.0,2927.0,0.023457535
2928.0,2928.0,0.015613423
2929.0,2929.0,0.36545733
2930.0,2930.0,0.2089601
2931.0,2931.0,0.016662378
2932.0,2932.0,0.017967436
2933.0,2933.0,0.031713758
2934.0,2934.0,0.1473657
2935.0,2935.0,0.50544894
2936.0,2936.0,0.0045862445
2937.0,2937.0,0.050127376
2938.0,2938.0,0.5629441
2939.0,2939.0,0.05211123
2940.0,2940.0,0.717556
2941.0,2941.0,0.065944746
2942.0,2942.0,0.0323445
2943.0,2943.0,0.31534725
2944.0,2944.0,0.023386464
2945.0,2945.0,0.04158373
2946.0,2946.0,0.5780159
2947.0,2947.0,0.08361845
2948.0,2948.0,0.57806736
2949.0,2949.0,0.69040614
2950.0,2950.0,0.10325522
2951.0,2951.0,0.017114833
2952.0,2952.0,0.011685371
2953.0,2953.0,0.06876836
2954.0,2954.0,0.009686077
2955.0,2955.0,0.06441225
2956.0,2956.0,0.004098078
2957.0,2957.0,0.031773746
2958.0,2958.0,0.053406686
2959.0,2959.0,0.09556242
2960.0,2960.0,0.33315456
2961.0,2961.0,0.012731721
2962.0,2962.0,0.27239168
2963.0,2963.0,0.22553991
2964.0,2964.0,0.029740566
2965.0,2965.0,0.06014055
2966.0,2966.0,0.018079167
2967.0,2967.0,0.1901335
2968.0,2968.0,0.022947751
2969.0,2969.0,0.030094197
2970.0,2970.0,0.15212387
2971.0,2971.0,0.051348135
2972.0,2972.0,0.010166957
2973.0,2973.0,0.018414855
2974.0,2974.0,0.001938207
2975.0,2975.0,0.011382052
2976.0,2976.0,0.4345715
2977.0,2977.0,0.005392811
2978.0,2978.0,0.0098896725
2979.0,2979.0,0.021558098
2980.0,2980.0,0.02671299
2981.0,2981.0,0.07943388
2982.0,2982.0,0.05256987
2983.0,2983.0,0.014266499
2984.0,2984.0,0.014857652
2985.0,2985.0,0.030922085
2986.0,2986.0,0.01634026
2987.0,2987.0,0.03637204
2988.0,2988.0,0.098439135
2989.0,2989.0,0.018055791
2990.0,2990.0,0.031608347
2991.0,2991.0,0.0035849228
2992.0,2992.0,0.0020851742
2993.0,2993.0,0.026833283
2994.0,2994.0,0.22581214
2995.0,2995.0,0.053981725
2996.0,2996.0,0.024144802
2997.0,2997.0,0.007312257
2998.0,2998.0,0.04474415
2999.0,2999.0,0.008600929
3000.0,3000.0,0.018690603
3001.0,3001.0,0.2033963
3002.0,3002.0,0.3480131
3003.0,3003.0,0.050175708
3004.0,3004.0,0.029345106
3005.0,3005.0,0.0072042816
3006.0,3006.0,0.036527358
3007.0,3007.0,0.057821177
3008.0,3008.0,0.016535694
3009.0,3009.0,0.4022883
3010.0,3010.0,0.036649227
3011.0,3011.0,0.038695987
3012.0,3012.0,0.06274397
3013.0,3013.0,0.007982732
3014.0,3014.0,0.0063073826
3015.0,3015.0,0.34307668
3016.0,3016.0,0.028118199
3017.0,3017.0,0.0054469127
3018.0,3018.0,0.56910264
3019.0,3019.0,0.20031916
3020.0,3020.0,0.12063282
3021.0,3021.0,0.043273915
3022.0,3022.0,0.044613197
3023.0,3023.0,0.03443387
3024.0,3024.0,0.016038142
3025.0,3025.0,0.01330052
3026.0,3026.0,0.371772
3027.0,3027.0,0.020094676
3028.0,3028.0,0.02357999
3029.0,3029.0,0.016602926
3030.0,3030.0,0.254637
3031.0,3031.0,0.022337146
3032.0,3032.0,0.0065757963
3033.0,3033.0,0.1596671
3034.0,3034.0,0.27365407
3035.0,3035.0,0.01720693
3036.0,3036.0,0.03668108
3037.0,3037.0,0.04819197
3038.0,3038.0,0.019577267
3039.0,3039.0,0.01284598
3040.0,3040.0,0.005182134
3041.0,3041.0,0.100020915
3042.0,3042.0,0.0720993
3043.0,3043.0,0.56502795
3044.0,3044.0,0.019393662
3045.0,3045.0,0.31877583
3046.0,3046.0,0.02371866
3047.0,3047.0,0.0511926
3048.0,3048.0,0.035103444
3049.0,3049.0,0.33980948
3050.0,3050.0,0.060172863
3051.0,3051.0,0.025526574
3052.0,3052.0,0.017627802
3053.0,3053.0,0.01133188
3054.0,3054.0,0.009506177
3055.0,3055.0,0.61858845
3056.0,3056.0,0.1771759
3057.0,3057.0,0.05187571
3058.0,3058.0,0.64533055
3059.0,3059.0,0.02636425
3060.0,3060.0,0.31192216
3061.0,3061.0,0.23350815
3062.0,3062.0,0.02107694
3063.0,3063.0,0.06386034
3064.0,3064.0,0.006544621
3065.0,3065.0,0.009942718
3066.0,3066.0,0.012516215
3067.0,3067.0,0.012200114
3068.0,3068.0,0.012941379
3069.0,3069.0,0.16930462
3070.0,3070.0,0.013399953
3071.0,3071.0,0.4834612
3072.0,3072.0,0.049569707
3073.0,3073.0,0.03237169
3074.0,3074.0,0.039380524
3075.0,3075.0,0.059070513
3076.0,3076.0,0.1192494
3077.0,3077.0,0.07525006
3078.0,3078.0,0.076210104
3079.0,3079.0,0.04758565
3080.0,3080.0,0.038558025
3081.0,3081.0,0.045444712
3082.0,3082.0,0.02196246
3083.0,3083.0,0.33915755
3084.0,3084.0,0.2750943
3085.0,3085.0,0.2406051
3086.0,3086.0,0.03320568
3087.0,3087.0,0.18097335
3088.0,3088.0,0.05061017
3089.0,3089.0,0.092414185
3090.0,3090.0,0.051455036
3091.0,3091.0,0.037714235
3092.0,3092.0,0.009020013
3093.0,3093.0,0.101425506
3094.0,3094.0,0.023342917
3095.0,3095.0,0.31340733
3096.0,3096.0,0.019788317
3097.0,3097.0,0.021334307
3098.0,3098.0,0.0134080425
3099.0,3099.0,0.024799371
3100.0,3100.0,0.0118508255
3101.0,3101.0,0.66496706
3102.0,3102.0,0.08318192
3103.0,3103.0,0.0774969
3104.0,3104.0,0.012638926
3105.0,3105.0,0.17184004
3106.0,3106.0,0.37157604
3107.0,3107.0,0.027660456
3108.0,3108.0,0.28328905
3109.0,3109.0,0.15799358
3110.0,3110.0,0.23661037
3111.0,3111.0,0.030490033
3112.0,3112.0,0.07788667
3113.0,3113.0,0.08702586
3114.0,3114.0,0.2114724
3115.0,3115.0,0.041693047
3116.0,3116.0,0.15266582
3117.0,3117.0,0.026603675
3118.0,3118.0,0.106462985
3119.0,3119.0,0.0021498124
3120.0,3120.0,0.0045332573
3121.0,3121.0,0.1993008
3122.0,3122.0,0.0077734636
3123.0,3123.0,0.66645515
3124.0,3124.0,0.101933
3125.0,3125.0,0.07468692
3126.0,3126.0,0.37356648
3127.0,3127.0,0.018229825
3128.0,3128.0,0.012600204
3129.0,3129.0,0.011563195
3130.0,3130.0,0.019866234
3131.0,3131.0,0.020315874
3132.0,3132.0,0.056815866
3133.0,3133.0,0.28657857
3134.0,3134.0,0.5268787
3135.0,3135.0,0.0066060685
3136.0,3136.0,0.32496744
3137.0,3137.0,0.017772337
3138.0,3138.0,0.036079466
3139.0,3139.0,0.15316968
3140.0,3140.0,0.03391701
3141.0,3141.0,0.0017879443
3142.0,3142.0,0.019028272
3143.0,3143.0,0.022699883
3144.0,3144.0,0.50580406
3145.0,3145.0,0.041902892
3146.0,3146.0,0.011413475
3147.0,3147.0,0.0069424794
3148.0,3148.0,0.023331188
3149.0,3149.0,0.25856215
3150.0,3150.0,0.55183274
3151.0,3151.0,0.012941871
3152.0,3152.0,0.01586831
3153.0,3153.0,0.011914467
3154.0,3154.0,0.12959036
3155.0,3155.0,0.108334415
3156.0,3156.0,0.026449326
3157.0,3157.0,0.01416123
3158.0,3158.0,0.16742711
3159.0,3159.0,0.08890739
3160.0,3160.0,0.04560297
3161.0,3161.0,0.20693472
3162.0,3162.0,0.015094676
3163.0,3163.0,0.010264278
3164.0,3164.0,0.014532284
3165.0,3165.0,0.09039668
3166.0,3166.0,0.0027544072
3167.0,3167.0,0.005252798
3168.0,3168.0,0.054243818
3169.0,3169.0,0.012169369
3170.0,3170.0,0.0152523825
3171.0,3171.0,0.27668685
3172.0,3172.0,0.007457361
3173.0,3173.0,0.056855097
3174.0,3174.0,0.07695316
3175.0,3175.0,0.019803597
3176.0,3176.0,0.062261205
3177.0,3177.0,0.03086132
3178.0,3178.0,0.45644194
3179.0,3179.0,0.017899362
3180.0,3180.0,0.08826583
3181.0,3181.0,0.017995466
3182.0,3182.0,0.059814744
3183.0,3183.0,0.055860683
3184.0,3184.0,0.024601353
3185.0,3185.0,0.46677482
3186.0,3186.0,0.050631844
3187.0,3187.0,0.009017766
3188.0,3188.0,0.052065406
3189.0,3189.0,0.029041069
3190.0,3190.0,0.041233245
3191.0,3191.0,0.046849776
3192.0,3192.0,0.088569716
3193.0,3193.0,0.19816802
3194.0,3194.0,0.36857763
3195.0,3195.0,0.001942354
3196.0,3196.0,0.0135637345
3197.0,3197.0,0.21394138
3198.0,3198.0,0.25633064
3199.0,3199.0,0.11513937
3200.0,3200.0,0.03830637
3201.0,3201.0,0.04051669
3202.0,3202.0,0.017879413
3203.0,3203.0,0.017182885
3204.0,3204.0,0.028104106
3205.0,3205.0,0.028800083
3206.0,3206.0,0.22455482
3207.0,3207.0,0.009356535
3208.0,3208.0,0.076959096
3209.0,3209.0,0.009229037
3210.0,3210.0,0.09953606
3211.0,3211.0,0.18321894
3212.0,3212.0,0.3633199
3213.0,3213.0,0.24074419
3214.0,3214.0,0.049949706
3215.0,3215.0,0.0048042517
3216.0,3216.0,0.02495958
3217.0,3217.0,0.008782866
3218.0,3218.0,0.04090723
3219.0,3219.0,0.11377361
3220.0,3220.0,0.009930545
3221.0,3221.0,0.5716382
3222.0,3222.0,0.012525234
3223.0,3223.0,0.13138475
3224.0,3224.0,0.14787176
3225.0,3225.0,0.085174665
3226.0,3226.0,0.2267473
3227.0,3227.0,0.10442421
3228.0,3228.0,0.28825495
3229.0,3229.0,0.42357454
3230.0,3230.0,0.12295544
3231.0,3231.0,0.0038524352
3232.0,3232.0,0.25027776
3233.0,3233.0,0.003323131
3234.0,3234.0,0.028758802
3235.0,3235.0,0.10945535
3236.0,3236.0,0.018105932
3237.0,3237.0,0.101381905
3238.0,3238.0,0.0388406
3239.0,3239.0,0.12839948
3240.0,3240.0,0.1057862
3241.0,3241.0,0.001662073
3242.0,3242.0,0.016052403
3243.0,3243.0,0.048164744
3244.0,3244.0,0.38939396
3245.0,3245.0,0.043992605
3246.0,3246.0,0.55193293
3247.0,3247.0,0.11251037
3248.0,3248.0,0.11946492
3249.0,3249.0,0.02013608
3250.0,3250.0,0.3373044
3251.0,3251.0,0.002073392
3252.0,3252.0,0.15206927
3253.0,3253.0,0.0137774125
3254.0,3254.0,0.23344496
3255.0,3255.0,0.08716309
3256.0,3256.0,0.019640476
