x,y,species min
475.0,475.0,0.03831012
476.0,476.0,0.033151984
477.0,477.0,0.025095506
478.0,478.0,0.05345989
479.0,479.0,0.044739716
480.0,480.0,0.11709891
481.0,481.0,0.0070333583
482.0,482.0,0.041281886
483.0,483.0,0.25437126
484.0,484.0,0.017922439
485.0,485.0,0.052330382
486.0,486.0,0.006341501
487.0,487.0,0.02492731
488.0,488.0,0.003656344
489.0,489.0,0.006738997
490.0,490.0,0.045698594
491.0,491.0,0.042561702
492.0,492.0,0.023352021
493.0,493.0,0.018440513
494.0,494.0,0.08163868
495.0,495.0,0.03815978
496.0,496.0,0.029639589
497.0,497.0,0.014341455
498.0,498.0,0.0759402
499.0,499.0,0.004527938
500.0,500.0,0.01741643
501.0,501.0,0.3543758
502.0,502.0,0.011063556
503.0,503.0,0.013602269
504.0,504.0,0.062880546
505.0,505.0,0.31046644
506.0,506.0,0.007778718
507.0,507.0,0.57823485
508.0,508.0,0.025670255
509.0,509.0,0.034192722
510.0,510.0,0.13700584
511.0,511.0,0.02576898
512.0,512.0,0.04299787
513.0,513.0,0.0759378
514.0,514.0,0.038129896
515.0,515.0,0.040187106
516.0,516.0,0.025603041
517.0,517.0,0.018918257
518.0,518.0,0.1456179
519.0,519.0,0.21970712
520.0,520.0,0.4923297
521.0,521.0,0.06632349
522.0,522.0,0.05744989
523.0,523.0,0.013816152
524.0,524.0,0.16404481
525.0,525.0,0.011010488
526.0,526.0,0.03130741
527.0,527.0,0.06907353
528.0,528.0,0.5967065
529.0,529.0,0.005777083
530.0,530.0,0.024362829
531.0,531.0,0.012537953
532.0,532.0,0.5312147
533.0,533.0,0.0046872585
534.0,534.0,0.03991151
535.0,535.0,0.040858604
536.0,536.0,0.005616238
537.0,537.0,0.06988907
538.0,538.0,0.019799065
539.0,539.0,0.093113616
540.0,540.0,0.088296846
541.0,541.0,0.03283193
542.0,542.0,0.020950899
543.0,543.0,0.35618538
544.0,544.0,0.057903267
545.0,545.0,0.14313948
546.0,546.0,0.3483589
547.0,547.0,0.1519157
548.0,548.0,0.018450873
549.0,549.0,0.13364573
550.0,550.0,0.52144015
551.0,551.0,0.0631162
552.0,552.0,0.075025834
553.0,553.0,0.026825588
554.0,554.0,0.18034478
555.0,555.0,0.10931282
556.0,556.0,0.17151241
557.0,557.0,0.047401562
558.0,558.0,0.23428707
559.0,559.0,0.041783184
560.0,560.0,0.14681593
561.0,561.0,0.07123578
562.0,562.0,0.15195437
563.0,563.0,0.031058874
564.0,564.0,0.07076187
565.0,565.0,0.051174264
566.0,566.0,0.24626125
567.0,567.0,0.051941365
568.0,568.0,0.12850536
569.0,569.0,0.005004863
570.0,570.0,0.03501308
571.0,571.0,0.043924
572.0,572.0,0.49783352
573.0,573.0,0.023116525
574.0,574.0,0.28258103
575.0,575.0,0.026075587
576.0,576.0,0.029324308
577.0,577.0,0.062209383
578.0,578.0,0.04760582
579.0,579.0,0.076458305
580.0,580.0,0.0033680173
581.0,581.0,0.03213207
582.0,582.0,0.26215777
583.0,583.0,0.3974112
584.0,584.0,0.05609953
585.0,585.0,0.024372898
586.0,586.0,0.08954522
587.0,587.0,0.011794652
588.0,588.0,0.03494389
589.0,589.0,0.0075247157
590.0,590.0,0.006271291
591.0,591.0,0.04849851
592.0,592.0,0.25468457
593.0,593.0,0.015313634
594.0,594.0,0.61567974
595.0,595.0,0.0053316113
596.0,596.0,0.019015295
597.0,597.0,0.024960173
598.0,598.0,0.05645185
599.0,599.0,0.055671815
600.0,600.0,0.019610155
601.0,601.0,0.42868933
602.0,602.0,0.07062382
603.0,603.0,0.044309374
604.0,604.0,0.27296704
605.0,605.0,0.4195304
606.0,606.0,0.011317266
607.0,607.0,0.3610375
608.0,608.0,0.06256522
609.0,609.0,0.018344294
610.0,610.0,0.038623374
611.0,611.0,0.4369064
612.0,612.0,0.02641867
613.0,613.0,0.12310485
614.0,614.0,0.14479876
615.0,615.0,0.07231617
616.0,616.0,0.19426732
617.0,617.0,0.1162877
618.0,618.0,0.027177846
619.0,619.0,0.0145492125
620.0,620.0,0.049247228
621.0,621.0,0.0075175096
622.0,622.0,0.065365404
623.0,623.0,0.12074864
624.0,624.0,0.02986183
625.0,625.0,0.36211208
626.0,626.0,0.014825925
627.0,627.0,0.009172399
628.0,628.0,0.006072052
629.0,629.0,0.072585665
630.0,630.0,0.012892932
631.0,631.0,0.13497588
632.0,632.0,0.06756722
633.0,633.0,0.071107805
634.0,634.0,0.02604119
635.0,635.0,0.41415155
636.0,636.0,0.009969525
637.0,637.0,0.015291375
638.0,638.0,0.06419359
639.0,639.0,0.29078725
640.0,640.0,0.008921522
641.0,641.0,0.021378485
642.0,642.0,0.44255838
643.0,643.0,0.37027186
644.0,644.0,0.07499007
645.0,645.0,0.013861787
646.0,646.0,0.06180635
647.0,647.0,0.63871735
648.0,648.0,0.053368922
649.0,649.0,0.038251158
650.0,650.0,0.63820004
651.0,651.0,0.06655117
652.0,652.0,0.047426324
653.0,653.0,0.02191792
654.0,654.0,0.63780934
655.0,655.0,0.19174531
656.0,656.0,0.04766836
657.0,657.0,0.1806441
658.0,658.0,0.03537306
659.0,659.0,0.11189963
660.0,660.0,0.010729886
661.0,661.0,0.027296852
662.0,662.0,0.52881974
663.0,663.0,0.031670768
664.0,664.0,0.019759478
665.0,665.0,0.38624606
666.0,666.0,0.08702324
667.0,667.0,0.016031679
668.0,668.0,0.6169521
669.0,669.0,0.34783643
670.0,670.0,0.310319
671.0,671.0,0.017366113
672.0,672.0,0.473053
673.0,673.0,0.05739827
674.0,674.0,0.033663243
675.0,675.0,0.0040376633
676.0,676.0,0.041344013
677.0,677.0,0.061995268
678.0,678.0,0.012637175
679.0,679.0,0.015536879
680.0,680.0,0.03648959
681.0,681.0,0.087761454
682.0,682.0,0.02701311
683.0,683.0,0.6139615
684.0,684.0,0.08404155
685.0,685.0,0.012094279
686.0,686.0,0.03554047
687.0,687.0,0.6054913
688.0,688.0,0.043834712
689.0,689.0,0.071287416
690.0,690.0,0.20539165
691.0,691.0,0.004229783
692.0,692.0,0.13717543
693.0,693.0,0.017936707
694.0,694.0,0.097922266
695.0,695.0,0.63347554
696.0,696.0,0.24832107
697.0,697.0,0.015378636
698.0,698.0,0.094523
699.0,699.0,0.03567428
700.0,700.0,0.41992724
701.0,701.0,0.06262826
702.0,702.0,0.016950032
703.0,703.0,0.17482795
704.0,704.0,0.12244447
705.0,705.0,0.23138317
706.0,706.0,0.005637909
707.0,707.0,0.033440698
708.0,708.0,0.03590083
709.0,709.0,0.2120517
710.0,710.0,0.07698477
711.0,711.0,0.06721773
712.0,712.0,0.0053646415
713.0,713.0,0.017730575
714.0,714.0,0.052545194
715.0,715.0,0.0068136025
716.0,716.0,0.010974583
717.0,717.0,0.50557166
718.0,718.0,0.051956624
719.0,719.0,0.12635818
720.0,720.0,0.026445588
721.0,721.0,0.009928149
722.0,722.0,0.042866793
723.0,723.0,0.011584432
724.0,724.0,0.08771661
725.0,725.0,0.028314088
726.0,726.0,0.07871708
727.0,727.0,0.5337788
728.0,728.0,0.24949199
729.0,729.0,0.0110113295
730.0,730.0,0.025139047
731.0,731.0,0.3590271
732.0,732.0,0.12437789
733.0,733.0,0.033817653
734.0,734.0,0.054139897
735.0,735.0,0.065444715
736.0,736.0,0.04072589
737.0,737.0,0.3865964
738.0,738.0,0.0055351113
739.0,739.0,0.07088374
740.0,740.0,0.50934225
741.0,741.0,0.15532611
742.0,742.0,0.15223102
743.0,743.0,0.0061342614
744.0,744.0,0.021451479
745.0,745.0,0.095942765
746.0,746.0,0.01922227
747.0,747.0,0.0286097
748.0,748.0,0.39852053
749.0,749.0,0.009052078
750.0,750.0,0.01775548
751.0,751.0,0.06334457
752.0,752.0,0.013740785
753.0,753.0,0.27835938
754.0,754.0,0.018705053
755.0,755.0,0.37122664
756.0,756.0,0.012284398
757.0,757.0,0.15190421
758.0,758.0,0.071401775
759.0,759.0,0.56617665
760.0,760.0,0.05282105
761.0,761.0,0.055972014
762.0,762.0,0.5068561
763.0,763.0,0.19701101
764.0,764.0,0.0031059717
765.0,765.0,0.08665675
766.0,766.0,0.32310465
767.0,767.0,0.015145141
768.0,768.0,0.046707958
769.0,769.0,0.14428201
770.0,770.0,0.025856063
771.0,771.0,0.016806701
772.0,772.0,0.11772776
773.0,773.0,0.06686039
774.0,774.0,0.029150918
775.0,775.0,0.023712283
776.0,776.0,0.14093697
777.0,777.0,0.017485572
778.0,778.0,0.010005617
779.0,779.0,0.016719246
780.0,780.0,0.039802253
781.0,781.0,0.067336164
782.0,782.0,0.15931919
783.0,783.0,0.03835676
784.0,784.0,0.024352342
785.0,785.0,0.02005803
786.0,786.0,0.06732103
787.0,787.0,0.04264722
788.0,788.0,0.023445461
789.0,789.0,0.08515496
790.0,790.0,0.029961241
791.0,791.0,0.060560793
792.0,792.0,0.10434846
793.0,793.0,0.20966886
794.0,794.0,0.5107056
795.0,795.0,0.008324685
796.0,796.0,0.00596947
797.0,797.0,0.021811347
798.0,798.0,0.008971782
799.0,799.0,0.010804387
800.0,800.0,0.045620836
801.0,801.0,0.016335456
802.0,802.0,0.0072235563
803.0,803.0,0.023898626
804.0,804.0,0.035424527
805.0,805.0,0.049563415
806.0,806.0,0.04912441
807.0,807.0,0.35676795
808.0,808.0,0.64573544
809.0,809.0,0.031114828
810.0,810.0,0.10705595
811.0,811.0,0.5553324
812.0,812.0,0.47136664
813.0,813.0,0.12706895
814.0,814.0,0.04069426
815.0,815.0,0.008694566
816.0,816.0,0.4953526
817.0,817.0,0.04197301
818.0,818.0,0.013414343
819.0,819.0,0.12427968
820.0,820.0,0.018433498
821.0,821.0,0.024229473
822.0,822.0,0.110080965
823.0,823.0,0.15683894
824.0,824.0,0.012002606
825.0,825.0,0.033518165
826.0,826.0,0.048912343
827.0,827.0,0.08813324
828.0,828.0,0.03283367
829.0,829.0,0.022294667
830.0,830.0,0.3414058
831.0,831.0,0.13258325
832.0,832.0,0.011519549
833.0,833.0,0.06926719
834.0,834.0,0.06926322
835.0,835.0,0.06625462
836.0,836.0,0.023612656
837.0,837.0,0.1606227
838.0,838.0,0.14031109
839.0,839.0,0.015015278
840.0,840.0,0.0027419098
841.0,841.0,0.11949651
842.0,842.0,0.30273932
843.0,843.0,0.009538364
844.0,844.0,0.13910688
845.0,845.0,0.029359309
846.0,846.0,0.015593551
847.0,847.0,0.0136126205
848.0,848.0,0.17596354
849.0,849.0,0.039757572
850.0,850.0,0.058289785
851.0,851.0,0.2931486
852.0,852.0,0.03300411
853.0,853.0,0.1791899
854.0,854.0,0.0135626495
855.0,855.0,0.015180656
856.0,856.0,0.13872838
857.0,857.0,0.014024122
858.0,858.0,0.073706225
859.0,859.0,0.027177282
860.0,860.0,0.045341156
861.0,861.0,0.55317163
862.0,862.0,0.3238167
863.0,863.0,0.10352701
864.0,864.0,0.09067481
865.0,865.0,0.122504234
866.0,866.0,0.015498414
867.0,867.0,0.014093329
868.0,868.0,0.027958611
869.0,869.0,0.045200802
870.0,870.0,0.04265323
871.0,871.0,0.064672194
872.0,872.0,0.010337662
873.0,873.0,0.1921844
874.0,874.0,0.009409981
875.0,875.0,0.053338904
876.0,876.0,0.01067598
877.0,877.0,0.005408337
878.0,878.0,0.014843523
879.0,879.0,0.03494602
880.0,880.0,0.03940506
881.0,881.0,0.17037979
882.0,882.0,0.034719627
883.0,883.0,0.017718745
884.0,884.0,0.02429423
885.0,885.0,0.4348453
886.0,886.0,0.013581678
887.0,887.0,0.043664526
888.0,888.0,0.04662306
889.0,889.0,0.07745943
890.0,890.0,0.009397991
891.0,891.0,0.0119736055
892.0,892.0,0.010041776
893.0,893.0,0.15648904
894.0,894.0,0.0028171497
895.0,895.0,0.012793726
896.0,896.0,0.016237557
897.0,897.0,0.07651158
898.0,898.0,0.018995944
899.0,899.0,0.19289155
900.0,900.0,0.02462644
901.0,901.0,0.21736053
902.0,902.0,0.009188668
903.0,903.0,0.48597798
904.0,904.0,0.034151882
905.0,905.0,0.029466856
906.0,906.0,0.018623196
907.0,907.0,0.020826282
908.0,908.0,0.033419803
909.0,909.0,0.05548925
910.0,910.0,0.030189779
911.0,911.0,0.019837761
912.0,912.0,0.31365973
913.0,913.0,0.033633515
914.0,914.0,0.06415107
915.0,915.0,0.16807172
916.0,916.0,0.08279055
917.0,917.0,0.006215907
918.0,918.0,0.039442975
919.0,919.0,0.69248277
920.0,920.0,0.08371642
921.0,921.0,0.30842194
922.0,922.0,0.015494486
923.0,923.0,0.06893466
924.0,924.0,0.049349025
925.0,925.0,6.921328E-4
926.0,926.0,0.26869106
927.0,927.0,0.16623667
928.0,928.0,0.0056785205
929.0,929.0,0.34675482
930.0,930.0,0.087628
931.0,931.0,0.01372385
932.0,932.0,0.04112099
933.0,933.0,0.26930958
934.0,934.0,0.027031265
935.0,935.0,0.027253814
936.0,936.0,0.21587487
937.0,937.0,0.031235864
938.0,938.0,0.12350258
939.0,939.0,0.020792754
940.0,940.0,0.34828934
941.0,941.0,0.49653804
942.0,942.0,0.19119073
943.0,943.0,0.032537106
944.0,944.0,0.012619169
945.0,945.0,0.012024877
946.0,946.0,0.010136309
947.0,947.0,0.009033975
948.0,948.0,0.023191445
949.0,949.0,0.0931848
950.0,950.0,0.31877488
951.0,951.0,0.031632505
952.0,952.0,0.01672591
953.0,953.0,0.003574294
954.0,954.0,0.52117646
955.0,955.0,0.13406165
956.0,956.0,0.22352459
957.0,957.0,0.011320175
958.0,958.0,0.030648649
959.0,959.0,0.23190938
960.0,960.0,0.04682853
961.0,961.0,0.055299986
962.0,962.0,0.0383152
963.0,963.0,0.15568662
964.0,964.0,0.58134586
965.0,965.0,0.31229433
966.0,966.0,0.06006157
967.0,967.0,0.0367399
968.0,968.0,0.13078935
969.0,969.0,0.023016175
970.0,970.0,0.22270185
971.0,971.0,0.4189964
972.0,972.0,0.0042283055
973.0,973.0,0.08359747
974.0,974.0,0.036184292
975.0,975.0,0.06644781
976.0,976.0,0.57872057
977.0,977.0,0.04575992
978.0,978.0,0.03943865
979.0,979.0,0.01692103
980.0,980.0,0.046570115
981.0,981.0,0.004330924
982.0,982.0,0.039797794
983.0,983.0,0.004126109
984.0,984.0,0.01619995
985.0,985.0,0.033189066
986.0,986.0,0.23148812
987.0,987.0,0.15483886
988.0,988.0,0.20619406
989.0,989.0,0.004470724
990.0,990.0,0.04396783
991.0,991.0,0.05910558
992.0,992.0,0.03609563
993.0,993.0,0.025386559
994.0,994.0,0.2412643
