Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
1.48048E-7,0.000014805,0.000624231,1,0,0
1.84774E-7,0.000033282,0.000778964,0.999911473,0,0
1.92944E-7,0.000052577,0.00081338,0.999822946,0,0
2.10684E-7,0.00011258,0.000888097,0.999557365,0,0
2.68767E-7,0.000250636,0.001132658,0.999026204,0,0
3.43116E-7,0.000502682,0.001445535,0.998317989,0,0
4.20603E-7,0.001008131,0.001771405,0.997167139,0,0
5.31293E-7,0.002549299,0.002236543,0.994334278,0,0
7.24948E-7,0.005023996,0.003049271,0.990881728,0,0
8.97572E-7,0.010029171,0.003772621,0.985481586,0,0
1.16323E-6,0.025078741,0.004883773,0.972645184,0.00154321,0
1.57832E-6,0.050003104,0.006614963,0.956444759,0.002314815,0
2.20753E-6,0.100004095,0.009227759,0.933073654,0.00308642,0.002314815
3.16552E-6,0.200158456,0.013179499,0.900318697,0.00462963,0.009259259
3.93266E-6,0.300151761,0.016321294,0.875354108,0.005401235,0.011574074
4.48314E-6,0.400218373,0.018563521,0.854284703,0.00617284,0.011574074
5.00644E-6,0.500368375,0.020685514,0.835605524,0.006944444,0.011574074
5.44947E-6,0.600284642,0.022474881,0.818696884,0.009259259,0.011574074
5.87982E-6,0.700086589,0.024206785,0.803116147,0.010030864,0.018518519
6.06735E-6,0.750317536,0.024959579,0.795679887,0.010802469,0.018518519
6.2861E-6,0.800345912,0.025836197,0.788509207,0.010802469,0.020833333
6.66076E-6,0.900005199,0.027333994,0.774876062,0.011574074,0.023148148
6.97465E-6,1.000210346,0.028585278,0.761862606,0.011574074,0.023148148
7.36692E-6,1.100707348,0.030144513,0.749468839,0.011574074,0.025462963
7.78532E-6,1.20064024,0.031802117,0.737783286,0.011574074,0.025462963
8.1425E-6,1.300232621,0.0332127,0.726717422,0.013117284,0.025462963
8.50485E-6,1.400831855,0.034639483,0.716005666,0.013888889,0.027777778
8.85438E-6,1.500713788,0.036011846,0.705825071,0.013888889,0.030092593
9.66069E-6,1.750310589,0.039162781,0.682011331,0.015432099,0.030092593
1.0464E-5,2.000910287,0.042281732,0.65996813,0.020061728,0.039351852
1.12588E-5,2.250466427,0.045347617,0.639606941,0.024691358,0.041666667
1.20176E-5,2.500718308,0.04825632,0.620573654,0.030864198,0.043981481
1.28293E-5,2.7504487,0.051348134,0.602779745,0.031635802,0.048611111
1.36309E-5,3.000601753,0.05438198,0.586048159,0.035493827,0.050925926
1.4536E-5,3.25082063,0.057784305,0.570290368,0.037037037,0.050925926
1.53589E-5,3.500775897,0.060856619,0.555506374,0.042438272,0.053240741
1.62291E-5,3.750150244,0.064083426,0.541519122,0.043209877,0.055555556
1.69101E-5,4.000190143,0.066593588,0.528151558,0.044753086,0.055555556
1.77547E-5,4.251518317,0.069687871,0.515315156,0.047839506,0.05787037
1.85477E-5,4.500301405,0.072574547,0.503186969,0.050154321,0.060185185
1.95644E-5,4.751678526,0.076249458,0.491501416,0.050925926,0.064814815
2.05073E-5,5.000064546,0.07963146,0.480524079,0.053240741,0.06712963
2.15036E-5,5.252003528,0.083178485,0.46990085,0.054012346,0.06712963
2.25213E-5,5.500937208,0.086773647,0.459897309,0.057098765,0.069444444
2.34918E-5,5.751660088,0.090175667,0.450247875,0.05941358,0.071759259
2.43358E-5,6.000087366,0.093113617,0.441041076,0.06095679,0.071759259
2.54336E-5,6.25110344,0.096907276,0.432099858,0.0625,0.076388889
2.66047E-5,6.500499091,0.100918902,0.423601275,0.064814815,0.078703704
2.77731E-5,6.750944081,0.104886081,0.415456799,0.06558642,0.081018519
2.90647E-5,7.001366009,0.109231085,0.407666431,0.070216049,0.085648148
3.04583E-5,7.251407132,0.113871986,0.40023017,0.070216049,0.087962963
3.16517E-5,7.50291695,0.117808087,0.39305949,0.074074074,0.087962963
3.3018E-5,7.752793832,0.122271809,0.386242918,0.074074074,0.090277778
3.4235E-5,8.001482786,0.126209681,0.379691926,0.075617284,0.090277778
3.57073E-5,8.253078007,0.130926816,0.373317989,0.076388889,0.092592593
3.68515E-5,8.503490946,0.134557805,0.367209632,0.078703704,0.094907407
3.8192E-5,8.751384865,0.138773066,0.361366856,0.081790123,0.094907407
3.92537E-5,9.00369514,0.142082903,0.355612606,0.082561728,0.094907407
4.07354E-5,9.251891447,0.146659442,0.350123938,0.084876543,0.101851852
4.24022E-5,9.500923967,0.15174983,0.344812323,0.085648148,0.101851852
4.39555E-5,9.750979033,0.156438935,0.339677762,0.086419753,0.104166667
4.51923E-5,10.000586052,0.160135953,0.334720255,0.087191358,0.106481481
4.68529E-5,10.253672779,0.165049036,0.329851275,0.088734568,0.108796296
4.83411E-5,10.501108842,0.169403528,0.325247875,0.092592593,0.113425926
4.96526E-5,10.750972574,0.173203416,0.320733003,0.093364198,0.115740741
5.14158E-5,11.003632723,0.178257474,0.316306657,0.093364198,0.115740741
5.31228E-5,11.254672182,0.183092168,0.312057365,0.094135802,0.115740741
5.46915E-5,11.50263577,0.187485111,0.307985127,0.095679012,0.118055556
5.64586E-5,11.752785219,0.192377477,0.304001416,0.097993827,0.118055556
5.85469E-5,12.005809149,0.198083536,0.300106232,0.098765432,0.12037037
5.99889E-5,12.254802422,0.201976952,0.296388102,0.100308642,0.122685185
6.14148E-5,12.503333319,0.205789807,0.292758499,0.103395062,0.122685185
6.28995E-5,12.751912158,0.209721333,0.289217422,0.105709877,0.127314815
6.43125E-5,13.000160193,0.213427153,0.285764873,0.107253086,0.12962963
6.56844E-5,13.253538068,0.21699214,0.282312323,0.108796296,0.12962963
6.74077E-5,13.500008524,0.221424536,0.279036827,0.111882716,0.12962963
6.90759E-5,13.752798395,0.225667766,0.275761331,0.113425926,0.131944444
7.11208E-5,14.005143988,0.230806375,0.272574363,0.114197531,0.136574074
7.30529E-5,14.250140772,0.235599205,0.269564448,0.114969136,0.138888889
7.47722E-5,14.501825791,0.239814293,0.266554533,0.117283951,0.143518519
7.64812E-5,14.751524593,0.24395847,0.263633144,0.11882716,0.148148148
7.88959E-5,15.007434936,0.249737143,0.260711756,0.12191358,0.148148148
8.00985E-5,15.254085399,0.252582454,0.257967422,0.12345679,0.148148148
8.15372E-5,15.504662658,0.255958079,0.255223088,0.125771605,0.152777778
8.32714E-5,15.752030714,0.259986555,0.25256728,0.12962963,0.159722222
8.46861E-5,16.003677102,0.263240656,0.249911473,0.130401235,0.159722222
8.61676E-5,16.251552845,0.266618069,0.247344193,0.13117284,0.159722222
8.7443E-5,16.503357875,0.269500958,0.244776912,0.133487654,0.162037037
8.99023E-5,16.752041406,0.274996196,0.242298159,0.133487654,0.166666667
9.13024E-5,17.005847264,0.278087758,0.239819405,0.134259259,0.171296296
9.26639E-5,17.251690802,0.281069209,0.237429178,0.136574074,0.171296296
9.51805E-5,17.507970201,0.286515354,0.235038952,0.137345679,0.178240741
9.71162E-5,17.757864049,0.290648756,0.232737252,0.141203704,0.178240741
9.89233E-5,18.002678472,0.294464423,0.230524079,0.142746914,0.180555556
1.00534E-4,18.251784318,0.297830853,0.228310907,0.145833333,0.18287037
1.023E-4,18.505171495,0.301486214,0.226097734,0.147376543,0.18287037
1.04227E-4,18.753626156,0.305429124,0.223973088,0.148148148,0.1875
1.06188E-4,19.006312053,0.309399061,0.221848442,0.149691358,0.1875
1.0792E-4,19.252483145,0.312866334,0.219812323,0.152006173,0.189814815
1.09913E-4,19.502887329,0.316812653,0.217776204,0.154320988,0.189814815
1.12071E-4,19.758378389,0.321035955,0.215740085,0.155092593,0.194444444
1.13786E-4,20.007405422,0.324356473,0.213792493,0.156635802,0.194444444
1.15494E-4,20.259724966,0.327630604,0.211844901,0.157407407,0.194444444
1.18216E-4,20.505291549,0.332782218,0.209985836,0.158950617,0.194444444
1.20619E-4,20.756564371,0.337264167,0.208126771,0.161265432,0.196759259
1.22867E-4,21.012121339,0.341404914,0.206267705,0.163580247,0.196759259
