X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,1.1702824732784455E-5,2.4601429641768684,0.047693147741419264
2.0,2.0,train,7.309556342999602E-5,14.700157851906008,0.23827463470244967
3.0,3.0,train,2.3311939347781316E-5,5.3501575965171915,0.09071266445344593
4.0,4.0,train,1.3235451042747644E-4,23.132467609793245,0.3615955239499231
5.0,5.0,train,3.554270851589143E-4,51.274383573504444,0.6033373467350197
8.0,8.0,train,5.9887085512257615E-6,0.8290514354407891,0.024988001022047835
9.0,9.0,train,8.75360550927021E-5,16.910727769123522,0.272519098530976
10.0,10.0,train,2.753457752603046E-4,40.575326924958986,0.5409326522890867
12.0,12.0,train,2.378753625510731E-4,36.764928615676105,0.5044541408265156
13.0,13.0,train,1.445871163990593E-4,25.00353395101049,0.38224088345897744
15.0,15.0,train,1.3048686036238281E-5,2.842437463387473,0.05288792541875687
16.0,16.0,train,1.683236935627648E-5,3.8705451865094234,0.06719320115378252
17.0,17.0,train,5.313627776568742E-4,77.88909260523761,0.69455787394321
18.0,18.0,train,2.678663287361861E-4,39.8197329913828,0.5340866123027517
19.0,19.0,train,5.898353472599099E-4,85.73084116622604,0.7162455107322883
20.0,20.0,train,1.77564823073718E-4,29.352813340616173,0.43177960645245933
21.0,21.0,train,3.76875479156137E-4,54.20501045044574,0.6172719547157155
22.0,22.0,train,2.1414537715451742E-4,33.93634062236755,0.4781951640718848
23.0,23.0,train,6.475107713917748E-4,91.28431027216979,0.7348178337592981
24.0,24.0,train,2.122804726238412E-4,33.65491878271676,0.4760130696708083
25.0,25.0,train,1.1503047613996025E-4,20.667947628068514,0.3298789249699014
27.0,27.0,train,2.2501074108705814E-4,35.462357864684336,0.4905557044433562
28.0,28.0,train,4.3780821406146965E-4,64.26326938570953,0.6520020533547706
29.0,29.0,train,6.053475712333726E-4,87.7723347446255,0.7214916925568333
31.0,31.0,train,3.254292343800096E-4,47.10498449070083,0.5820550284454472
32.0,32.0,train,2.3728211676878266E-5,5.443731055895226,0.09218316535114844
33.0,33.0,train,9.232676021900505E-5,17.649899210905673,0.2832096852743497
34.0,34.0,train,1.1100022429403377E-5,2.2672691230612614,0.04534791843337664
36.0,36.0,train,2.77131899938409E-5,6.382056027827172,0.10602325153963667
37.0,37.0,train,2.7916221167137174E-5,6.432235571056494,0.1067171027391136
38.0,38.0,train,2.0122854443680455E-4,32.20213641251174,0.46269731150286625
39.0,39.0,train,4.127235599008942E-6,0.35895692699507287,0.017355772340906395
40.0,40.0,train,5.384616668878385E-4,78.8051674428692,0.6973660565631622
41.0,41.0,train,3.6917609408615166E-4,53.182543796157304,0.6123838948312398
42.0,42.0,train,7.042993760913414E-5,14.222426676261973,0.23159773864771838
45.0,45.0,train,3.739366107725858E-6,0.28616395770342196,0.015750400832141576
46.0,46.0,train,2.8936919685412267E-4,42.29007863181747,0.5532407883019239
47.0,47.0,train,5.283240853952894E-4,77.49199779663749,0.69333983437577
50.0,50.0,train,6.712242051609989E-5,13.751045348308802,0.22314850904916578
51.0,51.0,train,4.524538531730073E-4,66.4349137992477,0.6594301841269798
52.0,52.0,train,1.7744375518779675E-6,0.04870144085559468,0.007536395570708015
55.0,55.0,train,1.216362227789216E-5,2.595958139006756,0.04947814498376757
56.0,56.0,train,4.5013171118047935E-4,66.13885785890842,0.6582736411321967
57.0,57.0,train,7.251790510318263E-6,1.1685948975530882,0.030099602726110324
59.0,59.0,train,1.5648417486463243E-5,3.5764548249923975,0.06276361382708456
60.0,60.0,train,1.220818772940368E-5,2.6086768515059204,0.049650423919312216
61.0,61.0,train,8.53824788202267E-6,1.5426355290526368,0.03525100244255316
63.0,63.0,train,3.619462291378055E-5,8.127949665623266,0.13411908994957
64.0,64.0,train,1.296773329417379E-5,2.820771714466588,0.05257706515747995
65.0,65.0,train,8.101926277753646E-6,1.404458770822603,0.033509970222996496
66.0,66.0,train,8.172067212891972E-6,1.4277482728563755,0.033790273846196324
67.0,67.0,train,5.118588042305164E-4,75.53612444820152,0.6865671728160276
68.0,68.0,train,2.8644751395599956E-4,41.93458178115621,0.5507312072680016
69.0,69.0,train,4.7124436790728624E-4,69.61731121028384,0.6685085064173919
70.0,70.0,train,5.454345652663339E-4,80.10213727328969,0.700074580168451
71.0,71.0,train,2.341861225687205E-4,36.41456470023126,0.5005465947004241
72.0,72.0,train,3.5683269417741137E-4,51.586006421486424,0.6042815392108397
73.0,73.0,train,6.457555727313063E-5,13.250663170813517,0.21651470166559103
74.0,74.0,train,6.593330283020015E-4,92.35615230684654,0.7383284997154156
76.0,76.0,train,1.8155719577343929E-4,29.785420670128147,0.4372429338525889
77.0,77.0,train,1.0219381234941269E-4,18.98541274353787,0.30426735498624496
78.0,78.0,train,3.4769808845211647E-4,50.25195368152039,0.5980639582974139
79.0,79.0,train,4.115427389770828E-4,59.838536978611934,0.6378357717549296
80.0,80.0,train,1.949008638381499E-4,31.517292199559655,0.4547643344855144
82.0,82.0,train,3.7215364046145976E-4,53.727275227575355,0.6142889641785161
83.0,83.0,train,4.919598100735819E-4,72.77555530424081,0.677971938940369
84.0,84.0,train,2.0303328619326666E-4,32.53786919265433,0.4649177716560196
85.0,85.0,train,4.084176995488084E-4,59.18110796289241,0.6360731320470864
86.0,86.0,train,4.970171094483531E-5,10.758543753112596,0.1753911605532639
87.0,87.0,train,2.917307307249986E-4,42.619643174381174,0.5552488320428576
88.0,88.0,train,2.789600391064252E-4,41.067450757715676,0.5441692465223753
89.0,89.0,train,1.4155355680471563E-4,24.521140592328045,0.3772465653334445
90.0,90.0,train,1.4011939845614023E-4,24.32045702516685,0.3748572094510647
91.0,91.0,train,5.984543300863569E-4,86.88457553471137,0.7191845683697916
93.0,93.0,train,3.666965711613905E-4,52.83123103810944,0.6107830469466351
94.0,94.0,train,4.0386838595452473E-4,58.442319704601495,0.6334762604276575
96.0,96.0,train,2.2159466436889478E-4,35.10553602184198,0.48673313020871156
100.0,100.0,train,2.9429493038309523E-4,42.99845953884553,0.5574088632435404
102.0,102.0,train,2.842331622483772E-4,41.657594313682836,0.548810326617888
103.0,103.0,train,4.2889196570534646E-4,62.58227000775549,0.6473189981126072
104.0,104.0,train,2.554543046311426E-4,38.55858609719003,0.5222637013895065
106.0,106.0,train,3.452423182474078E-4,49.878544786743156,0.5963589425716893
108.0,108.0,train,8.807754405806545E-5,17.00728418476106,0.2737434036735574
111.0,111.0,train,3.100041798869596E-4,45.075133248106106,0.5701972486989466
112.0,112.0,train,3.015869915614597E-4,44.028272442547184,0.5634384407857487
113.0,113.0,train,5.587358567559901E-4,82.01891888469949,0.7051090860707789
114.0,114.0,train,4.1916517153739517E-4,61.00752832808164,0.6420643317527154
115.0,115.0,train,1.4221145989268567E-4,24.604721964330757,0.37833655345410094
116.0,116.0,train,6.280311750872922E-4,90.28620418959795,0.7288231644388818
117.0,117.0,train,6.167927036802647E-4,88.9873846868733,0.7252397075829661
118.0,118.0,train,5.163642400109816E-4,75.93557670459927,0.6884499437901185
119.0,119.0,train,3.0353405979110747E-5,6.936665889706611,0.11496279997006348
120.0,120.0,train,3.013852852699886E-4,44.00270989021067,0.5632738663048185
122.0,122.0,train,3.533960807712607E-4,50.824347219175564,0.6019650698860068
123.0,123.0,train,7.458580726565594E-5,14.881017676477452,0.24195709367090176
124.0,124.0,train,2.8238358429431886E-4,41.440851645835146,0.5471932407970757
126.0,126.0,train,4.788385647602093E-4,70.60857887652195,0.6720416501716014
127.0,127.0,train,6.029473187691493E-4,87.48051959871636,0.7206926575487662
128.0,128.0,train,2.6782491609493017E-4,39.8159903892273,0.5340481382843889
130.0,130.0,train,7.218195055413768E-4,96.52254233195754,0.7554410377090098
131.0,131.0,train,4.2775183347680323E-4,62.28605213502759,0.6467110651384599
132.0,132.0,train,5.155501577866564E-5,11.062118156393316,0.18074912876834018
134.0,134.0,train,4.6782571261359834E-4,68.79398285280345,0.6668930330831366
135.0,135.0,train,7.559382908292588E-4,97.5573789223652,0.7638726722180214
137.0,137.0,train,3.3498648217637425E-4,48.40284553117515,0.5890792531502125
138.0,138.0,train,4.555873266677684E-4,66.86441665220941,0.6609784582353982
139.0,139.0,train,2.2550610435174125E-5,5.181721009265285,0.08801087500261826
140.0,140.0,train,3.1097610410880965E-4,45.210551601306186,0.5709642277073512
141.0,141.0,train,5.377657634083016E-4,78.72546480908615,0.6970930555545359
143.0,143.0,train,4.2926871517708884E-4,62.74996182684654,0.6475194260612155
144.0,144.0,train,4.6877126344037383E-4,69.028229425231,0.6673414228545239
146.0,146.0,train,6.290059616488628E-4,90.40466501541141,0.7291295808899203
149.0,149.0,train,1.1737568016532689E-4,20.921875438074853,0.33435569212649335
150.0,150.0,train,1.9968574248769831E-4,31.98761438066628,0.46078446569078074
152.0,152.0,train,3.8807486238480183E-4,55.76953389633823,0.6241659174492219
