Predictor variable,Categorical,Sample average
bio_14,false,98.12114197530865
bio_15,false,11.859407126133148
bio_18,false,373.33564814814815
bio_3,false,39.16062691889968
bio_7,false,31.936574042873612
bio_8,false,11.95793465520735
bio_9,false,11.438528731490313
elev,false,750.0941358024692
