X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,1.0841969997117276E-5,2.2188690389378865,0.04365916179590444
2.0,2.0,train,7.814259542610569E-5,15.056333690619295,0.24757446457833432
4.0,4.0,train,1.3445737311524003E-4,22.694941144280172,0.36149559561290373
5.0,5.0,train,3.57980112947875E-4,50.81360069617993,0.6011721586100647
6.0,6.0,train,4.344247743728048E-6,0.4165789150300615,0.017963733418996913
7.0,7.0,train,5.4716900236944725E-5,11.355001061069578,0.18725389981788362
8.0,8.0,train,5.413210973453678E-6,0.6710297856138527,0.022285455743812858
10.0,10.0,train,2.7139026008131417E-4,39.63072490381491,0.5333085764118116
11.0,11.0,train,5.286537751837708E-4,77.16747825815641,0.6900189281913492
13.0,13.0,train,1.2906442573801233E-4,21.959501645495436,0.35210157530542313
14.0,14.0,train,5.968047025703497E-4,86.55878234443908,0.7153403103527137
15.0,15.0,train,1.268222294388084E-5,2.717262180981692,0.050693948974178255
16.0,16.0,train,1.599640101486586E-5,3.723500447237493,0.06310553417401368
18.0,18.0,train,2.630632530397703E-4,38.854656948617965,0.5255448829883828
19.0,19.0,train,5.948114604623712E-4,86.11119888056427,0.7146585914815634
21.0,21.0,train,3.744861809208653E-4,53.02122106304431,0.6119292413126871
23.0,23.0,train,6.265114015731017E-4,89.70849557912048,0.7251276772832115
24.0,24.0,train,2.080012511986032E-4,32.330106855147214,0.46690300702136933
25.0,25.0,train,1.2253758789754551E-4,20.965494230325184,0.34035601210509175
26.0,26.0,train,4.7583325247717653E-4,69.08545833815958,0.6670652954539773
27.0,27.0,train,2.345144285609416E-4,35.502773541576104,0.4968478365489504
29.0,29.0,train,6.990483676598759E-4,95.26329675209396,0.7464171438158552
30.0,30.0,train,1.1902877642126253E-4,20.50971112590357,0.33386388349163265
31.0,31.0,train,3.259543556027604E-4,46.25696923770599,0.5785030852749384
32.0,32.0,train,2.8325841909561625E-5,6.550132209762968,0.10656186295499075
33.0,33.0,train,8.81199543508712E-5,16.469593651398405,0.27063032401657144
35.0,35.0,train,5.695329779272334E-4,82.5242647874255,0.7057208076506063
36.0,36.0,train,2.5196094619684755E-5,5.880871506863647,0.0959170873569563
37.0,37.0,train,3.18323762143891E-5,7.2250678902648335,0.1181942804485186
38.0,38.0,train,2.0284644852095417E-4,31.699629958824705,0.46066230358714505
39.0,39.0,train,3.291841791189328E-6,0.20796724222659618,0.013671464624142536
40.0,40.0,train,5.852171223008912E-4,84.63217376032307,0.7113309654530426
42.0,42.0,train,6.661186193662441E-5,13.317902378098912,0.2190444995581646
43.0,43.0,train,5.156382609949742E-4,75.2487266475351,0.6846618559437395
44.0,44.0,train,1.928613640286353E-5,4.589069013252562,0.07510872780817497
46.0,46.0,train,3.1211902656072825E-4,44.384508653175075,0.5678927292420377
47.0,47.0,train,5.240574391274727E-4,76.48308330751804,0.688148030965589
48.0,48.0,train,4.0162621551045E-5,8.91169073473613,0.14465055992544892
49.0,49.0,train,4.0913686866996534E-5,9.054818829187884,0.14695808349063513
50.0,50.0,train,6.575696366977221E-5,13.176025085767154,0.21684287063866906
51.0,51.0,train,4.282488417180628E-4,61.26740925165999,0.643268427404816
