X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
1.0,1.0,train,1.0087412536620042E-5,1.8834304789637455,0.040822013232171016
2.0,2.0,train,7.464979442326355E-5,14.483907074134637,0.23951583265735502
3.0,3.0,train,2.2169829029722113E-5,5.414965937444389,0.08553518120804332
4.0,4.0,train,1.3290108827324065E-4,22.378570402796722,0.35926898016481107
6.0,6.0,train,5.2533703264799506E-6,0.556058410507681,0.021683668247542906
7.0,7.0,train,6.025087928869806E-5,12.300464773928992,0.2026802179134742
8.0,8.0,train,5.454009031885E-6,0.6013372833840319,0.022493191346546575
9.0,9.0,train,9.254530193557094E-5,17.230275768757846,0.28081040974952676
10.0,10.0,train,2.5990107074074306E-4,38.217546173346484,0.5230230878016625
11.0,11.0,train,5.569391438316043E-4,82.18763065544051,0.7014709911454138
12.0,12.0,train,2.4503070537468865E-4,36.488565626261156,0.50830923236977
14.0,14.0,train,6.481746262148663E-4,91.41334993571024,0.7322398689752079
16.0,16.0,train,1.4869761418533385E-5,3.352200414279756,0.059032868636111575
18.0,18.0,train,2.6929414765808693E-4,39.24682323437346,0.5318719080648994
19.0,19.0,train,6.363252111693474E-4,90.60489531950728,0.7286069392556753
20.0,20.0,train,2.0930030490485692E-4,32.26097021599663,0.46894665569833205
21.0,21.0,train,3.9558317769123995E-4,56.108646583363566,0.6253261722205453
22.0,22.0,train,2.2223473607744956E-4,33.7172535903534,0.4839032274700798
23.0,23.0,train,6.148930087262482E-4,88.3196209010729,0.7217793024506354
24.0,24.0,train,2.1737548307200456E-4,33.02934122642073,0.4783841451407471
25.0,25.0,train,1.0760758620757151E-4,19.20807942419285,0.31224331246446785
26.0,26.0,train,4.7019385489710037E-4,69.60684173200546,0.6648540704001983
27.0,27.0,train,2.2160388449352265E-4,33.623907616170946,0.48319331975897223
30.0,30.0,train,1.166563845192868E-4,20.364590063183453,0.32983955561879597
32.0,32.0,train,2.7283519292272824E-5,6.646003105776681,0.10322807451980769
33.0,33.0,train,9.086035618161397E-5,16.925714908740332,0.2771145606810031
34.0,34.0,train,1.4563675502636531E-5,3.2592270434777904,0.05788805249153037
36.0,36.0,train,2.8018899984368854E-5,6.798601022768364,0.10571627281819983
37.0,37.0,train,3.0500570116096906E-5,7.260315586169911,0.11401215507616884
38.0,38.0,train,2.0306913722676484E-4,31.514168014772444,0.461427533072073
39.0,39.0,train,3.060111818300743E-6,0.18913841499512418,0.01274622362530992
40.0,40.0,train,6.639002790964445E-4,92.78632460091491,0.7369136498463512
41.0,41.0,train,3.4633741934399453E-4,48.918628004238926,0.5936970139169618
42.0,42.0,train,6.465830620071493E-5,13.06402755964405,0.2143288227735725
43.0,43.0,train,5.400457411194638E-4,79.55488407279165,0.6949809710406544
44.0,44.0,train,1.8078105597141703E-5,4.352978396613363,0.07086733198200458
46.0,46.0,train,3.054642063656122E-4,43.30495771525972,0.5630842966544887
47.0,47.0,train,5.098586413036021E-4,76.09130529131147,0.6826528065423189
48.0,48.0,train,3.713199385340574E-5,8.555361681230258,0.1354432077748795
49.0,49.0,train,3.805599555750769E-5,8.726234044969543,0.13834732387377996
51.0,51.0,train,4.8765602298660594E-4,72.30794476863412,0.6729299225830013
53.0,53.0,train,2.3098034311624545E-4,34.824368668342,0.4935476259922104
54.0,54.0,train,1.9487195192844202E-4,30.517647419532942,0.451205576691455
55.0,55.0,train,7.806568013245501E-6,1.2065648164898344,0.03188614503201985
56.0,56.0,train,4.94687904298248E-4,73.34492190114538,0.6760731422818623
57.0,57.0,train,1.2533436545025857E-5,2.6594223397817336,0.05022350499572354
58.0,58.0,train,1.7739645041579878E-6,0.06555024897799305,0.00742885709741956
59.0,59.0,train,1.4758790210779664E-5,3.3184929919156856,0.05861813808738954
60.0,60.0,train,1.8410069243394233E-5,4.457123341151124,0.07207485837493757
