x,y,species median
2716.0,2716.0,0.09241227
2717.0,2717.0,0.049935464
2718.0,2718.0,0.17626306
2719.0,2719.0,0.007977947
2720.0,2720.0,0.5200248
2721.0,2721.0,0.037774574
2722.0,2722.0,0.29601213
2723.0,2723.0,0.0031765513
2724.0,2724.0,0.1328989
2725.0,2725.0,0.042838525
2726.0,2726.0,0.055315815
2727.0,2727.0,0.009434101
2728.0,2728.0,0.073473714
2729.0,2729.0,0.079348505
2730.0,2730.0,0.15952913
2731.0,2731.0,0.017087549
2732.0,2732.0,0.037653714
2733.0,2733.0,0.18732667
2734.0,2734.0,0.084401466
2735.0,2735.0,0.76419795
2736.0,2736.0,0.052427992
2737.0,2737.0,0.035639767
2738.0,2738.0,0.7211855
2739.0,2739.0,0.045907874
2740.0,2740.0,0.042309485
2741.0,2741.0,0.16390577
2742.0,2742.0,0.110311195
2743.0,2743.0,0.086758114
2744.0,2744.0,0.34201568
2745.0,2745.0,0.3220463
2746.0,2746.0,0.031617757
2747.0,2747.0,0.02665296
2748.0,2748.0,0.006537344
2749.0,2749.0,0.25347555
2750.0,2750.0,0.21625522
2751.0,2751.0,0.17545554
2752.0,2752.0,0.17321882
2753.0,2753.0,0.02948274
2754.0,2754.0,0.3053836
2755.0,2755.0,0.59689975
2756.0,2756.0,0.015401317
2757.0,2757.0,0.069711685
2758.0,2758.0,0.13897704
2759.0,2759.0,0.025666744
2760.0,2760.0,0.09573118
2761.0,2761.0,0.27438346
2762.0,2762.0,0.02482565
2763.0,2763.0,0.023474649
2764.0,2764.0,0.009520608
2765.0,2765.0,0.4165111
2766.0,2766.0,0.11299496
2767.0,2767.0,0.01318611
2768.0,2768.0,0.10666601
2769.0,2769.0,0.0199627
2770.0,2770.0,0.08184693
2771.0,2771.0,0.020021776
2772.0,2772.0,0.57831174
2773.0,2773.0,0.52711195
2774.0,2774.0,0.021605017
2775.0,2775.0,0.041442167
2776.0,2776.0,0.14356923
2777.0,2777.0,0.56784683
2778.0,2778.0,0.17648827
2779.0,2779.0,0.023889698
2780.0,2780.0,0.025721822
2781.0,2781.0,0.010675304
2782.0,2782.0,0.21884729
2783.0,2783.0,0.05236412
2784.0,2784.0,0.10377629
2785.0,2785.0,0.22633567
2786.0,2786.0,0.4566026
2787.0,2787.0,0.017314754
2788.0,2788.0,0.3246486
2789.0,2789.0,0.01556899
2790.0,2790.0,0.26950693
2791.0,2791.0,0.057120703
2792.0,2792.0,0.03000154
2793.0,2793.0,0.10264274
2794.0,2794.0,0.009135007
2795.0,2795.0,0.017278401
2796.0,2796.0,0.074826114
2797.0,2797.0,0.095264085
2798.0,2798.0,0.050972763
2799.0,2799.0,0.069419935
2800.0,2800.0,0.056416508
2801.0,2801.0,0.08128148
2802.0,2802.0,0.0555184
2803.0,2803.0,0.095993795
2804.0,2804.0,0.25440305
2805.0,2805.0,0.11499542
2806.0,2806.0,0.07710954
2807.0,2807.0,0.06294366
2808.0,2808.0,0.046920616
2809.0,2809.0,0.046986707
2810.0,2810.0,0.06855287
2811.0,2811.0,0.20582329
2812.0,2812.0,0.3656105
2813.0,2813.0,0.114273794
2814.0,2814.0,0.030391365
2815.0,2815.0,0.11130414
2816.0,2816.0,0.00823146
2817.0,2817.0,0.34473535
2818.0,2818.0,0.009234934
2819.0,2819.0,0.11100246
2820.0,2820.0,0.46696043
2821.0,2821.0,0.24218382
2822.0,2822.0,0.38609993
2823.0,2823.0,0.020127323
2824.0,2824.0,0.017818658
2825.0,2825.0,0.1005241
2826.0,2826.0,0.025088053
2827.0,2827.0,0.0039761765
2828.0,2828.0,0.1799328
2829.0,2829.0,0.080721654
2830.0,2830.0,0.042265397
2831.0,2831.0,0.076478615
2832.0,2832.0,0.3293316
2833.0,2833.0,0.2251911
2834.0,2834.0,0.07675086
2835.0,2835.0,0.020297138
2836.0,2836.0,0.03280735
2837.0,2837.0,0.1513603
2838.0,2838.0,0.49578103
2839.0,2839.0,0.18765156
2840.0,2840.0,0.3654241
2841.0,2841.0,0.05251172
2842.0,2842.0,0.01630006
2843.0,2843.0,0.059273284
2844.0,2844.0,0.024564885
2845.0,2845.0,0.03147969
2846.0,2846.0,0.13168626
2847.0,2847.0,0.48590875
2848.0,2848.0,0.026633594
2849.0,2849.0,0.011548736
2850.0,2850.0,0.02633025
2851.0,2851.0,0.03725039
2852.0,2852.0,0.22824508
2853.0,2853.0,0.08722957
2854.0,2854.0,0.017288556
2855.0,2855.0,0.043799758
2856.0,2856.0,0.04723317
2857.0,2857.0,0.044012725
2858.0,2858.0,0.05653566
2859.0,2859.0,0.295065
2860.0,2860.0,0.03910928
2861.0,2861.0,0.021363523
2862.0,2862.0,0.4645425
2863.0,2863.0,0.011284604
2864.0,2864.0,0.06682495
2865.0,2865.0,0.12148726
2866.0,2866.0,0.17861006
2867.0,2867.0,0.3611083
2868.0,2868.0,0.023882274
2869.0,2869.0,0.2162033
2870.0,2870.0,0.16073996
2871.0,2871.0,0.030437604
2872.0,2872.0,0.07033836
2873.0,2873.0,0.17341194
2874.0,2874.0,0.034300826
2875.0,2875.0,0.18932426
2876.0,2876.0,0.12241893
2877.0,2877.0,0.04238461
2878.0,2878.0,0.06541007
2879.0,2879.0,0.03495629
2880.0,2880.0,0.06816434
2881.0,2881.0,0.0048566745
2882.0,2882.0,0.020165987
2883.0,2883.0,0.67278534
2884.0,2884.0,0.12170828
2885.0,2885.0,0.044882596
2886.0,2886.0,0.062521495
2887.0,2887.0,0.16982241
2888.0,2888.0,0.068997286
2889.0,2889.0,0.06101439
2890.0,2890.0,0.038670033
2891.0,2891.0,0.018135551
2892.0,2892.0,0.022580018
2893.0,2893.0,0.030733272
2894.0,2894.0,0.011800296
2895.0,2895.0,0.07703819
2896.0,2896.0,0.2355992
2897.0,2897.0,0.0082013225
2898.0,2898.0,0.26104417
2899.0,2899.0,0.2761699
2900.0,2900.0,0.10175542
2901.0,2901.0,0.0052752434
2902.0,2902.0,0.003116157
2903.0,2903.0,0.038546845
2904.0,2904.0,0.034104843
2905.0,2905.0,0.09252627
2906.0,2906.0,0.03346398
2907.0,2907.0,0.69808656
2908.0,2908.0,0.57092017
2909.0,2909.0,0.04306231
2910.0,2910.0,0.10492193
2911.0,2911.0,0.10259635
2912.0,2912.0,0.0073674936
2913.0,2913.0,0.061425637
2914.0,2914.0,0.07726128
2915.0,2915.0,0.33003217
2916.0,2916.0,0.0765907
2917.0,2917.0,0.58785415
2918.0,2918.0,0.08354698
2919.0,2919.0,0.09838278
2920.0,2920.0,0.038550083
2921.0,2921.0,0.050726354
2922.0,2922.0,0.17343953
2923.0,2923.0,0.01673875
2924.0,2924.0,0.017676814
2925.0,2925.0,0.12208436
2926.0,2926.0,0.039556045
2927.0,2927.0,0.027351521
2928.0,2928.0,0.016349245
2929.0,2929.0,0.36854973
2930.0,2930.0,0.21465926
2931.0,2931.0,0.018144473
2932.0,2932.0,0.021727858
2933.0,2933.0,0.03256716
2934.0,2934.0,0.16200078
2935.0,2935.0,0.5147118
2936.0,2936.0,0.00546018
2937.0,2937.0,0.053116854
2938.0,2938.0,0.5750865
2939.0,2939.0,0.07435334
2940.0,2940.0,0.7182893
2941.0,2941.0,0.07178409
2942.0,2942.0,0.04039472
2943.0,2943.0,0.32254094
2944.0,2944.0,0.037406392
2945.0,2945.0,0.046801463
2946.0,2946.0,0.60840994
2947.0,2947.0,0.090657786
2948.0,2948.0,0.57918894
2949.0,2949.0,0.6990718
2950.0,2950.0,0.11418446
2951.0,2951.0,0.019764492
2952.0,2952.0,0.017073356
2953.0,2953.0,0.074869074
2954.0,2954.0,0.0108604785
2955.0,2955.0,0.06747572
2956.0,2956.0,0.007003131
2957.0,2957.0,0.037043363
2958.0,2958.0,0.05867629
2959.0,2959.0,0.11227411
2960.0,2960.0,0.33919314
2961.0,2961.0,0.013461325
2962.0,2962.0,0.2988002
2963.0,2963.0,0.2347054
2964.0,2964.0,0.03098261
2965.0,2965.0,0.060828265
2966.0,2966.0,0.020626977
2967.0,2967.0,0.20270115
2968.0,2968.0,0.026261628
2969.0,2969.0,0.030903498
2970.0,2970.0,0.16290434
2971.0,2971.0,0.05459152
2972.0,2972.0,0.013476628
2973.0,2973.0,0.025864815
2974.0,2974.0,0.0022295802
2975.0,2975.0,0.013017009
2976.0,2976.0,0.43980682
2977.0,2977.0,0.0061726705
2978.0,2978.0,0.014052124
2979.0,2979.0,0.026240196
2980.0,2980.0,0.028476736
2981.0,2981.0,0.08756758
2982.0,2982.0,0.054506056
2983.0,2983.0,0.020492261
2984.0,2984.0,0.021694176
2985.0,2985.0,0.059727155
2986.0,2986.0,0.016512712
2987.0,2987.0,0.040050156
2988.0,2988.0,0.10474952
2989.0,2989.0,0.021439575
2990.0,2990.0,0.033725947
2991.0,2991.0,0.004264794
2992.0,2992.0,0.0023512747
2993.0,2993.0,0.056517143
2994.0,2994.0,0.2352041
2995.0,2995.0,0.08141592
2996.0,2996.0,0.024833504
2997.0,2997.0,0.011368478
2998.0,2998.0,0.047708742
2999.0,2999.0,0.014737062
3000.0,3000.0,0.019572638
3001.0,3001.0,0.2138871
3002.0,3002.0,0.3536917
3003.0,3003.0,0.062615424
3004.0,3004.0,0.044675566
3005.0,3005.0,0.011550698
3006.0,3006.0,0.038349226
3007.0,3007.0,0.062594034
3008.0,3008.0,0.036521107
3009.0,3009.0,0.40722355
3010.0,3010.0,0.07406007
3011.0,3011.0,0.059161503
3012.0,3012.0,0.06480287
3013.0,3013.0,0.019279191
3014.0,3014.0,0.0074773007
3015.0,3015.0,0.36227098
3016.0,3016.0,0.0322501
3017.0,3017.0,0.006332816
3018.0,3018.0,0.57802445
3019.0,3019.0,0.2120163
3020.0,3020.0,0.12468263
3021.0,3021.0,0.056143142
3022.0,3022.0,0.054405037
3023.0,3023.0,0.04055576
3024.0,3024.0,0.019580282
3025.0,3025.0,0.016863754
3026.0,3026.0,0.37653834
3027.0,3027.0,0.022085492
3028.0,3028.0,0.02614038
3029.0,3029.0,0.016852923
3030.0,3030.0,0.26480907
3031.0,3031.0,0.024647472
3032.0,3032.0,0.008677814
3033.0,3033.0,0.1662641
3034.0,3034.0,0.2794515
3035.0,3035.0,0.021209583
3036.0,3036.0,0.04513149
3037.0,3037.0,0.05315439
3038.0,3038.0,0.026733387
3039.0,3039.0,0.01944171
3040.0,3040.0,0.008283635
3041.0,3041.0,0.10843819
3042.0,3042.0,0.07815335
3043.0,3043.0,0.5872817
3044.0,3044.0,0.021060077
3045.0,3045.0,0.32595533
3046.0,3046.0,0.025602464
3047.0,3047.0,0.058195677
3048.0,3048.0,0.039981414
3049.0,3049.0,0.3485267
3050.0,3050.0,0.06445
3051.0,3051.0,0.028427266
3052.0,3052.0,0.020881219
3053.0,3053.0,0.0138522405
3054.0,3054.0,0.015917217
3055.0,3055.0,0.6203036
3056.0,3056.0,0.1946873
3057.0,3057.0,0.053695798
3058.0,3058.0,0.65753406
3059.0,3059.0,0.030945674
3060.0,3060.0,0.31770355
3061.0,3061.0,0.24099441
3062.0,3062.0,0.029470865
3063.0,3063.0,0.06887527
3064.0,3064.0,0.008896485
3065.0,3065.0,0.013692078
3066.0,3066.0,0.015120957
3067.0,3067.0,0.014267647
3068.0,3068.0,0.013902935
3069.0,3069.0,0.18354735
3070.0,3070.0,0.01554897
3071.0,3071.0,0.49444437
3072.0,3072.0,0.054707702
3073.0,3073.0,0.035647884
3074.0,3074.0,0.043780938
3075.0,3075.0,0.06305699
3076.0,3076.0,0.14419346
3077.0,3077.0,0.08821373
3078.0,3078.0,0.08347098
3079.0,3079.0,0.066734724
3080.0,3080.0,0.046999488
3081.0,3081.0,0.04828905
3082.0,3082.0,0.023129774
3083.0,3083.0,0.34225836
3084.0,3084.0,0.2809362
3085.0,3085.0,0.2472348
3086.0,3086.0,0.035993505
3087.0,3087.0,0.1957899
3088.0,3088.0,0.053709224
3089.0,3089.0,0.10140947
3090.0,3090.0,0.055371754
3091.0,3091.0,0.040027335
3092.0,3092.0,0.012775136
3093.0,3093.0,0.107873976
3094.0,3094.0,0.026155047
3095.0,3095.0,0.31579623
3096.0,3096.0,0.023315497
3097.0,3097.0,0.02542867
3098.0,3098.0,0.015825393
3099.0,3099.0,0.030243669
3100.0,3100.0,0.017643778
3101.0,3101.0,0.6718776
3102.0,3102.0,0.08702215
3103.0,3103.0,0.084385924
3104.0,3104.0,0.016356952
3105.0,3105.0,0.1864325
3106.0,3106.0,0.379035
3107.0,3107.0,0.03165581
3108.0,3108.0,0.30214307
3109.0,3109.0,0.17081627
3110.0,3110.0,0.24720316
3111.0,3111.0,0.035711188
3112.0,3112.0,0.08364048
3113.0,3113.0,0.09699039
3114.0,3114.0,0.23903966
3115.0,3115.0,0.047748916
3116.0,3116.0,0.17673212
3117.0,3117.0,0.031184051
3118.0,3118.0,0.11127632
3119.0,3119.0,0.0024474564
3120.0,3120.0,0.0052738762
3121.0,3121.0,0.2244685
3122.0,3122.0,0.012229833
3123.0,3123.0,0.673924
3124.0,3124.0,0.10628864
3125.0,3125.0,0.08123395
3126.0,3126.0,0.38902158
3127.0,3127.0,0.029016195
3128.0,3128.0,0.01342556
3129.0,3129.0,0.03161059
3130.0,3130.0,0.02288816
3131.0,3131.0,0.032005675
3132.0,3132.0,0.076216824
3133.0,3133.0,0.2954864
3134.0,3134.0,0.5352445
3135.0,3135.0,0.007646786
3136.0,3136.0,0.32547405
3137.0,3137.0,0.0372231
3138.0,3138.0,0.056381915
3139.0,3139.0,0.16985516
3140.0,3140.0,0.03649957
3141.0,3141.0,0.0022348505
3142.0,3142.0,0.02154551
3143.0,3143.0,0.025511965
3144.0,3144.0,0.51940995
3145.0,3145.0,0.04485945
3146.0,3146.0,0.016428567
3147.0,3147.0,0.007864215
3148.0,3148.0,0.024159927
3149.0,3149.0,0.26491576
3150.0,3150.0,0.55431247
3151.0,3151.0,0.014812695
3152.0,3152.0,0.017248012
3153.0,3153.0,0.013806595
3154.0,3154.0,0.1565512
3155.0,3155.0,0.11316938
3156.0,3156.0,0.030489093
3157.0,3157.0,0.017760936
3158.0,3158.0,0.17812955
3159.0,3159.0,0.11128084
3160.0,3160.0,0.05043236
3161.0,3161.0,0.21557678
3162.0,3162.0,0.017493825
3163.0,3163.0,0.0130467005
3164.0,3164.0,0.017600078
3165.0,3165.0,0.09872554
3166.0,3166.0,0.0031271284
3167.0,3167.0,0.008682038
3168.0,3168.0,0.068450026
3169.0,3169.0,0.019687654
3170.0,3170.0,0.020631228
3171.0,3171.0,0.30148622
3172.0,3172.0,0.009348289
3173.0,3173.0,0.060887825
3174.0,3174.0,0.08332995
3175.0,3175.0,0.023428079
3176.0,3176.0,0.073489174
3177.0,3177.0,0.03591304
3178.0,3178.0,0.4828933
3179.0,3179.0,0.021447556
3180.0,3180.0,0.09247714
3181.0,3181.0,0.021715421
3182.0,3182.0,0.08564379
3183.0,3183.0,0.05866055
3184.0,3184.0,0.04510373
3185.0,3185.0,0.47821572
3186.0,3186.0,0.054219317
3187.0,3187.0,0.009704022
3188.0,3188.0,0.05655466
3189.0,3189.0,0.038435195
3190.0,3190.0,0.052156355
3191.0,3191.0,0.056826785
3192.0,3192.0,0.10068639
3193.0,3193.0,0.20178674
3194.0,3194.0,0.39869124
3195.0,3195.0,0.0022667553
3196.0,3196.0,0.03961863
3197.0,3197.0,0.21728966
3198.0,3198.0,0.25998655
3199.0,3199.0,0.11782568
3200.0,3200.0,0.041376084
3201.0,3201.0,0.047183517
3202.0,3202.0,0.021121463
3203.0,3203.0,0.021959081
3204.0,3204.0,0.044575773
3205.0,3205.0,0.044943303
3206.0,3206.0,0.23575798
3207.0,3207.0,0.013405519
3208.0,3208.0,0.09245796
3209.0,3209.0,0.009677986
3210.0,3210.0,0.11059695
3211.0,3211.0,0.2049974
3212.0,3212.0,0.37608498
3213.0,3213.0,0.25625613
3214.0,3214.0,0.05187189
3215.0,3215.0,0.005421527
3216.0,3216.0,0.025614746
3217.0,3217.0,0.01773865
3218.0,3218.0,0.061076615
3219.0,3219.0,0.12448622
3220.0,3220.0,0.014561374
3221.0,3221.0,0.5777241
3222.0,3222.0,0.014718396
3223.0,3223.0,0.16162062
3224.0,3224.0,0.15588905
3225.0,3225.0,0.08610723
3226.0,3226.0,0.25271964
3227.0,3227.0,0.115440756
3228.0,3228.0,0.29263344
3229.0,3229.0,0.43613425
3230.0,3230.0,0.15179412
3231.0,3231.0,0.0047008963
3232.0,3232.0,0.2564213
3233.0,3233.0,0.003941294
3234.0,3234.0,0.031651374
3235.0,3235.0,0.12251671
3236.0,3236.0,0.024200927
3237.0,3237.0,0.11273737
3238.0,3238.0,0.05692608
3239.0,3239.0,0.13623036
3240.0,3240.0,0.119449966
3241.0,3241.0,0.0018088218
3242.0,3242.0,0.023506537
3243.0,3243.0,0.059039395
3244.0,3244.0,0.40145415
3245.0,3245.0,0.048008166
3246.0,3246.0,0.5662687
3247.0,3247.0,0.12278125
3248.0,3248.0,0.12818845
3249.0,3249.0,0.0264955
3250.0,3250.0,0.34553003
3251.0,3251.0,0.0024420535
3252.0,3252.0,0.15557188
3253.0,3253.0,0.01794668
3254.0,3254.0,0.2438593
3255.0,3255.0,0.09285281
3256.0,3256.0,0.023347719
3257.0,3257.0,0.14832187
3258.0,3258.0,0.3991458
3259.0,3259.0,0.03696135
3260.0,3260.0,0.02521975
3261.0,3261.0,0.13396546
3262.0,3262.0,0.0812302
3263.0,3263.0,0.11339921
3264.0,3264.0,0.029524203
3265.0,3265.0,0.09389818
3266.0,3266.0,0.0068609365
3267.0,3267.0,0.0179189
3268.0,3268.0,0.009926531
3269.0,3269.0,0.08746364
3270.0,3270.0,0.03476361
3271.0,3271.0,0.068551585
3272.0,3272.0,0.056336723
3273.0,3273.0,0.037363496
3274.0,3274.0,0.016553547
3275.0,3275.0,0.012599902
3276.0,3276.0,0.03988137
3277.0,3277.0,0.02218084
3278.0,3278.0,0.28527135
3279.0,3279.0,0.3840088
3280.0,3280.0,0.6902103
3281.0,3281.0,0.03979512
3282.0,3282.0,0.63349646
3283.0,3283.0,0.06705067
3284.0,3284.0,0.0742822
3285.0,3285.0,0.45565903
3286.0,3286.0,0.21351531
3287.0,3287.0,0.28968638
3288.0,3288.0,0.0066778003
3289.0,3289.0,0.0075579626
3290.0,3290.0,0.21787249
3291.0,3291.0,0.023343828
3292.0,3292.0,0.32410434
3293.0,3293.0,0.055418815
3294.0,3294.0,0.042061474
3295.0,3295.0,0.0137282
3296.0,3296.0,0.0245274
3297.0,3297.0,0.030770807
3298.0,3298.0,0.11563239
3299.0,3299.0,0.07680994
3300.0,3300.0,0.014154226
3301.0,3301.0,0.047989406
3302.0,3302.0,0.010400639
3303.0,3303.0,0.10331653
3304.0,3304.0,0.22506434
3305.0,3305.0,0.08308722
3306.0,3306.0,0.03470378
3307.0,3307.0,0.013899204
3308.0,3308.0,0.07433757
3309.0,3309.0,0.028622102
3310.0,3310.0,0.005037422
3311.0,3311.0,0.03457967
3312.0,3312.0,0.101640746
3313.0,3313.0,0.028401764
3314.0,3314.0,0.15635413
3315.0,3315.0,0.06110742
3316.0,3316.0,0.032460205
3317.0,3317.0,0.049648516
3318.0,3318.0,0.0341867
3319.0,3319.0,0.01841748
3320.0,3320.0,0.08257156
3321.0,3321.0,0.1636839
3322.0,3322.0,0.71191347
3323.0,3323.0,0.0624201
3324.0,3324.0,0.088374175
3325.0,3325.0,0.006048186
3326.0,3326.0,0.05168972
3327.0,3327.0,0.024669576
3328.0,3328.0,0.034634437
3329.0,3329.0,0.28084633
3330.0,3330.0,0.33035585
3331.0,3331.0,0.008060494
3332.0,3332.0,0.031708904
3333.0,3333.0,0.1368927
3334.0,3334.0,0.163656
3335.0,3335.0,0.12714225
3336.0,3336.0,0.035811946
3337.0,3337.0,0.0051023737
3338.0,3338.0,0.11560571
3339.0,3339.0,0.09425214
3340.0,3340.0,0.010830895
3341.0,3341.0,0.023748923
3342.0,3342.0,0.06442079
3343.0,3343.0,0.027068531
3344.0,3344.0,0.12445741
3345.0,3345.0,0.42195612
3346.0,3346.0,0.39595848
3347.0,3347.0,0.042398553
3348.0,3348.0,0.021914594
3349.0,3349.0,0.037688974
3350.0,3350.0,0.009823824
3351.0,3351.0,0.08738913
3352.0,3352.0,0.0069797705
3353.0,3353.0,0.038884148
3354.0,3354.0,0.049609393
3355.0,3355.0,0.036247782
3356.0,3356.0,0.48061347
3357.0,3357.0,0.17599325
3358.0,3358.0,0.035692867
3359.0,3359.0,0.019076688
3360.0,3360.0,0.027066953
3361.0,3361.0,0.02969129
3362.0,3362.0,0.41084704
3363.0,3363.0,0.05270109
3364.0,3364.0,0.094182104
3365.0,3365.0,0.11033933
3366.0,3366.0,0.05386052
3367.0,3367.0,0.119775884
3368.0,3368.0,0.53746194
3369.0,3369.0,0.03944179
3370.0,3370.0,0.26250044
3371.0,3371.0,0.010602867
3372.0,3372.0,0.0054816934
3373.0,3373.0,0.02068204
3374.0,3374.0,0.4311623
3375.0,3375.0,0.08409992
3376.0,3376.0,0.73967505
3377.0,3377.0,0.034844574
3378.0,3378.0,0.097990364
3379.0,3379.0,0.27154362
3380.0,3380.0,0.011525085
3381.0,3381.0,0.035439953
3382.0,3382.0,0.017288197
3383.0,3383.0,0.020716282
3384.0,3384.0,0.3967687
3385.0,3385.0,0.23295973
3386.0,3386.0,0.020201469
3387.0,3387.0,0.013907912
3388.0,3388.0,0.025526
3389.0,3389.0,0.008569452
3390.0,3390.0,0.025875466
3391.0,3391.0,0.017667534
3392.0,3392.0,0.3523673
3393.0,3393.0,0.020273175
3394.0,3394.0,0.5745059
3395.0,3395.0,0.0075840647
3396.0,3396.0,0.055079486
3397.0,3397.0,0.013991861
3398.0,3398.0,0.3079077
3399.0,3399.0,0.07271138
3400.0,3400.0,0.024813011
3401.0,3401.0,0.002390775
3402.0,3402.0,0.037411958
3403.0,3403.0,0.55959266
3404.0,3404.0,0.22554623
3405.0,3405.0,0.03860569
3406.0,3406.0,0.04043323
3407.0,3407.0,0.021541145
3408.0,3408.0,0.047268007
3409.0,3409.0,0.10718908
3410.0,3410.0,0.065036744
3411.0,3411.0,0.06771949
3412.0,3412.0,0.06696325
3413.0,3413.0,0.015744789
3414.0,3414.0,0.053241253
3415.0,3415.0,0.11213339
3416.0,3416.0,0.1476543
3417.0,3417.0,0.18576673
3418.0,3418.0,0.041739687
3419.0,3419.0,0.10005474
3420.0,3420.0,0.08318062
3421.0,3421.0,0.016582688
3422.0,3422.0,0.040123265
3423.0,3423.0,0.12742509
3424.0,3424.0,0.023389705
3425.0,3425.0,0.011079104
3426.0,3426.0,0.04275958
3427.0,3427.0,0.025053857
3428.0,3428.0,0.050693408
3429.0,3429.0,0.042864025
3430.0,3430.0,0.2620134
3431.0,3431.0,0.17148538
3432.0,3432.0,0.0016280133
3433.0,3433.0,0.31485283
3434.0,3434.0,0.0995189
3435.0,3435.0,0.028999142
3436.0,3436.0,0.3499676
3437.0,3437.0,0.5016805
3438.0,3438.0,0.09521223
3439.0,3439.0,0.5713237
3440.0,3440.0,0.017989168
3441.0,3441.0,0.45064425
3442.0,3442.0,0.08128999
3443.0,3443.0,0.32574734
3444.0,3444.0,0.06172555
3445.0,3445.0,0.06153629
3446.0,3446.0,0.38240692
3447.0,3447.0,0.02036963
3448.0,3448.0,0.055062223
3449.0,3449.0,0.21355577
3450.0,3450.0,0.06479462
3451.0,3451.0,0.14445479
3452.0,3452.0,0.072623074
3453.0,3453.0,0.35442612
3454.0,3454.0,0.10863401
3455.0,3455.0,0.051414195
3456.0,3456.0,0.05341724
3457.0,3457.0,0.009126929
3458.0,3458.0,0.059017226
3459.0,3459.0,0.1494903
3460.0,3460.0,0.3197131
3461.0,3461.0,0.43909046
3462.0,3462.0,0.04508759
3463.0,3463.0,0.06594771
3464.0,3464.0,0.06941773
3465.0,3465.0,0.009206571
3466.0,3466.0,0.6255344
3467.0,3467.0,0.0979767
3468.0,3468.0,0.17406815
3469.0,3469.0,0.048434194
3470.0,3470.0,0.0577419
3471.0,3471.0,0.45261985
3472.0,3472.0,0.015639659
3473.0,3473.0,0.030070059
3474.0,3474.0,0.11759593
3475.0,3475.0,0.029272147
3476.0,3476.0,0.48053226
3477.0,3477.0,0.2994199
3478.0,3478.0,0.026013369
3479.0,3479.0,0.07183757
3480.0,3480.0,0.048948687
3481.0,3481.0,0.09747163
3482.0,3482.0,0.4883947
3483.0,3483.0,0.06632257
3484.0,3484.0,0.099812046
3485.0,3485.0,0.034916382
3486.0,3486.0,0.44060087
3487.0,3487.0,0.017806618
3488.0,3488.0,0.38195783
3489.0,3489.0,0.013217486
3490.0,3490.0,0.04301736
3491.0,3491.0,0.020565642
3492.0,3492.0,0.047381576
3493.0,3493.0,0.0875363
3494.0,3494.0,0.04323108
3495.0,3495.0,0.016317455
3496.0,3496.0,0.13088596
3497.0,3497.0,0.56818855
3498.0,3498.0,0.04263003
3499.0,3499.0,0.01616597
3500.0,3500.0,0.004813871
3501.0,3501.0,0.29333037
3502.0,3502.0,0.36121157
3503.0,3503.0,0.046315275
3504.0,3504.0,0.015631802
3505.0,3505.0,0.019816015
3506.0,3506.0,0.015864726
3507.0,3507.0,0.017188577
3508.0,3508.0,0.038784385
3509.0,3509.0,0.018329378
3510.0,3510.0,0.010706271
3511.0,3511.0,0.54304975
3512.0,3512.0,0.070985384
3513.0,3513.0,0.0040432126
3514.0,3514.0,0.28326294
3515.0,3515.0,0.061119728
3516.0,3516.0,0.04655485
3517.0,3517.0,0.0080557205
3518.0,3518.0,0.081965886
3519.0,3519.0,0.015455124
3520.0,3520.0,0.20660913
3521.0,3521.0,0.017607598
3522.0,3522.0,0.6773191
3523.0,3523.0,0.02039637
3524.0,3524.0,0.37571096
3525.0,3525.0,0.43151122
3526.0,3526.0,0.19336933
3527.0,3527.0,0.19601418
3528.0,3528.0,0.007788292
3529.0,3529.0,0.023209997
3530.0,3530.0,0.10186075
3531.0,3531.0,0.49729705
3532.0,3532.0,0.036157597
3533.0,3533.0,0.02413049
3534.0,3534.0,0.04056227
3535.0,3535.0,0.019199431
3536.0,3536.0,0.05054325
3537.0,3537.0,0.059130568
3538.0,3538.0,0.06165778
3539.0,3539.0,0.11200023
3540.0,3540.0,0.08831456
3541.0,3541.0,0.04256938
3542.0,3542.0,0.053959403
3543.0,3543.0,0.15825115
3544.0,3544.0,0.05568142
3545.0,3545.0,0.09145381
3546.0,3546.0,0.034811947
3547.0,3547.0,0.06995879
3548.0,3548.0,0.04217153
3549.0,3549.0,0.25667202
3550.0,3550.0,0.72767633
3551.0,3551.0,0.18763912
3552.0,3552.0,0.010225983
3553.0,3553.0,0.103878655
3554.0,3554.0,0.02793225
3555.0,3555.0,0.030006515
3556.0,3556.0,0.02101028
3557.0,3557.0,0.10595037
3558.0,3558.0,0.12111395
3559.0,3559.0,0.671536
3560.0,3560.0,0.0072627026
3561.0,3561.0,0.1549404
3562.0,3562.0,0.0074939653
3563.0,3563.0,0.097177625
3564.0,3564.0,0.13637762
3565.0,3565.0,0.33988148
3566.0,3566.0,0.27041268
3567.0,3567.0,0.0931262
3568.0,3568.0,0.053883046
3569.0,3569.0,0.70834905
3570.0,3570.0,0.12998292
3571.0,3571.0,0.06318002
3572.0,3572.0,0.24337895
3573.0,3573.0,0.024253342
3574.0,3574.0,0.039479658
3575.0,3575.0,0.022770286
3576.0,3576.0,0.005965404
3577.0,3577.0,0.64478254
3578.0,3578.0,0.28736657
3579.0,3579.0,0.6880057
3580.0,3580.0,0.26436755
3581.0,3581.0,0.6372804
3582.0,3582.0,0.023844913
3583.0,3583.0,0.17646801
3584.0,3584.0,0.108687215
3585.0,3585.0,0.049624316
3586.0,3586.0,0.1412174
3587.0,3587.0,0.11102534
