Predictor variable,Categorical,Sample average
bio_14,false,97.9050925925926
bio_15,false,11.84271055683053
bio_18,false,372.6712962962963
bio_3,false,39.168210162894646
bio_7,false,31.9379629182227
bio_8,false,12.020717603118447
bio_9,false,11.380066802424873
elev,false,750.5949074074074
