x,y,species max
705.0,705.0,0.09991239
706.0,706.0,0.2740819
707.0,707.0,0.43639752
708.0,708.0,0.25045285
709.0,709.0,0.32451236
710.0,710.0,0.19130415
711.0,711.0,0.21264045
712.0,712.0,0.31079668
713.0,713.0,0.30523112
714.0,714.0,0.5805413
715.0,715.0,0.39268106
716.0,716.0,0.07473846
717.0,717.0,0.24666795
718.0,718.0,0.24231069
719.0,719.0,0.16400117
720.0,720.0,0.05934287
721.0,721.0,0.24595828
722.0,722.0,0.18055889
723.0,723.0,0.4113929
724.0,724.0,0.2808365
725.0,725.0,0.2780363
726.0,726.0,0.083010234
727.0,727.0,0.19686083
728.0,728.0,0.5532423
729.0,729.0,0.6340462
730.0,730.0,0.05996226
731.0,731.0,0.3137024
732.0,732.0,0.2997892
733.0,733.0,0.46776417
734.0,734.0,0.35872588
735.0,735.0,0.34451732
736.0,736.0,0.10558888
737.0,737.0,0.41603208
738.0,738.0,0.4089514
739.0,739.0,0.250719
740.0,740.0,0.053795412
741.0,741.0,0.06106858
742.0,742.0,0.45876786
743.0,743.0,0.25495335
744.0,744.0,0.41029826
745.0,745.0,0.3425282
746.0,746.0,0.33750436
747.0,747.0,0.23035951
748.0,748.0,0.6166649
749.0,749.0,0.28950042
750.0,750.0,0.04890391
751.0,751.0,0.4428421
752.0,752.0,0.19954893
753.0,753.0,0.09717912
754.0,754.0,0.16539127
755.0,755.0,0.054714244
756.0,756.0,0.20432037
757.0,757.0,0.6218607
758.0,758.0,0.3726218
759.0,759.0,0.39418384
760.0,760.0,0.832828
761.0,761.0,0.4577366
762.0,762.0,0.1856454
763.0,763.0,0.04934514
764.0,764.0,0.31500912
765.0,765.0,0.0412297
766.0,766.0,0.09712673
767.0,767.0,0.43828544
768.0,768.0,0.31057125
769.0,769.0,0.11669878
770.0,770.0,0.30811143
771.0,771.0,0.022416107
772.0,772.0,0.521307
773.0,773.0,0.34260318
774.0,774.0,0.30085757
775.0,775.0,0.62695026
776.0,776.0,0.1966602
777.0,777.0,0.42315996
778.0,778.0,0.25337613
779.0,779.0,0.32784072
780.0,780.0,0.20802344
781.0,781.0,0.22620286
782.0,782.0,0.36229187
783.0,783.0,0.19237956
784.0,784.0,0.68358845
785.0,785.0,0.16683853
786.0,786.0,0.15655483
787.0,787.0,0.13311785
788.0,788.0,0.057369787
789.0,789.0,0.2587174
790.0,790.0,0.041406292
791.0,791.0,0.046614174
792.0,792.0,0.36261952
793.0,793.0,0.5465759
794.0,794.0,0.3441084
795.0,795.0,0.35866228
796.0,796.0,0.05266401
797.0,797.0,0.23093428
798.0,798.0,0.33232945
799.0,799.0,0.38485926
800.0,800.0,0.13675259
801.0,801.0,0.43775702
802.0,802.0,0.36609238
803.0,803.0,0.04493584
804.0,804.0,0.076344125
805.0,805.0,0.1658542
806.0,806.0,0.23216666
807.0,807.0,0.16519175
808.0,808.0,0.7125138
809.0,809.0,0.18708082
810.0,810.0,0.2369506
811.0,811.0,0.5597134
812.0,812.0,0.2500774
813.0,813.0,0.18636411
814.0,814.0,0.055470686
815.0,815.0,0.26051134
816.0,816.0,0.36307758
817.0,817.0,0.05911883
818.0,818.0,0.11188866
819.0,819.0,0.5148073
820.0,820.0,0.28356495
821.0,821.0,0.19423337
822.0,822.0,0.20481136
823.0,823.0,0.59747374
824.0,824.0,0.27173474
825.0,825.0,0.10030482
826.0,826.0,0.49016345
827.0,827.0,0.057589047
828.0,828.0,0.4435975
829.0,829.0,0.44048768
830.0,830.0,0.3054202
831.0,831.0,0.1933851
832.0,832.0,0.054829903
833.0,833.0,0.1805304
834.0,834.0,0.18512626
835.0,835.0,0.58530295
836.0,836.0,0.2239128
837.0,837.0,0.3994431
838.0,838.0,0.22268778
839.0,839.0,0.28518274
840.0,840.0,0.39490902
841.0,841.0,0.19013485
842.0,842.0,0.450151
843.0,843.0,0.3886624
844.0,844.0,0.17132038
845.0,845.0,0.3254427
846.0,846.0,0.74996823
847.0,847.0,0.25239873
848.0,848.0,0.059248447
849.0,849.0,0.17446904
850.0,850.0,0.26780275
851.0,851.0,0.25801477
852.0,852.0,0.05515155
853.0,853.0,0.078639045
854.0,854.0,0.10953538
855.0,855.0,0.26973453
856.0,856.0,0.12976588
857.0,857.0,0.3540839
858.0,858.0,0.44384632
859.0,859.0,0.3797201
860.0,860.0,0.22801566
861.0,861.0,0.2290248
862.0,862.0,0.14815162
863.0,863.0,0.26533806
864.0,864.0,0.39730564
865.0,865.0,0.33787584
866.0,866.0,0.20333278
867.0,867.0,0.26493296
868.0,868.0,0.31659916
869.0,869.0,0.41378137
870.0,870.0,0.79389024
871.0,871.0,0.06675527
872.0,872.0,0.15813851
873.0,873.0,0.14400491
874.0,874.0,0.12918149
875.0,875.0,0.1918726
876.0,876.0,0.061336905
877.0,877.0,0.26228043
878.0,878.0,0.20713846
879.0,879.0,0.23715393
880.0,880.0,0.2471003
881.0,881.0,0.5376396
882.0,882.0,0.04125087
883.0,883.0,0.085728705
884.0,884.0,0.35814333
885.0,885.0,0.08315831
886.0,886.0,0.089277655
887.0,887.0,0.34024873
888.0,888.0,0.2701879
889.0,889.0,0.37690023
890.0,890.0,0.19898733
891.0,891.0,0.47931576
892.0,892.0,0.23081422
893.0,893.0,0.2509544
894.0,894.0,0.23793787
895.0,895.0,0.02353149
896.0,896.0,0.04699477
897.0,897.0,0.25794455
898.0,898.0,0.16233318
899.0,899.0,0.18883862
900.0,900.0,0.0359481
901.0,901.0,0.05184011
902.0,902.0,0.24595934
903.0,903.0,0.05682119
904.0,904.0,0.21671431
905.0,905.0,0.3169446
906.0,906.0,0.17097951
907.0,907.0,0.28198427
908.0,908.0,0.13203946
909.0,909.0,0.19388723
910.0,910.0,0.5084542
911.0,911.0,0.23699862
912.0,912.0,0.2086151
913.0,913.0,0.24180377
914.0,914.0,0.15766862
915.0,915.0,0.29944247
916.0,916.0,0.2691259
917.0,917.0,0.45490324
918.0,918.0,0.06459691
919.0,919.0,0.18144833
920.0,920.0,0.1832012
921.0,921.0,0.5819007
922.0,922.0,0.06813534
923.0,923.0,0.21262345
924.0,924.0,0.41475442
925.0,925.0,0.018568223
926.0,926.0,0.2529752
927.0,927.0,0.34088436
928.0,928.0,0.18907882
929.0,929.0,0.04852197
930.0,930.0,0.18779346
931.0,931.0,0.16791037
932.0,932.0,0.3549096
933.0,933.0,0.54527766
934.0,934.0,0.057300795
935.0,935.0,0.010039268
936.0,936.0,0.024361677
937.0,937.0,0.22897021
938.0,938.0,0.09339867
939.0,939.0,0.17556997
940.0,940.0,0.05498808
941.0,941.0,0.19949771
942.0,942.0,0.320077
943.0,943.0,0.40892258
944.0,944.0,0.4174812
945.0,945.0,0.4168031
946.0,946.0,0.31780243
947.0,947.0,0.23408225
948.0,948.0,0.24240787
949.0,949.0,0.02645842
950.0,950.0,0.39574462
951.0,951.0,0.041406777
952.0,952.0,0.2671564
953.0,953.0,0.7037458
954.0,954.0,0.066972055
955.0,955.0,0.06615737
956.0,956.0,0.39594123
957.0,957.0,0.2048709
958.0,958.0,0.2700854
959.0,959.0,0.12983331
960.0,960.0,0.26145586
961.0,961.0,0.1952041
962.0,962.0,0.18487446
963.0,963.0,0.25292644
964.0,964.0,0.14504546
965.0,965.0,0.022265969
966.0,966.0,0.16409734
967.0,967.0,0.21978097
968.0,968.0,0.5283248
969.0,969.0,0.26226965
970.0,970.0,0.061647058
971.0,971.0,0.3242105
972.0,972.0,0.04370307
973.0,973.0,0.11464062
974.0,974.0,0.16523439
975.0,975.0,0.025428975
976.0,976.0,0.63662606
977.0,977.0,0.3319946
978.0,978.0,0.19690934
979.0,979.0,0.40738758
980.0,980.0,0.13045809
981.0,981.0,0.048091147
982.0,982.0,0.33537525
983.0,983.0,0.4663079
984.0,984.0,0.61947966
985.0,985.0,0.3182137
986.0,986.0,0.16484104
987.0,987.0,0.26553518
988.0,988.0,0.3165213
989.0,989.0,0.40602693
990.0,990.0,0.3017196
991.0,991.0,0.43160677
992.0,992.0,0.27437693
993.0,993.0,0.49878594
994.0,994.0,0.3624239
995.0,995.0,0.49984047
996.0,996.0,0.14242597
997.0,997.0,0.17938617
998.0,998.0,0.38357803
999.0,999.0,0.27023867
1000.0,1000.0,0.12846099
