x,y,species max
2557.0,2557.0,0.1384694
2558.0,2558.0,0.23175123
2559.0,2559.0,0.26997945
2560.0,2560.0,0.2470843
2561.0,2561.0,0.27292135
2562.0,2562.0,0.17800622
2563.0,2563.0,0.053880528
2564.0,2564.0,0.039724976
2565.0,2565.0,0.06274787
2566.0,2566.0,0.6458324
2567.0,2567.0,0.27057782
2568.0,2568.0,0.16440788
2569.0,2569.0,0.3289338
2570.0,2570.0,0.09254041
2571.0,2571.0,0.36778253
2572.0,2572.0,0.3058691
2573.0,2573.0,0.54668564
2574.0,2574.0,0.22899257
2575.0,2575.0,0.15283222
2576.0,2576.0,0.4683894
2577.0,2577.0,0.31105936
2578.0,2578.0,0.25314122
2579.0,2579.0,0.49595717
2580.0,2580.0,0.2857484
2581.0,2581.0,0.32280955
2582.0,2582.0,0.04049416
2583.0,2583.0,0.3811992
2584.0,2584.0,0.20620425
2585.0,2585.0,0.6289043
2586.0,2586.0,0.2412241
2587.0,2587.0,0.33077002
2588.0,2588.0,0.29013264
2589.0,2589.0,0.26899207
2590.0,2590.0,0.27638128
2591.0,2591.0,0.39000002
2592.0,2592.0,0.25736615
2593.0,2593.0,0.22882998
2594.0,2594.0,0.15568855
2595.0,2595.0,0.26493844
2596.0,2596.0,0.11036655
2597.0,2597.0,0.513471
2598.0,2598.0,0.14736381
2599.0,2599.0,0.25036255
2600.0,2600.0,0.3417975
2601.0,2601.0,0.056348868
2602.0,2602.0,0.061889954
2603.0,2603.0,0.35944742
2604.0,2604.0,0.3932893
2605.0,2605.0,0.44031447
2606.0,2606.0,0.28015548
2607.0,2607.0,0.43793234
2608.0,2608.0,0.54623425
2609.0,2609.0,0.37093022
2610.0,2610.0,0.7025979
2611.0,2611.0,0.2077733
2612.0,2612.0,0.4822399
2613.0,2613.0,0.08181938
2614.0,2614.0,0.041643932
2615.0,2615.0,0.27809015
2616.0,2616.0,0.3115181
2617.0,2617.0,0.24454969
2618.0,2618.0,0.13820963
2619.0,2619.0,0.74752825
2620.0,2620.0,0.30787134
2621.0,2621.0,0.0965792
2622.0,2622.0,0.2898457
2623.0,2623.0,0.4641734
2624.0,2624.0,0.013583255
2625.0,2625.0,0.25030673
2626.0,2626.0,0.17720269
2627.0,2627.0,0.09647527
2628.0,2628.0,0.30662635
2629.0,2629.0,0.44026023
2630.0,2630.0,0.008670237
2631.0,2631.0,0.18343198
2632.0,2632.0,0.22495453
2633.0,2633.0,0.22655842
2634.0,2634.0,0.51723963
2635.0,2635.0,0.28348413
2636.0,2636.0,0.6213516
2637.0,2637.0,0.07305458
2638.0,2638.0,0.30213508
2639.0,2639.0,0.09225385
2640.0,2640.0,0.76472986
2641.0,2641.0,0.38674754
2642.0,2642.0,0.14861912
2643.0,2643.0,0.23612306
2644.0,2644.0,0.051792942
2645.0,2645.0,0.3519144
2646.0,2646.0,0.41570872
2647.0,2647.0,0.36889988
2648.0,2648.0,0.38549754
2649.0,2649.0,0.21814217
2650.0,2650.0,0.10766575
2651.0,2651.0,0.9303111
2652.0,2652.0,0.15994862
2653.0,2653.0,0.32212582
2654.0,2654.0,0.22260801
2655.0,2655.0,0.18123797
2656.0,2656.0,0.29354396
2657.0,2657.0,0.54272544
2658.0,2658.0,0.23128892
2659.0,2659.0,0.32119334
2660.0,2660.0,0.08893442
2661.0,2661.0,0.44424528
2662.0,2662.0,0.08411595
2663.0,2663.0,0.39594164
2664.0,2664.0,0.21984282
2665.0,2665.0,0.14355238
2666.0,2666.0,0.38450962
2667.0,2667.0,0.1472157
2668.0,2668.0,0.19438721
2669.0,2669.0,0.5213397
2670.0,2670.0,0.39831975
2671.0,2671.0,0.33217847
2672.0,2672.0,0.21985988
2673.0,2673.0,0.1787258
2674.0,2674.0,0.18001069
2675.0,2675.0,0.40831605
2676.0,2676.0,0.27381
2677.0,2677.0,0.36041632
2678.0,2678.0,0.049803372
2679.0,2679.0,0.4984399
2680.0,2680.0,0.26020712
2681.0,2681.0,0.73824054
2682.0,2682.0,0.2205039
2683.0,2683.0,0.31803384
2684.0,2684.0,0.30592903
2685.0,2685.0,0.16714174
2686.0,2686.0,0.2966647
2687.0,2687.0,0.29839477
2688.0,2688.0,0.4012443
2689.0,2689.0,0.33341575
2690.0,2690.0,0.044118967
2691.0,2691.0,0.5910536
2692.0,2692.0,0.24335624
2693.0,2693.0,0.9171797
2694.0,2694.0,0.12870708
2695.0,2695.0,0.404535
2696.0,2696.0,0.5712715
2697.0,2697.0,0.40491062
2698.0,2698.0,0.1809465
2699.0,2699.0,0.07117934
2700.0,2700.0,0.3044577
2701.0,2701.0,0.24945495
2702.0,2702.0,0.20730501
2703.0,2703.0,0.20940785
2704.0,2704.0,0.7030273
2705.0,2705.0,0.22427146
2706.0,2706.0,0.28695935
2707.0,2707.0,0.032668907
2708.0,2708.0,0.33204055
2709.0,2709.0,0.38116673
2710.0,2710.0,0.048514396
2711.0,2711.0,0.4239057
2712.0,2712.0,0.14706323
2713.0,2713.0,0.15289834
2714.0,2714.0,0.22930019
2715.0,2715.0,0.74944943
2716.0,2716.0,0.3042959
2717.0,2717.0,0.40123114
2718.0,2718.0,0.5460047
2719.0,2719.0,0.40346524
2720.0,2720.0,0.09070001
2721.0,2721.0,0.3917125
2722.0,2722.0,0.32565063
2723.0,2723.0,0.122967474
2724.0,2724.0,0.23199302
2725.0,2725.0,0.2986817
2726.0,2726.0,0.13447505
2727.0,2727.0,0.27131814
2728.0,2728.0,0.21755177
2729.0,2729.0,0.7432318
2730.0,2730.0,0.25263745
2731.0,2731.0,0.1553789
2732.0,2732.0,0.35055077
2733.0,2733.0,0.3486156
2734.0,2734.0,0.22111244
2735.0,2735.0,0.06504752
2736.0,2736.0,0.13754122
2737.0,2737.0,0.045864392
2738.0,2738.0,0.3601074
2739.0,2739.0,0.070686884
2740.0,2740.0,0.31732884
2741.0,2741.0,0.28374958
2742.0,2742.0,0.2425163
2743.0,2743.0,0.068695486
2744.0,2744.0,0.497339
2745.0,2745.0,0.2362855
2746.0,2746.0,0.19746968
2747.0,2747.0,0.2588732
2748.0,2748.0,0.25296003
2749.0,2749.0,0.2153766
2750.0,2750.0,0.3228132
2751.0,2751.0,0.07298357
2752.0,2752.0,0.553685
2753.0,2753.0,0.3452878
2754.0,2754.0,0.39600405
2755.0,2755.0,0.37696657
2756.0,2756.0,0.15647988
2757.0,2757.0,0.13154583
2758.0,2758.0,0.34732014
2759.0,2759.0,0.15960397
2760.0,2760.0,0.30968595
2761.0,2761.0,0.33834255
2762.0,2762.0,0.24640164
2763.0,2763.0,0.56687254
2764.0,2764.0,0.37685713
2765.0,2765.0,0.35748857
2766.0,2766.0,0.23711812
2767.0,2767.0,0.32631516
2768.0,2768.0,0.31201866
2769.0,2769.0,0.3128261
2770.0,2770.0,0.04746132
2771.0,2771.0,0.26680705
2772.0,2772.0,0.09791272
2773.0,2773.0,0.42020956
2774.0,2774.0,0.42005217
2775.0,2775.0,0.2533045
2776.0,2776.0,0.17683963
2777.0,2777.0,0.20335299
2778.0,2778.0,0.109752536
2779.0,2779.0,0.17500307
2780.0,2780.0,0.3000373
2781.0,2781.0,0.31714055
2782.0,2782.0,0.25858724
2783.0,2783.0,0.08088804
2784.0,2784.0,0.36493614
2785.0,2785.0,0.06156674
2786.0,2786.0,0.08481433
2787.0,2787.0,0.9104803
2788.0,2788.0,0.1763392
2789.0,2789.0,0.55043644
2790.0,2790.0,0.25155267
2791.0,2791.0,0.25149128
2792.0,2792.0,0.09619232
2793.0,2793.0,0.28625965
2794.0,2794.0,0.054289628
2795.0,2795.0,0.4023124
2796.0,2796.0,0.33241642
2797.0,2797.0,0.19531353
2798.0,2798.0,0.3926142
2799.0,2799.0,0.06835501
2800.0,2800.0,0.053912222
2801.0,2801.0,0.4346473
2802.0,2802.0,0.10794459
2803.0,2803.0,0.1623356
2804.0,2804.0,0.27783242
2805.0,2805.0,0.61164886
2806.0,2806.0,0.23431806
2807.0,2807.0,0.2880512
2808.0,2808.0,0.17550673
2809.0,2809.0,0.4017097
2810.0,2810.0,0.28683403
2811.0,2811.0,0.047121406
2812.0,2812.0,0.83408993
2813.0,2813.0,0.2847491
2814.0,2814.0,0.44692242
2815.0,2815.0,0.22018015
2816.0,2816.0,0.8147659
2817.0,2817.0,0.23439969
2818.0,2818.0,0.040921908
2819.0,2819.0,0.09141247
2820.0,2820.0,0.3948572
2821.0,2821.0,0.059499696
2822.0,2822.0,0.21390371
2823.0,2823.0,0.27149633
2824.0,2824.0,0.29492635
2825.0,2825.0,0.35548586
2826.0,2826.0,0.14700581
2827.0,2827.0,0.13108222
2828.0,2828.0,0.3033163
2829.0,2829.0,0.2900683
2830.0,2830.0,0.26061797
2831.0,2831.0,0.15116331
2832.0,2832.0,0.23962735
2833.0,2833.0,0.57388055
2834.0,2834.0,0.30168805
2835.0,2835.0,0.18844338
2836.0,2836.0,0.5244188
2837.0,2837.0,0.2198683
2838.0,2838.0,0.3175954
2839.0,2839.0,0.04640047
2840.0,2840.0,0.26673457
2841.0,2841.0,0.06715777
2842.0,2842.0,0.08638838
2843.0,2843.0,0.05518282
2844.0,2844.0,0.19186734
2845.0,2845.0,0.1579785
2846.0,2846.0,0.057865337
2847.0,2847.0,0.07865314
2848.0,2848.0,0.5077446
2849.0,2849.0,0.122770794
2850.0,2850.0,0.38110036
2851.0,2851.0,0.052060466
2852.0,2852.0,0.6068616
2853.0,2853.0,0.19728132
2854.0,2854.0,0.26012954
2855.0,2855.0,0.6972872
2856.0,2856.0,0.1914569
2857.0,2857.0,0.67031056
2858.0,2858.0,0.06005595
2859.0,2859.0,0.19258872
2860.0,2860.0,0.119526215
2861.0,2861.0,0.109564416
2862.0,2862.0,0.22016528
2863.0,2863.0,0.43976036
2864.0,2864.0,0.26844066
2865.0,2865.0,0.047351055
2866.0,2866.0,0.6798999
2867.0,2867.0,0.14427692
2868.0,2868.0,0.26115805
2869.0,2869.0,0.073553726
2870.0,2870.0,0.15087426
2871.0,2871.0,0.25781342
2872.0,2872.0,0.25182092
2873.0,2873.0,0.059944373
2874.0,2874.0,0.057439603
2875.0,2875.0,0.35014173
2876.0,2876.0,0.28366262
2877.0,2877.0,0.15379624
2878.0,2878.0,0.4106472
2879.0,2879.0,0.27638093
2880.0,2880.0,0.040777776
2881.0,2881.0,0.07305876
2882.0,2882.0,0.23104958
2883.0,2883.0,0.046852473
2884.0,2884.0,0.09341216
2885.0,2885.0,0.20050837
2886.0,2886.0,0.6804373
2887.0,2887.0,0.24618913
2888.0,2888.0,0.33549443
2889.0,2889.0,0.35085794
2890.0,2890.0,0.102639705
2891.0,2891.0,0.43028924
2892.0,2892.0,0.27768603
2893.0,2893.0,0.27644753
2894.0,2894.0,0.21482524
2895.0,2895.0,0.32635683
2896.0,2896.0,0.610487
2897.0,2897.0,0.044793095
2898.0,2898.0,0.45023218
2899.0,2899.0,0.24179888
2900.0,2900.0,0.4441434
2901.0,2901.0,0.052723426
2902.0,2902.0,0.32436946
2903.0,2903.0,0.5815774
2904.0,2904.0,0.39045367
2905.0,2905.0,0.50743914
2906.0,2906.0,0.043466587
2907.0,2907.0,0.35684153
2908.0,2908.0,0.280978
2909.0,2909.0,0.057597507
2910.0,2910.0,0.62054634
2911.0,2911.0,0.33045295
2912.0,2912.0,0.26252645
2913.0,2913.0,0.15296468
2914.0,2914.0,0.25854483
2915.0,2915.0,0.82940215
2916.0,2916.0,0.24053425
2917.0,2917.0,0.44470304
2918.0,2918.0,0.46976537
2919.0,2919.0,0.29099524
2920.0,2920.0,0.097742796
2921.0,2921.0,0.36041737
2922.0,2922.0,0.30691448
2923.0,2923.0,0.37719023
2924.0,2924.0,0.08696329
2925.0,2925.0,0.5803456
2926.0,2926.0,0.26897472
2927.0,2927.0,0.3503364
2928.0,2928.0,0.46532696
2929.0,2929.0,0.40636113
2930.0,2930.0,0.40585086
2931.0,2931.0,0.35807562
2932.0,2932.0,0.43950847
2933.0,2933.0,0.09021958
2934.0,2934.0,0.22803026
2935.0,2935.0,0.069845185
2936.0,2936.0,0.20454517
2937.0,2937.0,0.038727324
2938.0,2938.0,0.21471821
2939.0,2939.0,0.19180542
2940.0,2940.0,0.30073875
2941.0,2941.0,0.45324382
2942.0,2942.0,0.09888993
2943.0,2943.0,0.31483787
2944.0,2944.0,0.39491245
2945.0,2945.0,0.29465663
2946.0,2946.0,0.08312984
2947.0,2947.0,0.15335903
2948.0,2948.0,0.30934796
2949.0,2949.0,0.05227682
2950.0,2950.0,0.19554773
2951.0,2951.0,0.41806898
2952.0,2952.0,0.68882143
2953.0,2953.0,0.30966592
2954.0,2954.0,0.43161663
2955.0,2955.0,0.25401804
2956.0,2956.0,0.12740274
2957.0,2957.0,0.18683371
2958.0,2958.0,0.34518468
2959.0,2959.0,0.030107185
2960.0,2960.0,0.13167335
2961.0,2961.0,0.040972494
2962.0,2962.0,0.04393758
2963.0,2963.0,0.035541795
2964.0,2964.0,0.23925263
2965.0,2965.0,0.043631442
2966.0,2966.0,0.49152142
2967.0,2967.0,0.22922808
2968.0,2968.0,0.027648073
2969.0,2969.0,0.764903
2970.0,2970.0,0.26124978
2971.0,2971.0,0.2849176
2972.0,2972.0,0.24337381
2973.0,2973.0,0.046571434
2974.0,2974.0,0.17696266
2975.0,2975.0,0.26455376
2976.0,2976.0,0.32501274
2977.0,2977.0,0.14325488
2978.0,2978.0,0.22907771
2979.0,2979.0,0.32512668
2980.0,2980.0,0.20009013
2981.0,2981.0,0.55698216
2982.0,2982.0,0.34916663
2983.0,2983.0,0.20158523
2984.0,2984.0,0.20863195
2985.0,2985.0,0.39350644
2986.0,2986.0,0.36069304
2987.0,2987.0,0.40293097
2988.0,2988.0,0.052230872
2989.0,2989.0,0.35644218
2990.0,2990.0,0.29504204
2991.0,2991.0,0.2460682
2992.0,2992.0,0.3340925
2993.0,2993.0,0.46407792
2994.0,2994.0,0.11481776
2995.0,2995.0,0.1268595
2996.0,2996.0,0.31213576
2997.0,2997.0,0.45812625
2998.0,2998.0,0.27130952
2999.0,2999.0,0.1846213
3000.0,3000.0,0.25294498
3001.0,3001.0,0.36552247
3002.0,3002.0,0.08776372
3003.0,3003.0,0.32880124
3004.0,3004.0,0.42673412
3005.0,3005.0,0.51600647
3006.0,3006.0,0.27945647
3007.0,3007.0,0.14650811
3008.0,3008.0,0.087889016
3009.0,3009.0,0.43553782
3010.0,3010.0,0.19852586
3011.0,3011.0,0.27568486
3012.0,3012.0,0.14121838
3013.0,3013.0,0.139339
3014.0,3014.0,0.38518196
3015.0,3015.0,0.20094773
3016.0,3016.0,0.1443564
3017.0,3017.0,0.22825265
3018.0,3018.0,0.19264615
3019.0,3019.0,0.10029144
3020.0,3020.0,0.2972595
3021.0,3021.0,0.20884405
3022.0,3022.0,0.28916803
3023.0,3023.0,0.29718274
3024.0,3024.0,0.5889751
3025.0,3025.0,0.14996053
3026.0,3026.0,0.3460712
3027.0,3027.0,0.9328143
3028.0,3028.0,0.04510867
3029.0,3029.0,0.22592579
3030.0,3030.0,0.42110384
3031.0,3031.0,0.75489575
3032.0,3032.0,0.34213609
3033.0,3033.0,0.23327379
3034.0,3034.0,0.113933675
3035.0,3035.0,0.14979541
3036.0,3036.0,0.3523963
3037.0,3037.0,0.5523142
3038.0,3038.0,0.19215621
3039.0,3039.0,0.047766525
3040.0,3040.0,0.20142011
3041.0,3041.0,0.29438227
3042.0,3042.0,0.25046694
3043.0,3043.0,0.036889534
3044.0,3044.0,0.46445584
3045.0,3045.0,0.30605662
3046.0,3046.0,0.24701123
3047.0,3047.0,0.051803477
3048.0,3048.0,0.05033524
3049.0,3049.0,0.16045128
3050.0,3050.0,0.47567376
3051.0,3051.0,0.20027727
3052.0,3052.0,0.2736302
3053.0,3053.0,0.32171607
3054.0,3054.0,0.04177023
3055.0,3055.0,0.21915531
3056.0,3056.0,0.29300508
3057.0,3057.0,0.30565926
3058.0,3058.0,0.72029144
3059.0,3059.0,0.2139643
3060.0,3060.0,0.28127122
3061.0,3061.0,0.38073882
3062.0,3062.0,0.36171925
3063.0,3063.0,0.620587
3064.0,3064.0,0.24450079
3065.0,3065.0,0.40439022
3066.0,3066.0,0.24329191
3067.0,3067.0,0.038118508
3068.0,3068.0,0.6813096
3069.0,3069.0,0.4543434
3070.0,3070.0,0.45412132
3071.0,3071.0,0.15003383
3072.0,3072.0,0.32898468
3073.0,3073.0,0.07648094
3074.0,3074.0,0.17413867
3075.0,3075.0,0.07778501
3076.0,3076.0,0.06884249
3077.0,3077.0,0.04182458
3078.0,3078.0,0.5577549
3079.0,3079.0,0.17049122
3080.0,3080.0,0.4147839
3081.0,3081.0,0.27297834
3082.0,3082.0,0.11754527
3083.0,3083.0,0.46108767
3084.0,3084.0,0.7893786
3085.0,3085.0,0.12841932
3086.0,3086.0,0.0688081
3087.0,3087.0,0.21750037
3088.0,3088.0,0.26323506
3089.0,3089.0,0.3749031
3090.0,3090.0,0.13380398
3091.0,3091.0,0.21589285
3092.0,3092.0,0.25221714
3093.0,3093.0,0.23138222
3094.0,3094.0,0.34839094
3095.0,3095.0,0.04019939
3096.0,3096.0,0.07995276
3097.0,3097.0,0.131177
3098.0,3098.0,0.20935816
3099.0,3099.0,0.35287035
3100.0,3100.0,0.5898859
3101.0,3101.0,0.39153782
3102.0,3102.0,0.2606568
3103.0,3103.0,0.35074645
3104.0,3104.0,0.2643092
3105.0,3105.0,0.40744737
3106.0,3106.0,0.3519171
3107.0,3107.0,0.10160379
3108.0,3108.0,0.046839435
3109.0,3109.0,0.06498908
3110.0,3110.0,0.14494321
3111.0,3111.0,0.23232023
3112.0,3112.0,0.40636894
3113.0,3113.0,0.3145667
3114.0,3114.0,0.44936308
3115.0,3115.0,0.19311832
3116.0,3116.0,0.18438026
3117.0,3117.0,0.25982502
3118.0,3118.0,0.027643425
3119.0,3119.0,0.27752885
3120.0,3120.0,0.31825432
3121.0,3121.0,0.24637516
3122.0,3122.0,0.18834089
3123.0,3123.0,0.29831988
3124.0,3124.0,0.2674561
3125.0,3125.0,0.37783486
3126.0,3126.0,0.041098367
3127.0,3127.0,0.8399363
3128.0,3128.0,0.044079423
3129.0,3129.0,0.25370786
3130.0,3130.0,0.15240228
3131.0,3131.0,0.25166917
3132.0,3132.0,0.35382563
3133.0,3133.0,0.041676007
3134.0,3134.0,0.3008821
3135.0,3135.0,0.67294204
3136.0,3136.0,0.2380519
3137.0,3137.0,0.15033828
3138.0,3138.0,0.2173041
3139.0,3139.0,0.23428476
3140.0,3140.0,0.21045612
3141.0,3141.0,0.29948846
3142.0,3142.0,0.04309275
3143.0,3143.0,0.2563645
3144.0,3144.0,0.30288357
3145.0,3145.0,0.23410171
3146.0,3146.0,0.19362944
3147.0,3147.0,0.05025831
3148.0,3148.0,0.26926363
3149.0,3149.0,0.10212795
3150.0,3150.0,0.39981067
3151.0,3151.0,0.2179517
3152.0,3152.0,0.36154798
3153.0,3153.0,0.28812546
3154.0,3154.0,0.1260842
3155.0,3155.0,0.49668026
3156.0,3156.0,0.121477075
3157.0,3157.0,0.35174143
3158.0,3158.0,0.29980972
3159.0,3159.0,0.353201
3160.0,3160.0,0.18861182
3161.0,3161.0,0.19256483
3162.0,3162.0,0.21504867
3163.0,3163.0,0.19298422
3164.0,3164.0,0.3826119
3165.0,3165.0,0.097009614
3166.0,3166.0,0.18905438
3167.0,3167.0,0.51457536
3168.0,3168.0,0.0591119
3169.0,3169.0,0.32199126
3170.0,3170.0,0.1354802
3171.0,3171.0,0.41927364
3172.0,3172.0,0.03780319
3173.0,3173.0,0.52156717
3174.0,3174.0,0.22714028
3175.0,3175.0,0.4275288
3176.0,3176.0,0.70631355
3177.0,3177.0,0.14007072
3178.0,3178.0,0.312714
3179.0,3179.0,0.0553657
3180.0,3180.0,0.312867
3181.0,3181.0,0.632057
3182.0,3182.0,0.20149058
3183.0,3183.0,0.31590307
3184.0,3184.0,0.5315751
3185.0,3185.0,0.7607437
3186.0,3186.0,0.061018713
3187.0,3187.0,0.4020856
3188.0,3188.0,0.28948677
3189.0,3189.0,0.28806862
3190.0,3190.0,0.1514384
3191.0,3191.0,0.5948054
3192.0,3192.0,0.29745585
3193.0,3193.0,0.25711584
3194.0,3194.0,0.19607249
3195.0,3195.0,0.051876992
3196.0,3196.0,0.36872232
3197.0,3197.0,0.90173334
3198.0,3198.0,0.18554974
3199.0,3199.0,0.22744137
3200.0,3200.0,0.038781274
3201.0,3201.0,0.29599193
3202.0,3202.0,0.14682059
3203.0,3203.0,0.13082725
3204.0,3204.0,0.4167084
3205.0,3205.0,0.21566416
3206.0,3206.0,0.26181307
3207.0,3207.0,0.116603285
3208.0,3208.0,0.21754138
3209.0,3209.0,0.7079123
3210.0,3210.0,0.30125678
3211.0,3211.0,0.89533645
3212.0,3212.0,0.37568557
3213.0,3213.0,0.534508
3214.0,3214.0,0.27085444
3215.0,3215.0,0.04455529
3216.0,3216.0,0.04371249
3217.0,3217.0,0.33965084
3218.0,3218.0,0.2539549
3219.0,3219.0,0.72441816
3220.0,3220.0,0.7794436
3221.0,3221.0,0.20345096
3222.0,3222.0,0.33613905
3223.0,3223.0,0.2023721
3224.0,3224.0,0.30540884
3225.0,3225.0,0.2852595
3226.0,3226.0,0.38029107
3227.0,3227.0,0.28607145
3228.0,3228.0,0.15457122
3229.0,3229.0,0.065841265
3230.0,3230.0,0.041272834
3231.0,3231.0,0.2882521
3232.0,3232.0,0.45678663
3233.0,3233.0,0.22178084
3234.0,3234.0,0.13488919
3235.0,3235.0,0.31307563
3236.0,3236.0,0.19525258
3237.0,3237.0,0.32456142
3238.0,3238.0,0.38090575
3239.0,3239.0,0.21292922
3240.0,3240.0,0.2612656
3241.0,3241.0,0.35390565
3242.0,3242.0,0.046837535
3243.0,3243.0,0.29427436
3244.0,3244.0,0.11865379
3245.0,3245.0,0.036070146
3246.0,3246.0,0.22247113
3247.0,3247.0,0.12808391
3248.0,3248.0,0.31658646
3249.0,3249.0,0.27208325
3250.0,3250.0,0.48164648
3251.0,3251.0,0.47985572
3252.0,3252.0,0.12246563
3253.0,3253.0,0.32461098
3254.0,3254.0,0.34127513
3255.0,3255.0,0.22943132
3256.0,3256.0,0.21457075
3257.0,3257.0,0.18698259
3258.0,3258.0,0.33326867
3259.0,3259.0,0.15460508
3260.0,3260.0,0.6897585
3261.0,3261.0,0.4056759
3262.0,3262.0,0.42856386
3263.0,3263.0,0.24502714
3264.0,3264.0,0.15080328
3265.0,3265.0,0.31811756
3266.0,3266.0,0.549738
3267.0,3267.0,0.17858358
3268.0,3268.0,0.34169054
3269.0,3269.0,0.20150262
3270.0,3270.0,0.2274874
3271.0,3271.0,0.32797515
3272.0,3272.0,0.37702447
3273.0,3273.0,0.13308728
3274.0,3274.0,0.29186836
3275.0,3275.0,0.39751804
3276.0,3276.0,0.91412026
3277.0,3277.0,0.23021086
3278.0,3278.0,0.20219795
3279.0,3279.0,0.583503
3280.0,3280.0,0.2861091
3281.0,3281.0,0.24197234
3282.0,3282.0,0.36219835
3283.0,3283.0,0.4146526
3284.0,3284.0,0.23258924
3285.0,3285.0,0.41651994
3286.0,3286.0,0.10473753
3287.0,3287.0,0.24156742
3288.0,3288.0,0.2165485
3289.0,3289.0,0.25131804
3290.0,3290.0,0.14223257
3291.0,3291.0,0.0803015
3292.0,3292.0,0.2778461
3293.0,3293.0,0.276125
3294.0,3294.0,0.34969923
3295.0,3295.0,0.92700315
3296.0,3296.0,0.20155184
3297.0,3297.0,0.07238229
3298.0,3298.0,0.27676663
3299.0,3299.0,0.042696204
3300.0,3300.0,0.22865686
3301.0,3301.0,0.19523497
3302.0,3302.0,0.21201245
3303.0,3303.0,0.18004465
3304.0,3304.0,0.15073763
3305.0,3305.0,0.21768379
3306.0,3306.0,0.1742406
3307.0,3307.0,0.42003787
3308.0,3308.0,0.3158856
3309.0,3309.0,0.2335913
3310.0,3310.0,0.29399845
3311.0,3311.0,0.14896186
3312.0,3312.0,0.3007624
3313.0,3313.0,0.0693443
3314.0,3314.0,0.020957526
3315.0,3315.0,0.23869719
3316.0,3316.0,0.3008628
3317.0,3317.0,0.035937022
3318.0,3318.0,0.40234518
3319.0,3319.0,0.43971696
3320.0,3320.0,0.499535
3321.0,3321.0,0.33742926
3322.0,3322.0,0.037496217
3323.0,3323.0,0.26114163
3324.0,3324.0,0.22349216
3325.0,3325.0,0.25126815
3326.0,3326.0,0.1609566
3327.0,3327.0,0.40454513
3328.0,3328.0,0.25628373
3329.0,3329.0,0.36261427
3330.0,3330.0,0.27026924
3331.0,3331.0,0.30234644
3332.0,3332.0,0.07037121
3333.0,3333.0,0.162206
3334.0,3334.0,0.044933304
3335.0,3335.0,0.39883155
3336.0,3336.0,0.06229338
3337.0,3337.0,0.115858026
3338.0,3338.0,0.23321067
3339.0,3339.0,0.08681976
3340.0,3340.0,0.25673386
3341.0,3341.0,0.17676888
3342.0,3342.0,0.37257433
3343.0,3343.0,0.353571
3344.0,3344.0,0.19714785
3345.0,3345.0,0.090784505
3346.0,3346.0,0.4800767
3347.0,3347.0,0.31704623
3348.0,3348.0,0.26669413
3349.0,3349.0,0.33690202
3350.0,3350.0,0.071553305
3351.0,3351.0,0.20759387
3352.0,3352.0,0.5203416
3353.0,3353.0,0.16190167
3354.0,3354.0,0.21068825
3355.0,3355.0,0.046506908
3356.0,3356.0,0.29512188
3357.0,3357.0,0.26025957
3358.0,3358.0,0.07512644
3359.0,3359.0,0.5323243
3360.0,3360.0,0.08017677
3361.0,3361.0,0.23630694
3362.0,3362.0,0.28208265
3363.0,3363.0,0.215198
3364.0,3364.0,0.20970662
3365.0,3365.0,0.28520322
3366.0,3366.0,0.42035803
3367.0,3367.0,0.14137368
3368.0,3368.0,0.19718009
3369.0,3369.0,0.26892656
3370.0,3370.0,0.20460422
3371.0,3371.0,0.1359616
3372.0,3372.0,0.053420953
3373.0,3373.0,0.07986809
3374.0,3374.0,0.6384669
3375.0,3375.0,0.06047864
3376.0,3376.0,0.20915675
3377.0,3377.0,0.26300186
3378.0,3378.0,0.3846382
3379.0,3379.0,0.60237247
3380.0,3380.0,0.08485806
3381.0,3381.0,0.19320083
3382.0,3382.0,0.48609298
3383.0,3383.0,0.02644402
3384.0,3384.0,0.55639404
3385.0,3385.0,0.052601457
3386.0,3386.0,0.35471258
3387.0,3387.0,0.35266095
3388.0,3388.0,0.41892022
3389.0,3389.0,0.48807254
3390.0,3390.0,0.3575723
3391.0,3391.0,0.48816574
3392.0,3392.0,0.107998945
3393.0,3393.0,0.26128292
3394.0,3394.0,0.260581
3395.0,3395.0,0.012313002
3396.0,3396.0,0.3250723
3397.0,3397.0,0.09516463
3398.0,3398.0,0.24516077
3399.0,3399.0,0.4084925
3400.0,3400.0,0.7769442
3401.0,3401.0,0.1469418
3402.0,3402.0,0.34954804
3403.0,3403.0,0.042965665
3404.0,3404.0,0.04325642
3405.0,3405.0,0.42646378
3406.0,3406.0,0.4579368
3407.0,3407.0,0.41648373
3408.0,3408.0,0.253521
3409.0,3409.0,0.22610995
3410.0,3410.0,0.13117555
3411.0,3411.0,0.013101329
3412.0,3412.0,0.09627037
3413.0,3413.0,0.31305516
3414.0,3414.0,0.42129177
3415.0,3415.0,0.25833294
3416.0,3416.0,0.21318044
3417.0,3417.0,0.38311604
3418.0,3418.0,0.21540427
3419.0,3419.0,0.13647726
3420.0,3420.0,0.27350575
3421.0,3421.0,0.59010124
3422.0,3422.0,0.19789484
3423.0,3423.0,0.2652483
3424.0,3424.0,0.36289904
3425.0,3425.0,0.255919
3426.0,3426.0,0.21558191
3427.0,3427.0,0.3061052
3428.0,3428.0,0.28971043
3429.0,3429.0,0.09192036
3430.0,3430.0,0.51132137
3431.0,3431.0,0.05399191
3432.0,3432.0,0.18240932
