x,y,species_2 logistic values
1.0,1.0,0.28122574
2.0,2.0,0.033686392
3.0,3.0,0.0369473
4.0,4.0,0.56411856
5.0,5.0,0.01692381
6.0,6.0,0.032232292
7.0,7.0,0.0019131314
8.0,8.0,0.32463878
9.0,9.0,0.013744728
10.0,10.0,0.039515864
11.0,11.0,0.030061979
12.0,12.0,0.5895252
13.0,13.0,0.052123923
14.0,14.0,0.056426115
15.0,15.0,0.30157483
16.0,16.0,0.033739977
17.0,17.0,0.025386183
18.0,18.0,0.26331547
19.0,19.0,0.0068371105
20.0,20.0,0.33242542
21.0,21.0,0.47498438
22.0,22.0,0.015289289
23.0,23.0,0.05701769
24.0,24.0,0.07388261
25.0,25.0,0.01980643
26.0,26.0,0.005419658
27.0,27.0,0.6097684
28.0,28.0,0.06681409
29.0,29.0,0.41920763
30.0,30.0,0.06719778
31.0,31.0,0.02938879
32.0,32.0,0.09920111
33.0,33.0,0.06308301
34.0,34.0,0.08886593
35.0,35.0,0.057685815
36.0,36.0,0.1903184
37.0,37.0,0.09861307
38.0,38.0,0.071051806
39.0,39.0,0.09510878
40.0,40.0,0.17925377
41.0,41.0,0.12119568
42.0,42.0,0.034586
43.0,43.0,0.022217484
44.0,44.0,0.005817857
45.0,45.0,0.06812276
46.0,46.0,0.057196077
47.0,47.0,0.024090493
48.0,48.0,0.15974586
49.0,49.0,0.051928174
50.0,50.0,0.014133428
51.0,51.0,0.028294187
52.0,52.0,0.0068610185
53.0,53.0,0.05624234
54.0,54.0,0.12676175
55.0,55.0,0.27970904
56.0,56.0,0.05445394
57.0,57.0,0.01662371
58.0,58.0,0.025144929
59.0,59.0,0.08202346
60.0,60.0,0.15360026
61.0,61.0,0.08938841
62.0,62.0,0.035786565
63.0,63.0,0.013565283
64.0,64.0,0.020395584
65.0,65.0,0.13712008
66.0,66.0,0.17727764
67.0,67.0,0.14780703
68.0,68.0,0.40856844
69.0,69.0,0.12775181
70.0,70.0,0.05862219
71.0,71.0,0.015983045
72.0,72.0,0.59268403
73.0,73.0,0.056661986
74.0,74.0,0.017652426
75.0,75.0,0.040546205
76.0,76.0,0.019109357
77.0,77.0,0.0065593454
78.0,78.0,0.029141866
79.0,79.0,0.50056744
80.0,80.0,0.12511948
81.0,81.0,0.31258214
82.0,82.0,0.04874173
83.0,83.0,0.0021179134
84.0,84.0,0.19722721
85.0,85.0,0.052468725
86.0,86.0,0.049457192
87.0,87.0,0.5540794
88.0,88.0,0.007437864
89.0,89.0,0.03383923
90.0,90.0,0.07280269
91.0,91.0,0.24373354
92.0,92.0,0.102231264
93.0,93.0,0.03226985
94.0,94.0,0.0029743179
95.0,95.0,0.0033191415
96.0,96.0,0.02734458
97.0,97.0,0.04733193
98.0,98.0,0.084673226
99.0,99.0,0.23079129
100.0,100.0,0.017861826
101.0,101.0,0.15791981
102.0,102.0,0.41235918
103.0,103.0,0.01323909
104.0,104.0,0.5460293
105.0,105.0,0.062923916
106.0,106.0,0.0129136
107.0,107.0,0.032976788
108.0,108.0,0.32419127
109.0,109.0,0.10381898
110.0,110.0,0.009702483
111.0,111.0,0.004324075
112.0,112.0,0.40274665
113.0,113.0,0.052007753
114.0,114.0,0.041547876
115.0,115.0,0.03406226
116.0,116.0,0.114766404
117.0,117.0,0.058710553
118.0,118.0,0.41676426
119.0,119.0,0.64199996
120.0,120.0,0.04362683
121.0,121.0,0.012354304
122.0,122.0,0.3022804
123.0,123.0,0.010441107
124.0,124.0,0.02245055
125.0,125.0,0.010815927
126.0,126.0,0.042070884
127.0,127.0,0.013445778
128.0,128.0,0.06172072
129.0,129.0,0.03198611
130.0,130.0,0.021620568
131.0,131.0,0.524685
132.0,132.0,0.5535241
133.0,133.0,0.010563631
134.0,134.0,0.034230653
135.0,135.0,0.0036679853
136.0,136.0,0.11132942
137.0,137.0,0.0049177213
138.0,138.0,0.03130392
139.0,139.0,0.05663418
140.0,140.0,0.04928238
141.0,141.0,0.0063117906
142.0,142.0,0.012155975
143.0,143.0,0.104379185
144.0,144.0,0.058525577
145.0,145.0,0.028138531
146.0,146.0,0.014001091
147.0,147.0,0.0023329307
148.0,148.0,0.08282721
149.0,149.0,0.46666095
150.0,150.0,0.12977278
151.0,151.0,0.2699749
152.0,152.0,0.026934948
153.0,153.0,0.534725
154.0,154.0,0.14208698
155.0,155.0,0.2386596
156.0,156.0,0.01557353
157.0,157.0,0.016888564
158.0,158.0,0.0149788475
159.0,159.0,0.115550295
160.0,160.0,0.010383189
161.0,161.0,0.13168024
162.0,162.0,0.0027204438
163.0,163.0,0.11760294
164.0,164.0,0.58974224
165.0,165.0,0.1251888
166.0,166.0,0.39543575
167.0,167.0,0.3751305
168.0,168.0,0.086651936
169.0,169.0,0.3279886
170.0,170.0,0.054574106
171.0,171.0,0.12876214
172.0,172.0,0.027908223
173.0,173.0,0.045574956
174.0,174.0,0.06759339
175.0,175.0,0.17880645
176.0,176.0,0.19710423
177.0,177.0,0.022301044
178.0,178.0,0.17265972
179.0,179.0,0.412939
180.0,180.0,0.057174798
181.0,181.0,0.036402717
182.0,182.0,0.23496151
183.0,183.0,0.009910957
184.0,184.0,0.25130793
185.0,185.0,0.12932493
186.0,186.0,0.013427193
187.0,187.0,0.09015487
188.0,188.0,0.17403862
189.0,189.0,0.05185272
190.0,190.0,0.6638849
191.0,191.0,0.43893573
192.0,192.0,0.43922117
193.0,193.0,0.008545357
194.0,194.0,0.11797062
195.0,195.0,0.5410888
196.0,196.0,0.008230834
197.0,197.0,0.13361241
198.0,198.0,0.29207295
199.0,199.0,0.33273748
200.0,200.0,0.015791405
201.0,201.0,0.063704535
202.0,202.0,0.27970243
203.0,203.0,0.03839134
204.0,204.0,0.134372
205.0,205.0,0.6254151
206.0,206.0,0.15574676
207.0,207.0,0.0694266
208.0,208.0,0.10827084
209.0,209.0,0.083396584
210.0,210.0,0.2038843
211.0,211.0,0.012770299
212.0,212.0,0.42037207
213.0,213.0,0.1599015
214.0,214.0,0.037332527
215.0,215.0,0.063313745
216.0,216.0,0.18825497
217.0,217.0,0.01318613
218.0,218.0,0.007889099
219.0,219.0,0.0026703046
220.0,220.0,0.080240466
221.0,221.0,0.33789095
222.0,222.0,0.098648466
223.0,223.0,0.014084868
224.0,224.0,0.016246567
225.0,225.0,0.07824868
226.0,226.0,0.04060352
227.0,227.0,0.02331014
228.0,228.0,0.28701517
229.0,229.0,0.028406158
230.0,230.0,0.032636743
231.0,231.0,0.0109468205
232.0,232.0,0.031849563
233.0,233.0,0.029229388
234.0,234.0,0.03465776
235.0,235.0,0.00566914
236.0,236.0,0.059696104
237.0,237.0,0.031946637
238.0,238.0,0.43594623
239.0,239.0,0.010121807
240.0,240.0,0.67054605
241.0,241.0,0.045305666
242.0,242.0,0.6132679
243.0,243.0,0.056299813
244.0,244.0,0.040805254
245.0,245.0,0.028987212
246.0,246.0,0.30195785
247.0,247.0,0.0444254
248.0,248.0,0.19671836
249.0,249.0,0.029520625
250.0,250.0,0.04674097
251.0,251.0,0.1661936
252.0,252.0,0.0011929342
253.0,253.0,0.037513416
254.0,254.0,0.6014542
255.0,255.0,0.015800375
256.0,256.0,0.49796823
257.0,257.0,0.033420756
258.0,258.0,0.07421766
259.0,259.0,0.102600224
260.0,260.0,0.06012455
261.0,261.0,0.060230557
262.0,262.0,0.008103537
263.0,263.0,0.030888243
264.0,264.0,0.0446474
265.0,265.0,0.099750854
266.0,266.0,0.30934343
267.0,267.0,0.09314499
268.0,268.0,0.14795494
269.0,269.0,0.009348526
270.0,270.0,0.032805063
271.0,271.0,0.011445895
272.0,272.0,0.034997307
273.0,273.0,0.05535235
274.0,274.0,0.16381201
275.0,275.0,0.019177763
276.0,276.0,0.11266068
277.0,277.0,0.0039015277
278.0,278.0,0.02210048
279.0,279.0,0.039814044
280.0,280.0,0.0010078044
281.0,281.0,0.031009
282.0,282.0,0.1278881
283.0,283.0,0.12711902
284.0,284.0,0.05802767
285.0,285.0,0.046667166
286.0,286.0,0.5661257
287.0,287.0,0.023322763
288.0,288.0,0.045109395
289.0,289.0,0.477056
290.0,290.0,0.088293664
291.0,291.0,0.05797789
292.0,292.0,0.048249375
293.0,293.0,0.03643608
294.0,294.0,0.06547086
295.0,295.0,0.14630312
296.0,296.0,0.033932816
297.0,297.0,0.010009503
298.0,298.0,0.057146244
299.0,299.0,0.069279894
300.0,300.0,0.0060880925
301.0,301.0,0.16539992
302.0,302.0,0.031666014
303.0,303.0,0.040325355
304.0,304.0,0.14699365
305.0,305.0,0.10965011
306.0,306.0,0.035708375
307.0,307.0,0.023647103
308.0,308.0,0.059295245
309.0,309.0,0.041165832
310.0,310.0,0.03945598
311.0,311.0,0.32499704
312.0,312.0,0.08117523
313.0,313.0,0.020241732
314.0,314.0,0.013396827
315.0,315.0,0.037077773
316.0,316.0,0.029670268
317.0,317.0,0.07536817
318.0,318.0,0.111713864
319.0,319.0,0.010211141
320.0,320.0,0.35141113
321.0,321.0,0.220728
322.0,322.0,0.016116835
323.0,323.0,0.022941314
324.0,324.0,0.08766331
325.0,325.0,0.14507794
326.0,326.0,0.62237185
327.0,327.0,0.0021022167
328.0,328.0,0.24953574
329.0,329.0,0.071967475
330.0,330.0,0.03448323
331.0,331.0,0.0035154282
332.0,332.0,0.19990915
333.0,333.0,0.02055438
334.0,334.0,0.023635272
335.0,335.0,0.019226098
336.0,336.0,0.047099162
337.0,337.0,0.056069303
338.0,338.0,0.10931808
339.0,339.0,0.087149985
340.0,340.0,0.026470289
341.0,341.0,0.64750046
342.0,342.0,0.028885536
343.0,343.0,0.005969581
344.0,344.0,0.23829605
345.0,345.0,0.027631208
346.0,346.0,0.055381726
347.0,347.0,0.017990354
348.0,348.0,0.039018046
349.0,349.0,0.3486018
350.0,350.0,0.60171574
351.0,351.0,0.015754728
352.0,352.0,0.014999067
353.0,353.0,0.003663006
354.0,354.0,0.05976592
355.0,355.0,0.03066557
356.0,356.0,0.027907811
357.0,357.0,0.048151743
358.0,358.0,0.040722407
359.0,359.0,0.12462479
360.0,360.0,0.013486597
361.0,361.0,0.08116736
362.0,362.0,0.049466964
363.0,363.0,0.034339283
364.0,364.0,0.05205444
365.0,365.0,0.04369703
366.0,366.0,0.19592795
367.0,367.0,0.40703788
368.0,368.0,0.07231429
369.0,369.0,0.062479816
370.0,370.0,0.3466193
371.0,371.0,0.32929757
372.0,372.0,0.054890208
373.0,373.0,0.094589464
374.0,374.0,0.010076194
375.0,375.0,0.016220005
376.0,376.0,0.59966993
377.0,377.0,0.045435227
378.0,378.0,0.013708851
379.0,379.0,0.012726991
380.0,380.0,0.059867796
381.0,381.0,0.21341796
382.0,382.0,0.2167013
383.0,383.0,0.075324036
384.0,384.0,0.022535834
385.0,385.0,0.0522884
386.0,386.0,0.32165983
387.0,387.0,0.080111675
388.0,388.0,0.018804938
389.0,389.0,0.0056042173
390.0,390.0,0.020863226
391.0,391.0,0.02623727
392.0,392.0,0.3676953
393.0,393.0,0.23383781
394.0,394.0,0.03499521
395.0,395.0,0.03566795
396.0,396.0,0.016983382
397.0,397.0,0.015352027
398.0,398.0,0.16286309
399.0,399.0,0.114445195
400.0,400.0,0.014698842
401.0,401.0,0.029204905
402.0,402.0,0.5588117
403.0,403.0,0.13511643
404.0,404.0,0.09746222
405.0,405.0,0.018367795
406.0,406.0,0.10718104
407.0,407.0,0.10000429
408.0,408.0,0.038593605
409.0,409.0,0.014234143
410.0,410.0,0.06853848
411.0,411.0,0.04227467
412.0,412.0,0.018592758
413.0,413.0,0.2032877
414.0,414.0,0.011382787
415.0,415.0,0.11620007
416.0,416.0,0.0052522747
417.0,417.0,0.083194055
418.0,418.0,0.015787829
419.0,419.0,0.02260105
420.0,420.0,0.025923876
421.0,421.0,0.017017044
422.0,422.0,0.34681877
423.0,423.0,0.052015577
424.0,424.0,0.032671846
425.0,425.0,0.44328842
426.0,426.0,0.030769031
427.0,427.0,0.05534414
428.0,428.0,0.085455865
429.0,429.0,0.04863204
430.0,430.0,0.051937714
431.0,431.0,0.009059788
432.0,432.0,0.2524021
433.0,433.0,0.043261416
434.0,434.0,0.041828293
435.0,435.0,0.033069342
436.0,436.0,0.21638666
437.0,437.0,0.34122667
438.0,438.0,0.17734033
439.0,439.0,0.01431441
440.0,440.0,0.036953326
441.0,441.0,0.002051111
442.0,442.0,0.03170814
443.0,443.0,0.47665027
444.0,444.0,0.050484467
445.0,445.0,0.024806356
446.0,446.0,0.025738494
447.0,447.0,0.04201364
448.0,448.0,0.044302255
449.0,449.0,0.02889914
450.0,450.0,0.3861586
451.0,451.0,0.06934915
452.0,452.0,0.015543849
453.0,453.0,0.030326542
454.0,454.0,0.10350076
455.0,455.0,0.090049624
456.0,456.0,0.032860607
457.0,457.0,0.27444986
458.0,458.0,0.039906513
459.0,459.0,0.0363575
460.0,460.0,0.021892324
461.0,461.0,0.0705033
462.0,462.0,0.27853182
463.0,463.0,0.2226795
464.0,464.0,0.114133686
465.0,465.0,0.064492725
466.0,466.0,0.05794851
467.0,467.0,0.1191439
468.0,468.0,0.030890249
469.0,469.0,0.047032647
470.0,470.0,0.092854954
471.0,471.0,0.013615869
472.0,472.0,0.2527624
473.0,473.0,0.1566663
474.0,474.0,0.048605982
475.0,475.0,0.03831012
476.0,476.0,0.033151984
477.0,477.0,0.025095506
478.0,478.0,0.056937397
479.0,479.0,0.049800266
480.0,480.0,0.12098363
481.0,481.0,0.012255073
482.0,482.0,0.044102896
483.0,483.0,0.27927765
484.0,484.0,0.020511402
485.0,485.0,0.052330382
486.0,486.0,0.006341501
487.0,487.0,0.02492731
488.0,488.0,0.0053852326
489.0,489.0,0.00682288
490.0,490.0,0.07002598
491.0,491.0,0.059687268
492.0,492.0,0.02812929
493.0,493.0,0.043568086
494.0,494.0,0.097334154
495.0,495.0,0.04013869
496.0,496.0,0.029639589
497.0,497.0,0.01613964
498.0,498.0,0.0759402
499.0,499.0,0.004527938
500.0,500.0,0.020173363
501.0,501.0,0.3841607
502.0,502.0,0.012918162
503.0,503.0,0.017099041
504.0,504.0,0.08060194
505.0,505.0,0.31046644
506.0,506.0,0.007778718
507.0,507.0,0.57823485
508.0,508.0,0.03574819
509.0,509.0,0.039261196
510.0,510.0,0.15117052
511.0,511.0,0.051258314
512.0,512.0,0.04299787
513.0,513.0,0.0830765
514.0,514.0,0.03843865
515.0,515.0,0.042350493
516.0,516.0,0.025603041
517.0,517.0,0.02361895
518.0,518.0,0.1456179
519.0,519.0,0.2356792
520.0,520.0,0.50206214
521.0,521.0,0.06645116
522.0,522.0,0.058905322
523.0,523.0,0.013816152
524.0,524.0,0.18994597
525.0,525.0,0.013992781
526.0,526.0,0.03379359
527.0,527.0,0.07139726
528.0,528.0,0.5967065
529.0,529.0,0.005777083
530.0,530.0,0.026733465
531.0,531.0,0.022401255
532.0,532.0,0.5413872
533.0,533.0,0.0046872585
534.0,534.0,0.040289167
535.0,535.0,0.04298083
536.0,536.0,0.008729109
537.0,537.0,0.07146461
538.0,538.0,0.038630042
539.0,539.0,0.10092085
540.0,540.0,0.10660811
541.0,541.0,0.041925155
542.0,542.0,0.020950899
543.0,543.0,0.35618538
544.0,544.0,0.06940261
545.0,545.0,0.14313948
546.0,546.0,0.3707944
547.0,547.0,0.16778582
548.0,548.0,0.024134886
549.0,549.0,0.13966547
550.0,550.0,0.52144015
551.0,551.0,0.0631162
552.0,552.0,0.07801287
553.0,553.0,0.03188751
554.0,554.0,0.19634528
555.0,555.0,0.10931282
556.0,556.0,0.17899077
557.0,557.0,0.047546815
558.0,558.0,0.23826022
559.0,559.0,0.05380161
560.0,560.0,0.16083328
561.0,561.0,0.076975204
562.0,562.0,0.15990442
563.0,563.0,0.03663017
564.0,564.0,0.07707853
565.0,565.0,0.055058565
566.0,566.0,0.24915649
567.0,567.0,0.055859584
568.0,568.0,0.13969658
569.0,569.0,0.007217655
570.0,570.0,0.03501308
571.0,571.0,0.05188339
572.0,572.0,0.5179184
573.0,573.0,0.023627758
574.0,574.0,0.31092247
575.0,575.0,0.03128737
576.0,576.0,0.037413396
577.0,577.0,0.06391208
578.0,578.0,0.04760582
579.0,579.0,0.076458305
580.0,580.0,0.0033680173
581.0,581.0,0.037279826
