Predictor variable,Categorical,Sample average
bio_14,false,97.99074074074075
bio_15,false,11.855311909011714
bio_18,false,372.8487654320988
bio_3,false,39.191945315354474
bio_7,false,31.938657358251998
bio_8,false,11.99949846144273
bio_9,false,11.427996362962167
elev,false,747.5439814814815
