"ID","name","basis","coordinateUncertaintyInMeters","informationWithheld","lat","long","date","year","month","day"
"6922faac-1bb1-4f75-a49c-a1bc5e5434de","Galax urceolata","PreservedSpecimen",NA,NA,38.9,-77.06,NA,NA,NA,NA
"6b966a56-11d6-4341-b53d-a22b520c75c8","Galax urceolata","PreservedSpecimen",NA,NA,34.97,-82.85,2003-06-25,2003,6,25
"6ce8ad8e-78d4-4e67-ac0b-cfbfea3a95cd","Galax urceolata","PreservedSpecimen",4731,NA,35.6,-82.29,1999-08-18,1999,8,18
"745aa971-e8f5-454a-9a04-12e0c39889ad","Galax urceolata","PreservedSpecimen",504,NA,36.11,-83.75,1968-02-25,1968,2,25
"75365a48-dbad-4d93-9baa-9125a7eca425","Galax urceolata","PreservedSpecimen",1807,NA,36.4,-80.28,1932-05-14,1932,5,14
"7893e3b7-bf40-4a39-ae15-fc4622ff6fea","Galax urceolata","PreservedSpecimen",NA,"location information not given for endangered species",35.04,-83.19,NA,NA,NA,NA
"80a4097c-710e-42d9-8de9-675d5c5189e8","Galax urceolata","PreservedSpecimen",NA,"location information not given for endangered species",35.03,-83.44,2016-06-13,2016,6,13
"822a5e97-11c9-47aa-a63a-8eeb250b523d","Galax urceolata","PreservedSpecimen",1400,NA,34.32,-84.63,1973-03-13,1973,3,13
"88630713-c03a-4a84-b096-13b9a41f515e","Galax urceolata","PreservedSpecimen",3036,NA,35.65,-83.58,1923-05-28,1923,5,28
"8e1d692d-b2db-479f-b3d5-06d760b8a88d","Galax urceolata","PreservedSpecimen",NA,NA,33.8,-80.54,2005-10-15,2005,10,15
"925c0c38-a560-421d-95a2-7289054f4779","Galax urceolata","PreservedSpecimen",500,NA,36,-81.11,1956-05-13,1956,5,13
"93c348c8-ab27-4abb-896a-42681f639642","Galax urceolata","PreservedSpecimen",NA,NA,36.08,-82.57,2009-05-12,2009,5,12
"958287f8-12d6-47d7-84d0-10aac5153ac7","Galax urceolata","PreservedSpecimen",NA,"location information not given for endangered species",36.39,-80.26,NA,NA,NA,NA
"9899d694-2f84-434d-b672-8788df4c165f","Galax urceolata","PreservedSpecimen",NA,NA,34.76,-84.71,1948-08-17,1948,8,17
"99e0817f-b5c2-4294-86d2-e73bff15f89f","Galax urceolata","PreservedSpecimen",NA,"location information not given for endangered species",34.35,-78.15,NA,NA,NA,NA
"9db6cdca-9533-4d5b-a6e4-87eb01507fa5","Galax urceolata","PreservedSpecimen",905,NA,34.85,-83.8,1970-08-02,1970,8,2
"ac994e76-d422-4719-988c-028aa90afd76","Galax urceolata","PreservedSpecimen",2289,NA,36.84,-84.33,1961-08-24,1961,8,24
"b0bf13cb-28a8-4f7a-9185-d95453d05458","Galax urceolata","PreservedSpecimen",NA,"location information not given for endangered species",37.35,-80.53,2015-07-13,2015,7,13
"b3b8dd78-3437-407b-9e39-d517d443e4a7","Galax urceolata","PreservedSpecimen",15760,NA,35.67,-83.47,1932-04-25,1932,4,25
"b552bd58-6d4a-4ece-bd5b-06ea60b37d54","Galax urceolata","PreservedSpecimen",3036,NA,36.55,-84.05,1923-05-18,1923,5,18
"b5af74ab-3214-4651-9250-1c0598cbd863","Galax urceolata","PreservedSpecimen",NA,NA,33.81,-81.2,1999-10-07,1999,10,7
"baf3d957-ed3a-48cd-9f00-693b58125956","Galax urceolata","PreservedSpecimen",1807,NA,35.91,-81.89,1982-10-09,1982,10,9
"c2b5b4cc-44ea-48f2-9657-2c2bf1e1c030","Galax urceolata","PreservedSpecimen",NA,"location information not given for endangered species",36.34,-80.48,NA,NA,NA,NA
"c9068db6-ba7d-4506-967a-740acbaa1f18","Galax urceolata","PreservedSpecimen",1370,NA,34.74,-83.46,1928-06-24,1928,6,24
"d0a9c4ed-a81b-436f-a311-ed5f93b7122c","Galax urceolata","PreservedSpecimen",1506,NA,38.99,-79.2,NA,NA,NA,NA
"df2b5e81-833f-4c65-849c-c3f5be0b2afd","Galax urceolata","PreservedSpecimen",NA,"location information not given for endangered species",35.73,-81.91,NA,NA,NA,NA
"e0b059a8-74ad-4c3a-a4c1-6feffa735378","Galax urceolata","PreservedSpecimen",NA,"location information not given for endangered species",35.81,-76.89,NA,NA,NA,NA
"e41632f4-86d4-4233-b27b-23adb1ef46d0","Galax urceolata","PreservedSpecimen",125,NA,35.64,-82.29,1977-07-05,1977,7,5
"e71f61b2-6935-404d-a3a1-fb2e454407e0","Galax urceolata","PreservedSpecimen",2499,NA,35.97,-83.9,1935-07-28,1935,7,28
"e9347dc5-a2ba-45b4-87d4-7f6aee06e7ef","Galax urceolata","PreservedSpecimen",NA,NA,35.17,-83.58,2002-10-07,2002,10,7
"ea2fe744-ad4c-4708-88f1-fa82baa85b86","Galax urceolata","PreservedSpecimen",NA,NA,36.18,-82.08,2012-08-11,2012,8,11
"ed7d66a4-7e9d-4bff-a1e0-af0aed151c21","Galax urceolata","PreservedSpecimen",NA,"location information not given for endangered species",36.4,-81.04,NA,NA,NA,NA
"ef132a9c-162b-4252-9805-771a8cb9c86e","Galax urceolata","PreservedSpecimen",NA,NA,35.64,-83.5,2009-10-07,2009,10,7
"f0623752-8b9f-4291-bbca-b321963efd24","Galax urceolata","PreservedSpecimen",1639,NA,36.41,-80.21,1981-04-14,1981,4,14
"f295f67e-54d8-4621-b744-f1e6ca0bd1ea","Galax urceolata","PreservedSpecimen",NA,NA,34.5,-85.63,2004-05-12,2004,5,12
"f33205eb-a597-45f9-9a72-f953d65fda04","Galax urceolata","PreservedSpecimen",NA,NA,35.95,-82.9,2015-05-15,2015,5,15
"f40eb9f2-043c-4c3d-b528-9362e6b898f6","Galax urceolata","PreservedSpecimen",NA,"location information not given for endangered species",35.6,-81.64,NA,NA,NA,NA
"f46f178e-738b-4a39-a2dc-5d47b78209a3","Galax urceolata","PreservedSpecimen",NA,NA,35.65,-83.44,1934-07-20,1934,7,20
"f95facb5-f659-4869-ac71-8b92a1399762","Galax urceolata","PreservedSpecimen",2000,NA,35.63,-83.82,1933-05-11,1933,5,11
"fad02b47-741e-4dfb-a629-293ec6c575b5","Galax urceolata","PreservedSpecimen",NA,NA,36.82,-76.86,NA,NA,NA,NA
"ffd29cd9-6a50-4ed8-99ae-2972fc22892b","Galax urceolata","PreservedSpecimen",420,NA,35.18,-83.56,1962-08-22,1962,8,22
