"name","basis","date","institutionID","collectionCode","collectionID","country","county","state","locality","Latitude","Longitude","ID","coordinateUncertaintyInMeters","informationWithheld","habitat","prov","spocc.latitude","spocc.longitude","spocc.prov","spocc.date","spocc.name"
"galax urceolata","PreservedSpecimen",NA,NA,"vascular plants","17f2d0fa-39a6-4465-8055-1d6fc12eeda2","united states","buncombe","north carolina",NA,NA,NA,"0a5869bf-701f-496a-bfab-bd5d0baa3ee4",NA,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality",NA,"idigbio",NA,NA,"idigbio",1967-05-01,"galax urceolata"
"galax aphylla","PreservedSpecimen",NA,NA,NA,"565b6f19-288f-4614-a4c9-b09448e96547","united states","unicoi","tennessee",NA,NA,NA,"0a721561-599e-4ede-b215-658c76173f1e",NA,NA,NA,"idigbio",NA,NA,"idigbio",NA,"galax aphylla"
"galax aphylla","PreservedSpecimen",NA,NA,"vascular plants","17f2d0fa-39a6-4465-8055-1d6fc12eeda2","united states","harnett","north carolina",NA,NA,NA,"0a8c08c5-734f-4108-a8d4-9eada51adfc9",NA,NA,NA,"idigbio",NA,NA,"idigbio",NA,"galax aphylla"
"galax urceolata","PreservedSpecimen","1993-10-19",NA,NA,"83a25d36-cf0b-430d-9ec2-eee6b1dea81f","united states","floyd","georgia","Old Mill Rd. Berry College",NA,NA,"0abdfc55-c44a-45af-a1da-368e28ec6437",NA,NA,"Rocky & wooded area","idigbio",NA,NA,"idigbio",1993-10-19,"galax urceolata"
"galax urceolata","PreservedSpecimen",NA,NA,NA,"024f44f2-a2f5-4daa-b306-c11efb5aa4d0","united states","avery","north carolina",NA,NA,NA,"0b39083a-3a97-4371-9fae-8daf60513474",NA,NA,NA,"idigbio",NA,NA,"idigbio",NA,"galax urceolata"
"galax urceolata","PreservedSpecimen","1963-07-10","urn:lsid:biocol.org:col:15754","herb",NA,"united states","towns county","georgia",NA,NA,NA,"0b46941d-d4c0-4f41-b7ab-ddae57970dd3",NA,NA,NA,"idigbio",NA,NA,"idigbio",1963-07-10,"galax urceolata"
"galax aphylla","PreservedSpecimen",NA,NA,NA,"9a26bc5f-b8ef-4fa8-b7e8-b8341e2e7823","united states","york","south carolina",NA,NA,NA,"0b4ccf8e-ead7-4fae-8986-90da5e16d06e",NA,NA,NA,"idigbio",NA,NA,"idigbio",NA,"galax aphylla"
"galax aphylla","PreservedSpecimen",NA,NA,"vascular plants","17f2d0fa-39a6-4465-8055-1d6fc12eeda2","united states","wayne","north carolina",NA,NA,NA,"0b5706c5-ea75-45c8-9154-f4ca1a10617f",NA,NA,NA,"idigbio",NA,NA,"idigbio",NA,"galax aphylla"
"galax urceolata","PreservedSpecimen",NA,NA,NA,"b01784c6-c5d7-11e4-b6af-00163e00498d","united states","blount","tennessee",NA,NA,NA,"0b6e8487-ddef-4488-b000-9edb8ee34fe6",NA,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, habitat",NA,"idigbio",NA,NA,"idigbio",2001-10-09,"galax urceolata"
"galax urceolata","PreservedSpecimen",NA,NA,"vascular plants","17f2d0fa-39a6-4465-8055-1d6fc12eeda2","united states","cumberland","north carolina",NA,NA,NA,"0b8ab8c0-39e1-461f-95d5-3b5b740f8823",NA,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, habitat",NA,"idigbio",NA,NA,"idigbio",2002-05-01,"galax urceolata"
"galax urceolata","PreservedSpecimen",NA,NA,NA,"5082277f-dd49-4b22-9e2d-746d2fb233b4","united states","whitley","kentucky",NA,NA,NA,"0b8d101f-dbbc-4569-a9a2-a5cbdfc5b9c5",NA,NA,NA,"idigbio",NA,NA,"idigbio",NA,"galax urceolata"
