"uuid","occurrenceid","catalognumber","family","genus","scientificname","country","stateprovince","geopoint.lon","geopoint.lat","datecollected","collector","recordset"
"1ec31159-b0fd-41d4-bfa8-6ccc1bf18bdd","bc78f958-69f2-4175-9e87-43c1cedc2073","ncu00332744","diapensiaceae","pyxidanthera","pyxidanthera barbulata","united states","north carolina",NA,NA,NA,NA,"4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"1ecf0ba1-257a-4e7d-89f3-05f2edade6b1","aecd45ce-099e-4d97-9665-4f9e92ace53c",NA,"diapensiaceae","pyxidanthera","pyxidanthera barbulata","united states","north carolina",NA,NA,"1981-03-16T00:00:00+00:00","steven r. hill","e5cb850f-de98-45ce-9872-95262732809f"
"1efdb82c-2a1f-44f0-b4dc-f72493640130","e8029ea0-3ddf-47b2-a4a1-13dac46327cf","ncu00326362","diapensiaceae","galax","galax aphylla","united states","north carolina",NA,NA,NA,NA,"4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"1f068d21-87f4-45bb-8500-8ec5bf5064cc","1e9267e6-8469-4184-a651-b44141b8404d","31234100396256","diapensiaceae","galax","galax urceolata","united states","kentucky",NA,NA,"1999-05-07T00:00:00+00:00","ronald l. jones","20360fae-574a-4d63-b9f6-47b1cc07fd22"
"1f21a315-495c-418e-8ca9-21be27a70d8a","http://arctos.database.museum/guid/uam:herb:143708?seid=1716089","uam:herb:143708","diapensiaceae","diapensia","diapensia lapponica subsp. obovata","united states","alaska",-142.155833,62.07466667,"2003-06-21T00:00:00+00:00","collector(s): bruce a. bennett, patricia loomis","b6ec6203-09db-4d6e-8cba-ee4bebd2934c"
"1f22e56d-22db-45e8-94cd-7a72d8d4f547","89e50eef-208c-400d-809f-cba1aff46b0c","ph00054240","diapensiaceae","pyxidanthera","pyxidanthera barbulata","united states","new jersey",-74.114675,40.261964,"1937-09-26T00:00:00+00:00","john m. fogg, jr.","65536dcd-7bb2-44e5-af3f-4a13f08e53d0"
"1f2a7a17-9eb8-4fc8-9db8-03e532af68f2","urn:catalog:uconn:conn:conn00049552","conn00049552","diapensiaceae","pyxidanthera","pyxidanthera barbulata michx.","united states","new jersey",-74.48305,39.95,"1965-07-04T00:00:00+00:00","c.f. parker","e70af26a-fb9e-43ab-96a0-d62a2df37e6d"
"1f2c3821-3764-4581-927b-c0d9f5789d97","http://coldb.mnhn.fr/catalognumber/mnhn/p/p04488211","p04488211","diapensiaceae","diapensia","diapensia lapponica l.",NA,NA,NA,NA,NA,NA,"616857b7-f952-44ef-9b6f-576dc1e65b51"
"1f327aec-4c86-4082-95dd-fb495fe118e0","urn:catalog:o:v:216960","216960","diapensiaceae","diapensia","diapensia obovata","united states","alaska",NA,NA,"1994-06-19","c. l. parker | d. f. murray | r. lipkin | m. emers","e6ccc2bd-9451-4802-8a51-8640d9f09793"
"1f3ff4cd-e7ff-4cba-97f7-6df9a736d579","51edc838-7efa-4e40-a3d4-3eaf31fad8f9","uscs0008550","diapensiaceae","shortia","shortia galacifolia","united states","south carolina",NA,NA,NA,NA,"aac5fd7f-8043-4aa8-811f-e50de70d96f3"
