"uuid","occurrenceid","catalognumber","family","genus","scientificname","country","stateprovince","geopoint.lon","geopoint.lat","datecollected","collector","recordset"
"0554117b-5984-44a5-b203-6c3388c1af37","0e87ffff-c743-4e4f-b6bd-83db3d6d078a","cm149935","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1953-10-31","henry, l.k.; beer, f.h.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"059e8b68-040d-4a1d-9901-b0b38f1781d4","64e062ad-a3d7-4d12-bf0d-a3d395b93d6b","duke10095602","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"05bad93d-aa87-4f3a-a6c7-b32e247524a9","82d7f2d3-5eb1-41a4-bfad-bec85eb182af","015499","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,"e23109b4-e143-437c-b329-3dff7cb35488"
"05e75be2-2eb7-466e-a3a6-cae455f1a5d1","82d98200-2332-4b13-adbf-d9686c4b10ed","odu00020343","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1967-01-14","r.c. dunton","0038ce2e-43bb-4f70-8dd6-dca34efd3fca"
"064816ad-de35-4521-a95e-d7fa1eb9cd72","c4f68a70-c8a8-4550-b6e1-1f4e319bd727","ga059193","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1938-06-04T00:00:00+00:00","pyron, j; mcvaugh, r","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"06547ae3-4d9f-4ac4-8201-1178c13d64ee","8a815755-95bb-4290-b990-915b2b7f3925",NA,"diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"2019-12-19","ethan l. hughes","e23109b4-e143-437c-b329-3dff7cb35488"
"06e73628-00a4-4421-a791-1a4a826755a3","8eed1a1d-7045-44f7-abc5-141abe2015ab","vpi-v-0059466","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"0767e7a0-9996-410a-9894-9b6c5c63cfac","48f850a6-9033-424b-882e-06d77fc8411c","263101","diapensiaceae","galax","galax urceolata","united states","north carolina",-81.90382,35.7302,NA,"stein servick","781fd581-7b93-471e-a025-413e4bcd8491"
"083637c1-99e6-4135-9475-05a53f78e6ea","98168ea8-079b-4606-8f73-f698f7abddcc","vpi-v-0059451","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"08528918-c344-429e-9ab9-55d515d15d72","ccfdba02-b835-4adc-8243-ebdb51953956","no0092173","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1967-01-15","r. c. dunton","4523e216-ee13-4b15-a3f7-a6fd56431604"
